hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,3.693365,1.108711,1.264350,0.183343,0.006564,2.921158,0.790921,1.300463,1.921813,True,1.498940,finite_loss,80,"[1.0719800553235093, -0.23455779113480396, 0.26272022226851655, -2.8549578892367977, -5.026112217299266]",1707.292355,1,torch_full_bessel_autograd,full_likelihood,1139,1139,1139,10.000000,1139,0,1139,4.707262,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,3.069003,0.193156,0.183299,0.237904,0.000007,16.743120,5.455557,0.900545,1.751857,True,1.660812,finite_loss,48,"[2.817987435969905, 1.6966347230773, -0.10475533743726351, -2.488113371381691, -11.865949367633542]",1924.881656,1,torch_full_bessel_autograd,full_likelihood,1159,1159,1159,10.000000,1159,0,1159,4.486821,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,4.752155,3.252401,2.935636,0.169460,0.473848,1.618782,0.340642,0.814697,2.179944,True,1.686367,finite_loss,36,"[0.4816739983154152, -1.0769241820192201, -0.20493850811903658, -2.9708728873509718, -0.7468693144081452]",1907.280841,1,torch_full_bessel_autograd,full_likelihood,1131,1131,1131,10.000000,1131,0,1131,4.941903,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,5.898434,0.700267,0.935733,0.201445,0.000001,6.303541,1.068681,1.785569,2.428669,True,1.750943,finite_loss,58,"[1.8411115789788288, 0.06642476802113625, 0.5797370118362034, -2.7198122281170867, -13.446603666294491]",2031.093412,1,torch_full_bessel_autograd,full_likelihood,1160,1160,1160,10.000000,1160,0,1160,5.419304,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,4.726232,0.363524,0.469167,0.351083,0.000001,10.073677,2.131439,1.665664,2.173990,True,1.491820,finite_loss,55,"[2.3099257699042166, 0.7567975105280856, 0.5102235760839863, -1.9653317488579023, -14.108969956045561]",1630.559332,1,torch_full_bessel_autograd,full_likelihood,1093,1093,1093,10.000000,1093,0,1093,7.218779,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,3.001299,0.358906,0.258635,0.287131,0.000000,11.604401,3.866459,0.519291,1.732426,True,1.468549,finite_loss,45,"[2.4513844369857574, 1.3523391106646638, -0.6552900418177184, -2.2334301648588935, -15.67231145360073]",1280.575033,1,torch_full_bessel_autograd,full_likelihood,872,872,872,10.000000,872,0,872,4.504939,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,5.297029,0.174949,0.158423,0.188717,0.000003,33.436024,6.312222,0.820002,2.301528,True,2.015524,finite_loss,58,"[3.5096338789887516, 1.842487731688454, -0.19844902214412116, -2.813120952635475, -12.74535367304824]",2140.486660,1,torch_full_bessel_autograd,full_likelihood,1062,1062,1062,10.000000,1062,0,1062,3.667264,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,5.115408,0.116280,0.244966,0.202293,0.000048,20.882085,4.082194,4.438153,2.261727,True,1.979629,finite_loss; precomputed_vecchia_whitened_outlier_qc |w|>10 removed 1/1120,62,"[3.0388916058003663, 1.4066345142024017, 1.4902383631810499, -2.7138616669965487, -9.936321418495135]",2215.204937,1,torch_full_bessel_autograd,full_likelihood,1120,1119,1120,10.000000,1120,1,1119,16.880486,True,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,3.919719,0.154453,0.203638,0.365580,0.000001,19.248454,4.910672,1.738297,1.979828,True,1.662569,finite_loss,49,"[2.9574307254844654, 1.5914108817846429, 0.5529061848547053, -1.9115383923345086, -14.31058491344371]",1828.825471,1,torch_full_bessel_autograd,full_likelihood,1100,1100,1100,10.000000,1100,0,1100,4.232367,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
87,11,7,7,2024-07-11T07:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,2.247968,0.194983,0.124237,0.341013,0.000005,18.094237,8.049152,0.405982,1.499323,True,1.445717,finite_loss,69,"[2.8955935085470936, 2.085566739196875, -0.9014460331649219, -2.0040279450881906, -12.261266391786135]",1189.825021,1,torch_full_bessel_autograd,full_likelihood,823,823,823,10.000000,823,0,823,4.223747,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,1,16.880486,
