hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,6.099442,0.146334,0.337891,0.179460,0.018442,18.051485,2.959530,5.331689,2.469705,True,2.051983,finite_loss,80,"[2.8932279266896774, 1.0850305572023624, 1.6736681275583523, -2.886181976329937, -3.99314015731279]",2185.361515,1,torch_full_bessel_autograd,full_likelihood,1065,1065,1065,10.000000,1065,0,1065,5.318060,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,4.177013,0.071270,0.109350,0.314379,0.000002,38.198582,9.144951,2.354062,2.043774,True,1.935546,finite_loss,56,"[3.6427983997505984, 2.213201972505942, 0.8561423506865753, -2.112273689960573, -13.275705591833649]",1978.127863,1,torch_full_bessel_autograd,full_likelihood,1022,1022,1022,10.000000,1022,0,1022,3.961686,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,3.677955,0.096441,0.131561,0.427442,0.684930,27.956325,7.601052,1.860943,1.917799,True,1.919714,finite_loss,29,"[3.330643472085056, 2.028286647334209, 0.6210832486907348, -1.703121140700518, -0.37843856949754756]",1984.984674,1,torch_full_bessel_autograd,full_likelihood,1034,1034,1034,10.000000,1034,0,1034,3.998037,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,5.105728,0.218956,0.243627,0.274311,0.000002,20.957113,4.104628,1.238046,2.259586,True,1.828914,finite_loss,47,"[3.0424781258699407, 1.4121151517634833, 0.2135344299142988, -2.2947863043814345, -13.224184096751964]",1860.005911,1,torch_full_bessel_autograd,full_likelihood,1017,1017,1017,10.000000,1017,0,1017,4.972635,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,6.318487,0.361412,0.407646,0.328770,0.000000,15.499923,2.453107,1.272218,2.513660,True,1.710338,finite_loss,45,"[2.740835078451159, 0.8973553196272903, 0.24076178947019383, -2.052662526967789, -15.083460757408023]",1535.883510,1,torch_full_bessel_autograd,full_likelihood,898,898,898,10.000000,898,0,898,4.393403,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,3.571660,0.172993,0.188468,0.295087,0.000002,18.950988,5.305932,1.186919,1.889884,True,1.696127,finite_loss,48,"[2.941856058678439, 1.6688254518223784, 0.17136114527043483, -2.196831026836049, -13.189944874382496]",1516.337248,1,torch_full_bessel_autograd,full_likelihood,894,894,894,10.000000,894,0,894,3.341712,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,3.196693,0.113325,0.163175,2.499985,0.977428,19.590571,6.128387,2.073275,1.787930,True,1.680645,finite_loss,56,"[2.975048385480188, 1.8129316185341804, 0.7291294711867867, 12.0, -0.022830422846502836]",949.564487,1,torch_full_bessel_autograd,full_likelihood,565,565,565,10.000000,565,0,565,3.757867,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,2.422738,0.118663,0.218899,0.293217,0.000006,11.067839,4.568319,3.402949,1.556515,True,1.524992,finite_loss,53,"[2.4040435395633595, 1.5191453535067867, 1.2246424134719311, -2.205339253110038, -11.990099886700664]",1511.267039,1,torch_full_bessel_autograd,full_likelihood,991,991,991,10.000000,991,0,991,3.712707,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,3.294684,0.100945,0.202876,0.786384,0.399266,16.239870,4.929113,4.039156,1.815126,True,1.617638,finite_loss,23,"[2.787469321094642, 1.5951590298368221, 1.3960356766052957, -0.8446092012572252, -0.9181286141582357]",833.083484,1,torch_full_bessel_autograd,full_likelihood,515,515,515,10.000000,515,0,515,3.446303,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
73,10,1,1,2024-07-10T01:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,5.908362,0.183611,0.334746,0.240665,0.000001,17.650275,2.987338,3.323800,2.430712,True,1.927008,finite_loss,55,"[2.8707513829003495, 1.0943827226623584, 1.201108695932719, -2.472309000118303, -13.863523322353688]",2075.387854,1,torch_full_bessel_autograd,full_likelihood,1077,1077,1077,10.000000,1077,0,1077,4.327198,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.318060,
