hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,8.370899,0.210029,0.254997,0.293914,0.000001,32.827399,3.921610,1.474047,2.893251,True,2.046237,finite_loss,45,"[3.4912634951348966, 1.366502197202686, 0.3880115478318379, -2.202161021667633, -13.63190203454929]",2304.063041,1,torch_full_bessel_autograd,full_likelihood,1126,1126,1126,10.000000,1126,0,1126,3.713733,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,7.957759,0.132207,0.196042,0.338783,0.000008,40.592071,5.100942,2.198821,2.820950,True,2.073743,finite_loss,67,"[3.7035727610169835, 1.6294253057807908, 0.7879213315016044, -2.0127496481463796, -11.706251749107434]",2374.436243,1,torch_full_bessel_autograd,full_likelihood,1145,1145,1145,10.000000,1145,0,1145,4.187311,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,5.426289,0.231228,0.212097,0.523496,0.579917,25.583961,4.714817,0.841376,2.329440,True,1.784063,finite_loss,20,"[3.241965630168364, 1.550710128501743, -0.1727170226817529, -1.4289405400015096, -0.5448702767052278]",1983.877721,1,torch_full_bessel_autograd,full_likelihood,1112,1112,1112,10.000000,1112,0,1112,4.665801,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,6.407929,0.194182,0.176536,0.369619,0.000003,36.298238,5.664582,0.826504,2.531389,True,1.884567,finite_loss,38,"[3.591769191981709, 1.734233055081089, -0.19055038021721257, -1.8969264858640125, -12.681535919695932]",2040.985551,1,torch_full_bessel_autograd,full_likelihood,1083,1083,1083,10.000000,1083,0,1083,4.976154,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,11.456335,0.267099,0.298321,0.275513,0.000007,38.402729,3.352096,1.247449,3.384721,True,2.173349,finite_loss,53,"[3.6481285304042763, 1.2095857140882655, 0.22110069847596042, -2.2889049763667075, -11.935772895592105]",2434.150881,1,torch_full_bessel_autograd,full_likelihood,1120,1120,1120,10.000000,1120,0,1120,4.184909,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,10.951875,0.123553,0.169748,0.435086,0.000002,64.518419,5.891084,1.887574,3.309362,True,2.183617,finite_loss,46,"[4.166950743933922, 1.7734400333226417, 0.6352922145415556, -1.6793761495752104, -13.116343594684945]",2334.286923,1,torch_full_bessel_autograd,full_likelihood,1069,1069,1069,10.000000,1069,0,1069,3.801879,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,7.451322,0.121868,0.138557,0.582947,0.000000,53.777953,7.217236,1.292636,2.729711,True,1.939202,finite_loss,42,"[3.984863591718154, 1.9764720639742912, 0.25668342572607444, -1.2801231631801147, -15.083093342955392]",1446.644406,1,torch_full_bessel_autograd,full_likelihood,746,746,746,10.000000,746,0,746,5.146268,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,9.188038,0.165684,0.162221,0.469651,0.000000,56.639115,6.164441,0.958632,3.031178,True,2.006231,finite_loss,42,"[4.0366998209393525, 1.8187973991155364, -0.04224766617604165, -1.5765403152389352, -14.611705561211062]",2180.772814,1,torch_full_bessel_autograd,full_likelihood,1087,1087,1087,10.000000,1087,0,1087,4.340941,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,11.140527,0.187051,0.184738,0.381385,0.000004,60.304420,5.413067,0.975428,3.337743,True,2.144849,finite_loss,41,"[4.099405393331432, 1.6888158726646438, -0.02487929560965095, -1.8552356312130864, -12.331154170398362]",2402.230531,1,torch_full_bessel_autograd,full_likelihood,1120,1120,1120,10.000000,1120,0,1120,3.367334,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,13.657586,0.183116,0.246815,0.416102,0.000000,55.335226,4.051611,1.816738,3.695617,True,2.166072,finite_loss,47,"[4.013409706207308, 1.399114603771192, 0.5970425845988886, -1.7390825075716354, -14.536740957455397]",2374.014388,1,torch_full_bessel_autograd,full_likelihood,1096,1096,1096,10.000000,1096,0,1096,4.700772,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
68,9,4,4,2024-07-09T04:00:00Z,2024-07,full_likelihood,free,10,2,2,-0.502000,0.741000,126.023000,128.511500,0.119500,127.267250,16.533929,0.340700,0.496785,0.355949,0.547534,33.281828,2.012941,2.126151,4.066193,True,2.199229,finite_loss,29,"[3.50501155117883, 0.6995969545153778, 0.7543132371529666, -1.947035390341059, -0.6023300491321245]",2034.286544,1,torch_full_bessel_autograd,full_likelihood,925,925,925,10.000000,925,0,925,4.898187,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.722180,
