hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,13.452145,0.363488,0.503806,0.286700,0.000003,26.701042,1.984891,1.921090,3.667717,True,2.123305,finite_loss,55,"[3.284702604510014, 0.6855640402071961, 0.6528925567926953, -2.235446544783444, -12.81746175880267]",2454.540440,1,torch_full_bessel_autograd,full_likelihood,1156,1156,1156,10.000000,1156,0,1156,4.884494,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,17.867593,0.160750,0.137401,0.500246,0.000003,130.039294,7.277941,0.730606,4.227008,True,2.353376,finite_loss,49,"[4.867836662901108, 1.9848480401608888, -0.3138810932517607, -1.4909853830693731, -12.61622052067742]",2452.217411,1,torch_full_bessel_autograd,full_likelihood,1042,1042,1042,10.000000,1042,0,1042,4.062560,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,11.822026,0.430122,0.414147,0.341038,0.038545,28.545452,2.414599,0.927100,3.438317,True,1.966444,finite_loss,50,"[3.351497606675885, 0.8815332221276119, -0.07569377376885293, -2.003928406038547, -3.2559159409861103]",2078.530862,1,torch_full_bessel_autograd,full_likelihood,1057,1057,1057,10.000000,1057,0,1057,4.556759,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,7.302494,0.192670,0.204763,0.198318,0.000004,35.663231,4.883706,1.129464,2.702313,True,2.135478,finite_loss,54,"[3.5741202220594976, 1.585904275397151, 0.12174284040560622, -2.7420338954947097, -12.507799679225219]",2415.226031,1,torch_full_bessel_autograd,full_likelihood,1131,1131,1131,10.000000,1131,0,1131,6.033594,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,12.448685,0.279653,0.340013,0.291725,0.000001,36.612422,2.941067,1.478262,3.528269,True,2.167142,finite_loss,47,"[3.6003875682485105, 1.078772539882102, 0.3908670829187898, -2.21216572254249, -13.89268347498555]",2412.029205,1,torch_full_bessel_autograd,full_likelihood,1113,1113,1113,10.000000,1113,0,1113,4.160589,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,14.923999,0.208421,0.210842,0.367545,0.000001,70.782956,4.742895,1.023367,3.863159,True,2.269783,finite_loss,38,"[4.259618237183005, 1.5566476330462944, 0.02309835521661386, -1.904411131567834, -14.50622474386574]",2442.286235,1,torch_full_bessel_autograd,full_likelihood,1076,1076,1076,10.000000,1076,0,1076,5.498700,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,12.176714,0.341792,0.280169,0.272335,0.000061,43.462066,3.569277,0.671917,3.489515,True,2.178490,finite_loss,50,"[3.7718885204960624, 1.2723630641552441, -0.39762026783382837, -2.304524205180235, -9.70157077516185]",2361.483138,1,torch_full_bessel_autograd,full_likelihood,1084,1084,1084,10.000000,1084,0,1084,5.564662,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,10.921648,0.216165,0.251552,0.551641,1.441510,43.417095,3.975325,1.354206,3.304792,True,2.145518,finite_loss,21,"[3.770853267128654, 1.3801064355574693, 0.3032153646193094, -1.3568581597635538, 0.36569126656441825]",2381.525301,1,torch_full_bessel_autograd,full_likelihood,1110,1110,1110,10.000000,1110,0,1110,5.088154,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,11.078016,0.132039,0.112477,0.430608,0.000002,98.491268,8.890696,0.725642,3.328365,True,2.247164,finite_loss,48,"[4.5899678947636655, 2.18500528954916, -0.320698636462497, -1.693240293579583, -12.949906567355802]",2269.636023,1,torch_full_bessel_autograd,full_likelihood,1010,1010,1010,10.000000,1010,0,1010,4.112207,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
23,3,7,7,2024-07-03T07:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,11.866682,0.151146,0.147281,0.299982,0.000011,80.571629,6.789735,0.949517,3.444805,True,2.329249,finite_loss,57,"[4.389146588294853, 1.9154119813041925, -0.05180136945733797, -2.1748329209487602, -11.439205918520965]",2513.260084,1,torch_full_bessel_autograd,full_likelihood,1079,1079,1079,10.000000,1079,0,1079,9.738227,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,2,14.002288,
