hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,3.309700,0.324593,0.252188,0.213865,0.000001,13.123941,3.965297,0.603631,1.819258,True,1.648453,finite_loss,48,"[2.574438149925512, 1.377580725293319, -0.5047928364427356, -2.63557212218206, -14.160789491062127]",1523.170965,1,torch_full_bessel_autograd,full_likelihood,924,924,924,10.000000,924,0,924,4.244501,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,3.185543,0.121740,0.103902,0.339090,0.000001,30.659067,9.624441,0.728415,1.784809,True,1.710497,finite_loss,52,"[3.4229284407306872, 2.264305750353901, -0.3168842658920769, -2.011548263187791, -14.10884231172665]",1951.677025,1,torch_full_bessel_autograd,full_likelihood,1141,1141,1141,10.000000,1141,0,1141,3.650838,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,3.044333,0.066029,0.074507,0.341797,0.000012,40.859964,13.421646,1.273259,1.744802,True,1.815137,finite_loss,70,"[3.7101507084262857, 2.5968688005205194, 0.2415793752968071, -2.000974145465891, -11.355332800155642]",1983.944901,1,torch_full_bessel_autograd,full_likelihood,1093,1093,1093,10.000000,1093,0,1093,4.575239,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,7.138474,0.070200,0.072997,1.249449,2.382909,97.790952,13.699140,1.081284,2.671792,True,2.340168,finite_loss,58,"[4.582832056836869, 2.6173330445149574, 0.07814935811895582, -0.04172157617135888, 0.8683221561794439]",2700.553590,1,torch_full_bessel_autograd,full_likelihood,1154,1154,1154,10.000000,1154,0,1154,7.009749,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,4.538526,0.260022,0.253942,0.305099,0.000030,17.872313,3.937911,0.953778,2.130382,True,1.702978,finite_loss,58,"[2.883252736346186, 1.370650427951634, -0.04732396661674389, -2.1522414890301635, -10.402530996831606]",1522.462368,1,torch_full_bessel_autograd,full_likelihood,894,894,894,10.000000,894,0,894,3.354502,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,4.792674,0.367366,0.222013,0.382729,0.000000,21.587319,4.504233,0.365224,2.189218,True,1.549993,finite_loss,43,"[3.0721060651833176, 1.5050175293810304, -1.0072432852445443, -1.8505544850965117, -15.06960806034172]",1605.792621,1,torch_full_bessel_autograd,full_likelihood,1036,1036,1036,10.000000,1036,0,1036,4.140044,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,2.920836,0.175461,0.120370,0.254211,0.000001,24.265579,8.307752,0.470624,1.709045,True,1.670481,finite_loss,47,"[3.189058854468162, 2.117189021178464, -0.7536963940819692, -2.39765799030512, -14.27147494431605]",1667.139735,1,torch_full_bessel_autograd,full_likelihood,998,998,998,10.000000,998,0,998,3.928335,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,5.299894,0.154088,0.192630,0.268506,0.000001,27.513328,5.191298,1.562821,2.302150,True,1.925110,finite_loss,47,"[3.314670529117366, 1.646983724507951, 0.446492711057914, -2.3236124444693362, -13.640504848580719]",2100.294658,1,torch_full_bessel_autograd,full_likelihood,1091,1091,1091,10.000000,1091,0,1091,4.409166,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,6.308686,0.257752,0.358252,0.295721,0.000002,17.609630,2.791331,1.931846,2.511710,True,1.827692,finite_loss,50,"[2.8684459315299846, 1.0265184541216095, 0.6584762467669623, -2.1939577688959626, -13.050579319086305]",1962.940925,1,torch_full_bessel_autograd,full_likelihood,1074,1074,1074,10.000000,1074,0,1074,4.727637,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
79,10,7,7,2024-07-10T07:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,3.764846,0.145513,0.165849,0.549625,0.184864,22.700503,6.029596,1.299036,1.940321,True,1.621704,finite_loss,28,"[3.1223870720685905, 1.796680048189816, 0.26162281949643096, -1.3619181391298592, -1.6881322926065851]",1616.838825,1,torch_full_bessel_autograd,full_likelihood,997,997,997,10.000000,997,0,997,4.425395,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,7.009749,
