hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,message,n_eval,raw_params,nll,n_restarts,fit_engine,fit_method,n,n_fit,n_initial_fit,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,qc_precomputed,qc_initial_method,qc_tile_y,qc_tile_x,qc_tile_max_points,qc_tile_workers,qc_tiles_fit,qc_tiles_failed,qc_tiles_too_small,qc_global_removed,qc_global_max_abs_whitened,qc_global_message
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-1.745000,121.046000,123.534500,-2.366500,122.290250,11.044530,0.510900,0.571835,0.313300,0.000006,19.314176,1.748755,1.252769,3.323331,True,1.911632,finite_loss,52,"[2.960839327007176, 0.5589040847192147, 0.22535628265845836, -2.1168531183749555, -12.103848147351721]",1731.938645,1,torch_full_bessel_autograd,full_likelihood,906,906,906,10.000000,906,0,906,4.957979,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-1.745000,123.534500,126.023000,-2.366500,124.778750,6.890249,0.240458,0.322963,0.260428,0.000002,21.334470,3.096328,1.803967,2.624928,True,1.947475,finite_loss,58,"[3.0603240970769865, 1.1302168409631659, 0.5899882524027169, -2.364894240299826, -13.274514751714632]",2239.596780,1,torch_full_bessel_autograd,full_likelihood,1150,1150,1150,10.000000,1150,0,1150,3.806172,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-1.745000,126.023000,128.511500,-2.366500,127.267250,4.389965,0.142922,0.173176,0.441492,0.690257,25.349749,5.774476,1.468181,2.095224,True,1.891261,finite_loss,22,"[3.232768833747072, 1.7534475856417329, 0.3840241773088487, -1.6597715881196002, -0.37069136056996055]",2139.016393,1,torch_full_bessel_autograd,full_likelihood,1131,1131,1131,10.000000,1131,0,1131,4.375469,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-1.745000,128.511500,131.000000,-2.366500,129.755750,5.107091,0.120980,0.133778,0.405686,0.000002,38.175829,7.475063,1.222766,2.259887,True,1.869309,finite_loss,46,"[3.642202569538224, 2.0115725973504768, 0.20111533715362678, -1.7729314294459282, -13.267110396225238]",2005.768854,1,torch_full_bessel_autograd,full_likelihood,1073,1073,1073,10.000000,1073,0,1073,3.672218,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,4,1,0,-1.745000,-0.502000,121.046000,123.534500,-1.123500,122.290250,8.214596,0.345654,0.379628,0.320920,0.000000,21.638545,2.634158,1.206240,2.866112,True,1.868120,finite_loss,48,"[3.074476205284864, 0.9685635999643001, 0.1875078068849106, -2.084833214133208, -14.86211612445974]",1828.889267,1,torch_full_bessel_autograd,full_likelihood,979,979,979,10.000000,979,0,979,3.465260,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,5,1,1,-1.745000,-0.502000,123.534500,126.023000,-1.123500,124.778750,6.643413,0.177307,0.218601,0.295930,0.000001,30.390553,4.574539,1.520037,2.577482,True,1.979563,finite_loss,41,"[3.414131805487415, 1.5205059158228214, 0.4187343791280997, -2.1930120045609827, -13.51117631454225]",1854.850499,1,torch_full_bessel_autograd,full_likelihood,937,937,937,10.000000,937,0,937,5.236753,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,6,1,2,-1.745000,-0.502000,126.023000,128.511500,-1.123500,127.267250,9.830382,0.282579,0.288079,0.409012,0.000000,34.123956,3.471275,1.039300,3.135344,True,1.900376,finite_loss,42,"[3.529999674111548, 1.2445219008344652, 0.03854757563799261, -1.762036902854929, -15.223078682369392]",1831.962594,1,torch_full_bessel_autograd,full_likelihood,964,964,964,10.000000,964,0,964,3.872087,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,7,1,3,-1.745000,-0.502000,128.511500,131.000000,-1.123500,129.755750,4.051486,0.118395,0.146430,0.290267,0.000001,27.668450,6.829210,1.529662,2.012830,True,1.837960,finite_loss,47,"[3.320292780734303, 1.9212089483503363, 0.42504685891333605, -2.218876018168302, -13.793495719994668]",1777.307130,1,torch_full_bessel_autograd,full_likelihood,967,967,967,10.000000,967,0,967,3.742463,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,8,2,0,-0.502000,0.741000,121.046000,123.534500,0.119500,122.290250,4.578952,0.296586,0.300820,0.267882,0.000001,15.221551,3.324243,1.028759,2.139849,True,1.711286,finite_loss,53,"[2.722712270244036, 1.2012420764625191, 0.028353398865842, -2.3267539241412405, -14.298764336984231]",1887.548078,1,torch_full_bessel_autograd,full_likelihood,1103,1103,1103,10.000000,1103,0,1103,4.115411,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
64,9,0,0,2024-07-09T00:00:00Z,2024-07,full_likelihood,free,9,2,1,-0.502000,0.741000,123.534500,126.023000,0.119500,124.778750,8.876913,0.256137,0.377999,0.379816,0.301733,23.483936,2.645507,2.177895,2.979415,True,1.932772,finite_loss,32,"[3.1563166097264417, 0.9728627651050388, 0.7783589260925805, -1.860722638430001, -1.1982133962525017]",2042.940114,1,torch_full_bessel_autograd,full_likelihood,1057,1057,1057,10.000000,1057,0,1057,3.753191,False,True,True,vecchia_qc_tiles_4x4_cluster_4x4_cond2,4,4,0,4,16,0,0,0,5.236753,
