variant,rank_index,eigenvalue,score2,expected_increment,cumsum_score2,cumsum_expected,frac_expected,scaled_cumsum,bridge,band_lower,band_upper
s05_n1_advec_true,1,139.39420129,0.36668754,0.73499191,0.36668754,0.73499191,0.00023679,0.00011813,-0.00011865,-0.03423679,0.03471037
s05_n1_advec_true,2,127.12899671,0.06084852,0.65890670,0.42753606,1.39389861,0.00044907,0.00013774,-0.00031133,-0.03402451,0.03492264
s05_n1_advec_true,3,122.28624109,0.58087363,0.71053783,1.00840970,2.10443644,0.00067798,0.00032487,-0.00035310,-0.03379560,0.03515155
s05_n1_advec_true,4,118.61281586,0.04424500,0.98976027,1.05265470,3.09419671,0.00099684,0.00033913,-0.00065771,-0.03347674,0.03547042
s05_n1_advec_true,5,117.59826311,0.58522558,0.99281214,1.63788028,4.08700885,0.00131669,0.00052767,-0.00078902,-0.03315689,0.03579027
s05_n1_advec_true,6,114.75959050,0.17660879,0.87540893,1.81448907,4.96241777,0.00159872,0.00058456,-0.00101415,-0.03287486,0.03607230
s05_n1_advec_true,7,112.68485674,0.03103995,0.98303919,1.84552901,5.94545696,0.00191542,0.00059456,-0.00132085,-0.03255816,0.03638900
s05_n1_advec_true,8,110.49634993,0.90279362,0.97478267,2.74832263,6.92023963,0.00222946,0.00088541,-0.00134405,-0.03224412,0.03670304
s05_n1_advec_true,9,106.36889385,0.05481328,0.96394424,2.80313592,7.88418387,0.00254001,0.00090307,-0.00163694,-0.03193357,0.03701359
s05_n1_advec_true,10,102.46073139,0.14006747,0.96838273,2.94320338,8.85256659,0.00285199,0.00094820,-0.00190379,-0.03162159,0.03732557
s05_n1_advec_true,11,100.28795008,4.31860183,0.99276402,7.26180521,9.84533062,0.00317182,0.00233950,-0.00083232,-0.03130176,0.03764540
s05_n1_advec_true,12,97.86360119,3.51299974,0.95829595,10.77480495,10.80362657,0.00348055,0.00347126,-0.00000929,-0.03099303,0.03795413
s05_n1_advec_true,13,95.22215567,2.48564692,0.94446039,13.26045187,11.74808696,0.00378482,0.00427205,0.00048723,-0.03068876,0.03825840
s05_n1_advec_true,14,94.48547812,0.00309017,0.98040883,13.26354204,12.72849579,0.00410068,0.00427305,0.00017237,-0.03037290,0.03857425
s05_n1_advec_true,15,91.01716022,0.60485005,0.98425440,13.86839209,13.71275019,0.00441777,0.00446791,0.00005014,-0.03005581,0.03889135
s05_n1_advec_true,16,90.55667675,2.03373005,0.98591896,15.90212214,14.69866915,0.00473540,0.00512311,0.00038771,-0.02973818,0.03920898
s05_n1_advec_true,17,89.37666802,0.62734847,0.99044493,16.52947061,15.68911408,0.00505448,0.00532522,0.00027073,-0.02941910,0.03952806
s05_n1_advec_true,18,88.46227202,0.88111076,0.99433029,17.41058136,16.68344437,0.00537482,0.00560908,0.00023426,-0.02909876,0.03984840
s05_n1_advec_true,19,85.78142587,0.37195083,0.99466745,17.78253219,17.67811182,0.00569527,0.00572891,0.00003364,-0.02877831,0.04016885
s05_n1_advec_true,20,84.31055860,0.61137424,0.95578487,18.39390643,18.63389669,0.00600319,0.00592587,-0.00007732,-0.02847039,0.04047677
s05_n1_advec_true,21,83.24193155,1.10979060,0.99753358,19.50369704,19.63143027,0.00632456,0.00628341,-0.00004115,-0.02814902,0.04079814
s05_n1_advec_true,22,82.29699507,2.99731041,0.99648394,22.50100744,20.62791421,0.00664559,0.00724904,0.00060344,-0.02782799,0.04111917
s05_n1_advec_true,23,80.16547954,1.53833267,0.95555714,24.03934011,21.58347135,0.00695344,0.00774463,0.00079119,-0.02752014,0.04142702
s05_n1_advec_true,24,78.69716370,0.23720471,0.97421121,24.27654482,22.55768256,0.00726729,0.00782105,0.00055376,-0.02720628,0.04174087
s05_n1_advec_true,25,77.77309516,0.00135868,0.95581979,24.27790351,23.51350235,0.00757523,0.00782149,0.00024626,-0.02689835,0.04204881
s05_n1_advec_true,26,75.97872545,0.05317819,0.98729960,24.33108169,24.50080194,0.00789330,0.00783862,-0.00005468,-0.02658028,0.04236688
s05_n1_advec_true,27,74.33875107,3.39772841,0.98296547,27.72881010,25.48376741,0.00820998,0.00893325,0.00072327,-0.02626360,0.04268356
s05_n1_advec_true,28,73.86205570,1.11735553,0.99502067,28.84616563,26.47878808,0.00853054,0.00929322,0.00076269,-0.02594304,0.04300412
s05_n1_advec_true,29,72.58862472,0.68285277,0.99426725,29.52901840,27.47305534,0.00885086,0.00951321,0.00066236,-0.02562272,0.04332443
s05_n1_advec_true,30,72.18390562,0.02719611,0.98924042,29.55621451,28.46229576,0.00916955,0.00952198,0.00035242,-0.02530403,0.04364313
s05_n1_advec_true,31,71.52221462,1.08241352,0.97958642,30.63862803,29.44188218,0.00948514,0.00987069,0.00038555,-0.02498844,0.04395872
s05_n1_advec_true,32,70.05556910,0.07486854,0.98888832,30.71349657,30.43077049,0.00980373,0.00989481,0.00009108,-0.02466985,0.04427731
s05_n1_advec_true,33,68.16136327,3.13230643,0.99667565,33.84580301,31.42744615,0.01012482,0.01090393,0.00077911,-0.02434876,0.04459840
s05_n1_advec_true,34,67.70135074,0.00877964,0.96394093,33.85458265,32.39138708,0.01043537,0.01090676,0.00047139,-0.02403821,0.04490895
s05_n1_advec_true,35,66.92422589,2.03438708,0.99310089,35.88896973,33.38448796,0.01075531,0.01156217,0.00080686,-0.02371827,0.04522889
s05_n1_advec_true,36,65.85680244,0.30429118,0.98785076,36.19326092,34.37233872,0.01107356,0.01166020,0.00058664,-0.02340002,0.04554714
s05_n1_advec_true,37,65.54999579,5.79766235,0.98991626,41.99092327,35.36225498,0.01139248,0.01352800,0.00213552,-0.02308110,0.04586606
s05_n1_advec_true,38,64.89145280,0.87735576,0.99266620,42.86827903,36.35492118,0.01171228,0.01381066,0.00209838,-0.02276130,0.04618586
s05_n1_advec_true,39,63.61898723,0.00063516,0.97969522,42.86891419,37.33461640,0.01202790,0.01381086,0.00178296,-0.02244567,0.04650148
s05_n1_advec_true,40,62.76324317,0.72195961,0.98631813,43.59087380,38.32093452,0.01234566,0.01404345,0.00169779,-0.02212792,0.04681924
s05_n1_advec_true,41,62.06118851,0.53644299,0.97862499,44.12731679,39.29955951,0.01266094,0.01421627,0.00155533,-0.02181264,0.04713452
s05_n1_advec_true,42,61.09433492,0.05195568,0.99756076,44.17927247,40.29712027,0.01298232,0.01423301,0.00125069,-0.02149126,0.04745590
s05_n1_advec_true,43,60.66764024,0.01104016,0.99124504,44.19031263,41.28836531,0.01330166,0.01423657,0.00093491,-0.02117192,0.04777524
s05_n1_advec_true,44,59.63280663,2.29839384,0.99716676,46.48870647,42.28553207,0.01362292,0.01497703,0.00135412,-0.02085066,0.04809650
s05_n1_advec_true,45,59.35130080,0.74227880,0.98521507,47.23098526,43.27074714,0.01394032,0.01521617,0.00127585,-0.02053326,0.04841390
s05_n1_advec_true,46,58.56234814,1.49241941,0.98433971,48.72340467,44.25508685,0.01425744,0.01569697,0.00143954,-0.02021614,0.04873102
s05_n1_advec_true,47,57.81705157,0.31958256,0.99664974,49.04298723,45.25173659,0.01457852,0.01579993,0.00122141,-0.01989506,0.04905210
s05_n1_advec_true,48,57.79931659,0.79736263,0.95343242,49.84034987,46.20516901,0.01488569,0.01605681,0.00117113,-0.01958789,0.04935927
s05_n1_advec_true,49,56.93764209,0.69402930,0.99678446,50.53437917,47.20195347,0.01520681,0.01628041,0.00107359,-0.01926676,0.04968039
s05_n1_advec_true,50,56.76831575,0.04137151,0.98042143,50.57575067,48.18237490,0.01552267,0.01629373,0.00077106,-0.01895091,0.04999625
s05_n1_advec_true,51,55.99815795,1.15565221,0.94368775,51.73140288,49.12606265,0.01582670,0.01666604,0.00083935,-0.01864688,0.05030027
s05_n1_advec_true,52,55.17523560,1.44852914,0.99456834,53.17993202,50.12063098,0.01614711,0.01713271,0.00098560,-0.01832647,0.05062069
s05_n1_advec_true,53,54.92952734,0.46592805,0.95578839,53.64586007,51.07641938,0.01645503,0.01728282,0.00082778,-0.01801855,0.05092861
s05_n1_advec_true,54,53.97603180,0.25800009,0.99782765,53.90386016,52.07424703,0.01677650,0.01736593,0.00058944,-0.01769708,0.05125008
s05_n1_advec_true,55,53.90114248,0.01981095,0.99851983,53.92367111,53.07276686,0.01709819,0.01737232,0.00027413,-0.01737539,0.05157176
s05_n1_advec_true,56,53.33917014,1.45407553,0.97710586,55.37774664,54.04987272,0.01741297,0.01784077,0.00042779,-0.01706060,0.05188655
s05_n1_advec_true,57,52.45128756,1.35623764,0.99182678,56.73398428,55.04169949,0.01773251,0.01827770,0.00054519,-0.01674107,0.05220609
s05_n1_advec_true,58,52.01511630,0.07711484,0.98325510,56.81109912,56.02495459,0.01804928,0.01830254,0.00025327,-0.01642430,0.05252286
s05_n1_advec_true,59,51.78151195,0.00007339,0.99538768,56.81117251,57.02034227,0.01836996,0.01830257,-0.00006739,-0.01610362,0.05284353
s05_n1_advec_true,60,51.49863728,0.07507145,0.96703978,56.88624396,57.98738205,0.01868150,0.01832675,-0.00035475,-0.01579208,0.05315508
s05_n1_advec_true,61,50.42470632,0.00465056,0.99026930,56.89089452,58.97765135,0.01900053,0.01832825,-0.00067228,-0.01547305,0.05347411
s05_n1_advec_true,62,50.18977966,0.01339213,0.93020296,56.90428665,59.90785431,0.01930021,0.01833257,-0.00096764,-0.01517337,0.05377379
s05_n1_advec_true,63,49.87457846,0.60172802,0.97324966,57.50601467,60.88110398,0.01961376,0.01852642,-0.00108734,-0.01485982,0.05408734
s05_n1_advec_true,64,49.16563315,0.35534374,0.94351933,57.86135841,61.82462331,0.01991773,0.01864090,-0.00127683,-0.01455585,0.05439131
s05_n1_advec_true,65,48.98518039,0.00580658,0.98919076,57.86716498,62.81381408,0.02023641,0.01864277,-0.00159364,-0.01423717,0.05470999
s05_n1_advec_true,66,48.57005317,0.02560627,0.99718659,57.89277125,63.81100066,0.02055767,0.01865102,-0.00190665,-0.01391591,0.05503125
s05_n1_advec_true,67,48.51261548,2.40221404,0.99685473,60.29498529,64.80785540,0.02087882,0.01942493,-0.00145389,-0.01359476,0.05535240
s05_n1_advec_true,68,48.14265655,1.90746471,0.99451816,62.20245000,65.80237355,0.02119922,0.02003945,-0.00115977,-0.01327436,0.05567280
s05_n1_advec_true,69,47.84779407,0.51215453,0.97149457,62.71460453,66.77386812,0.02151220,0.02020445,-0.00130775,-0.01296138,0.05598578
s05_n1_advec_true,70,47.43432563,0.22638093,0.97819453,62.94098546,67.75206265,0.02182734,0.02027738,-0.00154996,-0.01264624,0.05630092
s05_n1_advec_true,71,46.98153013,0.03792577,0.96031788,62.97891124,68.71238053,0.02213672,0.02028960,-0.00184712,-0.01233686,0.05661030
s05_n1_advec_true,72,46.72371120,0.00722243,0.99331766,62.98613366,69.70569819,0.02245673,0.02029192,-0.00216481,-0.01201685,0.05693031
s05_n1_advec_true,73,46.22857252,0.00007434,0.99852131,62.98620800,70.70421950,0.02277842,0.02029195,-0.00248647,-0.01169516,0.05725200
s05_n1_advec_true,74,45.74332739,0.43250237,0.98911574,63.41871037,71.69333523,0.02309708,0.02043129,-0.00266579,-0.01137650,0.05757066
s05_n1_advec_true,75,45.46578624,0.91120309,0.99933665,64.32991346,72.69267188,0.02341903,0.02072484,-0.00269419,-0.01105455,0.05789261
s05_n1_advec_true,76,45.30080546,1.37644652,0.99891666,65.70635998,73.69158854,0.02374085,0.02116829,-0.00257256,-0.01073273,0.05821443
s05_n1_advec_true,77,45.07535070,1.17654684,0.99563460,66.88290681,74.68722314,0.02406161,0.02154733,-0.00251428,-0.01041197,0.05853518
s05_n1_advec_true,78,44.74792988,2.72797989,0.99875635,69.61088670,75.68597949,0.02438337,0.02242619,-0.00195718,-0.01009021,0.05885695
s05_n1_advec_true,79,44.26682210,0.77571492,0.95995071,70.38660162,76.64593020,0.02469263,0.02267610,-0.00201654,-0.00978095,0.05916621
s05_n1_advec_true,80,44.00220151,1.38550101,0.99645376,71.77210263,77.64238396,0.02501365,0.02312246,-0.00189120,-0.00945992,0.05948723
s05_n1_advec_true,81,43.56304520,0.38771157,0.99922820,72.15981420,78.64161216,0.02533557,0.02324736,-0.00208821,-0.00913801,0.05980915
s05_n1_advec_true,82,43.45119487,0.02114612,0.99065158,72.18096032,79.63226374,0.02565472,0.02325418,-0.00240055,-0.00881886,0.06012830
s05_n1_advec_true,83,43.29372406,0.05806517,0.98816782,72.23902548,80.62043155,0.02597308,0.02327288,-0.00270020,-0.00850050,0.06044666
s05_n1_advec_true,84,42.84884735,4.52921043,0.99886014,76.76823591,81.61929169,0.02629487,0.02473203,-0.00156284,-0.00817870,0.06076845
s05_n1_advec_true,85,42.60826672,0.18373358,0.98968166,76.95196949,82.60897335,0.02661372,0.02479123,-0.00182249,-0.00785986,0.06108729
s05_n1_advec_true,86,42.35483789,0.05039033,0.99656718,77.00235982,83.60554053,0.02693477,0.02480746,-0.00212731,-0.00753880,0.06140835
s05_n1_advec_true,87,41.77489533,1.28190575,0.99714063,78.28426558,84.60268116,0.02725602,0.02522045,-0.00203557,-0.00721756,0.06172960
s05_n1_advec_true,88,41.72257724,0.41597574,0.98891226,78.70024132,85.59159342,0.02757461,0.02535446,-0.00222015,-0.00689897,0.06204819
s05_n1_advec_true,89,41.20572773,0.00562837,0.99799541,78.70586969,86.58958884,0.02789613,0.02535627,-0.00253986,-0.00657745,0.06236971
s05_n1_advec_true,90,41.02567714,0.55601907,0.99970426,79.26188876,87.58929310,0.02821820,0.02553540,-0.00268280,-0.00625538,0.06269178
s05_n1_advec_true,91,40.93776734,2.06118469,0.99560049,81.32307345,88.58489359,0.02853895,0.02619944,-0.00233950,-0.00593463,0.06301253
s05_n1_advec_true,92,40.58733437,1.89162241,0.99774727,83.21469586,89.58264086,0.02886039,0.02680886,-0.00205153,-0.00561319,0.06333397
s05_n1_advec_true,93,40.49272794,0.00563676,0.99809636,83.22033263,90.58073721,0.02918194,0.02681067,-0.00237126,-0.00529164,0.06365552
s05_n1_advec_true,94,40.08972546,0.76585029,0.98680837,83.98618292,91.56754558,0.02949985,0.02705740,-0.00244245,-0.00497373,0.06397343
s05_n1_advec_true,95,39.98605724,0.00467239,0.99421023,83.99085531,92.56175581,0.02982015,0.02705891,-0.00276124,-0.00465343,0.06429373
s05_n1_advec_true,96,39.68962158,0.02936808,0.99567579,84.02022339,93.55743160,0.03014093,0.02706837,-0.00307255,-0.00433265,0.06461450
s05_n1_advec_true,97,39.51162255,0.69243334,0.99188965,84.71265673,94.54932126,0.03046048,0.02729145,-0.00316903,-0.00401310,0.06493406
s05_n1_advec_true,98,39.05930717,0.27534436,0.99280772,84.98800109,95.54212898,0.03078033,0.02738015,-0.00340017,-0.00369325,0.06525390
s05_n1_advec_true,99,38.99974569,0.54962782,0.99607596,85.53762891,96.53820494,0.03110123,0.02755723,-0.00354400,-0.00337235,0.06557480
s05_n1_advec_true,100,38.73413044,0.93835418,0.99869120,86.47598308,97.53689613,0.03142297,0.02785953,-0.00356344,-0.00305061,0.06589655
s05_n1_advec_true,101,38.54588017,2.50301829,0.99498209,88.97900138,98.53187823,0.03174352,0.02866592,-0.00307760,-0.00273006,0.06621710
s05_n1_advec_true,102,38.36177245,0.08031323,0.99424622,89.05931461,99.52612445,0.03206383,0.02869179,-0.00337204,-0.00240975,0.06653741
s05_n1_advec_true,103,38.27622336,0.21245844,0.99129236,89.27177305,100.51741681,0.03238319,0.02876024,-0.00362295,-0.00209039,0.06685677
s05_n1_advec_true,104,37.72082370,1.27644288,0.99879462,90.54821594,101.51621143,0.03270497,0.02917146,-0.00353350,-0.00176861,0.06717854
s05_n1_advec_true,105,37.61296270,1.21641551,0.99099758,91.76463145,102.50720901,0.03302423,0.02956335,-0.00346088,-0.00144935,0.06749781
s05_n1_advec_true,106,37.33936864,1.23987083,0.99516298,93.00450228,103.50237199,0.03334484,0.02996279,-0.00338205,-0.00112874,0.06781842
s05_n1_advec_true,107,37.18510811,0.74808524,0.98649673,93.75258752,104.48886872,0.03366265,0.03020380,-0.00345885,-0.00081093,0.06813623
s05_n1_advec_true,108,37.09114352,1.50826899,0.98778686,95.26085651,105.47665557,0.03398088,0.03068971,-0.00329117,-0.00049270,0.06845446
s05_n1_advec_true,109,36.81857374,1.41427291,0.99819529,96.67512942,106.47485086,0.03430246,0.03114534,-0.00315713,-0.00017111,0.06877604
s05_n1_advec_true,110,36.76618565,0.62236173,0.99436300,97.29749115,107.46921386,0.03462281,0.03134584,-0.00327697,0.00014923,0.06909639
s05_n1_advec_true,111,36.75535496,0.09966307,0.99797458,97.39715422,108.46718844,0.03494433,0.03137795,-0.00356638,0.00047075,0.06941791
s05_n1_advec_true,112,36.48028126,0.10088290,0.99785282,97.49803713,109.46504127,0.03526580,0.03141045,-0.00385535,0.00079222,0.06973938
s05_n1_advec_true,113,36.20256541,0.45912595,0.98902256,97.95716308,110.45406383,0.03558443,0.03155836,-0.00402606,0.00111085,0.07005801
s05_n1_advec_true,114,35.88610830,0.85295396,0.99657793,98.81011704,111.45064175,0.03590549,0.03183316,-0.00407233,0.00143191,0.07037907
s05_n1_advec_true,115,35.81099274,0.05153639,0.99952955,98.86165343,112.45017130,0.03622750,0.03184976,-0.00437774,0.00175392,0.07070108
s05_n1_advec_true,116,35.38175893,0.70623434,0.99728367,99.56788777,113.44745497,0.03654879,0.03207728,-0.00447151,0.00207521,0.07102237
s05_n1_advec_true,117,35.22224968,0.61922184,0.99650243,100.18710960,114.44395740,0.03686983,0.03227678,-0.00459306,0.00239625,0.07134341
s05_n1_advec_true,118,35.17350576,3.91946712,0.99513906,104.10657673,115.43909646,0.03719043,0.03353949,-0.00365094,0.00271685,0.07166401
s05_n1_advec_true,119,34.93307627,0.67174090,0.99244941,104.77831762,116.43154586,0.03751016,0.03375590,-0.00375426,0.00303658,0.07198374
s05_n1_advec_true,120,34.73332933,0.00207385,0.99219680,104.78039147,117.42374266,0.03782981,0.03375657,-0.00407324,0.00335623,0.07230339
s05_n1_advec_true,121,34.64610904,0.75930495,0.98613388,105.53969642,118.40987655,0.03814751,0.03400119,-0.00414632,0.00367393,0.07262109
s05_n1_advec_true,122,34.44788776,0.31549832,0.99698674,105.85519473,119.40686328,0.03846871,0.03410283,-0.00436587,0.00399513,0.07294229
