rank_by_g,eigenvalue,log2_eigenvalue,g_score,cumulative_g,cumulative_g_fraction,variance_direction
1,1.28552321048,0.362355658671,0.0171787036574,0.0171787036574,0.0110225564278,true_gt_null
2,1.28462858257,0.361351301416,0.0170794734027,0.0342581770602,0.0219814426798,true_gt_null
3,1.27751994138,0.353345811014,0.0162996443579,0.0505578214181,0.0324399588328,true_gt_null
4,1.26043271973,0.333919111059,0.0144888146841,0.0650466361022,0.0417365728622,true_gt_null
5,0.782700903994,-0.353466983744,0.0138527735987,0.0788994097009,0.0506250770076,true_lt_null
6,1.25412027426,0.326675713979,0.0138429620806,0.0927423717815,0.0595072856832,true_gt_null
7,1.24989089298,0.32180216286,0.0134173155452,0.106159687327,0.0681163821934,true_gt_null
8,0.787350000561,-0.34492299559,0.0132162012322,0.119375888559,0.0765964355634,true_lt_null
9,1.24630717547,0.317659691086,0.0130611281095,0.132437016668,0.0849769876975,true_gt_null
10,1.24254749754,0.31330100121,0.0126918959429,0.145128912611,0.0931206254246,true_gt_null
11,0.80258758449,-0.317269256155,0.011250937436,0.156379850047,0.100339685444,true_lt_null
12,0.803444536891,-0.315729659182,0.0111458299858,0.167525680033,0.107491304239,true_lt_null
13,1.22623778758,0.294238768341,0.011143507446,0.178669187479,0.114641432798,true_gt_null
14,1.2242488889,0.291896886688,0.0109606924379,0.189629879917,0.121674259797,true_gt_null
15,0.805504542875,-0.312035369438,0.010895489718,0.200525369635,0.128665250073,true_lt_null
16,1.22211819628,0.289383821118,0.0107663082876,0.211291677923,0.135573352278,true_gt_null
17,0.808111867903,-0.307373074067,0.0105833237862,0.221875001709,0.142364044169,true_lt_null
18,1.21723934867,0.283612876509,0.0103269414753,0.232201943184,0.14899023072,true_gt_null
19,0.810317462911,-0.303440862893,0.0103233207456,0.24252526393,0.155614094063,true_lt_null
20,0.812989061249,-0.298692153888,0.010013342786,0.252538606716,0.162039062914,true_lt_null
21,1.21097241421,0.276166001002,0.00977436462278,0.262312971339,0.168310693635,true_gt_null
22,0.8160807621,-0.293216161666,0.00966135892688,0.271974330265,0.174509815295,true_lt_null
23,1.2067477176,0.271124098119,0.00940940670192,0.281383736967,0.180547274139,true_gt_null
24,1.2044382589,0.268360441015,0.00921248791884,0.290596224886,0.186458381866,true_gt_null
