start_index,objective_per_observation,variance,range_lat,range_lon,range_time,advec_lat,advec_lon,iterations,evaluations,converged,message
5,2.91314105017,9.89882600458,0.192287939342,0.269795581417,3.93109048429,0.0409093608463,-0.161028396868,28,240,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,2.91314105017,9.89882686869,0.192288088048,0.269795836309,3.93109173139,0.0409093252112,-0.161028341862,44,336,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
4,2.91314105017,9.89882925388,0.192287941074,0.269795512308,3.93111069894,0.0409091981456,-0.161028241093,40,330,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,2.91314105017,9.89883993237,0.19228843349,0.269796312721,3.93112718618,0.0409092111378,-0.161027782295,28,186,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2,2.91314105017,9.89883670992,0.192287982649,0.269795800786,3.93114783534,0.0409089785043,-0.161027745908,40,282,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,2.91324249058,9.89462120443,0.184571846934,0.283433676732,3.86882771687,0.105041252631,-0.257788319088,31,258,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
0,2.91324249058,9.89462034269,0.184571873312,0.283433560193,3.86882284886,0.10504122366,-0.257788235101,33,234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,2.91324249058,9.89462263423,0.184571876262,0.283433768116,3.86883087644,0.105041236664,-0.257788380766,37,300,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
