mode,time_index,anchor_rank,grid_latitude,grid_longitude,source_latitude,source_longitude,training_eigenvalue,training_g_score,weight
1,0,1,-0.464,126.023,-0.46292338,126.026955,1.28552321048,0.0171787036574,0.00891423366804
1,0,2,-2.972,130.685,-2.9691195,130.65556,1.28552321048,0.0171787036574,0.00108670790552
1,0,3,1.296,130.937,1.3053921,130.95407,1.28552321048,0.0171787036574,0.000511213828185
1,0,4,-2.928,122.495,-2.9345343,122.50184,1.28552321048,0.0171787036574,-2.47343615731e-06
1,0,5,1.428,122.432,1.4311442,122.43165,1.28552321048,0.0171787036574,0.00106453128152
1,0,6,-2.972,126.842,-2.9816983,126.863205,1.28552321048,0.0171787036574,1.77236796664e-05
1,0,7,-0.772,129.488,-0.7734897,129.50082,1.28552321048,0.0171787036574,-0.0067981797886
1,0,8,-0.728,122.747,-0.71848154,122.72353,1.28552321048,0.0171787036574,-0.00098097495088
1,0,9,1.428,127.598,1.4215404,127.6001,1.28552321048,0.0171787036574,-0.00131751689394
1,0,10,1.164,125.015,1.1661345,124.98675,1.28552321048,0.0171787036574,-0.0005558165935
1,0,11,-2.004,124.7,-2.0005224,124.70084,1.28552321048,0.0171787036574,0.000374366256217
1,0,12,-1.564,127.598,-1.5715574,127.62824,1.28552321048,0.0171787036574,-0.0092516025772
1,0,13,0.592,129.173,0.59328794,129.14433,1.28552321048,0.0171787036574,0.00284417429691
1,0,14,-2.62,128.795,-2.6165774,128.79555,1.28552321048,0.0171787036574,0.000967763685489
1,0,15,-1.652,130.937,-1.6448567,130.91928,1.28552321048,0.0171787036574,-0.0030950268207
1,0,16,0.416,123.566,0.40987694,123.547356,1.28552321048,0.0171787036574,-0.00101147192153
1,0,17,0.064,130.811,0.069157764,130.81471,1.28552321048,0.0171787036574,0.0040836324094
1,0,18,0.284,127.346,0.2940862,127.33965,1.28552321048,0.0171787036574,-0.0129049943411
1,0,19,-0.86,124.385,-0.85033643,124.40535,1.28552321048,0.0171787036574,0.00171381089123
1,0,20,-2.972,125.267,-2.9792569,125.24621,1.28552321048,0.0171787036574,-0.000353393498963
1,0,21,-1.476,126.086,-1.4827498,126.07623,1.28552321048,0.0171787036574,0.00140780148455
1,0,22,-0.596,128.039,-0.5967832,128.0127,1.28552321048,0.0171787036574,0.026117999338
1,0,23,0.24,125.078,0.2333019,125.10219,1.28552321048,0.0171787036574,-0.00654916624469
1,0,24,0.944,126.401,0.9463085,126.414566,1.28552321048,0.0171787036574,-0.004987600652
1,0,25,-1.652,129.236,-1.6626029,129.24203,1.28552321048,0.0171787036574,-0.0134308929337
1,0,26,1.428,129.614,1.4384797,129.58862,1.28552321048,0.0171787036574,-0.0025034716197
1,0,27,1.428,123.755,1.4293952,123.743416,1.28552321048,0.0171787036574,0.000421390698433
1,0,28,-0.816,130.748,-0.82005996,130.74207,1.28552321048,0.0171787036574,-0.013409259487
1,0,29,-2.796,124.07,-2.8040648,124.065475,1.28552321048,0.0171787036574,-0.000197948518915
1,0,30,-2.268,125.834,-2.2634404,125.817024,1.28552321048,0.0171787036574,-0.00117260358739
1,0,31,-2.356,127.661,-2.3530962,127.680275,1.28552321048,0.0171787036574,-0.0062812001783
1,0,32,0.636,122.432,0.6277479,122.425385,1.28552321048,0.0171787036574,0.000429590871075
1,0,33,-0.86,126.968,-0.85457,126.95384,1.28552321048,0.0171787036574,0.0171754448432
1,0,34,-2.312,129.803,-2.3151217,129.79308,1.28552321048,0.0171787036574,0.0014119724568
1,0,35,-0.112,128.858,-0.12166244,128.8876,1.28552321048,0.0171787036574,0.0264693894554
1,0,36,0.724,130.307,0.72083974,130.32547,1.28552321048,0.0171787036574,0.00276591137464
1,0,37,-0.288,123.692,-0.2849926,123.66475,1.28552321048,0.0171787036574,-0.00795101622113
1,0,38,0.812,128.102,0.7910538,128.09044,1.28552321048,0.0171787036574,-0.00529533084008
1,0,39,-2.004,126.779,-1.9823807,126.7529,1.28552321048,0.0171787036574,-0.00497806869314
1,0,40,0.284,126.149,0.2739577,126.15926,1.28552321048,0.0171787036574,-0.0027411333775
1,0,41,-1.212,128.48,-1.205315,128.50226,1.28552321048,0.0171787036574,0.000314569569085
1,0,42,-0.156,129.866,-0.14574696,129.88063,1.28552321048,0.0171787036574,0.0125983919519
1,0,43,-1.388,125.078,-1.3937557,125.08275,1.28552321048,0.0171787036574,0.00465229024875
1,0,44,-2.972,129.677,-2.9661827,129.6612,1.28552321048,0.0171787036574,0.00167519930495
1,0,45,-0.068,122.747,-0.067287914,122.73111,1.28552321048,0.0171787036574,-0.00209602235659
1,0,46,-1.3,130.118,-1.295893,130.11552,1.28552321048,0.0171787036574,-0.00912583023734
1,0,47,-2.972,127.85,-2.962141,127.858505,1.28552321048,0.0171787036574,0.00110602638325
1,0,48,-1.256,123.251,-1.2608743,123.27849,1.28552321048,0.0171787036574,0.00137366561788
1,0,49,-2.312,122.432,-2.3038564,122.45038,1.28552321048,0.0171787036574,3.15339115244e-05
1,0,50,-2.004,128.48,-2.0081396,128.4924,1.28552321048,0.0171787036574,-0.0192967142802
1,0,51,0.812,124.259,0.8208051,124.23677,1.28552321048,0.0171787036574,0.000402287334528
1,0,52,1.428,125.834,1.4247247,125.860054,1.28552321048,0.0171787036574,2.82472820529e-05
1,0,53,-0.244,126.905,-0.24719627,126.89871,1.28552321048,0.0171787036574,0.0120830724531
1,0,54,-0.376,125.141,-0.37412763,125.157745,1.28552321048,0.0171787036574,-0.000780536676821
1,0,55,0.944,123.188,0.95272267,123.17811,1.28552321048,0.0171787036574,0.00258019111099
1,0,56,-0.948,125.582,-0.938425,125.58616,1.28552321048,0.0171787036574,0.00806459902889
1,0,57,0.856,127.22,0.8580746,127.22141,1.28552321048,0.0171787036574,-0.00593085763386
1,0,58,0.724,125.645,0.7314697,125.666885,1.28552321048,0.0171787036574,-0.00349212643092
1,0,59,1.428,126.779,1.4231304,126.7921,1.28552321048,0.0171787036574,-0.000908627197377
1,0,60,0.284,128.291,0.29188183,128.2712,1.28552321048,0.0171787036574,-0.00466407139546
