year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,n_anchor_obs,sigma,range_lat,range_lon,range_time,nugget
2024,7,1,lat,Vecchia_mm20,1.1224,0.8896,-0.7840,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,Vecchia_mm20,0.9512,0.7550,0.1905,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,Debiased_Whittle,1.8436,1.3967,1.2291,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,Debiased_Whittle,2.7462,2.1213,2.1213,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,Corridor_4x4_lag643,1.5993,1.3089,0.6559,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,Corridor_4x4_lag643,2.3831,1.8252,1.2609,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,2,lat,Vecchia_mm20,0.8348,0.6377,-0.5533,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,Vecchia_mm20,1.2157,0.9851,-0.8658,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,Debiased_Whittle,3.5169,3.1267,3.1267,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,Debiased_Whittle,2.6711,2.2520,2.2520,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,Corridor_4x4_lag643,1.1357,0.9966,0.1883,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,Corridor_4x4_lag643,1.3096,1.1096,-0.6263,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1482,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,3,lat,Vecchia_mm20,1.0518,0.8746,-0.1617,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,3,lon,Vecchia_mm20,0.7069,0.6374,-0.0742,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,3,lat,Debiased_Whittle,3.2718,2.5852,2.5852,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lon,Debiased_Whittle,2.7477,2.0555,2.0336,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lat,Corridor_4x4_lag643,1.9298,1.5209,0.8180,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,3,lon,Corridor_4x4_lag643,1.5426,1.2731,0.4143,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1483,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,4,lat,Vecchia_mm20,2.5291,2.2401,-2.2401,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1464,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,4,lon,Vecchia_mm20,2.4702,2.1255,-2.0527,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1464,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,4,lat,Debiased_Whittle,1.6547,1.4695,0.8429,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1464,11.9192,0.1207,0.1577,1.4714,0.7026
