year,month,day_num,direction,model,lag,daily_mean,mean_pair_count,mean_model,normalized,n_anchor_obs,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2024,7,1,lat,Vecchia_mm20,0.0440,3.0233,16076.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,2.9955,17911,14.2711,3.2332,15565,16.1297,3.2867,13866,16.8723,3.0543,13779,16.5922,3.0092,14332,18.3613,2.9315,17276,17.2661,2.8143,17938,15.5947,2.8615,17943.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.1320,6.1258,15558.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,5.5916,17593,14.2711,6.6248,15036,16.1297,7.1736,13186,16.8723,6.1388,13018,16.5922,6.2139,13550,18.3613,5.9575,16847,17.2661,5.5886,17616,15.5947,5.7172,17625.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.1760,6.9494,15343.3750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,6.4177,17434,14.2711,7.3790,14822,16.1297,8.3146,12905,16.8723,6.8121,12738,16.5922,7.1501,13263,18.3613,6.7627,16661,17.2661,6.2493,17458,15.5947,6.5097,17466.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.3960,9.4166,14389.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,8.9070,16639,14.2711,9.8684,13823,16.1297,10.7771,11762,16.8723,9.1765,11619,16.5922,10.2127,12128,18.3613,9.5231,15808,17.2661,8.3396,16664,15.5947,8.5286,16671.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.6160,10.8668,13548.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,10.5372,15844,14.2711,11.1725,12919,16.1297,11.4117,10843,16.8723,10.4828,10704,16.5922,12.2773,11310,18.3613,11.6930,15018,17.2661,9.7607,15870,15.5947,9.5996,15876.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.8360,12.0291,12767.7500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,11.4214,15049,14.2711,12.2307,12021,16.1297,12.6812,10088,16.8723,11.5017,9997,16.5922,13.6367,10552,18.3613,12.8770,14276,17.2661,11.1917,15078,15.5947,10.6924,15081.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.0560,13.1143,12044.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,12.0986,14254,14.2711,13.1684,11218,16.1297,13.9513,9441,16.8723,13.1146,9339,16.5922,14.4398,9967,18.3613,14.1752,13562,17.2661,12.2909,14284,15.5947,11.6752,14287.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.2760,13.6108,11344.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,13.1194,13459,14.2711,13.8457,10471,16.1297,14.5774,8776,16.8723,13.3565,8747,16.5922,14.7132,9491,18.3613,14.3945,12832,17.2661,13.0354,13489,15.5947,11.8446,13492.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.4960,13.8781,10635.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,13.4866,12664,14.2711,14.2455,9747,16.1297,15.0744,8151,16.8723,13.5683,8124,16.5922,15.1976,8943,18.3613,14.0548,12061,17.2661,13.4245,12694,15.5947,11.9732,12697.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.7160,14.2218,9959.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1399,13.8416,11869,14.2711,14.7213,9104,16.1297,14.5805,7584,16.8723,14.2395,7607,16.5922,15.9205,8427,18.3613,14.0217,11281,17.2661,13.7274,11899,15.5947,12.7216,11902.0000,14.4860
