maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
0,1,2.163245,7.941689,8,8,51.771057,42.207649,0.007289,1,1,2.163245,7.941689,0.000056,0.000015,0.000056,-718.008988,733.892366,-0.005026,0.005137
0,2,6.885719,7.999652,8,8,14.187521,13.781540,0.000043,2,2,9.048964,15.941341,0.000112,0.000063,0.000112,-710.009336,741.892018,-0.004970,0.005193
0,3,10.627141,7.999726,8,8,13.325641,13.069259,0.000034,3,3,19.676105,23.941067,0.000168,0.000138,0.000168,-702.009610,749.891744,-0.004914,0.005249
0,4,9.375300,7.999818,8,8,7.411519,7.321776,0.000023,4,4,29.051405,31.940885,0.000224,0.000203,0.000224,-694.009792,757.891562,-0.004858,0.005305
0,5,4.711226,7.997401,8,8,6.278153,6.231529,0.000325,5,5,33.762630,39.938286,0.000280,0.000236,0.000280,-686.012391,765.888963,-0.004802,0.005361
0,6,6.873554,7.998966,8,8,5.739472,5.663575,0.000129,6,6,40.636184,47.937252,0.000336,0.000284,0.000336,-678.013425,773.887929,-0.004746,0.005417
0,7,25.925113,7.999982,8,8,4.691495,4.638333,0.000002,7,7,66.561297,55.937234,0.000392,0.000466,0.000392,-670.013443,781.887911,-0.004690,0.005473
0,8,2.127973,7.999974,8,8,4.493496,4.464657,0.000003,8,8,68.689270,63.937208,0.000448,0.000481,0.000448,-662.013469,789.887885,-0.004634,0.005529
0,9,6.854197,7.999961,8,8,4.010823,3.992396,0.000005,9,9,75.543467,71.937169,0.000504,0.000529,0.000504,-654.013508,797.887846,-0.004578,0.005585
0,10,7.452303,7.999976,8,8,3.724164,3.672804,0.000003,10,10,82.995769,79.937144,0.000560,0.000581,0.000560,-646.013533,805.887821,-0.004522,0.005641
0,11,5.055990,7.999885,8,8,3.637763,3.607989,0.000014,11,11,88.051760,87.937030,0.000616,0.000616,0.000616,-638.013647,813.887707,-0.004466,0.005697
0,12,34.776672,7.999986,8,8,3.558306,3.554125,0.000002,12,12,122.828432,95.937016,0.000672,0.000860,0.000672,-630.013661,821.887693,-0.004410,0.005753
0,13,2.047634,7.999995,8,8,3.400944,3.368241,0.000001,13,13,124.876066,103.937011,0.000728,0.000874,0.000728,-622.013666,829.887688,-0.004354,0.005809
0,14,7.219763,7.999998,8,8,3.175189,3.148401,0.000000,14,14,132.095828,111.937009,0.000784,0.000925,0.000784,-614.013668,837.887686,-0.004298,0.005865
0,15,3.244496,7.999996,8,8,3.089357,3.079215,0.000000,15,15,135.340324,119.937005,0.000840,0.000947,0.000840,-606.013672,845.887682,-0.004242,0.005921
0,16,18.228772,8.000000,8,8,2.906211,2.886263,0.000000,16,16,153.569096,127.937005,0.000896,0.001075,0.000896,-598.013672,853.887682,-0.004186,0.005977
1,1,33.004355,7.912210,8,8,38.201915,35.697697,0.010974,17,17,186.573451,135.849215,0.000951,0.001306,0.000951,-590.101462,861.799892,-0.004131,0.006032
1,2,19.305499,7.998624,8,8,11.098383,10.687319,0.000172,18,18,205.878951,143.847839,0.001007,0.001441,0.001007,-582.102838,869.798516,-0.004075,0.006088
1,3,19.468117,7.999280,8,8,8.075054,8.699605,0.000090,19,19,225.347067,151.847119,0.001063,0.001577,0.001063,-574.103558,877.797796,-0.004019,0.006144
1,4,5.020839,7.996992,8,8,5.772626,6.057297,0.000376,20,20,230.367906,159.844111,0.001119,0.001613,0.001119,-566.106566,885.794788,-0.003963,0.006200
1,5,5.797372,7.999347,8,8,5.032605,4.984683,0.000082,21,21,236.165278,167.843457,0.001175,0.001653,0.001175,-558.107220,893.794134,-0.003907,0.006256
1,6,6.578498,7.999730,8,8,4.042360,4.254356,0.000034,22,22,242.743776,175.843187,0.001231,0.001699,0.001231,-550.107490,901.793864,-0.003851,0.006312
1,7,15.006821,7.999896,8,8,3.851804,3.791003,0.000013,23,23,257.750597,183.843083,0.001287,0.001804,0.001287,-542.107594,909.793760,-0.003795,0.006368
1,8,16.270452,7.999927,8,8,3.466333,3.624039,0.000009,24,24,274.021049,191.843010,0.001343,0.001918,0.001343,-534.107667,917.793687,-0.003739,0.006424
1,9,31.365826,4.999979,5,5,3.482686,3.511175,0.000004,25,25,305.386875,196.842990,0.001378,0.002138,0.001378,-529.107687,922.793667,-0.003704,0.006459
1,10,1.972072,3.999979,4,4,3.337780,3.338069,0.000005,26,26,307.358947,200.842968,0.001406,0.002151,0.001406,-525.107709,926.793645,-0.003676,0.006487
1,11,18.085444,3.999985,4,4,3.074968,3.041443,0.000004,27,27,325.444391,204.842954,0.001434,0.002278,0.001434,-521.107723,930.793631,-0.003648,0.006515
1,12,2.431065,2.999974,3,3,2.681893,2.583739,0.000009,28,28,327.875457,207.842927,0.001455,0.002295,0.001455,-518.107750,933.793604,-0.003627,0.006536
2,1,2.708711,7.911965,8,8,51.851733,42.185851,0.011004,29,29,330.584167,215.754892,0.001510,0.002314,0.001510,-510.195785,941.705569,-0.003571,0.006592
2,2,16.724374,7.999469,8,8,14.163669,13.836063,0.000066,30,30,347.308541,223.754361,0.001566,0.002431,0.001566,-502.196316,949.705038,-0.003515,0.006648
2,3,2.116834,7.999345,8,8,13.249804,13.080493,0.000082,31,31,349.425375,231.753706,0.001622,0.002446,0.001622,-494.196971,957.704383,-0.003459,0.006704
2,4,9.082224,7.999983,8,8,7.400641,7.343182,0.000002,32,32,358.507599,239.753688,0.001678,0.002509,0.001678,-486.196989,965.704365,-0.003403,0.006760
2,5,10.196315,7.995353,8,8,6.384364,6.293112,0.000581,33,33,368.703913,247.749042,0.001734,0.002581,0.001734,-478.201635,973.699719,-0.003347,0.006816
2,6,12.082037,7.998576,8,8,5.697651,5.665112,0.000178,34,34,380.785950,255.747618,0.001790,0.002665,0.001790,-470.203059,981.698295,-0.003291,0.006872
2,7,3.199276,7.999955,8,8,4.689970,4.673068,0.000006,35,35,383.985225,263.747573,0.001846,0.002688,0.001846,-462.203104,989.698250,-0.003235,0.006928
2,8,6.483655,7.999966,8,8,4.496956,4.470577,0.000004,36,36,390.468880,271.747539,0.001902,0.002733,0.001902,-454.203138,997.698216,-0.003179,0.006984
2,9,11.471652,7.999984,8,8,4.024432,4.031002,0.000002,37,37,401.940532,279.747523,0.001958,0.002813,0.001958,-446.203154,1005.698200,-0.003123,0.007040
2,10,2.761886,7.999956,8,8,3.705687,3.672525,0.000005,38,38,404.702419,287.747479,0.002014,0.002833,0.002014,-438.203198,1013.698156,-0.003067,0.007096
2,11,3.074300,7.999745,8,8,3.643008,3.627472,0.000032,39,39,407.776719,295.747224,0.002070,0.002854,0.002070,-430.203453,1021.697901,-0.003011,0.007152
2,12,6.078727,7.999989,8,8,3.584081,3.581161,0.000001,40,40,413.855446,303.747214,0.002126,0.002897,0.002126,-422.203463,1029.697891,-0.002955,0.007208
2,13,3.594145,7.999999,8,8,3.386630,3.372479,0.000000,41,41,417.449592,311.747213,0.002182,0.002922,0.002182,-414.203464,1037.697890,-0.002899,0.007264
2,14,5.956715,7.999996,8,8,3.181692,3.167444,0.000000,42,42,423.406307,319.747209,0.002238,0.002964,0.002238,-406.203468,1045.697886,-0.002843,0.007320
2,15,4.099279,7.999997,8,8,3.106659,3.090580,0.000000,43,43,427.505586,327.747206,0.002294,0.002992,0.002294,-398.203471,1053.697883,-0.002787,0.007376
2,16,2.114730,8.000000,8,8,2.907397,2.899942,0.000000,44,44,429.620315,335.747206,0.002350,0.003007,0.002350,-390.203471,1061.697883,-0.002731,0.007432
3,1,14.067624,7.916841,8,8,33.027259,27.784177,0.010395,45,45,443.687939,343.664047,0.002406,0.003106,0.002406,-382.286630,1069.614724,-0.002676,0.007487
3,2,9.711877,7.999643,8,8,10.934754,10.352346,0.000045,46,46,453.399816,351.663690,0.002462,0.003174,0.002462,-374.286987,1077.614367,-0.002620,0.007543
3,3,17.156316,7.996649,8,8,5.932661,5.809930,0.000419,47,47,470.556132,359.660339,0.002518,0.003294,0.002518,-366.290338,1085.611016,-0.002564,0.007599
3,4,46.586047,7.999301,8,8,5.035611,5.321188,0.000087,48,48,517.142178,367.659641,0.002574,0.003620,0.002574,-358.291036,1093.610318,-0.002508,0.007655
3,5,17.458818,7.999886,8,8,3.908677,4.180140,0.000014,49,49,534.600996,375.659527,0.002630,0.003742,0.002630,-350.291150,1101.610204,-0.002452,0.007711
3,6,4.013186,7.999978,8,8,3.422748,3.739242,0.000003,50,50,538.614182,383.659505,0.002686,0.003770,0.002686,-342.291172,1109.610182,-0.002396,0.007767
3,7,10.574465,7.999988,8,8,3.127156,3.442756,0.000001,51,51,549.188647,391.659494,0.002742,0.003844,0.002742,-334.291183,1117.610171,-0.002340,0.007823
3,8,4.840133,7.999999,8,8,2.817785,3.056653,0.000000,52,52,554.028781,399.659493,0.002798,0.003878,0.002798,-326.291184,1125.610170,-0.002284,0.007879
4,1,3.486014,7.921624,8,8,34.422623,30.010783,0.009797,53,53,557.514795,407.581117,0.002853,0.003902,0.002853,-318.369560,1133.531794,-0.002228,0.007934
4,2,1.646387,7.999726,8,8,11.429964,11.793523,0.000034,54,54,559.161182,415.580843,0.002909,0.003914,0.002909,-310.369834,1141.531520,-0.002172,0.007990
4,3,10.578901,7.997869,8,8,5.995434,6.297479,0.000266,55,55,569.740083,423.578711,0.002965,0.003988,0.002965,-302.371966,1149.529388,-0.002117,0.008046
4,4,14.620406,7.999430,8,8,4.791020,4.447765,0.000071,56,56,584.360489,431.578142,0.003021,0.004090,0.003021,-294.372535,1157.528819,-0.002061,0.008102
4,5,16.823338,7.999903,8,8,3.519269,3.127156,0.000012,57,57,601.183827,439.578045,0.003077,0.004208,0.003077,-286.372632,1165.528722,-0.002005,0.008158
4,6,15.952624,7.999991,8,8,3.137040,2.760405,0.000001,58,58,617.136451,447.578036,0.003133,0.004320,0.003133,-278.372641,1173.528713,-0.001949,0.008214
