variant,label,smooth,nugget,source_model_variant,source_vecchia_loss_per_obs,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_obs,mean_rank,residual_df,n_eigen,eigen_threshold,min_kept_eigen,max_kept_eigen,sum_score2,score2_per_df,loss,loss_per_obs,max_abs_bridge,max_abs_bridge_scaled,brown_bridge_band_width,cov_seconds,eig_seconds,beta_intercept,beta_lat_centered,beta_hour_1,beta_hour_2,beta_hour_3,beta_hour_4,beta_hour_5,beta_hour_6,beta_hour_7,total_seconds,lat_min,lat_max,lon_min,lon_max,tile_grid,tile_row,tile_col,n_hours
s10_n1,Matern s=1.0 nugget1 smooth,1.00000000,1.00000000,matern_s10_n1_smooth,1.13798400,6.95494300,0.08456400,0.12551300,0.99196600,0.07871700,-0.19666800,1.00000000,5456,9,5447.00000000,5456,0.00000004,1.50554707,426.73920882,5726.43157755,1.05130009,11280.89352477,2.06761245,0.07356937,3.83937666,0.02602367,7.95697594,10.12865901,261.04320655,1.99939531,0.20943110,0.20423963,-0.16993256,0.08612226,-0.51772024,-1.02837851,-1.69074426,18.14944696,-0.98320000,0.01120000,125.02760000,127.01840000,5x5,3,3,8
