variant,rank_index,eigenvalue,score2,expected_increment,cumsum_score2,cumsum_expected,frac_expected,scaled_cumsum,bridge,band_lower,band_upper
s10_n1,112,65.38331715,4.38224351,0.98868170,155.64258265,107.46693453,0.01972956,0.02857400,0.00884444,-0.00629411,0.04575323
s10_n1,113,65.28914974,4.04118372,0.99547592,159.68376637,108.46241046,0.01991232,0.02931591,0.00940359,-0.00611135,0.04593599
s10_n1,114,64.98994069,0.10328917,0.99924777,159.78705554,109.46165823,0.02009577,0.02933487,0.00923910,-0.00592790,0.04611944
s10_n1,115,64.92484485,1.18011931,0.98178001,160.96717485,110.44343824,0.02027601,0.02955153,0.00927552,-0.00574766,0.04629968
s10_n1,116,63.92557816,1.24827216,0.99589628,162.21544701,111.43933453,0.02045885,0.02978070,0.00932185,-0.00556482,0.04648252
s10_n1,117,63.50089557,1.81454446,0.99873128,164.02999147,112.43806581,0.02064220,0.03011382,0.00947162,-0.00538147,0.04666587
s10_n1,118,63.06481577,0.30240900,0.99528903,164.33240047,113.43335484,0.02082492,0.03016934,0.00934442,-0.00519875,0.04684859
s10_n1,119,62.70881775,0.08888546,0.99281436,164.42128593,114.42616920,0.02100719,0.03018566,0.00917847,-0.00501648,0.04703086
s10_n1,120,62.17034410,3.04865334,0.99728158,167.46993927,115.42345078,0.02119028,0.03074535,0.00955507,-0.00483339,0.04721395
s10_n1,121,61.64890710,0.66497253,0.99382457,168.13491180,116.41727535,0.02137273,0.03086743,0.00949470,-0.00465094,0.04739640
s10_n1,122,61.41727456,0.27032620,0.98484953,168.40523800,117.40212489,0.02155354,0.03091706,0.00936352,-0.00447013,0.04757721
s10_n1,123,60.33823434,0.46670629,0.99250157,168.87194429,118.39462646,0.02173575,0.03100274,0.00926699,-0.00428792,0.04775942
s10_n1,124,60.21040037,0.77657722,0.99742690,169.64852152,119.39205336,0.02191886,0.03114531,0.00922645,-0.00410481,0.04794253
s10_n1,125,60.18006761,5.23200747,0.99649836,174.88052899,120.38855172,0.02210181,0.03210584,0.01000403,-0.00392186,0.04812548
s10_n1,126,59.59287241,0.46853956,0.98785413,175.34906855,121.37640585,0.02228317,0.03219186,0.00990870,-0.00374050,0.04830684
s10_n1,127,59.34149581,0.24884658,0.99764283,175.59791512,122.37404867,0.02246632,0.03223755,0.00977123,-0.00355735,0.04848999
s10_n1,128,59.01606285,1.68859558,0.97655094,177.28651071,123.35059961,0.02264560,0.03254755,0.00990195,-0.00337807,0.04866927
s10_n1,129,58.33907440,2.54191242,0.99460613,179.82842312,124.34520574,0.02282820,0.03301421,0.01018601,-0.00319547,0.04885187
s10_n1,130,58.21625996,3.01122988,0.98359267,182.83965301,125.32879842,0.02300878,0.03356704,0.01055826,-0.00301489,0.04903245
s10_n1,131,57.51517747,1.27173051,0.89869774,184.11138352,126.22749616,0.02317376,0.03380051,0.01062675,-0.00284991,0.04919743
s10_n1,132,57.16003287,0.56145333,0.98653568,184.67283685,127.21403184,0.02335488,0.03390359,0.01054871,-0.00266879,0.04937855
s10_n1,133,56.84886433,0.63984273,0.98773934,185.31267957,128.20177118,0.02353622,0.03402105,0.01048484,-0.00248745,0.04955989
s10_n1,134,56.77447820,0.01322299,0.96076992,185.32590256,129.16254109,0.02371260,0.03402348,0.01031088,-0.00231107,0.04973627
s10_n1,135,56.21460323,1.13467276,0.99235814,186.46057532,130.15489923,0.02389479,0.03423179,0.01033701,-0.00212888,0.04991846
s10_n1,136,55.94530342,0.64934123,0.99010293,187.10991655,131.14500217,0.02407656,0.03435100,0.01027445,-0.00194711,0.05010023
s10_n1,137,55.37332481,0.44581487,0.99361620,187.55573142,132.13861837,0.02425897,0.03443285,0.01017388,-0.00176470,0.05028264
s10_n1,138,55.33439315,0.16654004,0.99604160,187.72227146,133.13465997,0.02444183,0.03446342,0.01002159,-0.00158184,0.05046550
s10_n1,139,55.00603266,1.33224565,0.99786700,189.05451711,134.13252697,0.02462503,0.03470801,0.01008298,-0.00139864,0.05064870
s10_n1,140,54.68605851,1.75135008,0.99946827,190.80586719,135.13199524,0.02480852,0.03502953,0.01022102,-0.00121515,0.05083219
s10_n1,141,54.45989601,1.15686306,0.98979752,191.96273025,136.12179276,0.02499023,0.03524192,0.01025169,-0.00103344,0.05101390
s10_n1,142,53.72822087,0.00008743,0.99292655,191.96281768,137.11471931,0.02517252,0.03524193,0.01006941,-0.00085115,0.05119619
s10_n1,143,53.49417551,0.61052033,0.99800162,192.57333801,138.11272094,0.02535574,0.03535402,0.00999828,-0.00066793,0.05137941
s10_n1,144,53.28895471,0.32420182,0.98990268,192.89753984,139.10262362,0.02553747,0.03541354,0.00987606,-0.00048620,0.05156114
s10_n1,145,52.92102709,0.30518883,0.97091867,193.20272867,140.07354228,0.02571572,0.03546957,0.00975384,-0.00030795,0.05173939
s10_n1,146,52.41849455,0.04167939,0.99394411,193.24440805,141.06748639,0.02589820,0.03547722,0.00957902,-0.00012547,0.05192187
s10_n1,147,52.12647886,1.89186789,0.99750320,195.13627594,142.06498959,0.02608133,0.03582454,0.00974321,0.00005766,0.05210500
s10_n1,148,51.69178975,1.91674022,0.99834582,197.05301616,143.06333541,0.02626461,0.03617643,0.00991182,0.00024094,0.05228828
s10_n1,149,51.40759400,0.68819692,0.97977720,197.74121308,144.04311261,0.02644449,0.03630277,0.00985829,0.00042082,0.05246816
s10_n1,150,51.17505035,0.67520101,0.98652928,198.41641410,145.02964189,0.02662560,0.03642673,0.00980113,0.00060193,0.05264927
s10_n1,151,50.58702851,1.02386136,0.99571207,199.44027545,146.02535396,0.02680840,0.03661470,0.00980630,0.00078473,0.05283207
s10_n1,152,50.43009828,0.45764892,0.98429329,199.89792437,147.00964725,0.02698910,0.03669872,0.00970962,0.00096543,0.05301277
s10_n1,153,49.44629681,0.55100121,0.98998014,200.44892558,147.99962740,0.02717085,0.03679988,0.00962902,0.00114718,0.05319452
s10_n1,154,49.29602372,0.38116179,0.99771333,200.83008737,148.99734073,0.02735402,0.03686985,0.00951583,0.00133035,0.05337769
s10_n1,155,49.16958093,2.37342848,0.99442608,203.20351585,149.99176681,0.02753658,0.03730558,0.00976900,0.00151291,0.05356025
s10_n1,156,48.97267527,0.54383762,0.99570532,203.74735347,150.98747213,0.02771938,0.03740543,0.00968604,0.00169571,0.05374305
s10_n1,157,48.58426822,0.43551122,0.94228151,204.18286468,151.92975363,0.02789237,0.03748538,0.00959301,0.00186870,0.05391604
s10_n1,158,48.12989140,0.08231150,0.98555276,204.26517618,152.91530639,0.02807331,0.03750049,0.00942718,0.00204964,0.05409698
s10_n1,159,48.05983817,0.35303641,0.99247334,204.61821258,153.90777973,0.02825551,0.03756530,0.00930979,0.00223184,0.05427918
s10_n1,160,47.89604369,0.03623327,0.97410828,204.65444585,154.88188801,0.02843435,0.03757196,0.00913761,0.00241068,0.05445802
s10_n1,161,47.76115911,0.04757924,0.99455417,204.70202509,155.87644218,0.02861693,0.03758069,0.00896376,0.00259326,0.05464060
s10_n1,162,47.49136987,0.78861374,0.99065561,205.49063883,156.86709780,0.02879881,0.03772547,0.00892666,0.00277514,0.05482248
s10_n1,163,47.16271465,1.00236094,0.99543783,206.49299978,157.86253562,0.02898156,0.03790949,0.00892794,0.00295789,0.05500523
s10_n1,164,46.83739549,1.47706192,0.98194711,207.97006170,158.84448273,0.02916183,0.03818066,0.00901883,0.00313816,0.05518550
s10_n1,165,46.72124522,2.69232438,0.99834462,210.66238608,159.84282735,0.02934511,0.03867494,0.00932983,0.00332144,0.05536878
s10_n1,166,46.61106547,0.17878800,0.99311862,210.84117408,160.83594598,0.02952744,0.03870776,0.00918032,0.00350377,0.05555111
s10_n1,167,46.10042174,0.75025948,0.99399112,211.59143355,161.82993710,0.02970992,0.03884550,0.00913558,0.00368625,0.05573359
s10_n1,168,46.03719423,0.83284625,0.96856890,212.42427980,162.79850599,0.02988774,0.03899840,0.00911066,0.00386407,0.05591141
s10_n1,169,45.94598226,0.11882818,0.99904612,212.54310799,163.79755211,0.03007115,0.03902021,0.00894906,0.00404748,0.05609482
s10_n1,170,45.86226494,0.26901904,0.97768278,212.81212703,164.77523489,0.03025064,0.03906960,0.00881896,0.00422697,0.05627431
s10_n1,171,45.11696376,0.08876921,0.99739672,212.90089624,165.77263161,0.03043375,0.03908590,0.00865215,0.00441008,0.05645742
s10_n1,172,45.10303633,0.01219346,0.98357574,212.91308970,166.75620735,0.03061432,0.03908814,0.00847382,0.00459065,0.05663799
s10_n1,173,44.98493114,0.59892464,0.99630302,213.51201434,167.75251037,0.03079723,0.03919809,0.00840086,0.00477356,0.05682090
s10_n1,174,44.43710120,0.36274518,0.99067218,213.87475952,168.74318255,0.03097910,0.03926469,0.00828558,0.00495543,0.05700277
s10_n1,175,44.14024409,0.35201376,0.99372429,214.22677328,169.73690684,0.03116154,0.03932931,0.00816777,0.00513787,0.05718521
s10_n1,176,44.04604213,0.02364148,0.99309962,214.25041475,170.73000646,0.03134386,0.03933365,0.00798979,0.00532019,0.05736753
s10_n1,177,43.82644535,0.22403937,0.94612908,214.47445413,171.67613554,0.03151756,0.03937479,0.00785723,0.00549389,0.05754123
s10_n1,178,43.45005837,0.01779907,0.99978899,214.49225320,172.67592453,0.03170111,0.03937805,0.00767695,0.00567744,0.05772478
s10_n1,179,43.08956855,5.37784605,0.99773778,219.87009924,173.67366231,0.03188428,0.04036536,0.00848108,0.00586061,0.05790795
s10_n1,180,43.06654492,2.32014870,0.98494079,222.19024794,174.65860310,0.03206510,0.04079131,0.00872621,0.00604143,0.05808877
s10_n1,181,42.92858554,1.02792443,0.97843564,223.21817237,175.63703874,0.03224473,0.04098002,0.00873529,0.00622106,0.05826840
s10_n1,182,42.53612847,0.65539896,0.99287767,223.87357133,176.62991640,0.03242701,0.04110034,0.00867333,0.00640334,0.05845068
s10_n1,183,42.32125897,1.18814808,0.99375732,225.06171941,177.62367372,0.03260945,0.04131847,0.00870902,0.00658578,0.05863312
s10_n1,184,41.82799962,0.52713376,0.98847724,225.58885316,178.61215096,0.03279092,0.04141525,0.00862433,0.00676725,0.05881459
s10_n1,185,41.72733662,0.00541668,0.99559601,225.59426985,179.60774698,0.03297370,0.04141624,0.00844254,0.00695003,0.05899737
s10_n1,186,41.67634709,1.05379477,0.97903400,226.64806461,180.58678098,0.03315344,0.04160971,0.00845627,0.00712977,0.05917711
s10_n1,187,41.47125806,0.02001642,0.99926165,226.66808103,181.58604262,0.03333689,0.04161338,0.00827649,0.00731322,0.05936056
s10_n1,188,40.89292039,0.50286569,0.99327722,227.17094672,182.57931984,0.03351924,0.04170570,0.00818646,0.00749557,0.05954291
s10_n1,189,40.87681286,0.37598311,0.92446911,227.54692983,183.50378895,0.03368896,0.04177473,0.00808576,0.00766529,0.05971263
s10_n1,190,40.77800960,0.00259790,0.99109709,227.54952773,184.49488604,0.03387092,0.04177520,0.00790429,0.00784725,0.05989459
s10_n1,191,40.35160376,4.03581600,0.98279210,231.58534373,185.47767814,0.03405135,0.04251613,0.00846478,0.00802768,0.06007502
s10_n1,192,40.33169479,0.20205000,0.99407754,231.78739373,186.47175568,0.03423385,0.04255322,0.00831938,0.00821018,0.06025752
s10_n1,193,39.99208953,0.06441212,0.96923881,231.85180585,187.44099448,0.03441179,0.04256505,0.00815326,0.00838812,0.06043546
s10_n1,194,39.75798200,0.68732600,0.99425475,232.53913185,188.43524923,0.03459432,0.04269123,0.00809691,0.00857065,0.06061799
s10_n1,195,39.68047854,0.60498805,0.94805921,233.14411991,189.38330844,0.03476837,0.04280230,0.00803393,0.00874470,0.06079204
s10_n1,196,39.31703535,0.79158203,0.99770778,233.93570194,190.38101622,0.03495154,0.04294762,0.00799609,0.00892787,0.06097521
s10_n1,197,39.30163154,0.45437183,0.90682037,234.39007377,191.28783659,0.03511802,0.04303104,0.00791302,0.00909435,0.06114169
s10_n1,198,38.99967975,0.11696030,0.97782964,234.50703407,192.26566622,0.03529753,0.04305251,0.00775498,0.00927386,0.06132120
s10_n1,199,38.92389355,0.80784771,0.99831205,235.31488178,193.26397827,0.03548081,0.04320082,0.00772001,0.00945714,0.06150448
s10_n1,200,38.73745761,1.53908507,0.99685422,236.85396685,194.26083249,0.03566382,0.04348338,0.00781956,0.00964015,0.06168749
s10_n1,201,38.67566075,3.60840128,0.98788188,240.46236813,195.24871437,0.03584518,0.04414584,0.00830065,0.00982151,0.06186885
