day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2022-07-1,Vecc_mm100_A20B20C20,18126.0,1.0,3.4937,0.1703,0.2118,1.6525,-0.0009,-0.0269,2.6723,1.2591,54.4569,0.0
2022-07-2,Vecc_mm100_A20B20C20,18126.0,1.0,7.8296,0.3299,0.3572,1.6104,0.0263,-0.1932,2.611,1.3469,39.9762,0.0
2022-07-3,Vecc_mm100_A20B20C20,18126.0,1.0,10.2319,0.3491,0.5161,1.8609,0.0359,-0.1294,2.2946,1.3337,33.3842,0.0
2022-07-4,Vecc_mm100_A20B20C20,18126.0,1.0,8.4243,0.3425,0.3735,2.0497,0.0135,-0.1327,2.967,1.3877,44.1352,0.0
2022-07-5,Vecc_mm100_A20B20C20,18126.0,1.0,7.6151,0.3265,0.3837,2.0529,0.0222,-0.1464,1.9366,1.2492,31.3534,0.0
2022-07-6,Vecc_mm100_A20B20C20,18126.0,1.0,8.9506,0.4537,0.6665,3.3791,-0.0082,-0.0399,2.8998,1.3153,50.6737,0.0
2022-07-7,Vecc_mm100_A20B20C20,18126.0,1.0,12.4547,0.3713,0.5735,2.104,-0.0465,-0.0842,1.9859,1.3296,32.6067,0.0
2022-07-8,Vecc_mm100_A20B20C20,18126.0,1.0,11.9798,0.4298,0.4289,1.9655,-0.002,-0.0716,1.2737,1.2425,27.95,0.0
2022-07-9,Vecc_mm100_A20B20C20,18126.0,1.0,10.1947,0.3914,0.3685,2.0393,0.029,-0.1599,2.3325,1.3545,37.5438,0.0
2022-07-10,Vecc_mm100_A20B20C20,18126.0,1.0,12.0629,0.452,0.4892,2.4367,0.0073,-0.2693,2.5742,1.3821,35.5942,0.0
2022-07-11,Vecc_mm100_A20B20C20,18126.0,1.0,7.7134,0.4406,0.5486,2.1837,-0.0155,-0.1289,1.8289,1.1784,30.278,0.0
2022-07-12,Vecc_mm100_A20B20C20,18126.0,1.0,9.7008,0.4259,0.5003,2.2076,-0.0174,-0.0921,2.3192,1.3047,30.61,0.0
2022-07-13,Vecc_mm100_A20B20C20,18126.0,1.0,8.39,0.297,0.3524,1.7356,0.0146,-0.1255,2.7475,1.3835,37.8052,0.0
2022-07-14,Vecc_mm100_A20B20C20,18126.0,1.0,8.1865,0.2833,0.4865,2.051,0.0249,-0.073,3.0042,1.3838,37.0908,0.0
2022-07-15,Vecc_mm100_A20B20C20,18126.0,1.0,11.4249,0.6088,0.9107,3.8926,0.0144,-0.1797,1.9473,1.2023,35.5866,0.0
2022-07-16,Vecc_mm100_A20B20C20,18126.0,1.0,8.8128,0.4696,0.6457,2.3981,0.0126,-0.1148,2.3046,1.2542,34.8627,0.0
2022-07-17,Vecc_mm100_A20B20C20,18126.0,1.0,7.078,0.3561,0.3911,1.3574,0.0233,-0.0769,2.0265,1.2375,29.554,0.0
2022-07-18,Vecc_mm100_A20B20C20,18126.0,1.0,10.4509,0.6249,0.7294,2.8237,-0.0178,-0.0604,0.9167,1.0272,27.2243,0.0
2022-07-19,Vecc_mm100_A20B20C20,18126.0,1.0,6.8634,0.323,0.429,1.7473,0.011,-0.1879,2.8659,1.3384,41.4431,0.0
2022-07-20,Vecc_mm100_A20B20C20,18126.0,1.0,7.2778,0.1985,0.3409,1.3731,0.008,-0.0864,2.7882,1.3954,42.9496,0.0
2022-07-21,Vecc_mm100_A20B20C20,18126.0,1.0,8.9386,0.3279,0.5422,2.4406,0.0207,-0.0636,3.0788,1.3808,45.8819,0.0
2022-07-22,Vecc_mm100_A20B20C20,18126.0,1.0,6.4981,0.3717,0.4927,2.6255,0.0227,-0.0441,3.0067,1.3186,41.0641,0.0
