day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2022-07-1,DW_Real,18126.0,1.0,3.9094,0.1641,0.254,1.2465,-0.0173,0.0874,2.5086,108552.32,27.9392,0.0
2022-07-2,DW_Real,18126.0,1.0,6.8165,0.1384,0.1516,0.9197,0.0296,-0.2942,1.5105,213105.344,21.353,0.0
2022-07-3,DW_Real,18126.0,1.0,6.356,0.193,0.2075,0.8365,0.0336,-0.0627,0.9088,-256240.608,18.8273,0.0
2022-07-4,DW_Real,18126.0,1.0,6.4521,0.1877,0.1765,1.0851,0.0331,-0.2126,1.995,211105.696,23.2154,0.0
2022-07-5,DW_Real,18126.0,1.0,5.7744,0.2099,0.2128,1.1829,0.0438,-0.2105,0.7919,-423211.216,17.9773,0.0
2022-07-6,DW_Real,18126.0,1.0,4.9794,0.1304,0.1153,0.7145,-0.0,-0.0,1.7379,161971.488,26.0166,0.0
2022-07-7,DW_Real,18126.0,1.0,6.3749,0.2586,0.3116,1.0865,-0.0,-0.0,0.382,-825854.624,16.1962,0.0
2022-07-8,DW_Real,18126.0,1.0,5.7629,0.2471,0.2211,0.9775,0.0487,-0.1319,0.3248,-820141.344,15.503,0.0
2022-07-9,DW_Real,18126.0,1.0,8.412,0.2239,0.1834,0.8692,0.0639,-0.0802,1.3304,90698.32,17.9863,0.0
2022-07-10,DW_Real,18126.0,1.0,7.2477,0.1912,0.1707,0.9477,-0.0153,-0.3372,0.9502,-85984.864,18.677,0.0
2022-07-11,DW_Real,18126.0,1.0,5.3018,0.1634,0.1589,0.8992,-0.007,-0.4395,0.9895,-216676.144,19.2205,0.0
2022-07-12,DW_Real,18126.0,1.0,8.2589,0.2469,0.2346,1.1103,0.0163,-0.0194,0.8284,-236529.792,19.2429,0.0
2022-07-13,DW_Real,18126.0,1.0,6.3888,0.1518,0.1578,0.8229,0.0335,-0.0876,1.9614,274094.608,25.5875,0.0
2022-07-14,DW_Real,18126.0,1.0,7.7573,0.166,0.226,0.8143,0.034,-0.1214,2.0148,297519.056,26.7063,0.0
2022-07-15,DW_Real,18126.0,1.0,5.3383,0.2754,0.3474,1.0459,0.0124,-0.2509,0.7117,-748011.184,18.036,0.0
2022-07-16,DW_Real,18126.0,1.0,3.8293,0.1973,0.2109,0.8548,0.0527,-0.0706,0.7995,-661169.328,18.0828,0.0
2022-07-17,DW_Real,18126.0,1.0,5.4577,0.1698,0.1751,0.7559,-0.1748,-0.5327,1.2384,-121121.536,20.5615,0.0
2022-07-18,DW_Real,18126.0,1.0,3.3769,0.3446,0.4003,0.6882,0.1386,-0.2518,0.1284,-1900379.76,18.6411,0.0
