day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_may9,1127,0.03,100,21.471,0.381,0.496,0.037,-0.155,0.704,4.86,19537.692,293.62518882751465,141
2024-07-2,Vecc_may9,1127,0.03,100,22.181,0.362,0.406,0.045,-0.17,0.903,3.531,25349.955,1233.6291081905365,701
2024-07-3,Vecc_may9,1127,0.03,100,30.215,0.251,0.268,-0.084,-0.26,0.633,4.999,23944.714,1211.4938604831696,701
2024-07-4,Vecc_may9,1127,0.03,100,27.543,0.666,0.94,-0.006,-0.075,0.415,5.965,16055.72,1208.5392425060272,701
2024-07-5,Vecc_may9,1127,0.03,100,24.107,0.276,0.417,0.122,-0.22,0.538,4.615,23295.484,1401.8479816913605,801
2024-07-6,Vecc_may9,1127,0.03,100,21.62,0.314,0.427,0.143,-0.075,1.153,6.427,17587.545,1634.1076040267944,901
2024-07-7,Vecc_may9,1127,0.03,100,24.253,0.406,0.906,0.003,-0.317,0.332,6.998,17879.559,1267.0480778217316,701
2024-07-8,Vecc_may9,1127,0.03,100,21.997,0.433,0.482,-0.199,-0.269,0.517,5.014,17596.897,1410.2546272277832,801
2024-07-9,Vecc_may9,1127,0.03,100,15.068,0.555,0.672,0.061,-0.186,0.597,3.655,17013.349,2058.8338735103607,801
2024-07-10,Vecc_may9,1127,0.03,100,13.796,0.729,1.34,0.089,-0.034,0.378,4.917,12611.571,1645.76926445961,601
2024-07-11,Vecc_may9,1127,0.03,100,20.686,1.065,1.566,-0.112,-0.105,0.324,4.176,12445.165,2581.2574894428253,801
2024-07-12,Vecc_may9,1127,0.03,100,20.453,0.627,1.005,-0.058,0.012,0.357,3.646,15265.723,2133.3446130752563,801
2024-07-13,Vecc_may9,1127,0.03,100,24.834,0.71,1.129,-0.067,0.023,0.39,3.577,16589.651,1659.821567773819,901
2024-07-14,Vecc_may9,1127,0.03,100,23.696,0.99,1.767,-0.097,-0.053,0.3,4.524,11534.046,1275.846637248993,701
2024-07-15,Vecc_may9,1127,0.03,100,27.88,0.939,1.742,-0.075,0.042,0.398,3.831,20081.978,2263.799952983856,1001
2024-07-16,Vecc_may9,1127,0.03,100,38.757,0.819,1.183,-0.093,-0.012,0.358,4.412,16777.622,1710.972782611847,901
2024-07-17,Vecc_may9,1127,0.03,100,35.455,0.66,1.203,-0.063,-0.034,0.375,5.173,14918.484,1368.0129458904266,701
2024-07-18,Vecc_may9,1127,0.03,100,29.452,0.9,1.505,-0.005,-0.128,0.322,5.406,15408.786,1725.8125936985016,901
2024-07-19,Vecc_may9,1127,0.03,100,26.731,0.626,0.97,-0.179,-0.3,0.456,4.332,16552.599,1433.5096080303192,801
2024-07-20,Vecc_may9,1127,0.03,100,21.591,0.659,1.499,-0.02,-0.329,0.529,5.466,17093.605,1656.2593221664429,901
2024-07-21,Vecc_may9,1127,0.03,100,18.293,1.319,1.678,-0.084,-0.246,0.323,5.007,13266.808,1359.9095726013184,701
2024-07-22,Vecc_may9,1127,0.03,100,23.539,0.955,1.479,-0.12,-0.086,0.885,4.707,16173.645,1788.079074382782,801
2024-07-23,Vecc_may9,1127,0.03,100,20.699,0.213,1.932,0.013,-0.078,0.74,3.084,35035.898,1979.4801619052887,1001
2024-07-24,Vecc_may9,1127,0.03,100,17.822,0.808,2.078,-0.065,0.166,0.532,3.901,18633.591,1757.4534449577332,1001
2024-07-25,Vecc_may9,1127,0.03,100,20.781,1.243,2.931,-0.007,-0.14,0.235,2.962,29339.391,1840.6187813282013,1001
2024-07-26,Vecc_may9,1127,0.03,100,27.012,0.634,2.616,-0.01,-0.089,0.431,3.736,23684.975,2014.9112775325775,1001
2024-07-27,Vecc_may9,1127,0.03,100,26.318,1.35,2.56,0.04,-0.273,0.226,4.663,17123.079,1706.2763061523438,901
2024-07-28,Vecc_may9,1127,0.03,100,15.988,1.372,2.094,0.029,-0.022,0.211,4.751,13436.512,1570.4104754924774,801
2024-07-29,Vecc_may9,1127,0.03,100,15.193,4.138,2.56,0.078,-0.052,0.224,2.415,9759.38,1359.32772731781,701
2024-07-30,Vecc_may9,1127,0.03,100,13.274,2.09,2.179,0.107,0.009,0.198,4.489,12216.888,1217.6648390293121,601
2024-07-31,Vecc_may9,1127,0.03,100,22.368,1.912,1.79,-0.04,-0.035,0.233,6.781,13342.928,1278.8866946697235,701
