date_str,true_smooth,fit_smooth,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,k_mean,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,0,0.5729014104765542,0.627252201974578,2,10.885126799054529,4.566580611673774,14.313450950898126,6.886364773561096,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,1,1.7187042314296626,1.695268273838533,18,10.885126799054529,13.08888050369028,14.025492735046681,6.7375642739924775,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,2,2.8645070523827707,2.888368177098319,26,10.885126799054529,6.280347270576139,11.51322628756746,6.623813254839222,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,3,4.0103098733358795,4.101153866844383,42,10.885126799054529,6.912787254188518,9.754003833707944,6.572007561459126,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,4,5.156112694288987,5.243474246005946,50,10.885126799054529,11.761228899588865,8.915854817128274,6.5488640455136835,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,5,6.301915515242095,6.334396296799058,51,10.885126799054529,8.55679539324583,8.563547006053497,6.537531924241696,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,6,7.447718336195205,7.484202811445298,46,10.885126799054529,5.2411883844369065,8.281862775010177,6.5305930912454055,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,7,8.593521157148313,8.64988424118374,48,10.885126799054529,8.045123164732411,8.143238032014965,6.526396838625964,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,8,9.739323978101421,9.828990003837582,14,10.885126799054529,1.8315832326239636,8.079601712575924,6.523683124852214,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,9,10.885126799054529,10.932120873774602,2,10.885126799054529,2.02299704786987,8.064410630134244,6.521993415864273,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,10,12.030929620007637,12.063865932841784,0,10.885126799054529,,,6.520772384380245,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,11,13.176732440960746,13.166390002837563,0,10.885126799054529,,,6.519909178731937,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,12,14.322535261913854,14.273893849907077,0,10.885126799054529,,,6.519263621327573,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,13,15.468338082866964,15.425211497575258,0,10.885126799054529,,,6.518755484384825,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,14,16.614140903820072,16.59460817503016,0,10.885126799054529,,,6.518360153601125,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,15,17.75994372477318,17.777808040803787,0,10.885126799054529,,,6.518048607495664,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,16,18.905746545726288,18.924882639210317,0,10.885126799054529,,,6.517809394708938,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,17,20.051549366679396,20.055622399506323,0,10.885126799054529,,,6.5176191418549285,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,18,21.197352187632504,21.21689630794462,0,10.885126799054529,,,6.517459625428811,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,19,22.34315500858561,22.365098345328214,0,10.885126799054529,,,6.5173296454216,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,20,23.48895782953872,23.50197308177751,0,10.885126799054529,,,6.517222470401717,1.0042281488504192
20240703,0.5,0.3,0,y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,2.9016,0.3652,6.489,21,24.63476065049183,24.62149265069659,0,10.885126799054529,,,6.51713350204832,1.0042281488504192
