year,variant,model_label,nugget_mode,n_slices,loss_mean,loss_median,sigmasq_median,range_lat_median,range_lon_median,nugget_median,total_s_sum
2023,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,40,1.2822,1.2718,16.2388,0.3203,0.3629,0.0000,55.0451
2023,gc_a0p75_b1p0_nugget_free,GC a=0.75 b=1 nugget free,nugget_free,40,1.2685,1.2684,17.0706,0.3966,0.4490,0.0000,153.1840
2023,matern_s03_nugget0,Matern s=0.3 nugget0,nugget0,40,1.2824,1.2753,13.7855,0.3368,0.3651,0.0000,61.4209
2023,matern_s03_nugget_free,Matern s=0.3 nugget free,nugget_free,40,1.2790,1.2817,13.7045,0.3711,0.3996,0.0001,117.4445
