date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,gc_alpha,n_valid_spectrum,est_sigmasq,est_range,est_range_lat,est_range_lon,est_nugget,est_gc_alpha,est_gc_beta,k_bin,k_mid,k_mean,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,0,0.5729014104765542,0.627252201974578,2,10.885126799054529,158.3912844299404,109.74454433245505,339.16288186649666,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,1,1.7187042314296626,1.695268273838533,18,10.885126799054529,69.9636097229511,39.32237757912719,121.60488140066072,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,2,2.8645070523827707,2.888368177098319,26,10.885126799054529,18.669152861291938,20.33418272656792,44.874313637098865,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,3,4.0103098733358795,4.101153866844383,42,10.885126799054529,8.702457147990025,13.228632994147176,21.946409264236937,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,4,5.156112694288987,5.243474246005946,50,10.885126799054529,7.581113672313705,10.550232084447769,13.744783747572288,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,5,6.301915515242095,6.334396296799058,51,10.885126799054529,13.21690696089661,9.40338665021841,8.782847175295515,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,6,7.447718336195205,7.484202811445298,46,10.885126799054529,10.229056982053349,8.887216732840798,6.153595177446477,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,7,8.593521157148313,8.64988424118374,48,10.885126799054529,8.201030627799172,8.580586471472381,4.455803570120519,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,8,9.739323978101421,9.828990003837582,14,10.885126799054529,4.782065073850558,7.807069122876696,3.3566255055186076,0.05429848714837824
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta2p5,full,0.6,0.6,300,14.787186548886854,4.657360026238743,2.7613419199386446,4.657360026238743,0.0,0.6,2.5,9,10.885126799054529,10.932120873774602,2,10.885126799054529,7.628132078815522,7.6673192178924,2.7191485697064337,0.05429848714837824
