true_smooth,fit_smooth,rep,resolution_stride,resolution_label,fit_type,n,loss_per_obs,success,n_iter,fit_s,est_sigmasq,est_range,est_nugget,true_sigmasq,true_range,true_nugget
0.3000,1.5000,3,2,x2,range_only_nugget0,128,2.4034,True,7,0.0541,12.0000,0.0094,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,full_nugget_free,256,2.2486,True,13,0.3168,8.0036,0.0228,3.1324,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,full_nugget0,256,2.3352,True,13,0.4036,10.3649,0.0050,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,sigma_only_nugget_free,256,2.3615,True,5,0.0794,80.8020,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,range_only_nugget_free,256,2.2733,True,6,0.0766,12.0000,0.0159,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,nugget_only,256,2.2872,True,6,0.1654,12.0000,0.0800,4.1695,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,sigma_only_nugget0,256,38.6110,True,1,0.0287,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,3,1,x1,range_only_nugget0,256,2.3381,True,6,0.2214,12.0000,0.0054,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,full_nugget_free,32,2.4262,True,12,0.0073,3.4314,0.0745,5.1294,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,full_nugget0,32,2.4483,True,8,0.0092,8.4086,0.0207,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,sigma_only_nugget_free,32,2.5640,True,2,0.0011,8.8022,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,range_only_nugget_free,32,2.4893,True,4,0.0033,12.0000,0.0336,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,nugget_only,32,2.4815,True,4,0.0016,12.0000,0.0800,4.3860,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,sigma_only_nugget0,32,2.8558,True,7,0.0023,75.7789,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,8,x8,range_only_nugget0,32,2.4725,True,4,0.0077,12.0000,0.0244,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,full_nugget_free,64,2.3477,True,12,0.0380,2.6841,0.1018,5.1218,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,full_nugget0,64,2.3648,True,10,0.0347,7.7185,0.0127,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,sigma_only_nugget_free,64,2.5322,True,1,0.0083,10.0601,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,range_only_nugget_free,64,2.4100,True,4,0.0094,12.0000,0.0236,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,nugget_only,64,2.3973,True,5,0.0071,12.0000,0.0800,4.5095,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,sigma_only_nugget0,64,3.0268,True,1,0.0015,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,4,x4,range_only_nugget0,64,2.3955,True,5,0.0248,12.0000,0.0159,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,full_nugget_free,128,2.2738,True,11,0.1071,5.4896,0.0196,2.7271,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,full_nugget0,128,2.3043,True,12,0.1163,7.9720,0.0081,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,sigma_only_nugget_free,128,2.4194,True,4,0.0160,42.3260,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,range_only_nugget_free,128,2.3046,True,4,0.0276,12.0000,0.0213,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,nugget_only,128,2.3286,True,5,0.0278,12.0000,0.0800,4.1775,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,sigma_only_nugget0,128,6.5529,True,1,0.0085,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,2,x2,range_only_nugget0,128,2.3272,True,6,0.0519,12.0000,0.0098,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,full_nugget_free,256,2.2543,True,13,0.3532,4.7356,0.0291,3.8459,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,full_nugget0,256,2.3761,True,7,0.3004,11.1359,0.0050,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,sigma_only_nugget_free,256,2.4056,True,4,0.0715,38.3655,0.0800,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,range_only_nugget_free,256,2.3334,True,6,0.0998,12.0000,0.0126,2.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,nugget_only,256,2.2806,True,6,0.0989,12.0000,0.0800,4.2331,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,sigma_only_nugget0,256,52.2485,True,1,0.0273,200.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.3000,1.5000,4,1,x1,range_only_nugget0,256,2.3775,True,1,0.0174,12.0000,0.0050,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,full_nugget_free,32,2.3496,True,24,0.0550,8.7007,0.0663,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,full_nugget0,32,2.3496,True,6,0.0196,8.6987,0.0663,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,sigma_only_nugget_free,32,2.3636,True,3,0.0040,6.5015,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,range_only_nugget_free,32,2.3791,True,4,0.0031,12.0000,0.2421,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,nugget_only,32,2.3653,True,16,0.0153,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,sigma_only_nugget0,32,2.3509,True,3,0.0039,9.3418,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,8,x8,range_only_nugget0,32,2.3601,True,3,0.0039,12.0000,0.1087,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,full_nugget_free,64,2.2825,True,26,0.2413,9.4087,0.0558,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,full_nugget0,64,2.2825,True,9,0.0726,9.4087,0.0558,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,sigma_only_nugget_free,64,2.2976,True,3,0.0291,7.1187,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,range_only_nugget_free,64,2.3053,True,3,0.0154,12.0000,0.1937,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,nugget_only,64,2.2867,True,16,0.0730,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,sigma_only_nugget0,64,2.2854,True,4,0.0220,11.1752,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,4,x4,range_only_nugget0,64,2.2866,True,4,0.0217,12.0000,0.0818,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,full_nugget_free,128,2.0992,True,24,0.8111,9.2320,0.0568,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,full_nugget0,128,2.0992,True,10,0.2927,9.2319,0.0568,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,sigma_only_nugget_free,128,2.1409,True,4,0.0739,6.3902,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,range_only_nugget_free,128,2.1445,True,3,0.0654,12.0000,0.2400,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,nugget_only,128,2.1022,True,12,0.2534,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,sigma_only_nugget0,128,2.1007,True,4,0.0916,11.0877,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,2,x2,range_only_nugget0,128,2.1016,True,3,0.0724,12.0000,0.0872,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,full_nugget_free,256,2.0145,True,10,1.2697,8.4267,0.0674,0.7730,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,full_nugget0,256,2.0247,True,12,1.0190,9.7486,0.0414,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,sigma_only_nugget_free,256,2.0407,True,4,0.2992,6.1032,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,range_only_nugget_free,256,2.0423,True,2,0.1624,12.0000,0.2580,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,nugget_only,256,2.0186,True,6,0.4746,12.0000,0.0800,0.4517,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,sigma_only_nugget0,256,2.0277,True,5,0.3945,14.1387,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,0,1,x1,range_only_nugget0,256,2.0258,True,4,0.3218,12.0000,0.0583,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,full_nugget_free,32,2.5538,True,36,0.0700,10.0952,0.0217,0.0002,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,full_nugget0,32,2.5538,True,10,0.0198,10.0950,0.0217,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,sigma_only_nugget_free,32,2.5885,True,3,0.0040,11.0012,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,range_only_nugget_free,32,2.5752,True,6,0.0051,12.0000,0.0364,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,nugget_only,32,2.5884,True,6,0.0074,12.0000,0.0800,2.5523,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,sigma_only_nugget0,32,2.6080,True,5,0.0056,15.6223,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,8,x8,range_only_nugget0,32,2.5602,True,4,0.0113,12.0000,0.0253,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,full_nugget_free,64,2.4400,True,17,0.2035,11.0072,0.0478,0.5321,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,full_nugget0,64,2.4404,True,8,0.0854,11.6033,0.0433,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,sigma_only_nugget_free,64,2.4450,True,3,0.0243,10.4827,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,range_only_nugget_free,64,2.4471,True,2,0.0168,12.0000,0.0863,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,nugget_only,64,2.4439,True,5,0.0248,12.0000,0.0800,1.3073,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,sigma_only_nugget0,64,2.4489,True,5,0.0250,15.4982,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,4,x4,range_only_nugget0,64,2.4405,True,4,0.0279,12.0000,0.0454,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,full_nugget_free,128,2.1911,True,10,0.3844,9.5840,0.0662,0.6890,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,full_nugget0,128,2.1941,True,9,0.3012,10.5786,0.0512,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,sigma_only_nugget_free,128,2.2048,True,3,0.0748,7.4250,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,range_only_nugget_free,128,2.2075,True,3,0.0690,12.0000,0.1812,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,nugget_only,128,2.1929,True,4,0.1792,12.0000,0.0800,0.4531,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,sigma_only_nugget0,128,2.1968,True,5,0.0998,13.4372,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,2,x2,range_only_nugget0,128,2.1949,True,4,0.0942,12.0000,0.0624,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,full_nugget_free,256,2.0305,True,7,0.9713,8.6185,0.1065,1.2187,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,full_nugget0,256,2.0592,True,12,1.0665,11.1644,0.0468,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,sigma_only_nugget_free,256,2.0451,True,4,0.3178,5.8468,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,range_only_nugget_free,256,2.0446,True,2,0.5645,12.0000,0.2896,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,nugget_only,256,2.0418,True,4,0.9310,12.0000,0.0800,0.6652,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,sigma_only_nugget0,256,2.0611,True,5,0.5243,15.1177,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,1,1,x1,range_only_nugget0,256,2.0594,True,4,0.2874,12.0000,0.0526,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,full_nugget_free,32,2.4170,True,14,0.0273,12.2597,0.2565,1.7693,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,full_nugget0,32,2.4221,True,8,0.0129,14.6498,0.1629,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,sigma_only_nugget_free,32,2.4557,True,3,0.0056,8.6205,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,range_only_nugget_free,32,2.4171,True,2,0.0025,12.0000,0.2732,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,nugget_only,32,2.4395,True,16,0.0156,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,sigma_only_nugget0,32,2.4381,True,4,0.0127,11.1228,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,8,x8,range_only_nugget0,32,2.4255,True,4,0.0074,12.0000,0.1224,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,full_nugget_free,64,2.2603,True,11,0.1280,10.5826,0.1716,1.2832,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,full_nugget0,64,2.2677,True,8,0.0783,12.2736,0.1040,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,sigma_only_nugget_free,64,2.2810,True,4,0.0352,6.8604,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,range_only_nugget_free,64,2.2640,True,5,0.0245,12.0000,0.3060,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,nugget_only,64,2.2718,True,16,0.0815,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,sigma_only_nugget0,64,2.2692,True,4,0.0341,10.8184,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,4,x4,range_only_nugget0,64,2.2677,True,2,0.0245,12.0000,0.1004,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,full_nugget_free,128,2.2011,True,10,0.3904,11.0692,0.1361,1.3604,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,full_nugget0,128,2.2119,True,8,0.3312,13.1816,0.0729,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,sigma_only_nugget_free,128,2.2107,True,4,0.1061,7.2732,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,range_only_nugget_free,128,2.2043,True,2,0.0391,12.0000,0.2293,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,nugget_only,128,2.2061,True,5,0.0938,12.0000,0.0800,0.5815,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,sigma_only_nugget0,128,2.2120,True,5,0.0943,13.8529,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,2,x2,range_only_nugget0,128,2.2123,True,4,0.0669,12.0000,0.0630,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,full_nugget_free,256,2.1039,True,11,1.2865,11.5428,0.1431,1.4442,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,full_nugget0,256,2.1309,True,9,0.8968,14.3701,0.0570,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,sigma_only_nugget_free,256,2.1123,True,4,0.3288,7.1633,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,range_only_nugget_free,256,2.1083,True,2,0.1462,12.0000,0.2203,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,nugget_only,256,2.1096,True,3,0.2581,12.0000,0.0800,0.9552,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,sigma_only_nugget0,256,2.1316,True,5,0.3813,17.4060,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,2,1,x1,range_only_nugget0,256,2.1319,True,4,0.2698,12.0000,0.0428,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,full_nugget_free,32,2.3840,True,23,0.0536,11.2729,0.1089,0.0191,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,full_nugget0,32,2.3840,True,7,0.0146,11.2961,0.1085,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,sigma_only_nugget_free,32,2.4063,True,4,0.0051,7.5753,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,range_only_nugget_free,32,2.3995,True,3,0.0031,12.0000,0.2194,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,nugget_only,32,2.3948,True,16,0.0229,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,sigma_only_nugget0,32,2.3873,True,2,0.0088,10.0488,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,8,x8,range_only_nugget0,32,2.3844,True,3,0.0044,12.0000,0.1184,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,full_nugget_free,64,2.2800,True,25,0.2984,13.1839,0.1141,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,full_nugget0,64,2.2800,True,9,0.0767,13.1814,0.1140,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,sigma_only_nugget_free,64,2.3134,True,4,0.0296,7.9172,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,range_only_nugget_free,64,2.3016,True,3,0.0215,12.0000,0.2066,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,nugget_only,64,2.2842,True,16,0.0787,12.0000,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,sigma_only_nugget0,64,2.2828,True,4,0.0286,11.1172,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,4,x4,range_only_nugget0,64,2.2805,True,2,0.0194,12.0000,0.0990,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,full_nugget_free,128,2.1942,True,10,0.3921,11.7601,0.1145,0.9338,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,full_nugget0,128,2.2006,True,8,0.2451,13.3153,0.0776,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,sigma_only_nugget_free,128,2.2088,True,3,0.0731,7.5287,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,range_only_nugget_free,128,2.2039,True,2,0.0381,12.0000,0.2041,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,nugget_only,128,2.1966,True,4,0.1517,12.0000,0.0800,0.4688,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,sigma_only_nugget0,128,2.2006,True,5,0.1014,13.5392,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,2,x2,range_only_nugget0,128,2.2010,True,4,0.0830,12.0000,0.0659,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,full_nugget_free,256,2.0963,True,10,1.4495,11.8915,0.1295,1.2525,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,full_nugget0,256,2.1150,True,11,1.1200,14.4897,0.0613,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,sigma_only_nugget_free,256,2.1078,True,4,0.3169,7.2906,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,range_only_nugget_free,256,2.1042,True,3,0.3462,12.0000,0.2089,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,nugget_only,256,2.0998,True,4,0.3174,12.0000,0.0800,0.8531,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,sigma_only_nugget0,256,2.1155,True,5,0.3743,16.8533,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,3,1,x1,range_only_nugget0,256,2.1160,True,4,0.2664,12.0000,0.0454,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,full_nugget_free,32,2.6405,True,15,0.0419,11.2615,0.0485,2.0299,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,full_nugget0,32,2.6411,True,8,0.0134,13.3405,0.0393,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,sigma_only_nugget_free,32,2.6482,True,3,0.0077,13.1241,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,range_only_nugget_free,32,2.6410,True,4,0.0082,12.0000,0.0510,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,nugget_only,32,2.6452,True,6,0.0084,12.0000,0.0800,3.1109,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,sigma_only_nugget0,32,2.6592,True,5,0.0102,17.3076,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,8,x8,range_only_nugget0,32,2.6434,True,4,0.0067,12.0000,0.0357,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,full_nugget_free,64,2.5033,True,27,0.2694,13.2665,0.0442,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,full_nugget0,64,2.5033,True,10,0.0680,13.2665,0.0442,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,sigma_only_nugget_free,64,2.5141,True,3,0.0274,12.8028,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,range_only_nugget_free,64,2.5122,True,3,0.0214,12.0000,0.0629,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,nugget_only,64,2.5146,True,4,0.0241,12.0000,0.0800,1.8907,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,sigma_only_nugget0,64,2.5116,True,5,0.0236,17.5663,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,4,x4,range_only_nugget0,64,2.5046,True,4,0.0204,12.0000,0.0389,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,full_nugget_free,128,2.2702,True,25,1.0453,12.8156,0.0553,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,full_nugget0,128,2.2702,True,10,0.2495,12.8247,0.0554,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,sigma_only_nugget_free,128,2.3121,True,3,0.1511,11.1325,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,range_only_nugget_free,128,2.3124,True,3,0.1084,12.0000,0.0881,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,nugget_only,128,2.2851,True,4,0.1241,12.0000,0.0800,0.4611,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,sigma_only_nugget0,128,2.2720,True,5,0.1374,15.6184,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,2,x2,range_only_nugget0,128,2.2704,True,4,0.0913,12.0000,0.0501,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,full_nugget_free,256,2.1673,True,11,1.2796,11.2321,0.0521,0.7534,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,full_nugget0,256,2.1727,True,11,1.0056,12.4850,0.0379,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,sigma_only_nugget_free,256,2.1831,True,2,0.2068,10.0554,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,range_only_nugget_free,256,2.1838,True,2,0.2033,12.0000,0.1047,2.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,nugget_only,256,2.1695,True,3,0.2582,12.0000,0.0800,1.0643,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,sigma_only_nugget0,256,2.1767,True,5,0.3567,19.0480,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.3000,4,1,x1,range_only_nugget0,256,2.1728,True,4,0.3066,12.0000,0.0356,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,full_nugget_free,32,2.3406,True,25,0.0178,8.7489,0.0500,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,full_nugget0,32,2.3406,True,9,0.0038,8.7487,0.0500,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,sigma_only_nugget_free,32,2.3550,True,3,0.0007,7.2619,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,range_only_nugget_free,32,2.3739,True,3,0.0006,12.0000,0.1195,2.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,nugget_only,32,2.3554,True,10,0.0024,12.0000,0.0800,0.1363,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,sigma_only_nugget0,32,2.3556,True,4,0.0007,11.7509,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,8,x8,range_only_nugget0,32,2.3520,True,5,0.0013,12.0000,0.0683,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,full_nugget_free,64,2.2808,True,12,0.0287,8.1552,0.0510,1.2790,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,full_nugget0,64,2.2902,True,10,0.0303,9.4922,0.0345,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,sigma_only_nugget_free,64,2.2868,True,3,0.0114,8.7907,0.0800,2.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,range_only_nugget_free,64,2.2936,True,2,0.0119,12.0000,0.0963,2.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,nugget_only,64,2.2891,True,4,0.0084,12.0000,0.0800,1.3397,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,sigma_only_nugget0,64,2.3208,True,5,0.0065,18.3905,0.0800,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,4,x4,range_only_nugget0,64,2.2951,True,5,0.0069,12.0000,0.0436,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,2,x2,full_nugget_free,128,2.1000,True,12,0.0259,8.6522,0.0406,0.7105,12.0000,0.0800,2.0000
0.5000,0.5000,0,2,x2,full_nugget0,128,2.1047,True,9,0.0214,9.4077,0.0292,0.0000,12.0000,0.0800,2.0000
0.5000,0.5000,0,2,x2,sigma_only_nugget_free,128,2.1190,True,3,0.0040,8.6497,0.0800,2.0000,12.0000,0.0800,2.0000
