date_str,true_smooth,fit_smooth,hour_idx,time_key,resolution_stride,resolution_label,variant,profile_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,n_freq,data_spectrum,theory_spectrum_raw,theory_spectrum_scaled,theory_scale_to_data
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,0,0.5729014104765542,2,38.935203110011045,0.7722496606571522,5957.281852858797,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,1,1.7187042314296626,18,25.396875732945155,0.5671573757137113,4375.160669127603,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,2,2.8645070523827707,26,19.068871614907394,0.3461257128923775,2670.0800703064415,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,3,4.0103098733358795,42,9.71046540507084,0.20587356374822635,1588.1481181319296,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,4,5.156112694288987,42,14.985777126924656,0.13006791538848345,1003.3688215850037,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,5,6.301915515242095,60,11.103786741604525,0.08843217902463366,682.1827734620337,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,6,7.447718336195205,66,15.561343683875979,0.061223558290013455,472.29025967868125,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,7,8.593521157148313,86,14.197745130972386,0.043979012145955954,339.2625265005787,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,8,9.739323978101421,86,10.448574132972492,0.032475771536145476,250.52432430366505,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,9,10.885126799054529,98,10.996127281500543,0.02515070334012916,194.0173446852507,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,10,12.030929620007637,110,11.612992716807778,0.01977492316464098,152.54754635974305,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,11,13.176732440960746,114,13.619926397007601,0.01592937838416624,122.88227707936106,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,12,14.322535261913854,130,15.343702190386452,0.013027009420078216,100.49284676825039,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,13,15.468338082866964,142,12.30457703380107,0.01072564545812024,82.73968420197752,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,14,16.614140903820072,158,11.914090184515171,0.00892432878692354,68.84398225056388,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,15,17.75994372477318,166,16.000480560306723,0.007497797600542093,57.83944734156091,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,16,18.905746545726288,170,16.39288417727567,0.006398073545189318,49.355965260739495,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,17,20.051549366679396,184,13.780220575984067,0.005520582725265776,42.586832940069584,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,18,21.197352187632504,198,12.48028329124098,0.00478284374792334,36.89577311088324,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,19,22.34315500858561,202,13.360554467337186,0.004180299790150955,32.24763356734157,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,20,23.48895782953872,214,17.226060872285288,0.003682482402003385,28.407374848515527,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,21,24.63476065049183,218,14.07811739811822,0.0032685369758508323,25.2141205152031,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,22,25.78056347144494,238,11.956043774968954,0.0029127551168411548,22.46955108353625,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,23,26.926366292398047,242,12.40634685782779,0.002606933879606028,20.110387461179567,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,24,28.072169113351155,266,11.57256272738589,0.002339715955032156,18.04901718946215,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,25,29.217971934304263,274,14.11268605841306,0.002103750210485072,16.22873222269317,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,26,30.36377475525737,266,13.38328797557574,0.001907281146370355,14.713132216727775,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,27,31.509577576210482,302,14.468960355238288,0.001733171572777581,13.370017604944605,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,28,32.65538039716359,292,11.124112225679582,0.0015790666432167022,12.181222650307932,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,29,33.8011832181167,314,12.849206721986508,0.0014454849330496396,11.150747742523697,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,30,34.946986039069806,330,12.667990382606623,0.0013236976177644808,10.211257056779296,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,31,36.092788860022914,326,17.419483999148273,0.0012172751814871429,9.390293991761553,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,32,37.23859168097602,342,13.419593050133944,0.001123440620838921,8.666436211306271,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,33,38.38439450192913,346,15.121909519623205,0.0010394891128557085,8.018818192797932,7714.191609730717
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,0.3,300,13.7886,0.2613,0.0,34,39.53019732288224,348,13.448091815319797,0.0009657457281176341,7.449947592978335,7714.191609730717
