year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,0,0.5729014104765542,13232.868071253697,7329.247019842769,24,79.63329605624102,1.8054880720253819
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,1,1.7187042314296626,1599.3508810674473,1383.517810743189,24,79.63329605624102,1.1560031021272639
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,2,2.864507052382771,436.48445512778704,488.73052389675235,24,79.63329605624102,0.8930984126950036
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,3,4.0103098733358795,201.7268615946317,239.20734965190442,24,79.63329605624102,0.843313810751156
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,4,5.156112694288987,127.45047711256923,146.54392582253269,24,79.63329605624102,0.8697083580722004
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,5,6.301915515242096,73.69671123174238,98.6782945327612,24,79.63329605624102,0.7468381124815151
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,6,7.447718336195205,64.09244992618476,71.43021700871522,24,79.63329605624102,0.8972736274672779
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,7,8.593521157148313,48.36415109796028,53.177972800896214,24,79.63329605624102,0.9094771491015768
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,8,9.739323978101421,40.372638699519825,41.29098641493757,24,79.63329605624102,0.9777591238390585
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,9,10.885126799054527,30.927240092268388,33.533635451214806,24,79.63329605624102,0.9222751925380045
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,10,12.030929620007635,26.14313294858214,27.47359046678488,24,79.63329605624102,0.951573220114377
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,11,13.176732440960746,20.05230372410251,22.90117625188785,24,79.63329605624102,0.8756014758171867
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,12,14.322535261913854,18.96055666943357,20.03096036363939,24,79.63329605624102,0.9465625374533294
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,13,15.468338082866964,16.839751792969643,17.264779133076022,24,79.63329605624102,0.9753818258067312
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,14,16.614140903820072,15.286861599428065,15.072160905673279,24,79.63329605624102,1.0142448514913327
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,15,17.75994372477318,13.789844881393593,13.303207448940517,24,79.63329605624102,1.036580458834522
