variant,model_label,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
gc_a06_b35,GC a=0.6 b=3.5,0,0.5729014104765542,5570.347915890638,8756.841369200329,24,79.63329605624102,0.6361138315788996
gc_a06_b35,GC a=0.6 b=3.5,1,1.7187042314296626,1965.8672125996338,2074.7709976412584,24,79.63329605624102,0.9475104552910013
gc_a06_b35,GC a=0.6 b=3.5,2,2.864507052382771,550.2325031891033,784.5729997459107,24,79.63329605624102,0.7013146047178528
gc_a06_b35,GC a=0.6 b=3.5,3,4.0103098733358795,339.9365541587476,388.30068045640314,24,79.63329605624102,0.8754467124785642
gc_a06_b35,GC a=0.6 b=3.5,4,5.156112694288987,210.4526053023496,235.40631536281077,24,79.63329605624102,0.8939972786116539
gc_a06_b35,GC a=0.6 b=3.5,5,6.301915515242096,116.06456598640993,155.53104979225483,24,79.63329605624102,0.7462469143070732
gc_a06_b35,GC a=0.6 b=3.5,6,7.447718336195205,103.66059156295834,109.80931402870915,24,79.63329605624102,0.9440054560021817
gc_a06_b35,GC a=0.6 b=3.5,7,8.593521157148313,70.99771966884366,79.94791288694454,24,79.63329605624102,0.8880496951714365
gc_a06_b35,GC a=0.6 b=3.5,8,9.739323978101421,56.627469768562094,60.58861364503391,24,79.63329605624102,0.9346223054437476
gc_a06_b35,GC a=0.6 b=3.5,9,10.885126799054527,44.06593838563976,48.343274219940405,24,79.63329605624102,0.9115215941965232
gc_a06_b35,GC a=0.6 b=3.5,10,12.030929620007635,36.577848751552686,38.793040283465494,24,79.63329605624102,0.9428971919775782
gc_a06_b35,GC a=0.6 b=3.5,11,13.176732440960746,28.232958380178303,31.67474697117021,24,79.63329605624102,0.8913396658188126
gc_a06_b35,GC a=0.6 b=3.5,12,14.322535261913854,25.75516712895559,27.344252125480313,24,79.63329605624102,0.941885958729734
gc_a06_b35,GC a=0.6 b=3.5,13,15.468338082866964,23.696774677874767,23.12203112371563,24,79.63329605624102,1.0248569665477891
gc_a06_b35,GC a=0.6 b=3.5,14,16.614140903820072,19.96307628821084,19.823102117305897,24,79.63329605624102,1.0070611637914504
gc_a06_b35,GC a=0.6 b=3.5,15,17.75994372477318,17.566710360989056,17.20774089062803,24,79.63329605624102,1.0208609295457565
gc_a06_b35,GC a=0.6 b=3.5,16,18.905746545726288,16.393302276550127,15.173222387510762,24,79.63329605624102,1.0804100709710567
gc_a06_b35,GC a=0.6 b=3.5,17,20.051549366679396,13.938592396212087,13.437180857778587,24,79.63329605624102,1.0373152332874376
gc_a06_b35,GC a=0.6 b=3.5,18,21.197352187632504,13.038746293828453,12.058500893549388,24,79.63329605624102,1.0812908178995484
gc_a06_b35,GC a=0.6 b=3.5,19,22.34315500858561,10.864370266736858,10.870702797832783,24,79.63329605624102,0.9994174681054487
gc_a06_b35,GC a=0.6 b=3.5,20,23.48895782953872,10.686761724319014,9.909124570295829,24,79.63329605624102,1.0784768773978557
gc_a06_b35,GC a=0.6 b=3.5,21,24.63476065049183,9.968989514003194,9.100556299766788,24,79.63329605624102,1.0954263877537531
gc_a06_b35,GC a=0.6 b=3.5,22,25.78056347144494,8.830651266235593,8.345804965124097,24,79.63329605624102,1.0580946119802221
gc_a06_b35,GC a=0.6 b=3.5,23,26.926366292398047,8.097731338942372,7.680552211982243,24,79.63329605624102,1.0543162933401193
gc_a06_b35,GC a=0.6 b=3.5,24,28.072169113351155,7.38399589811356,7.254627954604408,24,79.63329605624102,1.0178324711230773
gc_a06_b35,GC a=0.6 b=3.5,25,29.217971934304263,7.172419697862868,6.772127899768503,24,79.63329605624102,1.0591087179715033
gc_a06_b35,GC a=0.6 b=3.5,26,30.36377475525737,6.878483141922821,6.372714108231463,24,79.63329605624102,1.0793647769383017
gc_a06_b35,GC a=0.6 b=3.5,27,31.50957757621048,6.4830030442831825,6.008775172241326,24,79.63329605624102,1.0789225521754653
gc_a06_b35,GC a=0.6 b=3.5,28,32.65538039716359,6.236315479017931,5.685608382592356,24,79.63329605624102,1.0968598361631232
