year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,0,0.5729014104765542,23319.706360568252,7806.345280953807,24,79.63329605624102,2.9872758020919834
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,1,1.7187042314296626,2718.0161088927425,2580.520971060136,24,79.63329605624102,1.0532819300345078
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,2,2.864507052382771,815.726901980172,1099.9754882639184,24,79.63329605624102,0.7415864359556108
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,3,4.0103098733358795,428.3256567696696,555.9454260355664,24,79.63329605624102,0.7704455090566168
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,4,5.156112694288987,271.50600371493994,343.7781594980904,24,79.63329605624102,0.7897709502876319
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,5,6.301915515242096,196.8510012361369,222.2983453712644,24,79.63329605624102,0.885526164881581
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,6,7.447718336195205,131.3745772715761,155.03134687912663,24,79.63329605624102,0.8474065401367182
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,7,8.593521157148313,95.10101725484508,111.2206093908337,24,79.63329605624102,0.8550665004959312
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,8,9.739323978101421,72.31499503694226,83.17831410051916,24,79.63329605624102,0.8693972199238276
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,9,10.885126799054527,60.72823103891516,66.0929694446974,24,79.63329605624102,0.9188304224964332
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,10,12.030929620007635,46.859478717091996,52.04862500173116,24,79.63329605624102,0.9003019525594275
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,11,13.176732440960746,38.182591422212724,41.62366090002232,24,79.63329605624102,0.9173290046237198
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,12,14.322535261913854,34.98919371807435,36.309675499944376,24,79.63329605624102,0.9636327848241978
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,13,15.468338082866964,31.70568623913022,30.108154838965078,24,79.63329605624102,1.0530597576872318
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,14,16.614140903820072,25.919683423129815,25.526576196819335,24,79.63329605624102,1.0153999198043435
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,15,17.75994372477318,22.32372739606736,21.929948432949228,24,79.63329605624102,1.0179562192917193
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,16,18.905746545726288,20.17118880408363,19.161944599352093,24,79.63329605624102,1.0526691954200547
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,17,20.051549366679396,16.60655546310417,16.64661587717409,24,79.63329605624102,0.9975934799982469
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,18,21.197352187632504,15.36288240148186,14.759198366278168,24,79.63329605624102,1.040902223835069
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,19,22.34315500858561,14.628891346200026,13.076540311620839,24,79.63329605624102,1.1187126715160007
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,20,23.48895782953872,12.854492859455155,11.834904834856983,24,79.63329605624102,1.086150927179001
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,21,24.63476065049183,11.847490210232452,10.766615509546332,24,79.63329605624102,1.1003913160758598
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,22,25.78056347144494,10.166412388998994,9.690325858249512,24,79.63329605624102,1.0491300847581078
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,23,26.926366292398047,8.976229935652658,8.738872249872843,24,79.63329605624102,1.0271611346399152
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,24,28.072169113351155,9.32577873804397,8.314373992848251,24,79.63329605624102,1.1216453272448048
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,25,29.217971934304263,8.181349154757728,7.671074056663573,24,79.63329605624102,1.0665193810312517
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,26,30.36377475525737,8.36891452454514,7.125861491520774,24,79.63329605624102,1.1744424915504608
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,27,31.50957757621048,7.032506329714281,6.675669526046465,24,79.63329605624102,1.0534533356205764
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,28,32.65538039716359,6.795771240190945,6.256073153860135,24,79.63329605624102,1.086267866928283
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,29,33.8011832181167,6.267165128975141,5.886836442779681,24,79.63329605624102,1.064606633782384
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,30,34.946986039069806,5.986238919853118,5.560883006043736,24,79.63329605624102,1.076490714396813
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,31,36.092788860022914,5.729129186309748,5.291249980242939,24,79.63329605624102,1.082755342821037
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,32,37.23859168097602,5.453149659537282,5.019166336527831,24,79.63329605624102,1.0864652202998464
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,33,38.38439450192913,4.956505787666256,4.815222638283461,24,79.63329605624102,1.0293409381031569
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,34,39.53019732288224,5.182706993771913,4.579331700928574,24,79.63329605624102,1.1317605563975612
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,35,40.676000143835346,4.716051572267827,4.436847446746843,24,79.63329605624102,1.0629284934566998
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,36,41.82180296478845,4.5176032152336045,4.306354123923963,24,79.63329605624102,1.0490552066157417
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,37,42.96760578574156,4.325791933630687,4.152348933752832,24,79.63329605624102,1.0417698518705891
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,38,44.11340860669467,4.26682130771243,4.040971966969219,24,79.63329605624102,1.0558898558538135
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,39,45.25921142764778,4.1575312035885785,3.915292675712832,24,79.63329605624102,1.0618698390999963
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,40,46.4050142486009,3.9904378315918936,3.8182930290987547,24,79.63329605624102,1.0450842303566656
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,41,47.550817069554,3.9797356352408664,3.726379618830537,24,79.63329605624102,1.0679898567311938
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,42,48.6966198905071,4.037641529301116,3.649140055028573,24,79.63329605624102,1.1064638431011113
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,43,49.842422711460216,3.7634118088475366,3.5662660138757247,24,79.63329605624102,1.0552807317807342
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,44,50.98822553241333,3.620235491712384,3.491156859562773,24,79.63329605624102,1.0369730256594016
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,45,52.13402835336643,3.4158661895254863,3.4324066840521605,24,79.63329605624102,0.9951810796187044
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,46,53.27983117431953,3.249007243460412,3.3259734248239927,24,79.63329605624102,0.9768590510107117
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,47,54.42563399527265,3.2699249130770958,3.3271056254511193,24,79.63329605624102,0.9828136768677819
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,48,55.57143681622576,3.3209986667734555,3.2932918031127163,24,79.63329605624102,1.00841312137435
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,49,56.717239637178864,3.251838323290388,3.2312350508688,24,79.63329605624102,1.0063762840205785
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,50,57.863042458131964,3.1945356069895916,3.1961240746757635,24,79.63329605624102,0.9995030018706852
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,51,59.00884527908508,3.3581941561171074,3.14284182896404,24,79.63329605624102,1.0685215288814114
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,52,60.154648100038195,2.9401922104307094,3.1199237708379943,24,79.63329605624102,0.9423923231435203
2024,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,53,61.300450920991295,2.8943527535709106,3.0811512611174336,24,79.63329605624102,0.9393737951447482
