date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_range_lat,est_range_lon,est_nugget,k_bin,k_mid,k_mean,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,0,0.5729014104765542,0.627252201974578,2,10.885126799054529,158.3912844299404,114.43854344812583,21.891407142044137,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,1,1.7187042314296626,1.695268273838533,18,10.885126799054529,69.9636097229511,42.22232747225964,13.277782296431578,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,2,2.8645070523827707,2.888368177098319,26,10.885126799054529,18.669152861291938,20.19445625599415,10.389256801364771,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,3,4.0103098733358795,4.101153866844383,42,10.885126799054529,8.702457147990025,12.688334776829977,9.675333031041662,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,4,5.156112694288987,5.243474246005946,50,10.885126799054529,7.581113672313705,10.217239307712584,9.462935149616943,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,5,6.301915515242095,6.334396296799058,51,10.885126799054529,13.21690696089661,9.2564704848741,9.34820808986298,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,6,7.447718336195205,7.484202811445298,46,10.885126799054529,10.229056982053349,8.829243180155784,9.294477004848979,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,7,8.593521157148313,8.64988424118374,48,10.885126799054529,8.201030627799172,8.595788664131986,9.261812909837456,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,8,9.739323978101421,9.828990003837582,14,10.885126799054529,4.782065073850558,8.020666381616817,9.242193793295757,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,9,10.885126799054529,10.932120873774602,2,10.885126799054529,7.628132078815522,7.929530155262464,9.231376715913612,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,10,12.030929620007637,12.063865932841784,0,10.885126799054529,,,9.222037238645221,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,11,13.176732440960746,13.166390002837563,0,10.885126799054529,,,9.21552870819134,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,12,14.322535261913854,14.273893849907077,0,10.885126799054529,,,9.212651165078066,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,13,15.468338082866964,15.425211497575258,0,10.885126799054529,,,9.208770480191173,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,14,16.614140903820072,16.59460817503016,0,10.885126799054529,,,9.206105186045587,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,15,17.75994372477318,17.777808040803787,0,10.885126799054529,,,9.204058220760801,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,16,18.905746545726288,18.924882639210317,0,10.885126799054529,,,9.2025266051582,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,17,20.051549366679396,20.055622399506323,0,10.885126799054529,,,9.20100242876491,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,18,21.197352187632504,21.21689630794462,0,10.885126799054529,,,9.199970231508225,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,19,22.34315500858561,22.365098345328214,0,10.885126799054529,,,9.199005801736146,1.893613517625588
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,300,9.50405472505363,1.232215766036268,0.7237077223753797,1.232215766036268,4.8548211084654405,20,23.48895782953872,23.50197308177751,0,10.885126799054529,,,9.198360057892154,1.893613517625588
