variant,resolution_label,resolution_stride,k_bin,k_mid,data_spectrum,n_hours,data_k_max
cauchy_aniso_nugget0,x8,1,0,,,0,
cauchy_aniso_nugget0,x8,1,1,,,0,
cauchy_aniso_nugget0,x8,1,2,,,0,
cauchy_aniso_nugget0,x8,1,3,,,0,
cauchy_aniso_nugget0,x8,1,4,,,0,
cauchy_aniso_nugget0,x8,1,5,,,0,
cauchy_aniso_nugget0,x8,1,6,,,0,
cauchy_aniso_nugget0,x8,1,7,,,0,
cauchy_aniso_nugget0,x8,1,8,,,0,
cauchy_aniso_nugget0,x8,1,9,,,0,
cauchy_aniso_nugget0,x8,1,10,,,0,
cauchy_aniso_nugget0,x8,1,11,,,0,
cauchy_aniso_nugget0,x8,1,12,,,0,
cauchy_aniso_nugget0,x8,1,13,,,0,
cauchy_aniso_nugget0,x8,1,14,,,0,
cauchy_aniso_nugget0,x8,1,15,,,0,
cauchy_aniso_nugget0,x8,1,16,,,0,
cauchy_aniso_nugget0,x8,1,17,,,0,
cauchy_aniso_nugget0,x8,1,18,,,0,
cauchy_aniso_nugget0,x8,1,19,,,0,
cauchy_aniso_nugget0,x8,1,20,,,0,
cauchy_aniso_nugget0,x8,1,21,,,0,
cauchy_aniso_nugget0,x8,1,22,,,0,
cauchy_aniso_nugget0,x8,1,23,,,0,
cauchy_aniso_nugget0,x8,1,24,,,0,
cauchy_aniso_nugget0,x8,1,25,,,0,
cauchy_aniso_nugget0,x8,1,26,,,0,
cauchy_aniso_nugget0,x8,1,27,,,0,
cauchy_aniso_nugget0,x8,1,28,,,0,
cauchy_aniso_nugget0,x8,1,29,,,0,
cauchy_aniso_nugget0,x8,1,30,,,0,
cauchy_aniso_nugget0,x8,1,31,,,0,
cauchy_aniso_nugget0,x8,1,32,,,0,
cauchy_aniso_nugget0,x8,1,33,,,0,
cauchy_aniso_nugget0,x8,1,34,,,0,
cauchy_aniso_nugget0,x8,1,35,,,0,
cauchy_aniso_nugget0,x8,1,36,,,0,
cauchy_aniso_nugget0,x8,1,37,,,0,
cauchy_aniso_nugget0,x8,1,38,,,0,
cauchy_aniso_nugget0,x8,1,39,,,0,
cauchy_aniso_nugget0,x8,1,40,,,0,
cauchy_aniso_nugget0,x8,1,41,,,0,
cauchy_aniso_nugget0,x8,1,42,,,0,
cauchy_aniso_nugget0,x8,1,43,,,0,
cauchy_aniso_nugget0,x8,1,44,,,0,
cauchy_aniso_nugget0,x8,1,45,,,0,
cauchy_aniso_nugget0,x8,1,46,,,0,
cauchy_aniso_nugget0,x8,1,47,,,0,
cauchy_aniso_nugget0,x8,1,48,,,0,
cauchy_aniso_nugget0,x8,1,49,,,0,
cauchy_aniso_nugget0,x8,1,50,,,0,
cauchy_aniso_nugget0,x8,1,51,,,0,
cauchy_aniso_nugget0,x8,1,52,,,0,
cauchy_aniso_nugget0,x8,1,53,,,0,
cauchy_aniso_nugget0,x8,1,54,,,0,
cauchy_aniso_nugget0,x8,1,55,,,0,
