date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,true_smooth,fit_smooth,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.7886,1.7781,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.2613,1.7781,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0000,1.7781,300,300
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.0366,1.6345,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.2827,1.6345,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.0234,1.6345,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.0423,1.4649,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.3002,1.4649,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.1685,1.4649,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.6157,1.3481,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.3624,1.3481,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.8164,1.3481,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,11.4798,1.7088,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.1849,1.7088,300,293
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0007,1.7088,300,293
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.4110,1.6395,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.2423,1.6395,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.0000,1.6395,1160,1134
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.4054,1.4747,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.2491,1.4747,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.0023,1.4747,4560,4437
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.2733,1.3126,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.2906,1.3126,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.6101,1.3126,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.0561,1.6982,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.3040,1.6982,300,272
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0001,1.6982,300,272
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,14.4448,1.6695,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.3095,1.6695,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.0001,1.6695,1160,1064
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,14.1806,1.4679,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.3426,1.4679,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.0811,1.4679,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.8670,1.3510,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.4016,1.3510,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.6923,1.3510,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,8.7575,1.7635,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.3608,1.7635,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,4.5690,1.7635,300,279
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.3446,1.6948,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.2920,1.6948,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.7384,1.6948,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.7176,1.5270,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.3058,1.5270,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.2666,1.5270,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.6132,1.3008,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.4241,1.3008,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.8875,1.3008,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,15.4614,1.8370,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.2597,1.8370,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0002,1.8370,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,14.6055,1.6766,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.3067,1.6766,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.0000,1.6766,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,14.0530,1.4959,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.3139,1.4959,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.1957,1.4959,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.8216,1.3574,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.3853,1.3574,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.7122,1.3574,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.9899,1.8016,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.2092,1.8016,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0005,1.8016,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.1921,1.6937,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,0.3000,0.3000,range,0.2370,1.6937,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,0.3000,0.3000,nugget,0.3696,1.6937,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,0.3000,0.3000,sigmasq,13.1693,1.4898,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,0.3000,0.3000,range,0.2638,1.4898,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,0.3000,0.3000,nugget,0.0000,1.4898,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,0.3000,0.3000,sigmasq,12.6410,1.3538,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,0.3000,0.3000,range,0.3386,1.3538,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,0.3000,0.3000,nugget,0.7423,1.3538,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,0.3000,0.3000,sigmasq,14.3919,1.7991,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,0.3000,0.3000,range,0.2628,1.7991,300,298
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,0.3000,0.3000,nugget,0.0013,1.7991,300,298
