date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4000,sigmasq,9.0084,1.5562,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4000,range,0.5903,1.5562,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4000,nugget,4.0090,1.5562,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.4000,sigmasq,9.9093,1.4762,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.4000,range,0.4703,1.4762,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.4000,nugget,2.9483,1.4762,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.4000,sigmasq,10.7119,1.5322,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.4000,range,0.2743,1.5322,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.4000,nugget,3.3678,1.5322,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.4000,sigmasq,10.8991,1.4102,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.4000,range,0.2546,1.4102,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.4000,nugget,2.4519,1.4102,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.4000,sigmasq,11.9063,1.5913,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.4000,range,0.5069,1.5913,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.4000,nugget,3.4101,1.5913,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.4000,sigmasq,13.0125,1.5065,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.4000,range,0.5104,1.5065,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.4000,nugget,2.7508,1.5065,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.4000,sigmasq,13.8489,1.4258,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.4000,range,0.3174,1.4258,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.4000,nugget,1.3906,1.4258,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.4000,sigmasq,14.0392,1.3641,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.4000,range,0.3058,1.3641,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.4000,nugget,1.5721,1.3641,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.4000,sigmasq,13.9884,1.6436,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.4000,range,0.4471,1.6436,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.4000,nugget,3.2365,1.6436,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.4000,sigmasq,15.0934,1.5675,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.4000,range,0.4260,1.5675,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.4000,nugget,2.6110,1.5675,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.4000,sigmasq,16.0264,1.4636,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.4000,range,0.3110,1.4636,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.4000,nugget,1.1996,1.4636,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.4000,sigmasq,16.3696,1.3532,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.4000,range,0.2814,1.3532,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.4000,nugget,0.8814,1.3532,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.4000,sigmasq,15.5011,1.6620,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.4000,range,0.5095,1.6620,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.4000,nugget,3.4609,1.6620,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.4000,sigmasq,16.0579,1.5945,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.4000,range,0.4398,1.5945,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.4000,nugget,2.8548,1.5945,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.4000,sigmasq,17.9332,1.4851,9063,8428
