date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,true_smooth,fit_smooth,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,0,y24m07day03_hm00:53,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,1.7235,1.6170,300,300
20240703,0,y24m07day03_hm00:53,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.5327,1.6170,300,300
20240703,0,y24m07day03_hm00:53,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,7.7707,1.6170,300,300
20240703,0,y24m07day03_hm00:53,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,5.1547,1.6321,1160,1160
20240703,0,y24m07day03_hm00:53,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.3654,1.6321,1160,1160
20240703,0,y24m07day03_hm00:53,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,5.5233,1.6321,1160,1160
20240703,0,y24m07day03_hm00:53,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.6594,1.4957,4560,4531
20240703,0,y24m07day03_hm00:53,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2079,1.4957,4560,4531
20240703,0,y24m07day03_hm00:53,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,2.7225,1.4957,4560,4531
20240703,0,y24m07day03_hm00:53,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.8629,1.3475,18126,18067
20240703,0,y24m07day03_hm00:53,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.1870,1.3475,18126,18067
20240703,0,y24m07day03_hm00:53,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.3610,1.3475,18126,18067
20240703,1,y24m07day03_hm01:53,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,5.5088,1.7032,300,292
20240703,1,y24m07day03_hm01:53,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2246,1.7032,300,292
20240703,1,y24m07day03_hm01:53,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,5.7284,1.7032,300,292
20240703,1,y24m07day03_hm01:53,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.3891,1.6416,1160,1124
20240703,1,y24m07day03_hm01:53,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.2389,1.6416,1160,1124
20240703,1,y24m07day03_hm01:53,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,3.6217,1.6416,1160,1124
20240703,1,y24m07day03_hm01:53,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.7792,1.5176,4560,4393
20240703,1,y24m07day03_hm01:53,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2448,1.5176,4560,4393
20240703,1,y24m07day03_hm01:53,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.3275,1.5176,4560,4393
20240703,1,y24m07day03_hm01:53,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,8.2968,1.3514,18126,17492
20240703,1,y24m07day03_hm01:53,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.1959,1.3514,18126,17492
20240703,1,y24m07day03_hm01:53,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.3561,1.3514,18126,17492
20240703,2,y24m07day03_hm02:53,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,5.6298,1.5716,300,269
20240703,2,y24m07day03_hm02:53,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2731,1.5716,300,269
20240703,2,y24m07day03_hm02:53,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,3.2179,1.5716,300,269
20240703,2,y24m07day03_hm02:53,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,4.7016,1.6140,1160,1059
20240703,2,y24m07day03_hm02:53,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.3920,1.6140,1160,1059
20240703,2,y24m07day03_hm02:53,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,5.4268,1.6140,1160,1059
20240703,2,y24m07day03_hm02:53,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.6875,1.4853,4560,4138
20240703,2,y24m07day03_hm02:53,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2648,1.4853,4560,4138
20240703,2,y24m07day03_hm02:53,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.3709,1.4853,4560,4138
20240703,2,y24m07day03_hm02:53,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.9146,1.3531,18126,16512
20240703,2,y24m07day03_hm02:53,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2144,1.3531,18126,16512
20240703,2,y24m07day03_hm02:53,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.5954,1.3531,18126,16512
20240703,3,y24m07day03_hm03:53,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,3.3687,1.6403,300,277
20240703,3,y24m07day03_hm03:53,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.7000,1.6403,300,277
20240703,3,y24m07day03_hm03:53,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,7.1241,1.6403,300,277
20240703,3,y24m07day03_hm03:53,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.0067,1.6223,1160,1067
20240703,3,y24m07day03_hm03:53,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.3146,1.6223,1160,1067
20240703,3,y24m07day03_hm03:53,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,4.5613,1.6223,1160,1067
20240703,3,y24m07day03_hm03:53,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.8288,1.4853,4560,4166
20240703,3,y24m07day03_hm03:53,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2632,1.4853,4560,4166
20240703,3,y24m07day03_hm03:53,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.3083,1.4853,4560,4166
20240703,3,y24m07day03_hm03:53,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.4732,1.3493,18126,16659
20240703,3,y24m07day03_hm03:53,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2038,1.3493,18126,16659
20240703,3,y24m07day03_hm03:53,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.5815,1.3493,18126,16659
20240703,4,y24m07day03_hm04:48,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.2206,1.6549,300,284
20240703,4,y24m07day03_hm04:48,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2390,1.6549,300,284
20240703,4,y24m07day03_hm04:48,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,3.1298,1.6549,300,284
20240703,4,y24m07day03_hm04:48,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.7837,1.5873,1160,1085
20240703,4,y24m07day03_hm04:48,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.2792,1.5873,1160,1085
20240703,4,y24m07day03_hm04:48,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,3.7009,1.5873,1160,1085
20240703,4,y24m07day03_hm04:48,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.5213,1.5008,4560,4235
20240703,4,y24m07day03_hm04:48,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2216,1.5008,4560,4235
20240703,4,y24m07day03_hm04:48,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,2.9337,1.5008,4560,4235
20240703,4,y24m07day03_hm04:48,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,8.1142,1.3491,18126,16880
20240703,4,y24m07day03_hm04:48,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2030,1.3491,18126,16880
20240703,4,y24m07day03_hm04:48,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.4183,1.3491,18126,16880
20240703,5,y24m07day03_hm05:48,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,11.0091,1.6875,300,290
20240703,5,y24m07day03_hm05:48,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2151,1.6875,300,290
20240703,5,y24m07day03_hm05:48,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,0.1996,1.6875,300,290
20240703,5,y24m07day03_hm05:48,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,6.0858,1.6132,1160,1124
20240703,5,y24m07day03_hm05:48,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.3199,1.6132,1160,1124
20240703,5,y24m07day03_hm05:48,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,4.3898,1.6132,1160,1124
20240703,5,y24m07day03_hm05:48,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.5904,1.4960,4560,4400
20240703,5,y24m07day03_hm05:48,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.2651,1.4960,4560,4400
20240703,5,y24m07day03_hm05:48,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.2453,1.4960,4560,4400
20240703,5,y24m07day03_hm05:48,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,8.1649,1.3501,18126,17551
20240703,5,y24m07day03_hm05:48,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2092,1.3501,18126,17551
20240703,5,y24m07day03_hm05:48,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.4852,1.3501,18126,17551
20240703,6,y24m07day03_hm06:48,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,9.6003,1.7409,300,298
20240703,6,y24m07day03_hm06:48,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2582,1.7409,300,298
20240703,6,y24m07day03_hm06:48,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,2.6602,1.7409,300,298
20240703,6,y24m07day03_hm06:48,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.0298,1.6375,1160,1149
20240703,6,y24m07day03_hm06:48,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.4198,1.6375,1160,1149
20240703,6,y24m07day03_hm06:48,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,4.9449,1.6375,1160,1149
20240703,6,y24m07day03_hm06:48,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,8.7203,1.5079,4560,4487
20240703,6,y24m07day03_hm06:48,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.3059,1.5079,4560,4487
20240703,6,y24m07day03_hm06:48,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.3593,1.5079,4560,4487
20240703,6,y24m07day03_hm06:48,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,9.0036,1.3482,18126,17887
20240703,6,y24m07day03_hm06:48,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2305,1.3482,18126,17887
20240703,6,y24m07day03_hm06:48,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.4513,1.3482,18126,17887
20240703,7,y24m07day03_hm07:48,8,x8,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.6369,1.7261,300,297
20240703,7,y24m07day03_hm07:48,8,x8,nugget_free,0.3000,0.5000,0.5000,range,0.2746,1.7261,300,297
20240703,7,y24m07day03_hm07:48,8,x8,nugget_free,0.3000,0.5000,0.5000,nugget,4.4416,1.7261,300,297
20240703,7,y24m07day03_hm07:48,4,x4,nugget_free,0.3000,0.5000,0.5000,sigmasq,7.9030,1.6485,1160,1151
20240703,7,y24m07day03_hm07:48,4,x4,nugget_free,0.3000,0.5000,0.5000,range,0.3531,1.6485,1160,1151
20240703,7,y24m07day03_hm07:48,4,x4,nugget_free,0.3000,0.5000,0.5000,nugget,4.3949,1.6485,1160,1151
20240703,7,y24m07day03_hm07:48,2,x2,nugget_free,0.3000,0.5000,0.5000,sigmasq,8.9960,1.5086,4560,4491
20240703,7,y24m07day03_hm07:48,2,x2,nugget_free,0.3000,0.5000,0.5000,range,0.3106,1.5086,4560,4491
20240703,7,y24m07day03_hm07:48,2,x2,nugget_free,0.3000,0.5000,0.5000,nugget,3.3171,1.5086,4560,4491
20240703,7,y24m07day03_hm07:48,1,x1,nugget_free,0.3000,0.5000,0.5000,sigmasq,9.0525,1.3463,18126,17892
20240703,7,y24m07day03_hm07:48,1,x1,nugget_free,0.3000,0.5000,0.5000,range,0.2261,1.3463,18126,17892
20240703,7,y24m07day03_hm07:48,1,x1,nugget_free,0.3000,0.5000,0.5000,nugget,2.3886,1.3463,18126,17892
20240703,0,y24m07day03_hm00:53,8,x8,nugget0,0.3000,0.5000,0.5000,sigmasq,9.5037,1.6428,300,300
20240703,0,y24m07day03_hm00:53,8,x8,nugget0,0.3000,0.5000,0.5000,range,0.1550,1.6428,300,300
20240703,0,y24m07day03_hm00:53,8,x8,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.6428,300,300
20240703,0,y24m07day03_hm00:53,4,x4,nugget0,0.3000,0.5000,0.5000,sigmasq,10.5468,1.6330,1160,1160
20240703,0,y24m07day03_hm00:53,4,x4,nugget0,0.3000,0.5000,0.5000,range,0.1501,1.6330,1160,1160
20240703,0,y24m07day03_hm00:53,4,x4,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.6330,1160,1160
20240703,0,y24m07day03_hm00:53,2,x2,nugget0,0.3000,0.5000,0.5000,sigmasq,10.1537,1.5368,4560,4531
20240703,0,y24m07day03_hm00:53,2,x2,nugget0,0.3000,0.5000,0.5000,range,0.1204,1.5368,4560,4531
20240703,0,y24m07day03_hm00:53,2,x2,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.5368,4560,4531
20240703,0,y24m07day03_hm00:53,1,x1,nugget0,0.3000,0.5000,0.5000,sigmasq,9.6629,1.5219,18126,18067
20240703,0,y24m07day03_hm00:53,1,x1,nugget0,0.3000,0.5000,0.5000,range,0.0838,1.5219,18126,18067
20240703,0,y24m07day03_hm00:53,1,x1,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.5219,18126,18067
20240703,1,y24m07day03_hm01:53,8,x8,nugget0,0.3000,0.5000,0.5000,sigmasq,11.2486,1.7147,300,292
20240703,1,y24m07day03_hm01:53,8,x8,nugget0,0.3000,0.5000,0.5000,range,0.1586,1.7147,300,292
20240703,1,y24m07day03_hm01:53,8,x8,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.7147,300,292
20240703,1,y24m07day03_hm01:53,4,x4,nugget0,0.3000,0.5000,0.5000,sigmasq,10.9853,1.6413,1160,1124
20240703,1,y24m07day03_hm01:53,4,x4,nugget0,0.3000,0.5000,0.5000,range,0.1597,1.6413,1160,1124
20240703,1,y24m07day03_hm01:53,4,x4,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.6413,1160,1124
20240703,1,y24m07day03_hm01:53,2,x2,nugget0,0.3000,0.5000,0.5000,sigmasq,10.7877,1.5764,4560,4393
20240703,1,y24m07day03_hm01:53,2,x2,nugget0,0.3000,0.5000,0.5000,range,0.1216,1.5764,4560,4393
20240703,1,y24m07day03_hm01:53,2,x2,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.5764,4560,4393
20240703,1,y24m07day03_hm01:53,1,x1,nugget0,0.3000,0.5000,0.5000,sigmasq,10.0626,1.3635,18126,17492
20240703,1,y24m07day03_hm01:53,1,x1,nugget0,0.3000,0.5000,0.5000,range,0.0883,1.3635,18126,17492
20240703,1,y24m07day03_hm01:53,1,x1,nugget0,0.3000,0.5000,0.5000,nugget,0.0000,1.3635,18126,17492
