variant,model_label,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,0,0.5729014104765542,5570.347915890638,3661.8821094918508,24,79.63329605624102,1.5211707393451888
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,1,1.7187042314296626,1965.8672125996338,1326.734292730114,24,79.63329605624102,1.481733926206378
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,2,2.864507052382771,550.2325031891033,623.826011313714,24,79.63329605624102,0.8820287920190595
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,3,4.0103098733358795,339.9365541587476,343.80849124077,24,79.63329605624102,0.9887380993178818
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,4,5.156112694288987,210.4526053023496,220.50143848005914,24,79.63329605624102,0.9544273577216673
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,5,6.301915515242096,116.06456598640993,152.0086210872269,24,79.63329605624102,0.7635393647825326
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,6,7.447718336195205,103.66059156295834,109.60660159426037,24,79.63329605624102,0.9457513512433051
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,7,8.593521157148313,70.99771966884366,81.56231394839216,24,79.63329605624102,0.8704721118354593
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,8,9.739323978101421,56.627469768562094,62.62999827864161,24,79.63329605624102,0.9041588907064281
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,9,10.885126799054527,44.06593838563976,50.41554051451828,24,79.63329605624102,0.8740546652068522
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,10,12.030929620007635,36.577848751552686,40.80318544987326,24,79.63329605624102,0.8964459109813521
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,11,13.176732440960746,28.232958380178303,33.629788818010525,24,79.63329605624102,0.8395223215037874
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,12,14.322535261913854,25.75516712895559,28.889759502135956,24,79.63329605624102,0.8914981492681305
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,13,15.468338082866964,23.696774677874767,24.459894094585916,24,79.63329605624102,0.9688011970223509
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,14,16.614140903820072,19.96307628821084,20.99323547056561,24,79.63329605624102,0.9509289940657719
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,15,17.75994372477318,17.566710360989056,18.215275293007192,24,79.63329605624102,0.9643944479792124
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,16,18.905746545726288,16.393302276550127,16.039606151407323,24,79.63329605624102,1.0220514220738375
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,17,20.051549366679396,13.938592396212087,14.188032736455694,24,79.63329605624102,0.982418962172065
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,18,21.197352187632504,13.038746293828453,12.680582717010466,24,79.63329605624102,1.028245040847967
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,19,22.34315500858561,10.864370266736858,11.393566855058957,24,79.63329605624102,0.9535530361076412
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,20,23.48895782953872,10.686761724319014,10.359562172577343,24,79.63329605624102,1.0315843031096235
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,21,24.63476065049183,9.968989514003194,9.48228473670048,24,79.63329605624102,1.0513277960762937
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,22,25.78056347144494,8.830651266235593,8.668863684798099,24,79.63329605624102,1.0186630667317111
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,23,26.926366292398047,8.097731338942372,7.961716558931109,24,79.63329605624102,1.0170835998750405
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,24,28.072169113351155,7.38399589811356,7.469525550291492,24,79.63329605624102,0.9885495200997613
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,25,29.217971934304263,7.172419697862868,6.943441132893731,24,79.63329605624102,1.032977677867013
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,26,30.36377475525737,6.878483141922821,6.502390234570684,24,79.63329605624102,1.0578391781767569
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,27,31.50957757621048,6.4830030442831825,6.1132704231647805,24,79.63329605624102,1.060480331397968
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,28,32.65538039716359,6.236315479017931,5.764622369522047,24,79.63329605624102,1.0818255003119994
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,29,33.8011832181167,5.959961768935419,5.463620436850981,24,79.63329605624102,1.0908447681937639
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,30,34.946986039069806,5.478155500141507,5.190738222315225,24,79.63329605624102,1.0553711756433144
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,31,36.092788860022914,5.1707377607031155,4.956688548714541,24,79.63329605624102,1.0431839139951784
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,32,37.23859168097602,5.115193422538979,4.739266033864865,24,79.63329605624102,1.0793218582767645
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,33,38.38439450192913,5.085437090230778,4.553989409475396,24,79.63329605624102,1.116699366856148
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,34,39.53019732288224,4.759365242369998,4.374110543396617,24,79.63329605624102,1.0880761231686247
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,35,40.676000143835346,4.43813114909843,4.237042871440835,24,79.63329605624102,1.0474595805987712
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,36,41.82180296478845,4.257553033102022,4.114052120576202,24,79.63329605624102,1.0348806744105423
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,37,42.96760578574156,4.172867820041259,3.9832647636853866,24,79.63329605624102,1.0475999130372766
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,38,44.11340860669467,4.07467664695358,3.882452106536206,24,79.63329605624102,1.0495111169803637
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,39,45.25921142764778,3.956186623250091,3.781878174470645,24,79.63329605624102,1.0460904452068565
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,40,46.4050142486009,3.8852259217506826,3.6931447641393977,24,79.63329605624102,1.0520101891148166
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,41,47.550817069554,3.864348230604909,3.6228405461085753,24,79.63329605624102,1.0666625211412482
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,42,48.6966198905071,3.658620199872861,3.549064745768018,24,79.63329605624102,1.0308688237472927
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,43,49.842422711460216,3.6894287645284654,3.478723440501836,24,79.63329605624102,1.060569725541687
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,44,50.98822553241333,3.6069496119518796,3.3646396812644195,24,79.63329605624102,1.0720166061277625
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,45,52.13402835336643,3.3881255962011423,3.2928599330415813,24,79.63329605624102,1.0289309794818893
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,46,53.27983117431953,3.186238365634107,3.2095940928104802,24,79.63329605624102,0.9927231523672447
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,47,54.42563399527265,3.2378105087202953,3.170735880764098,24,79.63329605624102,1.0211542778959037
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,48,55.57143681622576,3.081801645805425,3.107480015984754,24,79.63329605624102,0.9917365936233731
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,49,56.717239637178864,3.053628419356112,3.0597715589243397,24,79.63329605624102,0.9979922881659873
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,50,57.863042458131964,2.8945246134966496,3.0144567650166327,24,79.63329605624102,0.9602143401385551
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,51,59.00884527908508,2.947919660402883,2.9701226152586835,24,79.63329605624102,0.9925245662445936
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,52,60.154648100038195,2.8728792500921227,2.9334148280528543,24,79.63329605624102,0.979363444480536
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,53,61.300450920991295,2.863248773137012,2.8961071226177797,24,79.63329605624102,0.9886543045234228
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,54,62.446253741944396,2.8282740133289006,2.864400537829962,24,79.63329605624102,0.987387753903848
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,55,63.59205656289751,2.7606764080272566,2.8351049408010094,24,79.63329605624102,0.9737475210519988
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,56,64.73785938385063,2.696294994403184,2.8079014404567233,24,79.63329605624102,0.9602527195415429
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,57,65.88366220480373,2.7176510993992706,2.7817081793743372,24,79.63329605624102,0.9769720345038226
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,58,67.02946502575685,2.5519756005867915,2.749755215884622,24,79.63329605624102,0.9280737375620531
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,59,68.17526784670994,2.6040815974828955,2.7519034031521152,24,79.63329605624102,0.9462837956085595
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,60,69.32107066766307,2.5729004164776694,2.736118946990254,24,79.63329605624102,0.9403466977588362
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,61,70.46687348861616,2.6703278877792624,2.723916364190112,24,79.63329605624102,0.9803266806883836
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,62,71.61267630956928,2.498361012280933,2.6928283484541335,24,79.63329605624102,0.9277832408869144
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,63,72.75847913052237,2.4711820684246364,2.6471285702741993,24,79.63329605624102,0.9335330728452915
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,64,73.9042819514755,2.418495605083089,2.6189953807765796,24,79.63329605624102,0.9234440132406653
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,65,75.05008477242859,2.355159724976409,2.60396620791285,24,79.63329605624102,0.9044509555537336
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,66,76.19588759338171,2.3222788903356406,2.58701392712853,24,79.63329605624102,0.8976677187483356
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,67,77.3416904143348,2.386924520621959,2.573508025040678,24,79.63329605624102,0.9274983786321126
gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,68,78.48749323528793,2.2984666445023856,2.562004320781856,24,79.63329605624102,0.8971361312150146
