date_str,hour_idx,time_key,resolution_stride,resolution_label,fit_type,parameter,estimate,loss,n_grid,n_valid
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,range,0.0364,1.4514,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,sigmasq,18.0531,12.0486,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,range,0.0611,12.0486,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,sigmasq,17.2048,13.5597,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,range,0.0635,13.5597,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,sigmasq,16.0464,34.6089,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,range,0.0465,34.6089,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,sigmasq,15.1315,1.4839,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,range,0.0356,1.4839,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,sigmasq,16.9190,11.9208,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,range,0.0604,11.9208,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,sigmasq,15.7157,12.8825,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,range,0.0629,12.8825,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,sigmasq,14.7023,35.0334,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,range,0.0443,35.0334,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,sigmasq,14.2177,1.4786,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,range,0.0343,1.4786,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,sigmasq,14.5292,1.7256,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,range,0.0578,1.7256,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,sigmasq,14.0893,12.8544,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,range,0.0594,12.8544,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,sigmasq,13.1355,34.8977,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,range,0.0417,34.8977,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,sigmasq,12.5970,79.1616,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,range,0.0337,79.1616,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,sigmasq,14.7854,12.9082,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,range,0.0532,12.9082,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,sigmasq,13.3527,12.6540,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,range,0.0581,12.6540,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,sigmasq,12.4986,33.6469,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,range,0.0414,33.6469,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,sigmasq,12.1856,84.4964,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,range,0.0318,84.4964,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,sigma_only_x1_anchor,sigmasq,11.1282,1.6564,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,sigma_only_x1_anchor,range,0.0932,1.6564,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,sigma_only_x1_anchor,sigmasq,9.3358,1.5410,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,sigma_only_x1_anchor,range,0.0932,1.5410,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,sigma_only_x1_anchor,sigmasq,12.4199,1.5571,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,sigma_only_x1_anchor,range,0.0932,1.5571,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,sigma_only_x1_anchor,sigmasq,12.3390,1.4306,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,sigma_only_x1_anchor,range,0.0932,1.4306,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,range_only_x1_anchor,sigmasq,12.3390,1.6564,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,range_only_x1_anchor,range,0.1640,1.6564,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,range_only_x1_anchor,sigmasq,12.3390,1.5588,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,range_only_x1_anchor,range,0.1763,1.5588,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,range_only_x1_anchor,sigmasq,12.3390,1.5571,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,range_only_x1_anchor,range,0.0981,1.5571,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,range_only_x1_anchor,sigmasq,12.3390,1.4306,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,range_only_x1_anchor,range,0.0932,1.4306,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,sigma_only_x1_anchor,sigmasq,12.5104,1.6805,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,sigma_only_x1_anchor,range,0.1169,1.6805,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,sigma_only_x1_anchor,sigmasq,10.4292,1.5596,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,sigma_only_x1_anchor,range,0.1169,1.5596,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,sigma_only_x1_anchor,sigmasq,11.0877,1.4313,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,sigma_only_x1_anchor,range,0.1169,1.4313,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,sigma_only_x1_anchor,sigmasq,13.0279,1.3690,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,sigma_only_x1_anchor,range,0.1169,1.3690,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,range_only_x1_anchor,sigmasq,13.0279,1.6605,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,range_only_x1_anchor,range,0.1740,1.6605,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,range_only_x1_anchor,sigmasq,13.0279,1.5596,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,range_only_x1_anchor,range,0.1888,1.5596,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,range_only_x1_anchor,sigmasq,13.0279,1.4219,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,range_only_x1_anchor,range,0.1469,1.4219,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,range_only_x1_anchor,sigmasq,13.0279,1.3690,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,range_only_x1_anchor,range,0.1169,1.3690,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,sigma_only_x1_anchor,sigmasq,14.4941,1.7227,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,sigma_only_x1_anchor,range,0.1402,1.7227,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,sigma_only_x1_anchor,sigmasq,13.2105,1.6237,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,sigma_only_x1_anchor,range,0.1402,1.6237,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,sigma_only_x1_anchor,sigmasq,13.7160,1.4689,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,sigma_only_x1_anchor,range,0.1402,1.4689,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,sigma_only_x1_anchor,sigmasq,14.9819,1.3647,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,sigma_only_x1_anchor,range,0.1402,1.3647,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,range_only_x1_anchor,sigmasq,14.9819,1.7227,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,range_only_x1_anchor,range,0.1839,1.7227,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,range_only_x1_anchor,sigmasq,14.9819,1.6134,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,range_only_x1_anchor,range,0.1796,1.6134,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,range_only_x1_anchor,sigmasq,14.9819,1.4689,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,range_only_x1_anchor,range,0.1579,1.4689,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,range_only_x1_anchor,sigmasq,14.9819,1.3647,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,range_only_x1_anchor,range,0.1402,1.3647,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,sigma_only_x1_anchor,sigmasq,15.8894,1.7561,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,sigma_only_x1_anchor,range,0.1491,1.7561,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,sigma_only_x1_anchor,sigmasq,14.5471,1.6540,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,sigma_only_x1_anchor,range,0.1491,1.6540,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,sigma_only_x1_anchor,sigmasq,14.9091,1.4874,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,sigma_only_x1_anchor,range,0.1491,1.4874,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,sigma_only_x1_anchor,sigmasq,16.5531,1.3880,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,sigma_only_x1_anchor,range,0.1491,1.3880,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,range_only_x1_anchor,sigmasq,16.5531,1.7561,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,range_only_x1_anchor,range,0.1933,1.7561,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,range_only_x1_anchor,sigmasq,16.5531,1.6540,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,range_only_x1_anchor,range,0.1885,1.6540,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,range_only_x1_anchor,sigmasq,16.5531,1.4874,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,range_only_x1_anchor,range,0.1708,1.4874,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,range_only_x1_anchor,sigmasq,16.5531,1.3880,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,range_only_x1_anchor,range,0.1491,1.3880,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,sigma_only_x1_anchor,sigmasq,16.8871,1.7976,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,sigma_only_x1_anchor,range,0.1410,1.7976,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,sigma_only_x1_anchor,sigmasq,15.7451,1.7055,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,sigma_only_x1_anchor,range,0.1410,1.7055,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,sigma_only_x1_anchor,sigmasq,15.8502,1.5366,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,sigma_only_x1_anchor,range,0.1410,1.5366,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,sigma_only_x1_anchor,sigmasq,17.0465,1.4264,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,sigma_only_x1_anchor,range,0.1410,1.4264,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,range_only_x1_anchor,sigmasq,17.0465,1.7976,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,range_only_x1_anchor,range,0.1678,1.7976,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,range_only_x1_anchor,sigmasq,17.0465,1.7070,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,range_only_x1_anchor,range,0.1666,1.7070,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,range_only_x1_anchor,sigmasq,17.0465,1.5379,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,range_only_x1_anchor,range,0.1565,1.5379,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,range_only_x1_anchor,sigmasq,17.0465,1.4264,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,range_only_x1_anchor,range,0.1410,1.4264,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,sigma_only_x1_anchor,sigmasq,15.4753,1.7729,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,sigma_only_x1_anchor,range,0.1265,1.7729,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,sigma_only_x1_anchor,sigmasq,13.7914,1.6713,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,sigma_only_x1_anchor,range,0.1265,1.6713,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,sigma_only_x1_anchor,sigmasq,14.2739,1.5247,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,sigma_only_x1_anchor,range,0.1265,1.5247,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,sigma_only_x1_anchor,sigmasq,15.5699,1.4254,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,sigma_only_x1_anchor,range,0.1265,1.4254,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,range_only_x1_anchor,sigmasq,15.5699,1.7729,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,range_only_x1_anchor,range,0.1602,1.7729,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,range_only_x1_anchor,sigmasq,15.5699,1.6602,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,range_only_x1_anchor,range,0.1638,1.6602,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,range_only_x1_anchor,sigmasq,15.5699,1.5247,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,range_only_x1_anchor,range,0.1428,1.5247,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,range_only_x1_anchor,sigmasq,15.5699,1.4254,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,range_only_x1_anchor,range,0.1265,1.4254,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,sigma_only_x1_anchor,sigmasq,13.4338,1.7108,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,sigma_only_x1_anchor,range,0.1199,1.7108,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,sigma_only_x1_anchor,sigmasq,12.5928,1.6352,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,sigma_only_x1_anchor,range,0.1199,1.6352,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,sigma_only_x1_anchor,sigmasq,13.1336,1.5000,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,sigma_only_x1_anchor,range,0.1199,1.5000,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,sigma_only_x1_anchor,sigmasq,13.6979,1.3829,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,sigma_only_x1_anchor,range,0.1199,1.3829,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,range_only_x1_anchor,sigmasq,13.6979,1.7108,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,range_only_x1_anchor,range,0.1520,1.7108,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,range_only_x1_anchor,sigmasq,13.6979,1.6369,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,range_only_x1_anchor,range,0.1488,1.6369,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,range_only_x1_anchor,sigmasq,13.6979,1.4992,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,range_only_x1_anchor,range,0.1279,1.4992,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,range_only_x1_anchor,sigmasq,13.6979,1.3829,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,range_only_x1_anchor,range,0.1199,1.3829,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,sigma_only_x1_anchor,sigmasq,13.8475,1.7470,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,sigma_only_x1_anchor,range,0.1059,1.7470,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,sigma_only_x1_anchor,sigmasq,11.6603,1.6289,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,sigma_only_x1_anchor,range,0.1059,1.6289,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,sigma_only_x1_anchor,sigmasq,11.6747,1.4869,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,sigma_only_x1_anchor,range,0.1059,1.4869,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,sigma_only_x1_anchor,sigmasq,12.9216,1.4044,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,sigma_only_x1_anchor,range,0.1059,1.4044,18126,18102
