date_str,hour_idx,time_key,resolution_stride,resolution_label,fit_type,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,full,sigmasq,13.0858,1.6449,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,full,range,0.1725,1.6449,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,full,sigmasq,11.8034,1.5185,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,full,range,0.1691,1.5185,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,full,sigmasq,13.5325,1.7648,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,full,range,0.1067,1.7648,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,full,sigmasq,12.3390,1.6803,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,full,range,0.0932,1.6803,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,full,sigmasq,14.9917,1.6844,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,full,range,0.1964,1.6844,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,full,sigmasq,13.9761,1.5399,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,full,range,0.2022,1.5399,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,full,sigmasq,13.3410,1.4919,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,full,range,0.1505,1.4919,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,full,sigmasq,13.0279,1.5313,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,full,range,0.1169,1.5313,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,full,sigmasq,16.9107,1.7553,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,full,range,0.2045,1.7553,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,full,sigmasq,15.8719,1.6654,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,full,range,0.1899,1.6654,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,sigmasq,15.3554,1.5602,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,range,0.1620,1.5602,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,sigmasq,14.9819,1.5122,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,range,0.1402,1.5122,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,sigmasq,18.5602,1.7451,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,range,0.2139,1.7451,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,sigmasq,17.4047,1.7128,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,range,0.1980,1.7128,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,sigmasq,16.9181,1.5889,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,range,0.1746,1.5889,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,sigmasq,16.5531,1.5569,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,range,0.1491,1.5569,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,sigmasq,18.7472,1.8921,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,range,0.1821,1.8921,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,sigmasq,17.8809,1.8178,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,range,0.1743,1.8178,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,sigmasq,17.8030,1.6891,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,range,0.1636,1.6891,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,sigmasq,17.0465,1.6409,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,range,0.1410,1.6409,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,sigmasq,17.5512,1.7634,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,range,0.1771,1.7634,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,sigmasq,16.3362,1.7475,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,range,0.1713,1.7475,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,sigmasq,15.8731,1.6701,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,range,0.1457,1.6701,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,sigmasq,15.5699,1.6459,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,range,0.1265,1.6459,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,sigmasq,15.0315,1.7592,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,range,0.1642,1.7592,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,sigmasq,14.5265,1.7030,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,range,0.1568,1.7030,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,sigmasq,13.9955,1.6339,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,range,0.1307,1.6339,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,sigmasq,13.6979,1.5587,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,range,0.1199,1.5587,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,sigmasq,15.2080,1.8282,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,range,0.1436,1.8282,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,sigmasq,13.7364,1.6829,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,range,0.1503,1.6829,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,sigmasq,13.3083,1.6037,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,range,0.1279,1.6037,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,sigmasq,12.9216,1.6112,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,range,0.1059,1.6112,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,full,sigmasq,12.5826,9.6579,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,full,range,0.0583,9.6579,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,full,sigmasq,11.4930,1.5332,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,full,range,0.0622,1.5332,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,full,sigmasq,13.0568,42.1475,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,full,range,0.0371,42.1475,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,full,sigmasq,11.8910,96.5691,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,full,range,0.0292,96.5691,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,full,sigmasq,14.3220,9.2537,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,full,range,0.0636,9.2537,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,full,sigmasq,13.0776,9.4473,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,full,range,0.0678,9.4473,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,full,sigmasq,12.3468,28.8754,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,full,range,0.0447,28.8754,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,full,sigmasq,12.1673,80.8962,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,full,range,0.0326,80.8962,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,full,sigmasq,16.1817,9.5393,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,full,range,0.0663,9.5393,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,full,sigmasq,15.1125,10.8829,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,full,range,0.0666,10.8829,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,sigmasq,14.0378,29.7626,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,range,0.0465,29.7626,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,sigmasq,13.3667,75.8851,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,range,0.0352,75.8851,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,sigmasq,17.7593,10.0249,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,range,0.0679,10.0249,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,sigmasq,16.3783,11.5732,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,range,0.0675,11.5732,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,sigmasq,15.3924,29.9011,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,range,0.0488,29.9011,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,sigmasq,14.6112,1.4514,18126,16863
