year,variant,model_label,nugget_mode,n_slices,sigmasq_median,range_lat_median,range_lon_median,nugget_median,loss_median,loss_mean
2022,gc_a0p7_b0p15_nugget0,GC a=0.7 b=0.15 nugget0,nugget0,24,19.9361,0.0282,0.0286,0.0000,1.2730,1.3963
2022,gc_a0p7_b0p25_nugget0,GC a=0.7 b=0.25 nugget0,nugget0,24,14.4712,0.0384,0.0397,0.0000,1.6474,1.5644
2022,gc_a0p7_b0p35_nugget0,GC a=0.7 b=0.35 nugget0,nugget0,24,12.2154,0.0505,0.0530,0.0000,1.4486,1.4129
2022,gc_a0p8_b0p15_nugget0,GC a=0.8 b=0.15 nugget0,nugget0,24,18.3001,0.0200,0.0203,0.0000,1.2485,1.2401
2022,gc_a0p8_b0p25_nugget0,GC a=0.8 b=0.25 nugget0,nugget0,24,13.2897,0.0267,0.0276,0.0000,1.2916,1.5069
2022,gc_a0p8_b0p35_nugget0,GC a=0.8 b=0.35 nugget0,nugget0,24,11.2306,0.0344,0.0361,0.0000,1.5827,1.5262
2022,matern_s03_nugget0,Matern s=0.3 nugget0,nugget0,24,10.6245,0.1811,0.2034,0.0000,1.2749,1.2633
