date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,est_sigmasq,est_range,est_nugget,direction,k_mid,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,1.189997217269,8.329980520882,5.473482402613767,8.017112726888422,7.38720940248961,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,2.379994434538,8.329980520882,5.271208725910455,8.127322770017747,7.387182317728982,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,3.569991651807,8.329980520882,6.282002374498499,8.131625610374511,7.387137535238953,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,4.759988869075,8.329980520882,7.613612750098975,8.131806977751145,7.387075582035711,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,5.949986086344,8.329980520882,11.762759898076471,8.131821644263294,7.386997174269352,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,7.139983303613,8.329980520882,10.007491399207485,8.131819815514646,7.386903196961133,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lat,8.329980520882,8.329980520882,7.386794679829327,8.131817506582383,7.386794679829327,2.4796915129511907
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,0.623331875712,6.233318757123,9.171711521518848,8.011758600838384,7.265951330987921,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,1.246663751425,6.233318757123,7.612472137641236,8.131671875744482,7.265943994983575,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,1.869995627137,6.233318757123,9.778784341191132,8.131814241886115,7.2659317951466456,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,2.493327502849,6.233318757123,6.91938802257276,8.131829697358453,7.265914771501112,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,3.116659378561,6.233318757123,6.060749675543704,8.131833243726174,7.26589297962119,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,3.739991254274,6.233318757123,10.264149972994005,8.131834372305876,7.265866490180389,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,4.363323129986,6.233318757123,8.062678680357125,8.131834800819485,7.265835388383509,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,4.986655005698,6.233318757123,5.577136053212895,8.13183497884867,7.265799773290017,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,5.60998688141,6.233318757123,4.81968099963377,8.131835052109821,7.265759757038704,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.5,5.15639764147275,0.026606345248892816,2.975437490750683,lon,6.233318757123,6.233318757123,2.9509354879660186,8.131835072149533,7.265715463984735,2.43898620298505
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,1.231031604071,17.234442456997,2.9074801510070265,7.510382603189049,5.552023010548716,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,2.462063208142,17.234442456997,2.851926023368246,7.56205335337192,5.552022952798684,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,3.693094812214,17.234442456997,4.729527839083766,7.563514793322453,5.552022856743255,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,4.924126416285,17.234442456997,5.314161734225782,7.563589239213647,5.552022722672816,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,6.155158020356,17.234442456997,4.402587027112462,7.563599033500076,5.552022550990839,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,7.386189624427,17.234442456997,5.533785189022636,7.563600871339406,5.5520223422108606,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,8.617221228499,17.234442456997,6.887234449745449,7.563601155719543,5.552022096952671,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,9.84825283257,17.234442456997,4.331623895506725,7.563601044807527,5.552021815937771,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,11.079284436641,17.234442456997,7.166311896331207,7.563600824364872,5.552021499984146,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,12.310316040712,17.234442456997,6.8444218511774695,7.563600586117198,5.552021150000434,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,13.541347644784,17.234442456997,5.57025791499351,7.563600368329588,5.552020766979569,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,14.772379248855,17.234442456997,6.813180351059708,7.563600191191782,5.552020351991968,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,16.003410852926,17.234442456997,7.534418301577071,7.563600066953773,5.552019906178353,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lat,17.234442456997,17.234442456997,6.4419313384371435,7.563600003045221,5.552019430742294,0.7942083656469603
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,0.5,0.5730593750537708,0.012929361812422146,6.99054201246748,lon,0.623331875712,12.466637514245,6.910571688775051,7.507751902366847,5.224969345843742,0.7474238392248216
