year,variant,model_label,nugget_mode,n_slices,loss_mean,loss_median,sigmasq_median,range_lat_median,range_lon_median,nugget_median,total_s_sum
2023,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,40,1.2822,1.2718,16.2388,0.3203,0.3629,0.0000,55.8692
2023,matern_s03_nugget0,Matern s=0.3 nugget0,nugget0,40,1.2824,1.2753,13.7855,0.3368,0.3651,0.0000,63.4681
