date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,gc_alpha,est_sigmasq,est_range,est_range_lat,est_range_lon,est_nugget,est_gc_alpha,est_gc_beta,direction,directional_bin_mode,k_mid,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lat,exact_marginal,1.11562239119,20,4.462489564758,21.920303604207955,14.101851450317477,,0.25973114866563773
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lat,exact_marginal,2.231244782379,20,4.462489564758,7.399801171934368,8.489499490854552,10.160767479975933,0.25973114866563773
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lat,exact_marginal,3.346867173569,20,4.462489564758,5.773091114305773,6.7200836064671705,5.773091114305774,0.25973114866563773
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lat,exact_marginal,4.462489564758,10,4.462489564758,7.966590459161004,6.281090393758285,3.8981527782498118,0.25973114866563773
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lon,exact_marginal,0.623331875712,16,3.116659378561,23.197060496200947,19.82540599951749,,0.2774481303902965
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lon,exact_marginal,1.246663751425,16,3.116659378561,16.52335616704926,12.260600592132842,15.685388463414611,0.2774481303902965
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lon,exact_marginal,1.869995627137,16,3.116659378561,9.29331360523555,9.614963744571297,9.817815253497004,0.2774481303902965
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lon,exact_marginal,2.493327502849,16,3.116659378561,6.040247958024159,8.529185233155289,6.9802322195891735,0.2774481303902965
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,lon,exact_marginal,3.116659378561,8,3.116659378561,12.453209683265971,8.22365889718042,5.333105315361783,0.2774481303902965
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,diag,radial_binned_projection,0.28618570297487606,13,5.437528356522645,22.45237324108438,21.755917645890367,42.27859848008825,0.3549545391772728
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,diag,radial_binned_projection,0.8585571089246282,15,5.437528356522645,16.231100736886603,11.612446473125434,22.655056490444952,0.3549545391772728
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,diag,radial_binned_projection,1.4309285148743802,12,5.437528356522645,15.975620813713016,13.057125893977462,13.25528266804177,0.3549545391772728
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,cauchy_beta3p5,full,0.6,0.6,15.086920250454252,18.4562486882326,25.00168058661421,18.4562486882326,0.0,0.6,3.5,diag,radial_binned_projection,2.0032999208241327,11,5.437528356522645,9.382474372281047,10.042088244201599,14.648067333612914,0.3549545391772728
