date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,est_sigmasq,est_range,est_nugget,direction,directional_bin_mode,k_mid,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lat,exact_marginal,1.11562239119,20,4.462489564758,21.920303604207955,15.392201640895099,24.509833517831066,2.8056087289711513
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lat,exact_marginal,2.231244782379,20,4.462489564758,7.399801171934368,8.884366352601223,9.626868521461473,2.8056087289711513
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lat,exact_marginal,3.346867173569,20,4.462489564758,5.773091114305773,6.664897414635568,5.221432689842023,2.8056087289711513
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lat,exact_marginal,4.462489564758,10,4.462489564758,7.966590459161004,6.123204822552247,3.3395404136772613,2.8056087289711513
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lon,exact_marginal,0.623331875712,16,3.116659378561,23.197060496200947,19.809511637646604,32.32497131510449,2.097694729476374
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lon,exact_marginal,1.246663751425,16,3.116659378561,16.52335616704926,12.340220115800083,16.012377759162728,2.097694729476374
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lon,exact_marginal,1.869995627137,16,3.116659378561,9.29331360523555,9.066779729398633,9.29331360523555,2.097694729476374
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lon,exact_marginal,2.493327502849,16,3.116659378561,6.040247958024159,7.706914200953982,6.105176728028695,2.097694729476374
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,lon,exact_marginal,3.116659378561,8,3.116659378561,12.453209683265971,7.327905541921864,4.355279610579881,2.097694729476374
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,0.28618570297487606,13,5.437528356522645,22.45237324108438,20.44368680069292,53.90911333147551,2.4174721442771316
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,0.8585571089246282,15,5.437528356522645,16.231100736886603,11.783299359386222,28.131362867586468,2.4174721442771316
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,1.4309285148743802,12,5.437528356522645,15.975620813713016,13.8584468562248,15.462412932520186,2.4174721442771316
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,2.0032999208241327,11,5.437528356522645,9.382474372281047,9.573900515184814,9.70457576673057,2.4174721442771316
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,2.575671326773884,9,5.437528356522645,10.641591357105211,8.113969971738335,6.701756258823185,2.4174721442771316
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,0.3,13.260990798349969,1.16734143597907,1.504599229832989e-05,diag,radial_binned_projection,3.1480427327236367,8,5.437528356522645,4.747105241941581,7.3403716412071365,4.942791134418994,2.4174721442771316
