date_str,day_idx,hour_idx,time_key,resolution_stride,resolution_label,smooth,mean_design,fit_type,model,kernel,coord_mode,loss,fit_iter_raw,fit_steps_reported,precompute_s,fit_s,total_s,n_grid,n_valid,valid_fraction,est_sigmasq,est_range,est_nugget,n_batches,n_tails,mean_m,max_m,largest_batch_n,total_conditioning_nominal,head_right_cols,above_count,right_col_count,per_time_conditioning_count,free_parameter,fixed_parameters,anchor_resolution_label,anchor_sigmasq,anchor_range,anchor_nugget
20240703,2,0,2024_07_y24m07day03_hm00:53,8,x8,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.6080,0,1,0.0350,0.0467,0.0817,2266,2259,0.9969,8.9741,0.2472,3.0520,1,2259,10.0000,10,2259,10,0,2,3,10,sigmasq,"range,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,4,x4,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.4965,0,1,0.0858,0.1061,0.1919,4532,4518,0.9969,7.7706,0.2472,3.0520,1,4518,10.0000,10,4518,10,0,2,3,10,sigmasq,"range,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,2,x2,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.5399,0,1,0.2230,0.2058,0.4288,9063,9033,0.9967,12.1947,0.2472,3.0520,1,9033,10.0000,10,9033,10,0,2,3,10,sigmasq,"range,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,1,x1,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.4096,0,1,0.7697,0.0929,0.8627,18126,18067,0.9967,10.2213,0.2472,3.0520,1,18067,10.0000,10,18067,10,0,2,3,10,sigmasq,"range,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,8,x8,0.5000,latlon,range_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.6080,0,1,0.0357,0.0577,0.0934,2266,2259,0.9969,10.2213,0.3563,3.0520,1,2259,10.0000,10,2259,10,0,2,3,10,range,"sigmasq,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,4,x4,0.5000,latlon,range_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.4965,0,1,0.0827,0.1027,0.1854,4532,4518,0.9969,10.2213,0.3772,3.0520,1,4518,10.0000,10,4518,10,0,2,3,10,range,"sigmasq,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,2,x2,0.5000,latlon,range_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.5399,0,1,0.2222,0.1685,0.3907,9063,9033,0.9967,10.2213,0.1969,3.0520,1,9033,10.0000,10,9033,10,0,2,3,10,range,"sigmasq,nugget",x1,10.2213,0.2472,3.0520
20240703,2,0,2024_07_y24m07day03_hm00:53,1,x1,0.5000,latlon,range_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.4096,0,1,0.7848,0.0944,0.8792,18126,18067,0.9967,10.2213,0.2472,3.0520,1,18067,10.0000,10,18067,10,0,2,3,10,range,"sigmasq,nugget",x1,10.2213,0.2472,3.0520
20240703,2,1,2024_07_y24m07day03_hm01:53,8,x8,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.6511,0,1,0.0353,0.0368,0.0720,2266,2208,0.9744,11.8236,0.2253,1.9943,1,2208,10.0000,10,2208,10,0,2,3,10,sigmasq,"range,nugget",x1,11.9110,0.2253,1.9943
20240703,2,1,2024_07_y24m07day03_hm01:53,4,x4,0.5000,latlon,sigma_only_x1_anchor,ColumnSpaceIso_Up2_Right3_M10_realloc,column_space_iso_tonly_realloc,regular-grid every-k thinning; covariance on Source_Latitude/Source_Longitude,1.5220,0,1,0.0820,0.1017,0.1837,4532,4422,0.9757,10.3228,0.2253,1.9943,1,4422,10.0000,10,4422,10,0,2,3,10,sigmasq,"range,nugget",x1,11.9110,0.2253,1.9943
