year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,data_spectrum_p10,data_spectrum_p90,theory_spectrum_expected,theory_spectrum_expected_p10,theory_spectrum_expected_p90,theory_spectrum_continuous,expected_profile_norm,expected_profile_norm_p10,expected_profile_norm_p90,continuous_profile_norm,continuous_profile_norm_p10,continuous_profile_norm_p90,ratio_I_over_EI,ratio_I_over_EI_p10,ratio_I_over_EI_p90,ratio_EI_over_continuous_profile,ratio_EI_over_continuous_profile_p10,ratio_EI_over_continuous_profile_p90,n_slices,data_k_max
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,0,0.5729014104765542,21211.195491178176,5657.76811489552,33484.09383650888,10017.030703172244,5177.128249015222,16819.00391438916,9917.430086796288,43.73905679129542,40.05146359971557,47.19298084958556,43.728702006086905,39.93040382408653,48.64178818154717,2.88620259455702,0.5565361534901316,5.728785835352809,1.001390975601397,0.9702517481258586,1.0344323507846531,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,1,1.7187042314296626,3037.2126485541567,1730.5429838181321,4591.2041317651665,2701.0439149097047,1545.3283204538482,4406.444853197466,2830.4110549889792,12.1086211976145,11.433970657230839,12.617941696151203,12.843339793777352,11.394607953984643,14.294065121652759,1.2604407256102348,0.7221479540071813,1.9327233069140846,0.946729016387315,0.893360573957015,1.0120293207731452,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,2,2.8645070523827707,880.5017148885609,497.0967053455724,1384.2027521633083,1071.292471682204,657.0564252844704,1689.4017422181569,1006.4975353531576,4.910988645877287,4.255350354898663,5.47247201397284,4.684055075646422,3.800301525899445,5.379746224070618,0.8866979247371433,0.5312247221594588,1.2720072926656965,1.053134879074705,0.9994802526238323,1.1221815857543886,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,3,4.0103098733358795,473.1926569477112,198.0764894135972,672.2886214320632,530.9124001382966,331.4026890493766,818.4717352934077,496.2628807363775,2.468981758869134,2.0852063257102773,2.9143142102002533,2.3451928788825307,1.8247707928677732,2.805780728529201,0.9151593310193015,0.6476466004629805,1.2451731946972506,1.0571375278658184,1.0121290482089984,1.1155503159516142,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,4,5.156112694288987,260.84686428776996,126.95403605076359,369.01644920539013,326.49178051443835,198.03779477396898,495.9943618169941,300.96733043821126,1.5343917894361936,1.2319029098081726,1.8786626996640625,1.4399704183953839,1.0661873815317078,1.7966115371963478,0.8041352916261035,0.5531211508868765,1.10806937095177,1.0714250438474449,1.0246431417154944,1.1281655447770216,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,5,6.301915515242095,189.82891611873976,98.89341985634837,279.3880236513382,210.71559695611873,130.41751220382534,310.1664657454643,196.68330487664326,0.9996649105884916,0.8052887646613122,1.2603303057879434,0.9481119692960505,0.719289800758999,1.2208921401017114,0.9148108142717641,0.630249095907844,1.0923583609943257,1.0589783729733935,1.0175205865275223,1.1057527774465647,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,6,7.447718336195206,136.16033839197013,69.71453495483617,229.23280654894762,147.32243873579574,90.79163840839698,213.04564893067803,135.92673078178862,0.7038453533930464,0.5500158061278818,0.9010461154916416,0.6605001553541469,0.49570898987238426,0.8685500205095678,0.9000267036947935,0.6944382973822902,1.135022714535138,1.0713138400828375,1.0250092756981417,1.1295099400210522,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,7,8.593521157148313,91.74805424802356,49.95617991377683,136.5096764050849,105.75600577416887,65.13853180299175,149.6508322586808,98.44346084265331,0.5087810792044642,0.38518633499926186,0.6574483229813805,0.4811467947394551,0.35816611727122444,0.639680286051033,0.8634037874334075,0.7069375422866961,1.0392568653934258,1.0624943506299633,1.0178076355653423,1.1167391446442676,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,8,9.739323978101421,71.82551435275806,40.23051782146484,104.00878722314219,79.30859996454137,48.6951925410629,111.24469639977946,73.54421676938,0.383511056911529,0.2839572926569495,0.4998551594458127,0.3614745093651301,0.2649229812998855,0.4865163046795624,0.9098488888707126,0.7466609179567029,1.0704375161938657,1.0665733231996357,1.0192336418733055,1.1287232014385051,40,79.63329605624102
2024,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,9,10.885126799054529,59.21387696221943,32.896843127246036,88.33596847160177,63.068739997641174,38.498335374940204,89.63446210313528,58.40290047867982,0.3062661676956697,0.22426838486653938,0.4051918802489883,0.28837169566987725,0.20814667012448945,0.3942996386269018,0.9389293412332762,0.7322626492031412,1.161569223016924,1.0682213575107071,1.0193199144102314,1.1338703721305967,40,79.63329605624102
