date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,parameter,estimate,loss,n_grid,n_valid
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,sigmasq,8.9610,1.7796,80,80
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,range,0.8064,1.7796,80,80
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,nugget,5.2374,1.7796,80,80
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,sigmasq,11.0585,1.6993,300,300
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,range,0.6692,1.6993,300,300
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,nugget,2.2100,1.6993,300,300
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,sigmasq,12.6474,1.5038,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,range,0.7126,1.5038,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,nugget,1.1623,1.5038,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,sigmasq,12.5966,1.2873,4503,4503
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,range,0.5638,1.2873,4503,4503
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,nugget,0.5159,1.2873,4503,4503
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,sigmasq,8.3492,1.7963,80,78
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,range,1.2157,1.7963,80,78
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,nugget,7.0042,1.7963,80,78
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,sigmasq,14.8208,1.7594,300,295
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,range,0.7498,1.7594,300,295
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,nugget,1.8031,1.7594,300,295
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,sigmasq,16.5315,1.5989,1160,1137
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,range,0.9496,1.5989,1160,1137
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,nugget,2.8024,1.5989,1160,1137
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,sigmasq,15.2985,1.3296,4503,4416
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,range,0.5149,1.3296,4503,4416
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,nugget,0.3850,1.3296,4503,4416
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,sigmasq,19.2950,1.9273,80,78
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,range,0.5839,1.9273,80,78
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,nugget,0.0001,1.9273,80,78
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,sigmasq,19.2781,1.7782,300,284
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,range,0.5629,1.7782,300,284
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,nugget,0.0001,1.7782,300,284
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,sigmasq,15.7241,1.6119,1160,1088
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,range,0.8838,1.6119,1160,1088
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,nugget,2.9610,1.6119,1160,1088
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,sigmasq,17.2924,1.3838,4503,4261
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,range,0.4614,1.3838,4503,4261
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,nugget,0.4238,1.3838,4503,4261
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,sigmasq,13.5470,1.9043,80,77
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,range,0.9591,1.9043,80,77
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,nugget,4.3327,1.9043,80,77
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,sigmasq,15.2499,1.7814,300,283
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,range,0.6137,1.7814,300,283
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,nugget,1.4116,1.7814,300,283
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,sigmasq,15.4891,1.6037,1160,1100
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,range,0.6984,1.6037,1160,1100
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,nugget,2.1360,1.6037,1160,1100
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,sigmasq,17.5377,1.3525,4503,4256
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,range,0.4897,1.3525,4503,4256
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,nugget,0.1138,1.3525,4503,4256
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,sigmasq,9.2668,1.8467,80,76
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,range,1.0758,1.8467,80,76
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,nugget,6.4663,1.8467,80,76
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,sigmasq,18.2981,1.6880,300,284
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,range,0.6879,1.6880,300,284
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,nugget,0.0001,1.6880,300,284
20240706,4,2024_07_y24m07day06_hm04:48,2,x2,nugget_free,0.5000,sigmasq,16.7168,1.5712,1160,1104
20240706,4,2024_07_y24m07day06_hm04:48,2,x2,nugget_free,0.5000,range,0.7321,1.5712,1160,1104
20240706,4,2024_07_y24m07day06_hm04:48,2,x2,nugget_free,0.5000,nugget,1.1777,1.5712,1160,1104
20240706,4,2024_07_y24m07day06_hm04:48,1,x1,nugget_free,0.5000,sigmasq,17.9899,1.2084,4503,4285
20240706,4,2024_07_y24m07day06_hm04:48,1,x1,nugget_free,0.5000,range,0.5079,1.2084,4503,4285
20240706,4,2024_07_y24m07day06_hm04:48,1,x1,nugget_free,0.5000,nugget,0.0004,1.2084,4503,4285
20240706,5,2024_07_y24m07day06_hm05:48,8,x8,nugget_free,0.5000,sigmasq,9.1450,1.7700,80,80
20240706,5,2024_07_y24m07day06_hm05:48,8,x8,nugget_free,0.5000,range,1.1608,1.7700,80,80
20240706,5,2024_07_y24m07day06_hm05:48,8,x8,nugget_free,0.5000,nugget,4.4147,1.7700,80,80
20240706,5,2024_07_y24m07day06_hm05:48,4,x4,nugget_free,0.5000,sigmasq,12.5120,1.7581,300,298
20240706,5,2024_07_y24m07day06_hm05:48,4,x4,nugget_free,0.5000,range,0.6256,1.7581,300,298
20240706,5,2024_07_y24m07day06_hm05:48,4,x4,nugget_free,0.5000,nugget,2.7594,1.7581,300,298
20240706,5,2024_07_y24m07day06_hm05:48,2,x2,nugget_free,0.5000,sigmasq,13.4617,1.5657,1160,1146
20240706,5,2024_07_y24m07day06_hm05:48,2,x2,nugget_free,0.5000,range,0.6055,1.5657,1160,1146
20240706,5,2024_07_y24m07day06_hm05:48,2,x2,nugget_free,0.5000,nugget,1.6632,1.5657,1160,1146
20240706,5,2024_07_y24m07day06_hm05:48,1,x1,nugget_free,0.5000,sigmasq,14.5334,1.1842,4503,4453
20240706,5,2024_07_y24m07day06_hm05:48,1,x1,nugget_free,0.5000,range,0.4320,1.1842,4503,4453
20240706,5,2024_07_y24m07day06_hm05:48,1,x1,nugget_free,0.5000,nugget,0.0544,1.1842,4503,4453
20240706,6,2024_07_y24m07day06_hm06:48,8,x8,nugget_free,0.5000,sigmasq,11.2107,1.6505,80,80
20240706,6,2024_07_y24m07day06_hm06:48,8,x8,nugget_free,0.5000,range,0.6002,1.6505,80,80
20240706,6,2024_07_y24m07day06_hm06:48,8,x8,nugget_free,0.5000,nugget,0.0000,1.6505,80,80
20240706,6,2024_07_y24m07day06_hm06:48,4,x4,nugget_free,0.5000,sigmasq,12.0043,1.6997,300,300
20240706,6,2024_07_y24m07day06_hm06:48,4,x4,nugget_free,0.5000,range,0.7777,1.6997,300,300
20240706,6,2024_07_y24m07day06_hm06:48,4,x4,nugget_free,0.5000,nugget,2.2791,1.6997,300,300
20240706,6,2024_07_y24m07day06_hm06:48,2,x2,nugget_free,0.5000,sigmasq,10.4836,1.5072,1160,1160
20240706,6,2024_07_y24m07day06_hm06:48,2,x2,nugget_free,0.5000,range,0.6590,1.5072,1160,1160
20240706,6,2024_07_y24m07day06_hm06:48,2,x2,nugget_free,0.5000,nugget,1.7241,1.5072,1160,1160
20240706,6,2024_07_y24m07day06_hm06:48,1,x1,nugget_free,0.5000,sigmasq,12.2929,1.1106,4503,4503
20240706,6,2024_07_y24m07day06_hm06:48,1,x1,nugget_free,0.5000,range,0.4129,1.1106,4503,4503
20240706,6,2024_07_y24m07day06_hm06:48,1,x1,nugget_free,0.5000,nugget,0.0000,1.1106,4503,4503
20240706,7,2024_07_y24m07day06_hm07:48,8,x8,nugget_free,0.5000,sigmasq,7.1321,1.7231,80,80
20240706,7,2024_07_y24m07day06_hm07:48,8,x8,nugget_free,0.5000,range,0.4296,1.7231,80,80
20240706,7,2024_07_y24m07day06_hm07:48,8,x8,nugget_free,0.5000,nugget,4.5986,1.7231,80,80
20240706,7,2024_07_y24m07day06_hm07:48,4,x4,nugget_free,0.5000,sigmasq,9.8101,1.6491,300,300
20240706,7,2024_07_y24m07day06_hm07:48,4,x4,nugget_free,0.5000,range,0.9788,1.6491,300,300
20240706,7,2024_07_y24m07day06_hm07:48,4,x4,nugget_free,0.5000,nugget,2.7485,1.6491,300,300
