date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,direction,k_mid,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,3.693094812214,17.234442456997,6.725070499650679,18.272608917228006,5.879944759060208,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,4.924126416285,17.234442456997,7.28121232260345,12.299233603914711,5.834344980444194,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,6.155158020356,17.234442456997,6.957672131219809,9.417208927163458,5.812232949299673,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,7.386189624427,17.234442456997,6.369374587833548,7.9403234212349245,5.8006844458973505,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,8.617221228499,17.234442456997,5.221705050324682,7.127236862414705,5.794196832151166,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,9.84825283257,17.234442456997,4.07969912607814,6.650807173466854,5.7903150960803105,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,11.079284436641,17.234442456997,5.220433016729136,6.3577539665464835,5.7878665078176885,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,12.310316040712,17.234442456997,4.859116458385392,6.171393815774777,5.7862522768443965,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,13.541347644784,17.234442456997,4.165318152644472,6.051118390819406,5.78514794156048,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,14.772379248855,17.234442456997,4.8888790827855875,5.974508027629421,5.784368367691156,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,16.003410852926,17.234442456997,6.96737396795403,5.928977226644766,5.783803096794468,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lat,17.234442456997,17.234442456997,4.32264322570092,5.907713576188376,5.783383627553452,1.0488569788772204
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,0.623331875712,12.466637514245,22.37262844223593,39.97297740749571,7.71489738968678,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,1.246663751425,12.466637514245,41.451953096320466,36.11604690026205,7.6015472850725185,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,1.869995627137,12.466637514245,57.51883465816118,28.3587559621731,7.4799522054892735,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,2.493327502849,12.466637514245,18.82555362751744,21.830380153157595,7.381349294806055,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,3.116659378561,12.466637514245,9.459520422756757,17.04436919898953,7.310633885739238,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,3.739991254274,12.466637514245,8.881741877728162,13.737347041231871,7.262249166077914,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,4.363323129986,12.466637514245,6.226150646713602,11.490635451604323,7.22945358341925,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,4.986655005698,12.466637514245,4.938685571843409,9.95781803495419,7.207033837526805,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,5.60998688141,12.466637514245,5.162057659390421,8.897642160480386,7.191452990695499,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,6.233318757123,12.466637514245,7.647625390092921,8.151843284457895,7.180413393300392,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,6.856650632835,12.466637514245,9.243009919477572,7.618267491227073,7.172435145450367,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,7.479982508547,12.466637514245,7.085803487867108,7.230788059392769,7.166558320016711,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,8.10331438426,12.466637514245,5.201070429913783,6.946122864224213,7.162151429975507,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,8.726646259972,12.466637514245,6.123034505250371,6.735552564071361,7.158791913505668,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,9.349978135684,12.466637514245,5.467270381610831,6.579776331869845,7.156191898571704,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,9.973310011396,12.466637514245,6.557267644805008,6.465709191566142,7.154151757382895,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,10.596641887109,12.466637514245,7.2331274366955975,6.384474782163336,7.152530672101197,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,11.219973762821,12.466637514245,2.8237766309922656,6.330141922409145,7.15122769228187,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,11.843305638533,12.466637514245,5.408435447106183,6.2989347515165,7.150169344022987,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,full,1.0,lon,12.466637514245,12.466637514245,7.43626279628285,6.288756453519697,7.149301391068078,1.2959695455861273
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,1.252628649757,35.073602193187,116.28051350390797,113.20081113928536,6.364783974102103,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,2.505257299513,35.073602193187,49.673648103441124,60.889418299021756,6.043632034984439,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,3.75788594927,35.073602193187,18.909595020473585,30.86106623514862,5.9236032364419655,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,5.010514599027,35.073602193187,14.344804969791374,19.343747817207564,5.878493882341986,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,6.263143248783,35.073602193187,13.059992170712524,14.576252063838206,5.859084248013837,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,7.51577189854,35.073602193187,9.127713038120806,12.32907638742834,5.8496216298063946,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,8.768400548297,35.073602193187,11.354630517398013,11.147731420789388,5.844526676336876,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,10.021029198054,35.073602193187,10.01280577258406,10.471653070287024,5.841561621469447,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,11.27365784781,35.073602193187,7.989600663233171,10.058241714292164,5.8397265404298535,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,12.526286497567,35.073602193187,5.809208274266426,9.791807941706711,5.838533092030503,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,13.778915147324,35.073602193187,6.185258365395687,9.612651350009955,5.837724765570893,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,15.03154379708,35.073602193187,6.682139197223393,9.487911272740021,5.837158467019847,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,16.284172446837,35.073602193187,8.030069889948953,9.398508963225646,5.836750252548067,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,17.536801096594,35.073602193187,5.228356908913092,9.332860857339949,5.836448735983357,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,18.78942974635,35.073602193187,5.067880386168672,9.283662342885947,5.836221294154365,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,20.042058396107,35.073602193187,5.451963301362381,9.246155222561937,5.836046553142826,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,21.294687045864,35.073602193187,7.559866499120384,9.217152143390033,5.835910119159273,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,22.547315695621,35.073602193187,5.865113162697496,9.194465775202692,5.835802061899588,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,23.799944345377,35.073602193187,4.445854319014366,9.176563442148176,5.835715382123997,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,25.052572995134,35.073602193187,3.739545461843791,9.162351936993543,5.835645051366649,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,26.305201644891,35.073602193187,4.774829126263908,9.151039949287611,5.835587394565684,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,27.557830294647,35.073602193187,4.842740667015408,9.14204811647693,5.835539683935889,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,28.810458944404,35.073602193187,4.904543690315117,9.13494907479253,5.835499866212498,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,30.063087594161,35.073602193187,3.3086600734288503,9.129426880928222,5.835466375995896,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,31.315716243917,35.073602193187,5.6246637029236055,9.125249248069064,5.835438005815682,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,32.568344893674,35.073602193187,4.368159447999119,9.12224847728336,5.83541381425418,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,33.820973543431,35.073602193187,4.353116306805225,9.120308464584918,5.835393060043139,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lat,35.073602193187,35.073602193187,4.746107957022817,9.119356114233083,5.835375154162747,0.6446299239657003
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,0.623331875712,24.933275028489,43.63257834782368,108.24160928682436,7.348587543627532,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,1.246663751424,24.933275028489,83.25299864019757,90.05219346549241,7.090864538927051,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,1.869995627137,24.933275028489,133.91391366716792,61.4867194340493,6.87339206876592,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,2.493327502849,24.933275028489,41.272103174622366,42.01593291008761,6.732832006644315,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,3.116659378561,24.933275028489,16.50507027221637,30.11750329416249,6.648627376333653,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,3.739991254273,24.933275028489,18.75069489944538,22.972978852376574,6.598209390088684,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,4.363323129986,24.933275028489,14.366061674985124,18.59493623435069,6.567202028255986,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,4.986655005698,24.933275028489,11.243202382766142,15.822661580414222,6.54746197756794,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,5.60998688141,24.933275028489,8.075504219734626,14.00505948089786,6.534450539150144,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,6.233318757122,24.933275028489,8.756976815827239,12.773602855029504,6.525593032470662,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,6.856650632835,24.933275028489,8.442122720441025,11.914152728326613,6.51938584617755,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,7.479982508547,24.933275028489,7.610987678721968,11.298322932632415,6.514922442965123,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,8.103314384259,24.933275028489,7.85537428719038,10.846677073231156,6.511638934842524,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,8.726646259971,24.933275028489,8.212383421615968,10.508579291012799,6.509174162376806,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,9.349978135684,24.933275028489,5.887755307481037,10.250854459189759,6.507290515676127,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,9.973310011396,24.933275028489,6.407836187056186,10.05121753218046,6.505827802871591,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,10.596641887108,24.933275028489,6.512755033403525,9.894356192231665,6.504675605923639,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,11.21997376282,24.933275028489,5.432707145053871,9.769531539584367,6.503756270678461,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,11.843305638532,24.933275028489,6.576783457378124,9.669071223436696,6.503014179916422,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,12.466637514245,24.933275028489,6.428295744688887,9.587400886853414,6.502408833381893,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,13.089969389957,24.933275028489,5.669682852206458,9.520408208144042,6.501910289445857,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,13.713301265669,24.933275028489,4.5620629324128705,9.465017067352228,6.501496104128077,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,14.336633141381,24.933275028489,5.130750225155207,9.418897231222749,6.50114923888911,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,14.959965017094,24.933275028489,5.874701619598204,9.380263124157086,6.500856607041884,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,15.583296892806,24.933275028489,6.549575284359346,9.347732206028901,6.500608048504304,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,16.206628768518,24.933275028489,7.713616493039897,9.320223891709452,6.500395596505279,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,16.82996064423,24.933275028489,6.016463491088067,9.29688646859291,6.500212946273366,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,17.453292519943,24.933275028489,5.360474833725978,9.277043626397365,6.500055065414561,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,18.076624395655,24.933275028489,6.282790512067503,9.26015490954454,6.499917904976031,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,18.699956271367,24.933275028489,6.491724813670643,9.245786178257623,6.499798182925986,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,19.323288147079,24.933275028489,6.127948351305965,9.233587351662072,6.499693220307473,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,19.946620022792,24.933275028489,5.6138094822480396,9.223275510937702,6.499600816112404,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,20.569951898504,24.933275028489,4.901517500123834,9.214621993417284,6.4995191509017065,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,21.193283774216,24.933275028489,4.260711872675425,9.207442493217322,6.499446711966215,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,21.816615649928,24.933275028489,4.941879789043039,9.201589455077382,6.499382234770875,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,22.439947525641,24.933275028489,6.562754854115071,9.196946241608472,6.499324656810065,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,23.063279401353,24.933275028489,5.922331863206816,9.193422694238656,6.499273080996613,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,23.686611277065,24.933275028489,4.501196381746235,9.190951811187091,6.499226746428357,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,24.309943152777,24.933275028489,5.24264405094184,9.189487343107002,6.499185004903703,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,full,1.0,lon,24.933275028489,24.933275028489,6.61033531186119,9.189002166574335,6.499147301946838,0.7179224255649115
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,1.252628649757,71.399833036132,226.79243651734683,93.43459034150173,3.754659132060182,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,2.505257299513,71.399833036132,94.61328148859458,84.49240765738628,3.751765632105612,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,3.75788594927,71.399833036132,31.405606031706046,70.80115188953822,3.7480828676537716,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,5.010514599027,71.399833036132,28.245331057923853,57.101311764464434,3.744477669222288,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,6.263143248783,71.399833036132,18.161107179812195,45.23140283902898,3.741402071633588,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,7.51577189854,71.399833036132,14.88944009974908,35.733830891612634,3.738966609067433,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,8.768400548297,71.399833036132,17.69193596715216,28.447343992478533,3.7371095549129674,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,10.021029198054,71.399833036132,16.13436731453045,22.9624726610344,3.7357160258465436,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,11.27365784781,71.399833036132,12.739111793856765,18.855012956033498,3.7346737207544316,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,12.526286497567,71.399833036132,10.005609687447947,15.770122869344949,3.7338909727791174,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,13.778915147324,71.399833036132,9.186267581207142,13.436056574774927,3.7332984209009594,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,15.03154379708,71.399833036132,9.572839588675176,11.65285559270513,3.7328453328323588,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,16.284172446837,71.399833036132,9.89872890076102,10.27581614889545,3.7324950975062325,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,17.536801096594,71.399833036132,6.669944322219386,9.200669436154769,3.732221360854487,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,18.78942974635,71.399833036132,6.473885667892642,8.352090799871048,3.732005084832272,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,20.042058396107,71.399833036132,6.74458737015878,7.675317279107318,3.731832420994449,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,21.294687045864,71.399833036132,7.079173425898446,7.130196983146901,3.7316932074757494,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,22.547315695621,71.399833036132,6.39120131345686,6.68700992942836,3.7315799154341858,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,23.799944345377,71.399833036132,5.9855294680193305,6.323538418884777,3.7314869109353315,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,25.052572995134,71.399833036132,4.62234122686105,6.023006811965664,3.7314099357967048,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,26.305201644891,71.399833036132,4.6908470744294934,5.772623880089293,3.731345740059417,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,27.557830294647,71.399833036132,5.227858243375042,5.562543505957776,3.7312918197269282,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,28.810458944404,71.399833036132,4.2675775715331365,5.385117267235386,3.7312462279827554,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,30.063087594161,71.399833036132,3.250700727474227,5.234352064110995,3.731207438063995,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,31.315716243917,71.399833036132,5.7201676300435595,5.105512931058081,3.731174242742672,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,32.568344893674,71.399833036132,4.387275099546096,4.99482952344016,3.7311456799732325,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,33.820973543431,71.399833036132,5.0615518575853935,4.899277285800258,3.731120977406903,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,35.073602193187,71.399833036132,4.344236594874343,4.816412889639828,3.7310995106292557,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,36.326230842944,71.399833036132,3.883453455659413,4.744249450226963,3.7310807714660355,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,37.578859492701,71.399833036132,2.9357168932666258,4.681161148883698,3.7310643437382125,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,38.831488142458,71.399833036132,3.260403842636591,4.62580977191369,3.731049884573715,0.9280302891453317
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,full,1.0,lat,40.084116792214,71.399833036132,3.7310371098970183,4.577087715000773,3.7310371098970183,0.9280302891453317
