date_str,hour_idx,time_key,resolution_stride,resolution_label,fit_type,parameter,estimate,loss,n_grid,n_valid
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,full,nugget,3.7523,1.6075,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,sigmasq,14.0772,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,range,0.2458,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,full,nugget,1.8124,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,sigmasq,14.6136,1.3635,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,range,0.2206,1.3635,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,full,nugget,1.3966,1.3635,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,sigmasq,14.5660,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,range,0.4014,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,full,nugget,3.9968,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,sigmasq,15.0092,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,range,0.3506,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,full,nugget,3.4103,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,sigmasq,16.0211,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,range,0.2308,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,full,nugget,1.3284,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,sigmasq,16.2481,1.3906,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,range,0.2080,1.3906,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,full,nugget,1.1340,1.3906,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,sigmasq,13.5334,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,range,0.3936,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,full,nugget,5.1879,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,sigmasq,14.4373,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,range,0.3035,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,full,nugget,4.0359,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,sigmasq,16.8273,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,range,0.2263,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,full,nugget,1.6403,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,sigmasq,16.7111,1.4303,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,range,0.1904,1.4303,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,full,nugget,1.1273,1.4303,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,sigmasq,12.8259,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,range,0.3612,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,full,nugget,4.7220,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,sigmasq,13.3949,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,range,0.3021,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,full,nugget,3.6958,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,sigmasq,14.4858,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,range,0.2191,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,full,nugget,2.0076,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,sigmasq,14.9336,1.4283,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,range,0.1684,1.4283,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,full,nugget,1.1542,1.4283,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,sigmasq,10.7808,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,range,0.3369,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,full,nugget,4.2831,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,sigmasq,11.2034,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,range,0.3520,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,full,nugget,4.3462,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,sigmasq,12.2268,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,range,0.2274,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,full,nugget,2.4658,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,sigmasq,13.1225,1.3875,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,range,0.1523,1.3875,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,full,nugget,0.9321,1.3875,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,sigmasq,9.4845,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,range,0.3801,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,full,nugget,5.6984,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,sigmasq,10.3310,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,range,0.3224,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,full,nugget,4.1832,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,sigmasq,11.6799,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,range,0.2059,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,full,nugget,2.1660,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,sigmasq,11.8885,1.4036,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,range,0.1498,1.4036,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,full,nugget,1.3984,1.4036,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,sigma_only_x1_anchor,sigmasq,8.9741,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,sigma_only_x1_anchor,range,0.2472,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,sigma_only_x1_anchor,nugget,3.0520,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,sigma_only_x1_anchor,sigmasq,7.7706,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,sigma_only_x1_anchor,range,0.2472,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,sigma_only_x1_anchor,nugget,3.0520,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,sigma_only_x1_anchor,sigmasq,12.1947,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,sigma_only_x1_anchor,range,0.2472,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,sigma_only_x1_anchor,nugget,3.0520,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,sigma_only_x1_anchor,sigmasq,10.2213,1.4096,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,sigma_only_x1_anchor,range,0.2472,1.4096,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,sigma_only_x1_anchor,nugget,3.0520,1.4096,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,range_only_x1_anchor,sigmasq,10.2213,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,range_only_x1_anchor,range,0.3563,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,range_only_x1_anchor,nugget,3.0520,1.6080,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,range_only_x1_anchor,sigmasq,10.2213,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,range_only_x1_anchor,range,0.3772,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,range_only_x1_anchor,nugget,3.0520,1.4965,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,range_only_x1_anchor,sigmasq,10.2213,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,range_only_x1_anchor,range,0.1969,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,range_only_x1_anchor,nugget,3.0520,1.5399,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,range_only_x1_anchor,sigmasq,10.2213,1.4096,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,range_only_x1_anchor,range,0.2472,1.4096,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,range_only_x1_anchor,nugget,3.0520,1.4096,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,sigma_only_x1_anchor,sigmasq,11.8236,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,sigma_only_x1_anchor,range,0.2253,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,sigma_only_x1_anchor,nugget,1.9943,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,sigma_only_x1_anchor,sigmasq,10.3228,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,sigma_only_x1_anchor,range,0.2253,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,sigma_only_x1_anchor,nugget,1.9943,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,sigma_only_x1_anchor,sigmasq,10.7284,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,sigma_only_x1_anchor,range,0.2253,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,sigma_only_x1_anchor,nugget,1.9943,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,sigma_only_x1_anchor,sigmasq,11.9110,1.3558,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,sigma_only_x1_anchor,range,0.2253,1.3558,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,sigma_only_x1_anchor,nugget,1.9943,1.3558,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,range_only_x1_anchor,sigmasq,11.9110,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,range_only_x1_anchor,range,0.2642,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,range_only_x1_anchor,nugget,1.9943,1.6511,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,range_only_x1_anchor,sigmasq,11.9110,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,range_only_x1_anchor,range,0.2879,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,range_only_x1_anchor,nugget,1.9943,1.5220,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,range_only_x1_anchor,sigmasq,11.9110,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,range_only_x1_anchor,range,0.2588,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,range_only_x1_anchor,nugget,1.9943,1.4137,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,range_only_x1_anchor,sigmasq,11.9110,1.3558,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,range_only_x1_anchor,range,0.2253,1.3558,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,range_only_x1_anchor,nugget,1.9943,1.3558,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,sigma_only_x1_anchor,sigmasq,14.5583,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,sigma_only_x1_anchor,range,0.2206,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,sigma_only_x1_anchor,nugget,1.3966,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,sigma_only_x1_anchor,sigmasq,14.1006,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,sigma_only_x1_anchor,range,0.2206,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,sigma_only_x1_anchor,nugget,1.3966,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,sigma_only_x1_anchor,sigmasq,14.2779,1.4615,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,sigma_only_x1_anchor,range,0.2206,1.4615,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,sigma_only_x1_anchor,nugget,1.3966,1.4615,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,sigma_only_x1_anchor,sigmasq,14.6136,1.3577,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,sigma_only_x1_anchor,range,0.2206,1.3577,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,sigma_only_x1_anchor,nugget,1.3966,1.3577,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,range_only_x1_anchor,sigmasq,14.6136,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,range_only_x1_anchor,range,0.2412,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,range_only_x1_anchor,nugget,1.3966,1.7070,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,range_only_x1_anchor,sigmasq,14.6136,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,range_only_x1_anchor,range,0.2326,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,range_only_x1_anchor,nugget,1.3966,1.6095,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,range_only_x1_anchor,sigmasq,14.6136,1.4614,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,range_only_x1_anchor,range,0.2259,1.4614,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,range_only_x1_anchor,nugget,1.3966,1.4614,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,range_only_x1_anchor,sigmasq,14.6136,1.3577,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,range_only_x1_anchor,range,0.2206,1.3577,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,range_only_x1_anchor,nugget,1.3966,1.3577,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,sigma_only_x1_anchor,sigmasq,15.9611,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,sigma_only_x1_anchor,range,0.2080,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,sigma_only_x1_anchor,nugget,1.1340,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,sigma_only_x1_anchor,sigmasq,15.2698,1.6425,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,sigma_only_x1_anchor,range,0.2080,1.6425,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,sigma_only_x1_anchor,nugget,1.1340,1.6425,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,sigma_only_x1_anchor,sigmasq,15.3582,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,sigma_only_x1_anchor,range,0.2080,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,sigma_only_x1_anchor,nugget,1.1340,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,sigma_only_x1_anchor,sigmasq,16.2481,1.3837,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,sigma_only_x1_anchor,range,0.2080,1.3837,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,sigma_only_x1_anchor,nugget,1.1340,1.3837,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,range_only_x1_anchor,sigmasq,16.2481,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,range_only_x1_anchor,range,0.2362,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,range_only_x1_anchor,nugget,1.1340,1.7435,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,range_only_x1_anchor,sigmasq,16.2481,1.6413,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,range_only_x1_anchor,range,0.2290,1.6413,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,range_only_x1_anchor,nugget,1.1340,1.6413,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,range_only_x1_anchor,sigmasq,16.2481,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,range_only_x1_anchor,range,0.2225,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,range_only_x1_anchor,nugget,1.1340,1.4821,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,range_only_x1_anchor,sigmasq,16.2481,1.3837,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,range_only_x1_anchor,range,0.2080,1.3837,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,range_only_x1_anchor,nugget,1.1340,1.3837,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,sigma_only_x1_anchor,sigmasq,16.8611,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,sigma_only_x1_anchor,range,0.1904,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,sigma_only_x1_anchor,nugget,1.1273,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,sigma_only_x1_anchor,sigmasq,16.4064,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,sigma_only_x1_anchor,range,0.1904,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,sigma_only_x1_anchor,nugget,1.1273,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,sigma_only_x1_anchor,sigmasq,16.2229,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,sigma_only_x1_anchor,range,0.1904,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,sigma_only_x1_anchor,nugget,1.1273,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,sigma_only_x1_anchor,sigmasq,16.7111,1.4231,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,sigma_only_x1_anchor,range,0.1904,1.4231,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,sigma_only_x1_anchor,nugget,1.1273,1.4231,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,range_only_x1_anchor,sigmasq,16.7111,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,range_only_x1_anchor,range,0.2009,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,range_only_x1_anchor,nugget,1.1273,1.7889,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,range_only_x1_anchor,sigmasq,16.7111,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,range_only_x1_anchor,range,0.1966,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,range_only_x1_anchor,nugget,1.1273,1.6994,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,range_only_x1_anchor,sigmasq,16.7111,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,range_only_x1_anchor,range,0.1985,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,range_only_x1_anchor,nugget,1.1273,1.5332,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,range_only_x1_anchor,sigmasq,16.7111,1.4231,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,range_only_x1_anchor,range,0.1904,1.4231,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,range_only_x1_anchor,nugget,1.1273,1.4231,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,sigma_only_x1_anchor,sigmasq,15.1126,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,sigma_only_x1_anchor,range,0.1684,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,sigma_only_x1_anchor,nugget,1.1542,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,sigma_only_x1_anchor,sigmasq,13.8437,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,sigma_only_x1_anchor,range,0.1684,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,sigma_only_x1_anchor,nugget,1.1542,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,sigma_only_x1_anchor,sigmasq,14.1523,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,sigma_only_x1_anchor,range,0.1684,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,sigma_only_x1_anchor,nugget,1.1542,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,sigma_only_x1_anchor,sigmasq,14.9336,1.4222,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,sigma_only_x1_anchor,range,0.1684,1.4222,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,sigma_only_x1_anchor,nugget,1.1542,1.4222,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,range_only_x1_anchor,sigmasq,14.9336,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,range_only_x1_anchor,range,0.1909,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,range_only_x1_anchor,nugget,1.1542,1.7622,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,range_only_x1_anchor,sigmasq,14.9336,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,range_only_x1_anchor,range,0.1936,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,range_only_x1_anchor,nugget,1.1542,1.6595,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,range_only_x1_anchor,sigmasq,14.9336,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,range_only_x1_anchor,range,0.1807,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,range_only_x1_anchor,nugget,1.1542,1.5189,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,range_only_x1_anchor,sigmasq,14.9336,1.4222,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,range_only_x1_anchor,range,0.1684,1.4222,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,range_only_x1_anchor,nugget,1.1542,1.4222,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,sigma_only_x1_anchor,sigmasq,13.0307,1.7021,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,sigma_only_x1_anchor,range,0.1523,1.7021,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,sigma_only_x1_anchor,nugget,0.9321,1.7021,2266,2264
