date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,parameter,estimate,loss,n_grid,n_valid
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,sigmasq,14.4821,1.7961,300,300
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,range,0.4934,1.7961,300,300
20240706,0,2024_07_y24m07day06_hm00:53,8,x8,nugget_free,0.5000,nugget,1.7293,1.7961,300,300
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,sigmasq,13.3219,1.6677,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,range,0.6262,1.6677,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,4,x4,nugget_free,0.5000,nugget,3.9972,1.6677,1160,1160
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,sigmasq,12.5914,1.5100,4560,4532
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,range,0.6085,1.5100,4560,4532
20240706,0,2024_07_y24m07day06_hm00:53,2,x2,nugget_free,0.5000,nugget,3.8340,1.5100,4560,4532
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,sigmasq,14.0333,1.3364,18126,18069
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,range,0.3457,1.3364,18126,18069
20240706,0,2024_07_y24m07day06_hm00:53,1,x1,nugget_free,0.5000,nugget,2.1769,1.3364,18126,18069
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,sigmasq,14.5785,1.8657,300,292
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,range,0.5209,1.8657,300,292
20240706,1,2024_07_y24m07day06_hm01:53,8,x8,nugget_free,0.5000,nugget,3.6822,1.8657,300,292
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,sigmasq,15.4742,1.7255,1160,1128
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,range,0.7900,1.7255,1160,1128
20240706,1,2024_07_y24m07day06_hm01:53,4,x4,nugget_free,0.5000,nugget,5.1089,1.7255,1160,1128
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,sigmasq,14.3985,1.5371,4560,4391
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,range,0.4990,1.5371,4560,4391
20240706,1,2024_07_y24m07day06_hm01:53,2,x2,nugget_free,0.5000,nugget,3.4252,1.5371,4560,4391
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,sigmasq,15.8537,1.4021,18126,17517
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,range,0.3361,1.4021,18126,17517
20240706,1,2024_07_y24m07day06_hm01:53,1,x1,nugget_free,0.5000,nugget,2.4993,1.4021,18126,17517
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,sigmasq,16.1218,1.9341,300,280
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,range,0.5008,1.9341,300,280
20240706,2,2024_07_y24m07day06_hm02:53,8,x8,nugget_free,0.5000,nugget,4.3090,1.9341,300,280
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,sigmasq,15.0052,1.7557,1160,1066
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,range,0.6866,1.7557,1160,1066
20240706,2,2024_07_y24m07day06_hm02:53,4,x4,nugget_free,0.5000,nugget,5.3890,1.7557,1160,1066
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,sigmasq,15.6565,1.6080,4560,4165
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,range,0.4194,1.6080,4560,4165
20240706,2,2024_07_y24m07day06_hm02:53,2,x2,nugget_free,0.5000,nugget,3.6658,1.6080,4560,4165
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,sigmasq,17.0184,1.4955,18126,16585
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,range,0.3170,1.4955,18126,16585
20240706,2,2024_07_y24m07day06_hm02:53,1,x1,nugget_free,0.5000,nugget,3.1121,1.4955,18126,16585
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,sigmasq,15.2198,1.9480,300,277
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,range,0.6925,1.9480,300,277
20240706,3,2024_07_y24m07day06_hm03:53,8,x8,nugget_free,0.5000,nugget,6.4905,1.9480,300,277
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,sigmasq,14.8763,1.8031,1160,1060
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,range,0.8000,1.8031,1160,1060
20240706,3,2024_07_y24m07day06_hm03:53,4,x4,nugget_free,0.5000,nugget,6.8501,1.8031,1160,1060
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,sigmasq,17.1994,1.6142,4560,4168
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,range,0.4528,1.6142,4560,4168
20240706,3,2024_07_y24m07day06_hm03:53,2,x2,nugget_free,0.5000,nugget,3.6359,1.6142,4560,4168
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,sigmasq,18.3773,1.3764,18126,16582
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,range,0.2801,1.3764,18126,16582
20240706,3,2024_07_y24m07day06_hm03:53,1,x1,nugget_free,0.5000,nugget,1.3317,1.3764,18126,16582
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,sigmasq,18.6386,1.9760,300,277
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,range,0.5087,1.9760,300,277
20240706,4,2024_07_y24m07day06_hm04:48,8,x8,nugget_free,0.5000,nugget,3.8529,1.9760,300,277
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,sigmasq,15.8761,1.7537,1160,1065
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,range,0.7448,1.7537,1160,1065
20240706,4,2024_07_y24m07day06_hm04:48,4,x4,nugget_free,0.5000,nugget,5.3228,1.7537,1160,1065
