smooth,resolution_stride,resolution_label,k_bin,k_mid,effective_k_max,data_spectrum,theory_spectrum_scaled,n_hours
0.5,1,x8,16,,,,,0
0.5,1,x8,17,,,,,0
0.5,1,x8,18,,,,,0
0.5,1,x8,19,,,,,0
0.5,1,x8,20,,,,,0
0.5,1,x8,21,,,,,0
0.5,1,x8,22,,,,,0
0.5,1,x8,23,,,,,0
0.5,1,x8,24,,,,,0
0.5,1,x8,25,,,,,0
0.5,1,x8,26,,,,,0
0.5,1,x8,27,,,,,0
0.5,1,x8,28,,,,,0
0.5,1,x8,29,,,,,0
0.5,1,x8,30,,,,,0
0.5,1,x8,31,,,,,0
0.5,1,x8,32,,,,,0
0.5,1,x8,33,,,,,0
0.5,1,x8,34,,,,,0
0.5,1,x8,35,,,,,0
0.5,1,x8,36,,,,,0
0.5,1,x8,37,,,,,0
0.5,1,x8,38,,,,,0
0.5,1,x8,39,,,,,0
0.5,1,x8,40,,,,,0
0.5,1,x8,41,,,,,0
0.5,1,x8,42,,,,,0
0.5,1,x8,43,,,,,0
0.5,1,x8,44,,,,,0
0.5,1,x8,45,,,,,0
0.5,1,x8,46,,,,,0
0.5,1,x8,47,,,,,0
0.5,1,x8,48,,,,,0
0.5,1,x8,49,,,,,0
0.5,1,x8,50,,,,,0
0.5,1,x8,51,,,,,0
0.5,1,x8,52,,,,,0
0.5,1,x8,53,,,,,0
0.5,1,x8,54,,,,,0
0.5,1,x8,55,,,,,0
0.5,1,x8,56,,,,,0
0.5,1,x8,57,,,,,0
0.5,1,x8,58,,,,,0
0.5,1,x8,59,,,,,0
0.5,1,x8,60,,,,,0
0.5,1,x8,61,,,,,0
0.5,1,x8,62,,,,,0
0.5,1,x8,63,,,,,0
0.5,1,x8,64,,,,,0
0.5,1,x8,65,,,,,0
0.5,1,x8,66,,,,,0
0.5,1,x8,67,,,,,0
0.5,1,x8,68,,,,,0
0.5,1,x8,69,,,,,0
0.5,1,x4,0,,,,,0
0.5,1,x4,1,,,,,0
0.5,1,x4,2,,,,,0
0.5,1,x4,3,,,,,0
0.5,1,x4,4,,,,,0
0.5,1,x4,5,,,,,0
0.5,1,x4,6,,,,,0
0.5,1,x4,7,,,,,0
0.5,1,x4,8,,,,,0
0.5,1,x4,9,,,,,0
0.5,1,x4,10,,,,,0
0.5,1,x4,11,,,,,0
0.5,1,x4,12,,,,,0
0.5,1,x4,13,,,,,0
0.5,1,x4,14,,,,,0
0.5,1,x4,15,,,,,0
0.5,1,x4,16,,,,,0
0.5,1,x4,17,,,,,0
0.5,1,x4,18,,,,,0
0.5,1,x4,19,,,,,0
0.5,1,x4,20,,,,,0
0.5,1,x4,21,,,,,0
0.5,1,x4,22,,,,,0
0.5,1,x4,23,,,,,0
0.5,1,x4,24,,,,,0
0.5,1,x4,25,,,,,0
0.5,1,x4,26,,,,,0
0.5,1,x4,27,,,,,0
0.5,1,x4,28,,,,,0
0.5,1,x4,29,,,,,0
0.5,1,x4,30,,,,,0
0.5,1,x4,31,,,,,0
0.5,1,x4,32,,,,,0
0.5,1,x4,33,,,,,0
0.5,1,x4,34,,,,,0
0.5,1,x4,35,,,,,0
0.5,1,x4,36,,,,,0
0.5,1,x4,37,,,,,0
0.5,1,x4,38,,,,,0
0.5,1,x4,39,,,,,0
0.5,1,x4,40,,,,,0
0.5,1,x4,41,,,,,0
0.5,1,x4,42,,,,,0
0.5,1,x4,43,,,,,0
0.5,1,x4,44,,,,,0
0.5,1,x4,45,,,,,0
0.5,1,x4,46,,,,,0
0.5,1,x4,47,,,,,0
0.5,1,x4,48,,,,,0
0.5,1,x4,49,,,,,0
0.5,1,x4,50,,,,,0
0.5,1,x4,51,,,,,0
0.5,1,x4,52,,,,,0
0.5,1,x4,53,,,,,0
0.5,1,x4,54,,,,,0
0.5,1,x4,55,,,,,0
0.5,1,x4,56,,,,,0
0.5,1,x4,57,,,,,0
0.5,1,x4,58,,,,,0
0.5,1,x4,59,,,,,0
0.5,1,x4,60,,,,,0
0.5,1,x4,61,,,,,0
0.5,1,x4,62,,,,,0
0.5,1,x4,63,,,,,0
0.5,1,x4,64,,,,,0
0.5,1,x4,65,,,,,0
0.5,1,x4,66,,,,,0
0.5,1,x4,67,,,,,0
0.5,1,x4,68,,,,,0
0.5,1,x4,69,,,,,0
0.5,1,x2,0,,,,,0
0.5,1,x2,1,,,,,0
0.5,1,x2,2,,,,,0
0.5,1,x2,3,,,,,0
0.5,1,x2,4,,,,,0
0.5,1,x2,5,,,,,0
0.5,1,x2,6,,,,,0
0.5,1,x2,7,,,,,0
0.5,1,x2,8,,,,,0
0.5,1,x2,9,,,,,0
0.5,1,x2,10,,,,,0
0.5,1,x2,11,,,,,0
0.5,1,x2,12,,,,,0
0.5,1,x2,13,,,,,0
0.5,1,x2,14,,,,,0
0.5,1,x2,15,,,,,0
0.5,1,x2,16,,,,,0
0.5,1,x2,17,,,,,0
0.5,1,x2,18,,,,,0
0.5,1,x2,19,,,,,0
0.5,1,x2,20,,,,,0
0.5,1,x2,21,,,,,0
0.5,1,x2,22,,,,,0
0.5,1,x2,23,,,,,0
0.5,1,x2,24,,,,,0
0.5,1,x2,25,,,,,0
0.5,1,x2,26,,,,,0
0.5,1,x2,27,,,,,0
0.5,1,x2,28,,,,,0
0.5,1,x2,29,,,,,0
0.5,1,x2,30,,,,,0
0.5,1,x2,31,,,,,0
0.5,1,x2,32,,,,,0
0.5,1,x2,33,,,,,0
0.5,1,x2,34,,,,,0
0.5,1,x2,35,,,,,0
0.5,1,x2,36,,,,,0
0.5,1,x2,37,,,,,0
0.5,1,x2,38,,,,,0
0.5,1,x2,39,,,,,0
0.5,1,x2,40,,,,,0
0.5,1,x2,41,,,,,0
0.5,1,x2,42,,,,,0
0.5,1,x2,43,,,,,0
0.5,1,x2,44,,,,,0
0.5,1,x2,45,,,,,0
0.5,1,x2,46,,,,,0
0.5,1,x2,47,,,,,0
0.5,1,x2,48,,,,,0
0.5,1,x2,49,,,,,0
0.5,1,x2,50,,,,,0
0.5,1,x2,51,,,,,0
0.5,1,x2,52,,,,,0
0.5,1,x2,53,,,,,0
0.5,1,x2,54,,,,,0
0.5,1,x2,55,,,,,0
0.5,1,x2,56,,,,,0
0.5,1,x2,57,,,,,0
0.5,1,x2,58,,,,,0
0.5,1,x2,59,,,,,0
0.5,1,x2,60,,,,,0
0.5,1,x2,61,,,,,0
0.5,1,x2,62,,,,,0
0.5,1,x2,63,,,,,0
0.5,1,x2,64,,,,,0
0.5,1,x2,65,,,,,0
0.5,1,x2,66,,,,,0
0.5,1,x2,67,,,,,0
0.5,1,x2,68,,,,,0
0.5,1,x2,69,,,,,0
0.5,1,x1,0,0.09118009138166257,12.674032702051097,2469.0686723390672,849.3450665035283,8
0.5,1,x1,1,0.2735402741449877,12.674032702051097,4241.521173990417,791.7597833469015,8
0.5,1,x1,2,0.4559004569083128,12.674032702051097,1058.216751725186,695.5094921326066,8
0.5,1,x1,3,0.6382606396716379,12.674032702051097,336.89650372787946,580.5449173700238,8
0.5,1,x1,4,0.8206208224349631,12.674032702051097,249.72597508933413,475.7569470497176,8
0.5,1,x1,5,1.0029810051982881,12.674032702051097,203.8438556838413,388.2398057808685,8
0.5,1,x1,6,1.1853411879616134,12.674032702051097,132.93446580573706,311.2575273774202,8
0.5,1,x1,7,1.3677013707249386,12.674032702051097,88.61714232321637,248.94835363523453,8
0.5,1,x1,8,1.5500615534882636,12.674032702051097,76.8035313793274,199.19277959415302,8
0.5,1,x1,9,1.7324217362515888,12.674032702051097,59.75202309334185,162.78350446475923,8
0.5,1,x1,10,1.9147819190149138,12.674032702051097,55.39885908767174,133.2481197518141,8
0.5,1,x1,11,2.097142101778239,12.674032702051097,41.84360482902159,110.41374186268635,8
0.5,1,x1,12,2.2795022845415644,12.674032702051097,37.60367437968743,92.11356756067174,8
0.5,1,x1,13,2.461862467304889,12.674032702051097,31.837848380699462,76.90253686470338,8
0.5,1,x1,14,2.6442226500682144,12.674032702051097,28.154231417142572,64.54452532431175,8
0.5,1,x1,15,2.82658283283154,12.674032702051097,22.50201195239148,54.4758034066765,8
0.5,1,x1,16,3.0089430155948644,12.674032702051097,18.31546011926254,46.54662434230187,8
0.5,1,x1,17,3.19130319835819,12.674032702051097,16.806048783530944,40.12140182581708,8
0.5,1,x1,18,3.3736633811215153,12.674032702051097,16.68827209943272,34.658778495570836,8
0.5,1,x1,19,3.55602356388484,12.674032702051097,13.975752346413,30.16203178124166,8
0.5,1,x1,20,3.7383837466481653,12.674032702051097,13.661868582272145,26.427990771440292,8
0.5,1,x1,21,3.9207439294114903,12.674032702051097,11.439680663898772,23.314350297446357,8
0.5,1,x1,22,4.103104112174815,12.674032702051097,11.408835135421933,20.635379707349195,8
0.5,1,x1,23,4.285464294938141,12.674032702051097,10.811610663578081,18.333456378899847,8
0.5,1,x1,24,4.467824477701466,12.674032702051097,9.991750476483954,16.325288310974212,8
0.5,1,x1,25,4.650184660464791,12.674032702051097,8.906325022882644,14.556631944929,8
0.5,1,x1,26,4.832544843228116,12.674032702051097,8.572080948010967,13.089061310751084,8
0.5,1,x1,27,5.014905025991441,12.674032702051097,7.753051836769438,11.793853383796332,8
0.5,1,x1,28,5.197265208754766,12.674032702051097,7.140554594890357,10.6527140770062,8
0.5,1,x1,29,5.379625391518092,12.674032702051097,6.609129585742817,9.668599940728038,8
0.5,1,x1,30,5.561985574281417,12.674032702051097,6.4181473800154905,8.776263023839302,8
0.5,1,x1,31,5.744345757044742,12.674032702051097,6.19572093543405,8.001001676813727,8
0.5,1,x1,32,5.926705939808067,12.674032702051097,5.683049674769851,7.3215251303603015,8
0.5,1,x1,33,6.109066122571392,12.674032702051097,5.5024134488738525,6.717303679885462,8
0.5,1,x1,34,6.291426305334717,12.674032702051097,5.643061594019404,6.189804026780109,8
0.5,1,x1,35,6.4737864880980425,12.674032702051097,4.976285913148601,5.707637180069597,8
0.5,1,x1,36,6.656146670861368,12.674032702051097,5.171773818230678,5.261475031254582,8
0.5,1,x1,37,6.8385068536246925,12.674032702051097,4.787755596665502,4.857670432680288,8
0.5,1,x1,38,7.020867036388018,12.674032702051097,4.810594417111862,4.501833479341389,8
0.5,1,x1,39,7.2032272191513425,12.674032702051097,4.499681341886021,4.179805295098772,8
0.5,1,x1,40,7.385587401914668,12.674032702051097,4.102132778386105,3.8885108557444443,8
0.5,1,x1,41,7.567947584677993,12.674032702051097,4.109116052728837,3.6232093462442023,8
0.5,1,x1,42,7.750307767441319,12.674032702051097,4.416557015519536,3.3768713751777693,8
0.5,1,x1,43,7.932667950204642,12.674032702051097,4.270974260244636,3.159275777122217,8
0.5,1,x1,44,8.115028132967968,12.674032702051097,4.024669111837422,2.9543707788473212,8
0.5,1,x1,45,8.297388315731293,12.674032702051097,3.774595817733969,2.767352337370565,8
0.5,1,x1,46,8.479748498494619,12.674032702051097,3.584576942471048,2.6028561535638137,8
0.5,1,x1,47,8.662108681257944,12.674032702051097,3.4407649230859345,2.4447767865721635,8
0.5,1,x1,48,8.84446886402127,12.674032702051097,3.2322612108040345,2.2972281001867243,8
0.5,1,x1,49,9.026829046784595,12.674032702051097,3.178593261079759,2.1631089374719905,8
0.5,1,x1,50,9.209189229547919,12.674032702051097,3.193593576037565,2.0398636722049086,8
0.5,1,x1,51,9.391549412311244,12.674032702051097,3.1390978789583097,1.9231651974686945,8
0.5,1,x1,52,9.57390959507457,12.674032702051097,3.0046245296264487,1.8152861441691854,8
0.5,1,x1,53,9.756269777837895,12.674032702051097,2.976790489916182,1.7183655761108185,8
0.5,1,x1,54,9.93862996060122,12.674032702051097,2.83877152657897,1.6258801870943884,8
0.5,1,x1,55,10.120990143364544,12.674032702051097,2.765754669291123,1.541578008938051,8
0.5,1,x1,56,10.30335032612787,12.674032702051097,2.590560138615411,1.4630188506597512,8
0.5,1,x1,57,10.485710508891195,12.674032702051097,2.7561985427814313,1.3894890891198977,8
0.5,1,x1,58,10.66807069165452,12.674032702051097,2.645766002395121,1.3224923720719544,8
0.5,1,x1,59,10.850430874417846,12.674032702051097,2.633498453978126,1.2580446506941947,8
0.5,1,x1,60,11.032791057181171,12.674032702051097,2.8120969365337,1.1967412784747156,8
0.5,1,x1,61,11.215151239944497,12.674032702051097,2.88690689519566,1.1396152115593032,8
0.5,1,x1,62,11.39751142270782,12.674032702051097,2.8602838061073506,1.0863555551059934,8
0.5,1,x1,63,11.579871605471146,12.674032702051097,2.511419666416191,1.0368881447390286,8
0.5,1,x1,64,11.762231788234471,12.674032702051097,2.4112457492980894,0.9897555375607152,8
0.5,1,x1,65,11.944591970997797,12.674032702051097,2.4877323962923072,0.9454300394422053,8
0.5,1,x1,66,12.12695215376112,12.674032702051097,2.484588163954238,0.9051817985316466,8
0.5,1,x1,67,12.309312336524446,12.674032702051097,2.31057610137054,0.8650431169830749,8
0.5,1,x1,68,12.491672519287771,12.674032702051097,2.712028935900042,0.8267701702243081,8
0.5,1,x1,69,12.674032702051097,12.674032702051097,2.4589795051132635,0.7935312160488914,8
0.5,2,x8,0,,,,,0
0.5,2,x8,1,,,,,0
0.5,2,x8,2,,,,,0
0.5,2,x8,3,,,,,0
0.5,2,x8,4,,,,,0
0.5,2,x8,5,,,,,0
0.5,2,x8,6,,,,,0
0.5,2,x8,7,,,,,0
0.5,2,x8,8,,,,,0
0.5,2,x8,9,,,,,0
0.5,2,x8,10,,,,,0
0.5,2,x8,11,,,,,0
0.5,2,x8,12,,,,,0
0.5,2,x8,13,,,,,0
0.5,2,x8,14,,,,,0
0.5,2,x8,15,,,,,0
0.5,2,x8,16,,,,,0
0.5,2,x8,17,,,,,0
0.5,2,x8,18,,,,,0
0.5,2,x8,19,,,,,0
0.5,2,x8,20,,,,,0
0.5,2,x8,21,,,,,0
0.5,2,x8,22,,,,,0
0.5,2,x8,23,,,,,0
0.5,2,x8,24,,,,,0
0.5,2,x8,25,,,,,0
0.5,2,x8,26,,,,,0
0.5,2,x8,27,,,,,0
0.5,2,x8,28,,,,,0
0.5,2,x8,29,,,,,0
0.5,2,x8,30,,,,,0
0.5,2,x8,31,,,,,0
0.5,2,x8,32,,,,,0
0.5,2,x8,33,,,,,0
0.5,2,x8,34,,,,,0
0.5,2,x8,35,,,,,0
0.5,2,x8,36,,,,,0
0.5,2,x8,37,,,,,0
0.5,2,x8,38,,,,,0
0.5,2,x8,39,,,,,0
0.5,2,x8,40,,,,,0
0.5,2,x8,41,,,,,0
0.5,2,x8,42,,,,,0
0.5,2,x8,43,,,,,0
0.5,2,x8,44,,,,,0
0.5,2,x8,45,,,,,0
0.5,2,x8,46,,,,,0
0.5,2,x8,47,,,,,0
0.5,2,x8,48,,,,,0
0.5,2,x8,49,,,,,0
0.5,2,x8,50,,,,,0
0.5,2,x8,51,,,,,0
0.5,2,x8,52,,,,,0
0.5,2,x8,53,,,,,0
0.5,2,x8,54,,,,,0
0.5,2,x8,55,,,,,0
0.5,2,x8,56,,,,,0
0.5,2,x8,57,,,,,0
0.5,2,x8,58,,,,,0
0.5,2,x8,59,,,,,0
0.5,2,x8,60,,,,,0
0.5,2,x8,61,,,,,0
0.5,2,x8,62,,,,,0
0.5,2,x8,63,,,,,0
0.5,2,x8,64,,,,,0
0.5,2,x8,65,,,,,0
0.5,2,x8,66,,,,,0
0.5,2,x8,67,,,,,0
0.5,2,x8,68,,,,,0
0.5,2,x8,69,,,,,0
0.5,2,x4,0,,,,,0
0.5,2,x4,1,,,,,0
0.5,2,x4,2,,,,,0
0.5,2,x4,3,,,,,0
0.5,2,x4,4,,,,,0
0.5,2,x4,5,,,,,0
0.5,2,x4,6,,,,,0
0.5,2,x4,7,,,,,0
0.5,2,x4,8,,,,,0
0.5,2,x4,9,,,,,0
0.5,2,x4,10,,,,,0
0.5,2,x4,11,,,,,0
0.5,2,x4,12,,,,,0
0.5,2,x4,13,,,,,0
0.5,2,x4,14,,,,,0
0.5,2,x4,15,,,,,0
0.5,2,x4,16,,,,,0
0.5,2,x4,17,,,,,0
0.5,2,x4,18,,,,,0
0.5,2,x4,19,,,,,0
0.5,2,x4,20,,,,,0
0.5,2,x4,21,,,,,0
0.5,2,x4,22,,,,,0
0.5,2,x4,23,,,,,0
0.5,2,x4,24,,,,,0
0.5,2,x4,25,,,,,0
0.5,2,x4,26,,,,,0
0.5,2,x4,27,,,,,0
0.5,2,x4,28,,,,,0
0.5,2,x4,29,,,,,0
0.5,2,x4,30,,,,,0
0.5,2,x4,31,,,,,0
0.5,2,x4,32,,,,,0
0.5,2,x4,33,,,,,0
0.5,2,x4,34,,,,,0
0.5,2,x4,35,,,,,0
0.5,2,x4,36,,,,,0
0.5,2,x4,37,,,,,0
0.5,2,x4,38,,,,,0
0.5,2,x4,39,,,,,0
0.5,2,x4,40,,,,,0
0.5,2,x4,41,,,,,0
0.5,2,x4,42,,,,,0
0.5,2,x4,43,,,,,0
0.5,2,x4,44,,,,,0
0.5,2,x4,45,,,,,0
0.5,2,x4,46,,,,,0
0.5,2,x4,47,,,,,0
0.5,2,x4,48,,,,,0
0.5,2,x4,49,,,,,0
0.5,2,x4,50,,,,,0
0.5,2,x4,51,,,,,0
0.5,2,x4,52,,,,,0
0.5,2,x4,53,,,,,0
0.5,2,x4,54,,,,,0
0.5,2,x4,55,,,,,0
0.5,2,x4,56,,,,,0
0.5,2,x4,57,,,,,0
0.5,2,x4,58,,,,,0
0.5,2,x4,59,,,,,0
0.5,2,x4,60,,,,,0
0.5,2,x4,61,,,,,0
0.5,2,x4,62,,,,,0
0.5,2,x4,63,,,,,0
0.5,2,x4,64,,,,,0
0.5,2,x4,65,,,,,0
0.5,2,x4,66,,,,,0
0.5,2,x4,67,,,,,0
0.5,2,x4,68,,,,,0
0.5,2,x4,69,,,,,0
0.5,2,x2,0,0.09118009138166257,6.337016351025548,662.3710943475584,391.1161141070713,8
0.5,2,x2,1,0.2735402741449877,6.337016351025548,1073.8081374069816,351.3978512816332,8
0.5,2,x2,2,0.4559004569083128,6.337016351025548,274.8410874306553,290.02782648438506,8
0.5,2,x2,3,0.6382606396716379,6.337016351025548,89.8815807231864,224.73833227253823,8
0.5,2,x2,4,0.8206208224349631,6.337016351025548,65.62033848220858,171.75210931668278,8
0.5,2,x2,5,1.0029810051982881,6.337016351025548,53.66809682408433,132.13761649036488,8
0.5,2,x2,6,1.1853411879616134,6.337016351025548,37.91265074585561,100.32927414315812,8
0.5,2,x2,7,1.3677013707249386,6.337016351025548,26.21587276185474,76.65071949694182,8
0.5,2,x2,8,1.5500615534882636,6.337016351025548,22.14971738044413,58.98944338875198,8
0.5,2,x2,9,1.7324217362515888,6.337016351025548,17.81835526374678,46.78902579910212,8
0.5,2,x2,10,1.9147819190149138,6.337016351025548,16.922059603982103,37.33035556542985,8
0.5,2,x2,11,2.097142101778239,6.337016351025548,13.920702976551986,30.29050618124164,8
0.5,2,x2,12,2.2795022845415644,6.337016351025548,12.368157613963346,24.825831671926196,8
0.5,2,x2,13,2.461862467304889,6.337016351025548,10.157979824347107,20.406310517085146,8
0.5,2,x2,14,2.6442226500682144,6.337016351025548,9.495043439226205,16.900412616006363,8
0.5,2,x2,15,2.82658283283154,6.337016351025548,8.333573371900336,14.101446644427176,8
0.5,2,x2,16,3.0089430155948644,6.337016351025548,7.474397994177583,11.935042452088801,8
0.5,2,x2,17,3.19130319835819,6.337016351025548,7.221888617517637,10.204869252392252,8
0.5,2,x2,18,3.3736633811215153,6.337016351025548,7.466361025653478,8.75227033155964,8
0.5,2,x2,19,3.55602356388484,6.337016351025548,6.504252559278684,7.569624185424748,8
0.5,2,x2,20,3.7383837466481653,6.337016351025548,6.143287178302133,6.5969515758375605,8
0.5,2,x2,21,3.9207439294114903,6.337016351025548,5.6183675969669835,5.792569976706818,8
0.5,2,x2,22,4.103104112174815,6.337016351025548,6.1859360261177105,5.105546851603381,8
0.5,2,x2,23,4.285464294938141,6.337016351025548,6.5114950047138995,4.519048305940408,8
0.5,2,x2,24,4.467824477701466,6.337016351025548,6.019593269037142,4.010419947349528,8
0.5,2,x2,25,4.650184660464791,6.337016351025548,5.910070127956981,3.5648492596000008,8
0.5,2,x2,26,4.832544843228116,6.337016351025548,5.73572549041007,3.1968905066098454,8
0.5,2,x2,27,5.014905025991441,6.337016351025548,5.880617782611862,2.8735381027584506,8
0.5,2,x2,28,5.197265208754766,6.337016351025548,5.702139602706371,2.589733641310914,8
0.5,2,x2,29,5.379625391518092,6.337016351025548,6.071855698301921,2.345840708607047,8
0.5,2,x2,30,5.561985574281417,6.337016351025548,6.146839616510817,2.125393261290654,8
0.5,2,x2,31,5.744345757044742,6.337016351025548,6.38839052796724,1.934424275175926,8
0.5,2,x2,32,5.926705939808067,6.337016351025548,6.723555033466752,1.7674908777807576,8
0.5,2,x2,33,6.109066122571392,6.337016351025548,7.199053081003803,1.6193989285368917,8
0.5,2,x2,34,6.291426305334717,6.337016351025548,7.187921751735084,1.4903898661487969,8
0.5,2,x2,35,6.4737864880980425,6.337016351025548,7.1531502839560455,1.3727022949759489,8
0.5,2,x2,36,6.656146670861368,6.337016351025548,8.036408281822332,1.2640062054625214,8
0.5,2,x2,37,6.8385068536246925,6.337016351025548,9.31841679389687,1.1658030430130963,8
0.5,2,x2,38,7.020867036388018,6.337016351025548,11.048808579365964,1.0794049727615063,8
0.5,2,x2,39,7.2032272191513425,6.337016351025548,10.528643178518216,1.0013324827303223,8
0.5,2,x2,40,7.385587401914668,6.337016351025548,11.502984897189963,0.9308073925515004,8
0.5,2,x2,41,7.567947584677993,6.337016351025548,23.346709479072263,0.8666581164353565,8
0.5,2,x2,42,7.750307767441319,6.337016351025548,47.69900996619971,0.8071653067155149,8
0.5,2,x2,43,7.932667950204642,6.337016351025548,24.935949330583174,0.7546727398375743,8
0.5,2,x2,44,8.115028132967968,6.337016351025548,6.695137839320981,0.7052933027767458,8
0.5,2,x2,45,8.297388315731293,6.337016351025548,6.292328954317877,0.6602682960641564,8
0.5,2,x2,46,8.479748498494619,6.337016351025548,5.628041795030642,0.6207013708842908,8
0.5,2,x2,47,8.662108681257944,6.337016351025548,5.493242108772482,0.5827103397800641,8
0.5,2,x2,48,8.84446886402127,6.337016351025548,6.1747573778822735,0.5472788124159618,8
0.5,2,x2,49,9.026829046784595,6.337016351025548,6.391032112429149,0.5150971581018711,8
0.5,2,x2,50,9.209189229547919,6.337016351025548,6.975325632760779,0.485545905015179,8
0.5,2,x2,51,9.391549412311244,6.337016351025548,7.3961743166923295,0.45758367264505156,8
0.5,2,x2,52,9.57390959507457,6.337016351025548,7.946062660690426,0.43175134064868514,8
0.5,2,x2,53,9.756269777837895,6.337016351025548,8.131485233107263,0.4085573015894631,8
0.5,2,x2,54,9.93862996060122,6.337016351025548,9.822580814572335,0.3864372465983191,8
0.5,2,x2,55,10.120990143364544,6.337016351025548,10.033199212744718,0.3662853042517313,8
0.5,2,x2,56,10.30335032612787,6.337016351025548,11.302688373271174,0.34751580501007007,8
0.5,2,x2,57,10.485710508891195,6.337016351025548,12.11692236990411,0.3299564056400726,8
0.5,2,x2,58,10.66807069165452,6.337016351025548,11.241790888485987,0.31396438234602836,8
0.5,2,x2,59,10.850430874417846,6.337016351025548,16.589439662865647,0.29858749180542365,8
0.5,2,x2,60,11.032791057181171,6.337016351025548,31.33124004901777,0.28396694963865465,8
0.5,2,x2,61,11.215151239944497,6.337016351025548,57.37787666560143,0.27034817720404974,8
0.5,2,x2,62,11.39751142270782,6.337016351025548,40.59895846438303,0.25765600858368826,8
0.5,2,x2,63,11.579871605471146,6.337016351025548,9.10961238038637,0.24587182555066167,8
0.5,2,x2,64,11.762231788234471,6.337016351025548,11.342181465861497,0.2346477058475146,8
0.5,2,x2,65,11.944591970997797,6.337016351025548,11.091049753873769,0.22409555488724217,8
0.5,2,x2,66,12.12695215376112,6.337016351025548,12.909459650581882,0.21451701388904815,8
0.5,2,x2,67,12.309312336524446,6.337016351025548,17.042545157201694,0.20496746890109757,8
0.5,2,x2,68,12.491672519287771,6.337016351025548,19.57414457815652,0.19586444360140023,8
0.5,2,x2,69,12.674032702051097,6.337016351025548,23.63044376798626,0.18796092490113692,8
0.5,2,x1,0,,,,,0
0.5,2,x1,1,,,,,0
0.5,2,x1,2,,,,,0
0.5,2,x1,3,,,,,0
0.5,2,x1,4,,,,,0
0.5,2,x1,5,,,,,0
0.5,2,x1,6,,,,,0
0.5,2,x1,7,,,,,0
0.5,2,x1,8,,,,,0
0.5,2,x1,9,,,,,0
0.5,2,x1,10,,,,,0
0.5,2,x1,11,,,,,0
0.5,2,x1,12,,,,,0
0.5,2,x1,13,,,,,0
0.5,2,x1,14,,,,,0
0.5,2,x1,15,,,,,0
0.5,2,x1,16,,,,,0
0.5,2,x1,17,,,,,0
0.5,2,x1,18,,,,,0
0.5,2,x1,19,,,,,0
0.5,2,x1,20,,,,,0
0.5,2,x1,21,,,,,0
0.5,2,x1,22,,,,,0
0.5,2,x1,23,,,,,0
0.5,2,x1,24,,,,,0
0.5,2,x1,25,,,,,0
0.5,2,x1,26,,,,,0
0.5,2,x1,27,,,,,0
0.5,2,x1,28,,,,,0
0.5,2,x1,29,,,,,0
0.5,2,x1,30,,,,,0
0.5,2,x1,31,,,,,0
0.5,2,x1,32,,,,,0
0.5,2,x1,33,,,,,0
0.5,2,x1,34,,,,,0
0.5,2,x1,35,,,,,0
0.5,2,x1,36,,,,,0
0.5,2,x1,37,,,,,0
0.5,2,x1,38,,,,,0
0.5,2,x1,39,,,,,0
0.5,2,x1,40,,,,,0
0.5,2,x1,41,,,,,0
0.5,2,x1,42,,,,,0
0.5,2,x1,43,,,,,0
0.5,2,x1,44,,,,,0
0.5,2,x1,45,,,,,0
0.5,2,x1,46,,,,,0
0.5,2,x1,47,,,,,0
0.5,2,x1,48,,,,,0
0.5,2,x1,49,,,,,0
0.5,2,x1,50,,,,,0
0.5,2,x1,51,,,,,0
0.5,2,x1,52,,,,,0
0.5,2,x1,53,,,,,0
0.5,2,x1,54,,,,,0
0.5,2,x1,55,,,,,0
0.5,2,x1,56,,,,,0
0.5,2,x1,57,,,,,0
0.5,2,x1,58,,,,,0
0.5,2,x1,59,,,,,0
0.5,2,x1,60,,,,,0
0.5,2,x1,61,,,,,0
0.5,2,x1,62,,,,,0
0.5,2,x1,63,,,,,0
0.5,2,x1,64,,,,,0
0.5,2,x1,65,,,,,0
0.5,2,x1,66,,,,,0
0.5,2,x1,67,,,,,0
0.5,2,x1,68,,,,,0
0.5,2,x1,69,,,,,0
0.5,4,x8,0,,,,,0
0.5,4,x8,1,,,,,0
0.5,4,x8,2,,,,,0
0.5,4,x8,3,,,,,0
0.5,4,x8,4,,,,,0
0.5,4,x8,5,,,,,0
0.5,4,x8,6,,,,,0
0.5,4,x8,7,,,,,0
0.5,4,x8,8,,,,,0
0.5,4,x8,9,,,,,0
0.5,4,x8,10,,,,,0
0.5,4,x8,11,,,,,0
0.5,4,x8,12,,,,,0
0.5,4,x8,13,,,,,0
0.5,4,x8,14,,,,,0
0.5,4,x8,15,,,,,0
0.5,4,x8,16,,,,,0
0.5,4,x8,17,,,,,0
0.5,4,x8,18,,,,,0
0.5,4,x8,19,,,,,0
0.5,4,x8,20,,,,,0
0.5,4,x8,21,,,,,0
0.5,4,x8,22,,,,,0
0.5,4,x8,23,,,,,0
0.5,4,x8,24,,,,,0
0.5,4,x8,25,,,,,0
0.5,4,x8,26,,,,,0
0.5,4,x8,27,,,,,0
0.5,4,x8,28,,,,,0
0.5,4,x8,29,,,,,0
0.5,4,x8,30,,,,,0
0.5,4,x8,31,,,,,0
0.5,4,x8,32,,,,,0
0.5,4,x8,33,,,,,0
0.5,4,x8,34,,,,,0
0.5,4,x8,35,,,,,0
0.5,4,x8,36,,,,,0
0.5,4,x8,37,,,,,0
