smooth,resolution_stride,resolution_label,k_bin,k_mid,effective_k_max,data_spectrum,theory_spectrum_scaled,n_hours
0.3,2,x1,66,,,,,0
0.3,2,x1,67,,,,,0
0.3,2,x1,68,,,,,0
0.3,2,x1,69,,,,,0
0.3,4,x8,0,,,,,0
0.3,4,x8,1,,,,,0
0.3,4,x8,2,,,,,0
0.3,4,x8,3,,,,,0
0.3,4,x8,4,,,,,0
0.3,4,x8,5,,,,,0
0.3,4,x8,6,,,,,0
0.3,4,x8,7,,,,,0
0.3,4,x8,8,,,,,0
0.3,4,x8,9,,,,,0
0.3,4,x8,10,,,,,0
0.3,4,x8,11,,,,,0
0.3,4,x8,12,,,,,0
0.3,4,x8,13,,,,,0
0.3,4,x8,14,,,,,0
0.3,4,x8,15,,,,,0
0.3,4,x8,16,,,,,0
0.3,4,x8,17,,,,,0
0.3,4,x8,18,,,,,0
0.3,4,x8,19,,,,,0
0.3,4,x8,20,,,,,0
0.3,4,x8,21,,,,,0
0.3,4,x8,22,,,,,0
0.3,4,x8,23,,,,,0
0.3,4,x8,24,,,,,0
0.3,4,x8,25,,,,,0
0.3,4,x8,26,,,,,0
0.3,4,x8,27,,,,,0
0.3,4,x8,28,,,,,0
0.3,4,x8,29,,,,,0
0.3,4,x8,30,,,,,0
0.3,4,x8,31,,,,,0
0.3,4,x8,32,,,,,0
0.3,4,x8,33,,,,,0
0.3,4,x8,34,,,,,0
0.3,4,x8,35,,,,,0
0.3,4,x8,36,,,,,0
0.3,4,x8,37,,,,,0
0.3,4,x8,38,,,,,0
0.3,4,x8,39,,,,,0
0.3,4,x8,40,,,,,0
0.3,4,x8,41,,,,,0
0.3,4,x8,42,,,,,0
0.3,4,x8,43,,,,,0
0.3,4,x8,44,,,,,0
0.3,4,x8,45,,,,,0
0.3,4,x8,46,,,,,0
0.3,4,x8,47,,,,,0
0.3,4,x8,48,,,,,0
0.3,4,x8,49,,,,,0
0.3,4,x8,50,,,,,0
0.3,4,x8,51,,,,,0
0.3,4,x8,52,,,,,0
0.3,4,x8,53,,,,,0
0.3,4,x8,54,,,,,0
0.3,4,x8,55,,,,,0
0.3,4,x8,56,,,,,0
0.3,4,x8,57,,,,,0
0.3,4,x8,58,,,,,0
0.3,4,x8,59,,,,,0
0.3,4,x8,60,,,,,0
0.3,4,x8,61,,,,,0
0.3,4,x8,62,,,,,0
0.3,4,x8,63,,,,,0
0.3,4,x8,64,,,,,0
0.3,4,x8,65,,,,,0
0.3,4,x8,66,,,,,0
0.3,4,x8,67,,,,,0
0.3,4,x8,68,,,,,0
0.3,4,x8,69,,,,,0
0.3,4,x4,0,0.09118009138166257,3.168508175512774,187.97936458555435,497.13801224787505,8
0.3,4,x4,1,0.2735402741449877,3.168508175512774,288.2486296585995,302.7981459980624,8
0.3,4,x4,2,0.4559004569083128,3.168508175512774,71.36154447059181,156.0129928748093,8
0.3,4,x4,3,0.6382606396716379,3.168508175512774,24.801827132780446,83.73752893586963,8
0.3,4,x4,4,0.8206208224349631,3.168508175512774,19.5449353295594,49.9008896865616,8
0.3,4,x4,5,1.0029810051982881,3.168508175512774,17.719939370458324,32.844970709359224,8
0.3,4,x4,6,1.1853411879616134,3.168508175512774,14.655893954933823,22.22537985081662,8
0.3,4,x4,7,1.3677013707249386,3.168508175512774,12.643930793185351,15.724392538734355,8
0.3,4,x4,8,1.5500615534882636,3.168508175512774,11.495430172277096,11.485892837240577,8
0.3,4,x4,9,1.7324217362515888,3.168508175512774,9.319626922938012,8.831102539322574,8
0.3,4,x4,10,1.9147819190149138,3.168508175512774,8.920344094971162,6.904803565688719,8
0.3,4,x4,11,2.097142101778239,3.168508175512774,9.134543929409457,5.538730306715253,8
0.3,4,x4,12,2.2795022845415644,3.168508175512774,8.160891303964394,4.514604785541931,8
0.3,4,x4,13,2.461862467304889,3.168508175512774,8.115382393014615,3.706905685733995,8
0.3,4,x4,14,2.6442226500682144,3.168508175512774,8.272238603423508,3.077499325382029,8
0.3,4,x4,15,2.82658283283154,3.168508175512774,8.657100639384751,2.580835181472381,8
0.3,4,x4,16,3.0089430155948644,3.168508175512774,9.369679276118669,2.1990744862528384,8
0.3,4,x4,17,3.19130319835819,3.168508175512774,8.355771545631175,1.89518428393398,8
0.3,4,x4,18,3.3736633811215153,3.168508175512774,9.59183339578467,1.6402024718364394,8
0.3,4,x4,19,3.55602356388484,3.168508175512774,12.707581097054666,1.4323032392509534,8
0.3,4,x4,20,3.7383837466481653,3.168508175512774,29.634674707669497,1.2607882295849797,8
0.3,4,x4,21,3.9207439294114903,3.168508175512774,24.132141522330436,1.118345389571297,8
0.3,4,x4,22,4.103104112174815,3.168508175512774,20.092969220278874,0.9960486863691472,8
0.3,4,x4,23,4.285464294938141,3.168508175512774,25.696770195178395,0.8910240520997526,8
0.3,4,x4,24,4.467824477701466,3.168508175512774,11.751781609896955,0.7993338541615173,8
0.3,4,x4,25,4.650184660464791,3.168508175512774,10.370851056670695,0.7184281113932408,8
0.3,4,x4,26,4.832544843228116,3.168508175512774,11.066169053016559,0.6511092890919352,8
0.3,4,x4,27,5.014905025991441,3.168508175512774,10.351271197003522,0.5914870141562164,8
0.3,4,x4,28,5.197265208754766,3.168508175512774,11.690528243101767,0.5387425966067354,8
0.3,4,x4,29,5.379625391518092,3.168508175512774,18.533018862267014,0.49304426848176913,8
0.3,4,x4,30,5.561985574281417,3.168508175512774,23.15464825477298,0.4513985615321399,8
0.3,4,x4,31,5.744345757044742,3.168508175512774,23.352395665849574,0.41502105311021276,8
0.3,4,x4,32,5.926705939808067,3.168508175512774,19.065096801396592,0.3829575860136462,8
0.3,4,x4,33,6.109066122571392,3.168508175512774,13.134795069002793,0.35428018918457393,8
0.3,4,x4,34,6.291426305334717,3.168508175512774,12.449069911490348,0.3290969748397769,8
0.3,4,x4,35,6.4737864880980425,3.168508175512774,15.107359270928074,0.3059394171306775,8
0.3,4,x4,36,6.656146670861368,3.168508175512774,23.174675245845407,0.28437756867477787,8
0.3,4,x4,37,6.8385068536246925,3.168508175512774,31.701250153286946,0.2647367559014489,8
0.3,4,x4,38,7.020867036388018,3.168508175512774,28.968465405538375,0.2473175858980394,8
0.3,4,x4,39,7.2032272191513425,3.168508175512774,23.105286812618537,0.23145141837603833,8
0.3,4,x4,40,7.385587401914668,3.168508175512774,15.688404799246424,0.2170078483106724,8
0.3,4,x4,41,7.567947584677993,3.168508175512774,15.130436273421134,0.20376781701776242,8
0.3,4,x4,42,7.750307767441319,3.168508175512774,20.323600560928934,0.1913948501520632,8
0.3,4,x4,43,7.932667950204642,3.168508175512774,14.464042568388562,0.18039505669071904,8
0.3,4,x4,44,8.115028132967968,3.168508175512774,8.936054016576463,0.16997011472553558,8
0.3,4,x4,45,8.297388315731293,3.168508175512774,9.224143987043265,0.16039435266173846,8
0.3,4,x4,46,8.479748498494619,3.168508175512774,9.10632679113732,0.1519189201140937,8
0.3,4,x4,47,8.662108681257944,3.168508175512774,9.665161400834961,0.14372305173623337,8
0.3,4,x4,48,8.84446886402127,3.168508175512774,9.661463657272018,0.13602514965264692,8
0.3,4,x4,49,9.026829046784595,3.168508175512774,10.085083547451083,0.128983454305086,8
0.3,4,x4,50,9.209189229547919,3.168508175512774,10.712370349279873,0.12247260396967106,8
0.3,4,x4,51,9.391549412311244,3.168508175512774,16.444300969200928,0.11626909876053927,8
0.3,4,x4,52,9.57390959507457,3.168508175512774,29.792148568730184,0.1104991644772222,8
0.3,4,x4,53,9.756269777837895,3.168508175512774,18.604072472282173,0.10528360922697619,8
0.3,4,x4,54,9.93862996060122,3.168508175512774,12.841341815152282,0.10027703907161681,8
0.3,4,x4,55,10.120990143364544,3.168508175512774,8.910534976396267,0.09568643173913773,8
0.3,4,x4,56,10.30335032612787,3.168508175512774,9.220483355389174,0.09138352428297951,8
0.3,4,x4,57,10.485710508891195,3.168508175512774,9.382988630927395,0.08733293403643082,8
0.3,4,x4,58,10.66807069165452,3.168508175512774,9.935114847789682,0.0836214838205173,8
0.3,4,x4,59,10.850430874417846,3.168508175512774,10.66957095904294,0.08003116247914771,8
0.3,4,x4,60,11.032791057181171,3.168508175512774,15.35632298974249,0.07659678316328285,8
0.3,4,x4,61,11.215151239944497,3.168508175512774,23.038195523138395,0.07337835229585542,8
0.3,4,x4,62,11.39751142270782,3.168508175512774,19.191115999692542,0.07036107603315478,8
0.3,4,x4,63,11.579871605471146,3.168508175512774,18.71597069138197,0.06754334839843076,8
0.3,4,x4,64,11.762231788234471,3.168508175512774,32.437468336710545,0.06484416798319134,8
0.3,4,x4,65,11.944591970997797,3.168508175512774,43.526772868211644,0.06229216356200498,8
0.3,4,x4,66,12.12695215376112,3.168508175512774,26.326625928754353,0.05996283732378439,8
0.3,4,x4,67,12.309312336524446,3.168508175512774,11.581532770435343,0.057627514005175,8
0.3,4,x4,68,12.491672519287771,3.168508175512774,11.786368966558516,0.055389170354336464,8
0.3,4,x4,69,12.674032702051097,3.168508175512774,11.672238147950308,0.053435213945338234,8
0.3,4,x2,0,,,,,0
0.3,4,x2,1,,,,,0
0.3,4,x2,2,,,,,0
0.3,4,x2,3,,,,,0
0.3,4,x2,4,,,,,0
0.3,4,x2,5,,,,,0
0.3,4,x2,6,,,,,0
0.3,4,x2,7,,,,,0
0.3,4,x2,8,,,,,0
0.3,4,x2,9,,,,,0
0.3,4,x2,10,,,,,0
0.3,4,x2,11,,,,,0
0.3,4,x2,12,,,,,0
0.3,4,x2,13,,,,,0
0.3,4,x2,14,,,,,0
0.3,4,x2,15,,,,,0
0.3,4,x2,16,,,,,0
0.3,4,x2,17,,,,,0
0.3,4,x2,18,,,,,0
0.3,4,x2,19,,,,,0
0.3,4,x2,20,,,,,0
0.3,4,x2,21,,,,,0
0.3,4,x2,22,,,,,0
0.3,4,x2,23,,,,,0
0.3,4,x2,24,,,,,0
0.3,4,x2,25,,,,,0
0.3,4,x2,26,,,,,0
0.3,4,x2,27,,,,,0
0.3,4,x2,28,,,,,0
0.3,4,x2,29,,,,,0
0.3,4,x2,30,,,,,0
0.3,4,x2,31,,,,,0
0.3,4,x2,32,,,,,0
0.3,4,x2,33,,,,,0
0.3,4,x2,34,,,,,0
0.3,4,x2,35,,,,,0
0.3,4,x2,36,,,,,0
0.3,4,x2,37,,,,,0
0.3,4,x2,38,,,,,0
0.3,4,x2,39,,,,,0
0.3,4,x2,40,,,,,0
0.3,4,x2,41,,,,,0
0.3,4,x2,42,,,,,0
0.3,4,x2,43,,,,,0
0.3,4,x2,44,,,,,0
0.3,4,x2,45,,,,,0
0.3,4,x2,46,,,,,0
0.3,4,x2,47,,,,,0
0.3,4,x2,48,,,,,0
0.3,4,x2,49,,,,,0
0.3,4,x2,50,,,,,0
0.3,4,x2,51,,,,,0
0.3,4,x2,52,,,,,0
0.3,4,x2,53,,,,,0
0.3,4,x2,54,,,,,0
0.3,4,x2,55,,,,,0
0.3,4,x2,56,,,,,0
0.3,4,x2,57,,,,,0
0.3,4,x2,58,,,,,0
0.3,4,x2,59,,,,,0
0.3,4,x2,60,,,,,0
0.3,4,x2,61,,,,,0
0.3,4,x2,62,,,,,0
0.3,4,x2,63,,,,,0
0.3,4,x2,64,,,,,0
0.3,4,x2,65,,,,,0
0.3,4,x2,66,,,,,0
0.3,4,x2,67,,,,,0
0.3,4,x2,68,,,,,0
0.3,4,x2,69,,,,,0
0.3,4,x1,0,,,,,0
0.3,4,x1,1,,,,,0
0.3,4,x1,2,,,,,0
0.3,4,x1,3,,,,,0
0.3,4,x1,4,,,,,0
0.3,4,x1,5,,,,,0
0.3,4,x1,6,,,,,0
0.3,4,x1,7,,,,,0
0.3,4,x1,8,,,,,0
0.3,4,x1,9,,,,,0
0.3,4,x1,10,,,,,0
0.3,4,x1,11,,,,,0
0.3,4,x1,12,,,,,0
0.3,4,x1,13,,,,,0
0.3,4,x1,14,,,,,0
0.3,4,x1,15,,,,,0
0.3,4,x1,16,,,,,0
0.3,4,x1,17,,,,,0
0.3,4,x1,18,,,,,0
0.3,4,x1,19,,,,,0
0.3,4,x1,20,,,,,0
0.3,4,x1,21,,,,,0
0.3,4,x1,22,,,,,0
0.3,4,x1,23,,,,,0
0.3,4,x1,24,,,,,0
0.3,4,x1,25,,,,,0
0.3,4,x1,26,,,,,0
0.3,4,x1,27,,,,,0
0.3,4,x1,28,,,,,0
0.3,4,x1,29,,,,,0
0.3,4,x1,30,,,,,0
0.3,4,x1,31,,,,,0
0.3,4,x1,32,,,,,0
0.3,4,x1,33,,,,,0
0.3,4,x1,34,,,,,0
0.3,4,x1,35,,,,,0
0.3,4,x1,36,,,,,0
0.3,4,x1,37,,,,,0
0.3,4,x1,38,,,,,0
0.3,4,x1,39,,,,,0
0.3,4,x1,40,,,,,0
0.3,4,x1,41,,,,,0
0.3,4,x1,42,,,,,0
0.3,4,x1,43,,,,,0
0.3,4,x1,44,,,,,0
0.3,4,x1,45,,,,,0
0.3,4,x1,46,,,,,0
0.3,4,x1,47,,,,,0
0.3,4,x1,48,,,,,0
0.3,4,x1,49,,,,,0
0.3,4,x1,50,,,,,0
0.3,4,x1,51,,,,,0
0.3,4,x1,52,,,,,0
0.3,4,x1,53,,,,,0
0.3,4,x1,54,,,,,0
0.3,4,x1,55,,,,,0
0.3,4,x1,56,,,,,0
0.3,4,x1,57,,,,,0
0.3,4,x1,58,,,,,0
0.3,4,x1,59,,,,,0
0.3,4,x1,60,,,,,0
0.3,4,x1,61,,,,,0
0.3,4,x1,62,,,,,0
0.3,4,x1,63,,,,,0
0.3,4,x1,64,,,,,0
0.3,4,x1,65,,,,,0
0.3,4,x1,66,,,,,0
0.3,4,x1,67,,,,,0
0.3,4,x1,68,,,,,0
0.3,4,x1,69,,,,,0
0.3,8,x8,0,0.09118009138166257,1.584254087756387,40.98061078297323,151.8029854073398,8
0.3,8,x8,1,0.2735402741449877,1.584254087756387,68.6237036871653,85.93344513233743,8
0.3,8,x8,2,0.4559004569083128,1.584254087756387,21.191432948521708,41.98419651886986,8
0.3,8,x8,3,0.6382606396716379,1.584254087756387,13.458644397116982,22.07075409755668,8
0.3,8,x8,4,0.8206208224349631,1.584254087756387,11.804797069500042,13.044279173806057,8
0.3,8,x8,5,1.0029810051982881,1.584254087756387,9.513889894761876,8.557016406819738,8
0.3,8,x8,6,1.1853411879616134,1.584254087756387,11.540401699010438,5.779412828588825,8
0.3,8,x8,7,1.3677013707249386,1.584254087756387,12.307668088197572,4.084764671968913,8
0.3,8,x8,8,1.5500615534882636,1.584254087756387,11.19407088500086,2.981887442851606,8
0.3,8,x8,9,1.7324217362515888,1.584254087756387,19.776562814990847,2.2918596718089415,8
0.3,8,x8,10,1.9147819190149138,1.584254087756387,14.884901047335111,1.7915072193050077,8
0.3,8,x8,11,2.097142101778239,1.584254087756387,16.045665634543052,1.4368295670488282,8
0.3,8,x8,12,2.2795022845415644,1.584254087756387,19.228065390593585,1.1710150284774685,8
0.3,8,x8,13,2.461862467304889,1.584254087756387,13.301978023979133,0.9614219673780129,8
0.3,8,x8,14,2.6442226500682144,1.584254087756387,15.443223913845506,0.7981228627471568,8
0.3,8,x8,15,2.82658283283154,1.584254087756387,16.301941314273677,0.6692803643723595,8
0.3,8,x8,16,3.0089430155948644,1.584254087756387,17.98009092279964,0.5702554972966845,8
0.3,8,x8,17,3.19130319835819,1.584254087756387,19.17296308521811,0.49143548464658154,8
0.3,8,x8,18,3.3736633811215153,1.584254087756387,18.586617993513933,0.4253048996540289,8
0.3,8,x8,19,3.55602356388484,1.584254087756387,18.29539570522851,0.3713880917977259,8
0.3,8,x8,20,3.7383837466481653,1.584254087756387,20.663058542809438,0.3269090457283985,8
0.3,8,x8,21,3.9207439294114903,1.584254087756387,15.334758390447405,0.2899705455850467,8
0.3,8,x8,22,4.103104112174815,1.584254087756387,13.866863604410335,0.2582572835695076,8
0.3,8,x8,23,4.285464294938141,1.584254087756387,15.047207704978485,0.23102357828606435,8
0.3,8,x8,24,4.467824477701466,1.584254087756387,12.888988276494725,0.20724810623224174,8
0.3,8,x8,25,4.650184660464791,1.584254087756387,15.305001690368202,0.18626946063582145,8
0.3,8,x8,26,4.832544843228116,1.584254087756387,17.274815168508496,0.16881415046817086,8
0.3,8,x8,27,5.014905025991441,1.584254087756387,15.66782625933359,0.1533547214518674,8
0.3,8,x8,28,5.197265208754766,1.584254087756387,15.032757164254956,0.13967881658913464,8
0.3,8,x8,29,5.379625391518092,1.584254087756387,13.269191638383047,0.12782999746976292,8
0.3,8,x8,30,5.561985574281417,1.584254087756387,15.2958230919695,0.11703206161941622,8
0.3,8,x8,31,5.744345757044742,1.584254087756387,19.798128524472645,0.10760015200423446,8
0.3,8,x8,32,5.926705939808067,1.584254087756387,18.470574867918966,0.09928684637255773,8
0.3,8,x8,33,6.109066122571392,1.584254087756387,18.980133735193412,0.0918515213274329,8
0.3,8,x8,34,6.291426305334717,1.584254087756387,19.40633944650176,0.08532219036223408,8
0.3,8,x8,35,6.4737864880980425,1.584254087756387,16.31754636065502,0.0793180918961153,8
0.3,8,x8,36,6.656146670861368,1.584254087756387,17.339051953823763,0.07372774512135342,8
0.3,8,x8,37,6.8385068536246925,1.584254087756387,18.356521370690103,0.06863549092697557,8
0.3,8,x8,38,7.020867036388018,1.584254087756387,15.499531740144285,0.06411926000073902,8
0.3,8,x8,39,7.2032272191513425,1.584254087756387,14.013834708504776,0.060005689509342285,8
0.3,8,x8,40,7.385587401914668,1.584254087756387,12.321834857171428,0.05626096515865961,8
0.3,8,x8,41,7.567947584677993,1.584254087756387,11.862868170568303,0.05282828918416207,8
0.3,8,x8,42,7.750307767441319,1.584254087756387,13.519235310868432,0.04962042284108882,8
0.3,8,x8,43,7.932667950204642,1.584254087756387,14.365641894265607,0.046768579527559584,8
0.3,8,x8,44,8.115028132967968,1.584254087756387,19.2195719571672,0.04406578157007803,8
0.3,8,x8,45,8.297388315731293,1.584254087756387,21.066589423515428,0.041583150569534294,8
0.3,8,x8,46,8.479748498494619,1.584254087756387,18.860597845069293,0.03938579833608767,8
0.3,8,x8,47,8.662108681257944,1.584254087756387,17.880701676064085,0.03726093097408449,8
0.3,8,x8,48,8.84446886402127,1.584254087756387,17.280573567446098,0.035265170897807355,8
0.3,8,x8,49,9.026829046784595,1.584254087756387,16.629545993124843,0.033439542769401816,8
0.3,8,x8,50,9.209189229547919,1.584254087756387,16.31615154425228,0.031751544465999294,8
0.3,8,x8,51,9.391549412311244,1.584254087756387,17.318500043509058,0.030143231039684026,8
0.3,8,x8,52,9.57390959507457,1.584254087756387,19.667825883827668,0.028647327132461608,8
0.3,8,x8,53,9.756269777837895,1.584254087756387,14.603861121389862,0.027295152724467656,8
0.3,8,x8,54,9.93862996060122,1.584254087756387,13.840937200041768,0.025997161223423333,8
0.3,8,x8,55,10.120990143364544,1.584254087756387,14.146129487525489,0.024807012862301806,8
0.3,8,x8,56,10.30335032612787,1.584254087756387,14.97163952131109,0.02369145420652784,8
0.3,8,x8,57,10.485710508891195,1.584254087756387,17.246195295410203,0.02264131179445691,8
0.3,8,x8,58,10.66807069165452,1.584254087756387,14.061634706303993,0.02167909476242534,8
0.3,8,x8,59,10.850430874417846,1.584254087756387,12.419274081776074,0.020748282157290965,8
0.3,8,x8,60,11.032791057181171,1.584254087756387,13.184187900513145,0.019857899384511112,8
0.3,8,x8,61,11.215151239944497,1.584254087756387,16.65315643024484,0.01902350332615114,8
0.3,8,x8,62,11.39751142270782,1.584254087756387,19.26228051772368,0.01824125844625002,8
0.3,8,x8,63,11.579871605471146,1.584254087756387,21.333677208234924,0.017510748251208748,8
0.3,8,x8,64,11.762231788234471,1.584254087756387,17.888629645772788,0.016810972610365328,8
0.3,8,x8,65,11.944591970997797,1.584254087756387,17.63002890085333,0.016149353591527048,8
0.3,8,x8,66,12.12695215376112,1.584254087756387,14.25756343197202,0.015545465381790469,8
0.3,8,x8,67,12.309312336524446,1.584254087756387,11.968914016094024,0.014940022849929525,8
0.3,8,x8,68,12.491672519287771,1.584254087756387,18.37814478649432,0.014359723115804999,8
0.3,8,x8,69,12.674032702051097,1.584254087756387,22.323130720488745,0.0138531522746629,8
0.3,8,x4,0,,,,,0
0.3,8,x4,1,,,,,0
0.3,8,x4,2,,,,,0
0.3,8,x4,3,,,,,0
0.3,8,x4,4,,,,,0
0.3,8,x4,5,,,,,0
0.3,8,x4,6,,,,,0
0.3,8,x4,7,,,,,0
0.3,8,x4,8,,,,,0
0.3,8,x4,9,,,,,0
0.3,8,x4,10,,,,,0
0.3,8,x4,11,,,,,0
0.3,8,x4,12,,,,,0
0.3,8,x4,13,,,,,0
0.3,8,x4,14,,,,,0
0.3,8,x4,15,,,,,0
0.3,8,x4,16,,,,,0
0.3,8,x4,17,,,,,0
0.3,8,x4,18,,,,,0
0.3,8,x4,19,,,,,0
0.3,8,x4,20,,,,,0
0.3,8,x4,21,,,,,0
0.3,8,x4,22,,,,,0
0.3,8,x4,23,,,,,0
0.3,8,x4,24,,,,,0
0.3,8,x4,25,,,,,0
0.3,8,x4,26,,,,,0
0.3,8,x4,27,,,,,0
0.3,8,x4,28,,,,,0
0.3,8,x4,29,,,,,0
0.3,8,x4,30,,,,,0
0.3,8,x4,31,,,,,0
0.3,8,x4,32,,,,,0
0.3,8,x4,33,,,,,0
0.3,8,x4,34,,,,,0
0.3,8,x4,35,,,,,0
0.3,8,x4,36,,,,,0
0.3,8,x4,37,,,,,0
0.3,8,x4,38,,,,,0
0.3,8,x4,39,,,,,0
0.3,8,x4,40,,,,,0
0.3,8,x4,41,,,,,0
0.3,8,x4,42,,,,,0
0.3,8,x4,43,,,,,0
0.3,8,x4,44,,,,,0
0.3,8,x4,45,,,,,0
0.3,8,x4,46,,,,,0
0.3,8,x4,47,,,,,0
0.3,8,x4,48,,,,,0
0.3,8,x4,49,,,,,0
0.3,8,x4,50,,,,,0
0.3,8,x4,51,,,,,0
0.3,8,x4,52,,,,,0
0.3,8,x4,53,,,,,0
0.3,8,x4,54,,,,,0
0.3,8,x4,55,,,,,0
0.3,8,x4,56,,,,,0
0.3,8,x4,57,,,,,0
0.3,8,x4,58,,,,,0
0.3,8,x4,59,,,,,0
0.3,8,x4,60,,,,,0
0.3,8,x4,61,,,,,0
0.3,8,x4,62,,,,,0
0.3,8,x4,63,,,,,0
0.3,8,x4,64,,,,,0
0.3,8,x4,65,,,,,0
0.3,8,x4,66,,,,,0
0.3,8,x4,67,,,,,0
0.3,8,x4,68,,,,,0
0.3,8,x4,69,,,,,0
0.3,8,x2,0,,,,,0
0.3,8,x2,1,,,,,0
0.3,8,x2,2,,,,,0
0.3,8,x2,3,,,,,0
0.3,8,x2,4,,,,,0
0.3,8,x2,5,,,,,0
0.3,8,x2,6,,,,,0
0.3,8,x2,7,,,,,0
0.3,8,x2,8,,,,,0
0.3,8,x2,9,,,,,0
0.3,8,x2,10,,,,,0
0.3,8,x2,11,,,,,0
0.3,8,x2,12,,,,,0
0.3,8,x2,13,,,,,0
0.3,8,x2,14,,,,,0
0.3,8,x2,15,,,,,0
0.3,8,x2,16,,,,,0
0.3,8,x2,17,,,,,0
0.3,8,x2,18,,,,,0
0.3,8,x2,19,,,,,0
0.3,8,x2,20,,,,,0
0.3,8,x2,21,,,,,0
0.3,8,x2,22,,,,,0
0.3,8,x2,23,,,,,0
0.3,8,x2,24,,,,,0
0.3,8,x2,25,,,,,0
0.3,8,x2,26,,,,,0
0.3,8,x2,27,,,,,0
0.3,8,x2,28,,,,,0
0.3,8,x2,29,,,,,0
0.3,8,x2,30,,,,,0
0.3,8,x2,31,,,,,0
0.3,8,x2,32,,,,,0
0.3,8,x2,33,,,,,0
0.3,8,x2,34,,,,,0
0.3,8,x2,35,,,,,0
0.3,8,x2,36,,,,,0
0.3,8,x2,37,,,,,0
0.3,8,x2,38,,,,,0
0.3,8,x2,39,,,,,0
0.3,8,x2,40,,,,,0
0.3,8,x2,41,,,,,0
0.3,8,x2,42,,,,,0
0.3,8,x2,43,,,,,0
0.3,8,x2,44,,,,,0
0.3,8,x2,45,,,,,0
0.3,8,x2,46,,,,,0
0.3,8,x2,47,,,,,0
0.3,8,x2,48,,,,,0
0.3,8,x2,49,,,,,0
0.3,8,x2,50,,,,,0
0.3,8,x2,51,,,,,0
0.3,8,x2,52,,,,,0
0.3,8,x2,53,,,,,0
0.3,8,x2,54,,,,,0
0.3,8,x2,55,,,,,0
0.3,8,x2,56,,,,,0
0.3,8,x2,57,,,,,0
0.3,8,x2,58,,,,,0
0.3,8,x2,59,,,,,0
0.3,8,x2,60,,,,,0
0.3,8,x2,61,,,,,0
0.3,8,x2,62,,,,,0
0.3,8,x2,63,,,,,0
0.3,8,x2,64,,,,,0
0.3,8,x2,65,,,,,0
0.3,8,x2,66,,,,,0
0.3,8,x2,67,,,,,0
0.3,8,x2,68,,,,,0
0.3,8,x2,69,,,,,0
0.3,8,x1,0,,,,,0
0.3,8,x1,1,,,,,0
0.3,8,x1,2,,,,,0
0.3,8,x1,3,,,,,0
0.3,8,x1,4,,,,,0
0.3,8,x1,5,,,,,0
0.3,8,x1,6,,,,,0
0.3,8,x1,7,,,,,0
0.3,8,x1,8,,,,,0
0.3,8,x1,9,,,,,0
0.3,8,x1,10,,,,,0
0.3,8,x1,11,,,,,0
0.3,8,x1,12,,,,,0
0.3,8,x1,13,,,,,0
0.3,8,x1,14,,,,,0
0.3,8,x1,15,,,,,0
0.3,8,x1,16,,,,,0
0.3,8,x1,17,,,,,0
0.3,8,x1,18,,,,,0
0.3,8,x1,19,,,,,0
0.3,8,x1,20,,,,,0
0.3,8,x1,21,,,,,0
0.3,8,x1,22,,,,,0
0.3,8,x1,23,,,,,0
0.3,8,x1,24,,,,,0
0.3,8,x1,25,,,,,0
0.3,8,x1,26,,,,,0
0.3,8,x1,27,,,,,0
0.3,8,x1,28,,,,,0
0.3,8,x1,29,,,,,0
0.3,8,x1,30,,,,,0
0.3,8,x1,31,,,,,0
0.3,8,x1,32,,,,,0
0.3,8,x1,33,,,,,0
0.3,8,x1,34,,,,,0
0.3,8,x1,35,,,,,0
0.3,8,x1,36,,,,,0
0.3,8,x1,37,,,,,0
0.3,8,x1,38,,,,,0
0.3,8,x1,39,,,,,0
0.3,8,x1,40,,,,,0
0.3,8,x1,41,,,,,0
0.3,8,x1,42,,,,,0
0.3,8,x1,43,,,,,0
0.3,8,x1,44,,,,,0
0.3,8,x1,45,,,,,0
0.3,8,x1,46,,,,,0
0.3,8,x1,47,,,,,0
0.3,8,x1,48,,,,,0
0.3,8,x1,49,,,,,0
0.3,8,x1,50,,,,,0
0.3,8,x1,51,,,,,0
0.3,8,x1,52,,,,,0
0.3,8,x1,53,,,,,0
0.3,8,x1,54,,,,,0
0.3,8,x1,55,,,,,0
0.3,8,x1,56,,,,,0
0.3,8,x1,57,,,,,0
0.3,8,x1,58,,,,,0
0.3,8,x1,59,,,,,0
0.3,8,x1,60,,,,,0
0.3,8,x1,61,,,,,0
0.3,8,x1,62,,,,,0
0.3,8,x1,63,,,,,0
0.3,8,x1,64,,,,,0
0.3,8,x1,65,,,,,0
0.3,8,x1,66,,,,,0
0.3,8,x1,67,,,,,0
0.3,8,x1,68,,,,,0
0.3,8,x1,69,,,,,0
0.5,1,x8,0,,,,,0
0.5,1,x8,1,,,,,0
0.5,1,x8,2,,,,,0
0.5,1,x8,3,,,,,0
0.5,1,x8,4,,,,,0
0.5,1,x8,5,,,,,0
0.5,1,x8,6,,,,,0
0.5,1,x8,7,,,,,0
0.5,1,x8,8,,,,,0
0.5,1,x8,9,,,,,0
0.5,1,x8,10,,,,,0
0.5,1,x8,11,,,,,0
0.5,1,x8,12,,,,,0
0.5,1,x8,13,,,,,0
0.5,1,x8,14,,,,,0
0.5,1,x8,15,,,,,0
