date_str,day_idx,hour_idx,time_key,smooth,tile_id,tile_row,tile_col,fit_scope,fit_type,status,model,kernel,mean_design,loss,fit_iter_raw,fit_steps_reported,precompute_s,fit_s,total_s,n_grid,n_valid,valid_fraction,fixed_sigmasq,fixed_range,global_est_nugget,est_nugget,n_batches,n_tails,mean_m,max_m,largest_batch_n
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,0,0,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3484,0,1,0.0140,0.1561,0.1701,2014,2014,1.0000,15.5357,0.4565,0.6562,1.0000,1,2014,8.0000,8,2014
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,1,0,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2623,0,1,0.0191,0.3020,0.3211,2014,2014,1.0000,15.5357,0.4565,0.6562,0.3063,1,2014,8.0000,8,2014
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,2,0,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3626,0,1,0.0083,0.2784,0.2867,2014,1976,0.9811,15.5357,0.4565,0.6562,1.1051,1,1976,8.0000,8,1976
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,3,1,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3431,0,1,0.0081,0.2896,0.2977,2014,2014,1.0000,15.5357,0.4565,0.6562,0.7048,1,2014,8.0000,8,2014
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,4,1,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3890,0,1,0.0092,0.2732,0.2825,2014,2014,1.0000,15.5357,0.4565,0.6562,1.2888,1,2014,8.0000,8,2014
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,5,1,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3502,0,1,0.0202,0.2736,0.2938,2014,2008,0.9970,15.5357,0.4565,0.6562,0.9470,1,2008,8.0000,8,2008
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,6,2,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2153,0,1,0.0130,0.3932,0.4062,2014,2011,0.9985,15.5357,0.4565,0.6562,0.0000,1,2011,8.0000,8,2011
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,7,2,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2935,0,1,0.0082,0.2951,0.3033,2014,2014,1.0000,15.5357,0.4565,0.6562,0.7371,1,2014,8.0000,8,2014
20240706,5,0,2024_07_y24m07day06_hm00:53,0.3000,8,2,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2448,0,1,0.0106,0.3308,0.3414,2014,2004,0.9950,15.5357,0.4565,0.6562,0.2113,1,2004,8.0000,8,2004
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,0,0,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3326,0,1,0.0113,0.2913,0.3026,2014,2014,1.0000,20.1634,0.5962,0.9340,0.4325,1,2014,8.0000,8,2014
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,1,0,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2723,0,1,0.0092,0.4097,0.4189,2014,2014,1.0000,20.1634,0.5962,0.9340,0.0001,1,2014,8.0000,8,2014
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,2,0,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3171,0,1,0.0083,0.3213,0.3296,2014,1730,0.8590,20.1634,0.5962,0.9340,0.1979,1,1730,8.0000,8,1730
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,3,1,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3686,0,1,0.0141,0.2934,0.3075,2014,2014,1.0000,20.1634,0.5962,0.9340,0.6004,1,2014,8.0000,8,2014
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,4,1,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3473,0,1,0.0120,0.2993,0.3113,2014,2009,0.9975,20.1634,0.5962,0.9340,0.4037,1,2009,8.0000,8,2009
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,5,1,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3254,0,1,0.0206,0.3020,0.3226,2014,1724,0.8560,20.1634,0.5962,0.9340,0.2509,1,1724,8.0000,8,1724
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,6,2,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.7298,0,1,0.0081,0.3002,0.3082,2014,2011,0.9985,20.1634,0.5962,0.9340,4.3683,1,2011,8.0000,8,2011
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,7,2,1,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3746,0,1,0.0082,0.2760,0.2842,2014,2013,0.9995,20.1634,0.5962,0.9340,0.9353,1,2013,8.0000,8,2013
20240706,5,1,2024_07_y24m07day06_hm01:53,0.3000,8,2,2,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.3989,0,1,0.0084,0.2892,0.2975,2014,1988,0.9871,20.1634,0.5962,0.9340,1.0756,1,1988,8.0000,8,1988
20240706,5,2,2024_07_y24m07day06_hm02:53,0.3000,0,0,0,tile_nugget_profile,nugget_only,ok,HybridSpaceIso_A10_exactloc,hybrid_space_iso_tonly_exactloc,lat,1.2744,0,1,0.0098,0.4017,0.4115,2014,1763,0.8754,27.8893,1.0037,1.8005,0.0000,1,1763,8.0000,8,1763
