fit_smooth,variant,resolution_label,resolution_stride,k_bin,k_mid,data_spectrum,n_hours,data_k_max
0.5,nugget0,x2,2,1,1.7187042314296626,277.02363161083406,8,42.96760578574156
0.5,nugget0,x2,2,2,2.8645070523827707,168.93557848592417,8,42.96760578574156
0.5,nugget0,x2,2,3,4.0103098733358795,135.8862123285242,8,42.96760578574156
0.5,nugget0,x2,2,4,5.156112694288987,56.85416318645103,8,42.96760578574156
0.5,nugget0,x2,2,5,6.301915515242095,37.14361999343614,8,42.96760578574156
0.5,nugget0,x2,2,6,7.447718336195205,36.358146513794196,8,42.96760578574156
0.5,nugget0,x2,2,7,8.593521157148313,25.553331951256585,8,42.96760578574156
0.5,nugget0,x2,2,8,9.73932397810142,18.597477011311618,8,42.96760578574156
0.5,nugget0,x2,2,9,10.885126799054529,15.738080625576814,8,42.96760578574156
0.5,nugget0,x2,2,10,12.030929620007637,12.79699273953085,8,42.96760578574156
0.5,nugget0,x2,2,11,13.176732440960746,12.039772329018943,8,42.96760578574156
0.5,nugget0,x2,2,12,14.322535261913854,10.260041794837488,8,42.96760578574156
0.5,nugget0,x2,2,13,15.468338082866964,8.454349064052009,8,42.96760578574156
0.5,nugget0,x2,2,14,16.614140903820072,7.789575503638762,8,42.96760578574156
0.5,nugget0,x2,2,15,17.75994372477318,7.307732999878657,8,42.96760578574156
0.5,nugget0,x2,2,16,18.905746545726288,6.461875061229801,8,42.96760578574156
0.5,nugget0,x2,2,17,20.051549366679396,6.0965589103235605,8,42.96760578574156
0.5,nugget0,x2,2,18,21.197352187632504,5.849241409346649,8,42.96760578574156
0.5,nugget0,x2,2,19,22.34315500858561,5.597619033517052,8,42.96760578574156
0.5,nugget0,x2,2,20,23.48895782953872,5.695230740581381,8,42.96760578574156
0.5,nugget0,x2,2,21,24.63476065049183,5.380382495702611,8,42.96760578574156
0.5,nugget0,x2,2,22,25.78056347144494,5.163685353605308,8,42.96760578574156
0.5,nugget0,x2,2,23,26.926366292398047,5.031590396454791,8,42.96760578574156
0.5,nugget0,x2,2,24,28.072169113351155,4.836988249066785,8,42.96760578574156
0.5,nugget0,x2,2,25,29.217971934304263,4.457267671444569,8,42.96760578574156
0.5,nugget0,x2,2,26,30.36377475525737,4.749235020829504,8,42.96760578574156
0.5,nugget0,x2,2,27,31.50957757621048,5.119121399744009,8,42.96760578574156
0.5,nugget0,x2,2,28,32.65538039716359,5.077904494808936,8,42.96760578574156
0.5,nugget0,x2,2,29,33.8011832181167,4.905436283337156,8,42.96760578574156
0.5,nugget0,x2,2,30,34.946986039069806,4.6815563817671375,8,42.96760578574156
0.5,nugget0,x2,2,31,36.092788860022914,4.811148629176115,8,42.96760578574156
0.5,nugget0,x2,2,32,37.23859168097602,5.035801112521671,8,42.96760578574156
0.5,nugget0,x2,2,33,38.38439450192913,4.525331728360538,8,42.96760578574156
0.5,nugget0,x2,2,34,39.53019732288224,4.803694645411816,8,42.96760578574156
0.5,nugget0,x2,2,35,40.676000143835346,4.435427920406341,8,42.96760578574156
0.5,nugget0,x2,2,36,41.82180296478845,3.6412499418181685,8,42.96760578574156
0.5,nugget0,x2,2,37,42.96760578574156,4.385924359285693,8,42.96760578574156
0.5,nugget0,x2,2,38,,,0,
0.5,nugget0,x2,2,39,,,0,
0.5,nugget0,x2,2,40,,,0,
0.5,nugget0,x2,2,41,,,0,
0.5,nugget0,x2,2,42,,,0,
0.5,nugget0,x2,2,43,,,0,
0.5,nugget0,x2,2,44,,,0,
0.5,nugget0,x2,2,45,,,0,
0.5,nugget0,x2,2,46,,,0,
0.5,nugget0,x2,2,47,,,0,
0.5,nugget0,x2,2,48,,,0,
0.5,nugget0,x2,2,49,,,0,
0.5,nugget0,x2,2,50,,,0,
0.5,nugget0,x2,2,51,,,0,
0.5,nugget0,x2,2,52,,,0,
0.5,nugget0,x2,2,53,,,0,
0.5,nugget0,x2,2,54,,,0,
0.5,nugget0,x2,2,55,,,0,
0.5,nugget0,x2,2,56,,,0,
0.5,nugget0,x2,2,57,,,0,
0.5,nugget0,x2,2,58,,,0,
0.5,nugget0,x2,2,59,,,0,
0.5,nugget0,x2,2,60,,,0,
0.5,nugget0,x2,2,61,,,0,
0.5,nugget0,x2,2,62,,,0,
0.5,nugget0,x2,2,63,,,0,
0.5,nugget0,x2,2,64,,,0,
0.5,nugget0,x2,2,65,,,0,
0.5,nugget0,x2,2,66,,,0,
0.5,nugget0,x2,2,67,,,0,
0.5,nugget0,x2,2,68,,,0,
0.5,nugget0,x2,2,69,,,0,
0.5,nugget0,x2,4,0,,,0,
0.5,nugget0,x2,4,1,,,0,
0.5,nugget0,x2,4,2,,,0,
0.5,nugget0,x2,4,3,,,0,
0.5,nugget0,x2,4,4,,,0,
0.5,nugget0,x2,4,5,,,0,
0.5,nugget0,x2,4,6,,,0,
0.5,nugget0,x2,4,7,,,0,
0.5,nugget0,x2,4,8,,,0,
0.5,nugget0,x2,4,9,,,0,
0.5,nugget0,x2,4,10,,,0,
0.5,nugget0,x2,4,11,,,0,
0.5,nugget0,x2,4,12,,,0,
0.5,nugget0,x2,4,13,,,0,
0.5,nugget0,x2,4,14,,,0,
0.5,nugget0,x2,4,15,,,0,
0.5,nugget0,x2,4,16,,,0,
0.5,nugget0,x2,4,17,,,0,
0.5,nugget0,x2,4,18,,,0,
0.5,nugget0,x2,4,19,,,0,
0.5,nugget0,x2,4,20,,,0,
0.5,nugget0,x2,4,21,,,0,
0.5,nugget0,x2,4,22,,,0,
0.5,nugget0,x2,4,23,,,0,
0.5,nugget0,x2,4,24,,,0,
0.5,nugget0,x2,4,25,,,0,
0.5,nugget0,x2,4,26,,,0,
0.5,nugget0,x2,4,27,,,0,
0.5,nugget0,x2,4,28,,,0,
0.5,nugget0,x2,4,29,,,0,
0.5,nugget0,x2,4,30,,,0,
0.5,nugget0,x2,4,31,,,0,
0.5,nugget0,x2,4,32,,,0,
0.5,nugget0,x2,4,33,,,0,
0.5,nugget0,x2,4,34,,,0,
0.5,nugget0,x2,4,35,,,0,
0.5,nugget0,x2,4,36,,,0,
0.5,nugget0,x2,4,37,,,0,
0.5,nugget0,x2,4,38,,,0,
0.5,nugget0,x2,4,39,,,0,
0.5,nugget0,x2,4,40,,,0,
0.5,nugget0,x2,4,41,,,0,
0.5,nugget0,x2,4,42,,,0,
0.5,nugget0,x2,4,43,,,0,
0.5,nugget0,x2,4,44,,,0,
0.5,nugget0,x2,4,45,,,0,
0.5,nugget0,x2,4,46,,,0,
0.5,nugget0,x2,4,47,,,0,
0.5,nugget0,x2,4,48,,,0,
0.5,nugget0,x2,4,49,,,0,
0.5,nugget0,x2,4,50,,,0,
0.5,nugget0,x2,4,51,,,0,
0.5,nugget0,x2,4,52,,,0,
0.5,nugget0,x2,4,53,,,0,
0.5,nugget0,x2,4,54,,,0,
0.5,nugget0,x2,4,55,,,0,
0.5,nugget0,x2,4,56,,,0,
0.5,nugget0,x2,4,57,,,0,
0.5,nugget0,x2,4,58,,,0,
0.5,nugget0,x2,4,59,,,0,
0.5,nugget0,x2,4,60,,,0,
0.5,nugget0,x2,4,61,,,0,
0.5,nugget0,x2,4,62,,,0,
0.5,nugget0,x2,4,63,,,0,
0.5,nugget0,x2,4,64,,,0,
0.5,nugget0,x2,4,65,,,0,
0.5,nugget0,x2,4,66,,,0,
0.5,nugget0,x2,4,67,,,0,
0.5,nugget0,x2,4,68,,,0,
0.5,nugget0,x2,4,69,,,0,
0.5,nugget0,x2,8,0,,,0,
0.5,nugget0,x2,8,1,,,0,
0.5,nugget0,x2,8,2,,,0,
0.5,nugget0,x2,8,3,,,0,
0.5,nugget0,x2,8,4,,,0,
0.5,nugget0,x2,8,5,,,0,
0.5,nugget0,x2,8,6,,,0,
0.5,nugget0,x2,8,7,,,0,
0.5,nugget0,x2,8,8,,,0,
0.5,nugget0,x2,8,9,,,0,
0.5,nugget0,x2,8,10,,,0,
0.5,nugget0,x2,8,11,,,0,
0.5,nugget0,x2,8,12,,,0,
0.5,nugget0,x2,8,13,,,0,
0.5,nugget0,x2,8,14,,,0,
0.5,nugget0,x2,8,15,,,0,
0.5,nugget0,x2,8,16,,,0,
0.5,nugget0,x2,8,17,,,0,
0.5,nugget0,x2,8,18,,,0,
0.5,nugget0,x2,8,19,,,0,
0.5,nugget0,x2,8,20,,,0,
0.5,nugget0,x2,8,21,,,0,
0.5,nugget0,x2,8,22,,,0,
0.5,nugget0,x2,8,23,,,0,
0.5,nugget0,x2,8,24,,,0,
0.5,nugget0,x2,8,25,,,0,
0.5,nugget0,x2,8,26,,,0,
0.5,nugget0,x2,8,27,,,0,
0.5,nugget0,x2,8,28,,,0,
0.5,nugget0,x2,8,29,,,0,
0.5,nugget0,x2,8,30,,,0,
0.5,nugget0,x2,8,31,,,0,
0.5,nugget0,x2,8,32,,,0,
0.5,nugget0,x2,8,33,,,0,
0.5,nugget0,x2,8,34,,,0,
0.5,nugget0,x2,8,35,,,0,
0.5,nugget0,x2,8,36,,,0,
0.5,nugget0,x2,8,37,,,0,
0.5,nugget0,x2,8,38,,,0,
0.5,nugget0,x2,8,39,,,0,
0.5,nugget0,x2,8,40,,,0,
0.5,nugget0,x2,8,41,,,0,
0.5,nugget0,x2,8,42,,,0,
0.5,nugget0,x2,8,43,,,0,
0.5,nugget0,x2,8,44,,,0,
0.5,nugget0,x2,8,45,,,0,
0.5,nugget0,x2,8,46,,,0,
0.5,nugget0,x2,8,47,,,0,
0.5,nugget0,x2,8,48,,,0,
0.5,nugget0,x2,8,49,,,0,
0.5,nugget0,x2,8,50,,,0,
0.5,nugget0,x2,8,51,,,0,
0.5,nugget0,x2,8,52,,,0,
0.5,nugget0,x2,8,53,,,0,
0.5,nugget0,x2,8,54,,,0,
0.5,nugget0,x2,8,55,,,0,
0.5,nugget0,x2,8,56,,,0,
0.5,nugget0,x2,8,57,,,0,
0.5,nugget0,x2,8,58,,,0,
0.5,nugget0,x2,8,59,,,0,
0.5,nugget0,x2,8,60,,,0,
0.5,nugget0,x2,8,61,,,0,
0.5,nugget0,x2,8,62,,,0,
0.5,nugget0,x2,8,63,,,0,
0.5,nugget0,x2,8,64,,,0,
0.5,nugget0,x2,8,65,,,0,
0.5,nugget0,x2,8,66,,,0,
0.5,nugget0,x2,8,67,,,0,
0.5,nugget0,x2,8,68,,,0,
0.5,nugget0,x2,8,69,,,0,
0.5,nugget0,x1,1,0,0.5729014104765542,1352.8715909502766,8,79.63329605624102
0.5,nugget0,x1,1,1,1.7187042314296626,1091.9178361616803,8,79.63329605624102
0.5,nugget0,x1,1,2,2.8645070523827707,653.0954746080658,8,79.63329605624102
0.5,nugget0,x1,1,3,4.0103098733358795,513.5095240677316,8,79.63329605624102
0.5,nugget0,x1,1,4,5.156112694288987,209.17840403766056,8,79.63329605624102
0.5,nugget0,x1,1,5,6.301915515242095,143.33998780260183,8,79.63329605624102
0.5,nugget0,x1,1,6,7.447718336195205,140.9366424035835,8,79.63329605624102
0.5,nugget0,x1,1,7,8.593521157148313,94.07085385170166,8,79.63329605624102
0.5,nugget0,x1,1,8,9.73932397810142,63.35009125232144,8,79.63329605624102
0.5,nugget0,x1,1,9,10.885126799054529,49.77625797395892,8,79.63329605624102
0.5,nugget0,x1,1,10,12.030929620007637,38.05763490159905,8,79.63329605624102
0.5,nugget0,x1,1,11,13.176732440960746,32.402946386406946,8,79.63329605624102
0.5,nugget0,x1,1,12,14.322535261913854,28.77446276061096,8,79.63329605624102
0.5,nugget0,x1,1,13,15.468338082866964,22.394386269401938,8,79.63329605624102
0.5,nugget0,x1,1,14,16.614140903820072,21.229117464946007,8,79.63329605624102
0.5,nugget0,x1,1,15,17.75994372477318,18.23543119601894,8,79.63329605624102
0.5,nugget0,x1,1,16,18.905746545726288,14.923502562098717,8,79.63329605624102
0.5,nugget0,x1,1,17,20.051549366679396,14.180386907547117,8,79.63329605624102
0.5,nugget0,x1,1,18,21.197352187632504,11.990678100712406,8,79.63329605624102
0.5,nugget0,x1,1,19,22.34315500858561,10.924187689045972,8,79.63329605624102
0.5,nugget0,x1,1,20,23.48895782953872,10.687663505171702,8,79.63329605624102
0.5,nugget0,x1,1,21,24.63476065049183,9.818650986163396,8,79.63329605624102
0.5,nugget0,x1,1,22,25.78056347144494,9.604932578687855,8,79.63329605624102
0.5,nugget0,x1,1,23,26.926366292398047,8.12687453969497,8,79.63329605624102
0.5,nugget0,x1,1,24,28.072169113351155,8.161920506595683,8,79.63329605624102
0.5,nugget0,x1,1,25,29.217971934304263,7.02973897371629,8,79.63329605624102
0.5,nugget0,x1,1,26,30.36377475525737,6.414885699209413,8,79.63329605624102
0.5,nugget0,x1,1,27,31.50957757621048,6.431888308517,8,79.63329605624102
0.5,nugget0,x1,1,28,32.65538039716359,5.724031130037587,8,79.63329605624102
0.5,nugget0,x1,1,29,33.8011832181167,5.0478861228397385,8,79.63329605624102
0.5,nugget0,x1,1,30,34.946986039069806,5.211197426824188,8,79.63329605624102
0.5,nugget0,x1,1,31,36.092788860022914,4.936847240178589,8,79.63329605624102
0.5,nugget0,x1,1,32,37.23859168097602,4.850416057088459,8,79.63329605624102
0.5,nugget0,x1,1,33,38.38439450192913,4.833275903213079,8,79.63329605624102
0.5,nugget0,x1,1,34,39.53019732288224,4.5891473827629605,8,79.63329605624102
0.5,nugget0,x1,1,35,40.676000143835346,4.661966900411532,8,79.63329605624102
0.5,nugget0,x1,1,36,41.82180296478845,4.429726373851617,8,79.63329605624102
0.5,nugget0,x1,1,37,42.96760578574156,4.16945035219935,8,79.63329605624102
0.5,nugget0,x1,1,38,44.11340860669467,3.9200090970481174,8,79.63329605624102
0.5,nugget0,x1,1,39,45.25921142764778,3.868068794291386,8,79.63329605624102
0.5,nugget0,x1,1,40,46.40501424860089,3.9237355977918074,8,79.63329605624102
0.5,nugget0,x1,1,41,47.550817069554,3.8292986471469543,8,79.63329605624102
0.5,nugget0,x1,1,42,48.69661989050711,3.8489873868436857,8,79.63329605624102
0.5,nugget0,x1,1,43,49.842422711460216,3.845342982261688,8,79.63329605624102
0.5,nugget0,x1,1,44,50.98822553241333,3.861839673376013,8,79.63329605624102
0.5,nugget0,x1,1,45,52.13402835336643,3.9308501355897305,8,79.63329605624102
0.5,nugget0,x1,1,46,53.27983117431954,3.6681787223135713,8,79.63329605624102
0.5,nugget0,x1,1,47,54.42563399527265,3.795779603301597,8,79.63329605624102
0.5,nugget0,x1,1,48,55.57143681622576,3.857448007005391,8,79.63329605624102
0.5,nugget0,x1,1,49,56.717239637178864,3.8379737118902297,8,79.63329605624102
0.5,nugget0,x1,1,50,57.86304245813197,3.6659116094105766,8,79.63329605624102
0.5,nugget0,x1,1,51,59.00884527908508,3.471679994667169,8,79.63329605624102
0.5,nugget0,x1,1,52,60.15464810003819,3.4705527493798485,8,79.63329605624102
0.5,nugget0,x1,1,53,61.300450920991295,3.4956018259019794,8,79.63329605624102
0.5,nugget0,x1,1,54,62.4462537419444,3.630718328947999,8,79.63329605624102
0.5,nugget0,x1,1,55,63.59205656289751,3.384817179181153,8,79.63329605624102
0.5,nugget0,x1,1,56,64.73785938385063,3.529466192393761,8,79.63329605624102
0.5,nugget0,x1,1,57,65.88366220480373,3.477360899115137,8,79.63329605624102
0.5,nugget0,x1,1,58,67.02946502575685,3.5957056497969524,8,79.63329605624102
0.5,nugget0,x1,1,59,68.17526784670994,3.410896877825717,8,79.63329605624102
0.5,nugget0,x1,1,60,69.32107066766307,3.3270540360218277,8,79.63329605624102
0.5,nugget0,x1,1,61,70.46687348861616,3.308395651793302,8,79.63329605624102
0.5,nugget0,x1,1,62,71.61267630956928,3.3184815563934777,8,79.63329605624102
0.5,nugget0,x1,1,63,72.75847913052237,3.375478329233809,8,79.63329605624102
0.5,nugget0,x1,1,64,73.9042819514755,3.368507352685902,8,79.63329605624102
0.5,nugget0,x1,1,65,75.05008477242859,3.272969262399044,8,79.63329605624102
0.5,nugget0,x1,1,66,76.19588759338171,2.92431458677703,8,79.63329605624102
0.5,nugget0,x1,1,67,77.3416904143348,3.2919261383362595,8,79.63329605624102
0.5,nugget0,x1,1,68,78.48749323528793,3.337519551312377,8,79.63329605624102
0.5,nugget0,x1,1,69,79.63329605624102,3.239747296277854,8,79.63329605624102
0.5,nugget0,x1,2,0,,,0,
0.5,nugget0,x1,2,1,,,0,
0.5,nugget0,x1,2,2,,,0,
0.5,nugget0,x1,2,3,,,0,
0.5,nugget0,x1,2,4,,,0,
0.5,nugget0,x1,2,5,,,0,
0.5,nugget0,x1,2,6,,,0,
0.5,nugget0,x1,2,7,,,0,
0.5,nugget0,x1,2,8,,,0,
0.5,nugget0,x1,2,9,,,0,
0.5,nugget0,x1,2,10,,,0,
0.5,nugget0,x1,2,11,,,0,
0.5,nugget0,x1,2,12,,,0,
0.5,nugget0,x1,2,13,,,0,
0.5,nugget0,x1,2,14,,,0,
0.5,nugget0,x1,2,15,,,0,
0.5,nugget0,x1,2,16,,,0,
0.5,nugget0,x1,2,17,,,0,
0.5,nugget0,x1,2,18,,,0,
0.5,nugget0,x1,2,19,,,0,
0.5,nugget0,x1,2,20,,,0,
0.5,nugget0,x1,2,21,,,0,
0.5,nugget0,x1,2,22,,,0,
0.5,nugget0,x1,2,23,,,0,
0.5,nugget0,x1,2,24,,,0,
0.5,nugget0,x1,2,25,,,0,
0.5,nugget0,x1,2,26,,,0,
0.5,nugget0,x1,2,27,,,0,
0.5,nugget0,x1,2,28,,,0,
0.5,nugget0,x1,2,29,,,0,
0.5,nugget0,x1,2,30,,,0,
0.5,nugget0,x1,2,31,,,0,
0.5,nugget0,x1,2,32,,,0,
0.5,nugget0,x1,2,33,,,0,
0.5,nugget0,x1,2,34,,,0,
0.5,nugget0,x1,2,35,,,0,
0.5,nugget0,x1,2,36,,,0,
0.5,nugget0,x1,2,37,,,0,
0.5,nugget0,x1,2,38,,,0,
0.5,nugget0,x1,2,39,,,0,
0.5,nugget0,x1,2,40,,,0,
0.5,nugget0,x1,2,41,,,0,
0.5,nugget0,x1,2,42,,,0,
0.5,nugget0,x1,2,43,,,0,
0.5,nugget0,x1,2,44,,,0,
0.5,nugget0,x1,2,45,,,0,
0.5,nugget0,x1,2,46,,,0,
0.5,nugget0,x1,2,47,,,0,
0.5,nugget0,x1,2,48,,,0,
0.5,nugget0,x1,2,49,,,0,
0.5,nugget0,x1,2,50,,,0,
0.5,nugget0,x1,2,51,,,0,
0.5,nugget0,x1,2,52,,,0,
0.5,nugget0,x1,2,53,,,0,
0.5,nugget0,x1,2,54,,,0,
0.5,nugget0,x1,2,55,,,0,
0.5,nugget0,x1,2,56,,,0,
0.5,nugget0,x1,2,57,,,0,
0.5,nugget0,x1,2,58,,,0,
0.5,nugget0,x1,2,59,,,0,
0.5,nugget0,x1,2,60,,,0,
0.5,nugget0,x1,2,61,,,0,
0.5,nugget0,x1,2,62,,,0,
0.5,nugget0,x1,2,63,,,0,
0.5,nugget0,x1,2,64,,,0,
0.5,nugget0,x1,2,65,,,0,
0.5,nugget0,x1,2,66,,,0,
0.5,nugget0,x1,2,67,,,0,
0.5,nugget0,x1,2,68,,,0,
0.5,nugget0,x1,2,69,,,0,
0.5,nugget0,x1,4,0,,,0,
0.5,nugget0,x1,4,1,,,0,
0.5,nugget0,x1,4,2,,,0,
0.5,nugget0,x1,4,3,,,0,
0.5,nugget0,x1,4,4,,,0,
0.5,nugget0,x1,4,5,,,0,
0.5,nugget0,x1,4,6,,,0,
0.5,nugget0,x1,4,7,,,0,
0.5,nugget0,x1,4,8,,,0,
0.5,nugget0,x1,4,9,,,0,
0.5,nugget0,x1,4,10,,,0,
0.5,nugget0,x1,4,11,,,0,
0.5,nugget0,x1,4,12,,,0,
0.5,nugget0,x1,4,13,,,0,
0.5,nugget0,x1,4,14,,,0,
0.5,nugget0,x1,4,15,,,0,
0.5,nugget0,x1,4,16,,,0,
0.5,nugget0,x1,4,17,,,0,
0.5,nugget0,x1,4,18,,,0,
0.5,nugget0,x1,4,19,,,0,
0.5,nugget0,x1,4,20,,,0,
0.5,nugget0,x1,4,21,,,0,
0.5,nugget0,x1,4,22,,,0,
0.5,nugget0,x1,4,23,,,0,
0.5,nugget0,x1,4,24,,,0,
0.5,nugget0,x1,4,25,,,0,
0.5,nugget0,x1,4,26,,,0,
0.5,nugget0,x1,4,27,,,0,
0.5,nugget0,x1,4,28,,,0,
0.5,nugget0,x1,4,29,,,0,
0.5,nugget0,x1,4,30,,,0,
0.5,nugget0,x1,4,31,,,0,
0.5,nugget0,x1,4,32,,,0,
0.5,nugget0,x1,4,33,,,0,
0.5,nugget0,x1,4,34,,,0,
0.5,nugget0,x1,4,35,,,0,
0.5,nugget0,x1,4,36,,,0,
0.5,nugget0,x1,4,37,,,0,
0.5,nugget0,x1,4,38,,,0,
0.5,nugget0,x1,4,39,,,0,
0.5,nugget0,x1,4,40,,,0,
0.5,nugget0,x1,4,41,,,0,
0.5,nugget0,x1,4,42,,,0,
0.5,nugget0,x1,4,43,,,0,
0.5,nugget0,x1,4,44,,,0,
0.5,nugget0,x1,4,45,,,0,
0.5,nugget0,x1,4,46,,,0,
0.5,nugget0,x1,4,47,,,0,
0.5,nugget0,x1,4,48,,,0,
0.5,nugget0,x1,4,49,,,0,
0.5,nugget0,x1,4,50,,,0,
0.5,nugget0,x1,4,51,,,0,
0.5,nugget0,x1,4,52,,,0,
0.5,nugget0,x1,4,53,,,0,
0.5,nugget0,x1,4,54,,,0,
0.5,nugget0,x1,4,55,,,0,
0.5,nugget0,x1,4,56,,,0,
0.5,nugget0,x1,4,57,,,0,
0.5,nugget0,x1,4,58,,,0,
0.5,nugget0,x1,4,59,,,0,
0.5,nugget0,x1,4,60,,,0,
0.5,nugget0,x1,4,61,,,0,
0.5,nugget0,x1,4,62,,,0,
0.5,nugget0,x1,4,63,,,0,
0.5,nugget0,x1,4,64,,,0,
0.5,nugget0,x1,4,65,,,0,
0.5,nugget0,x1,4,66,,,0,
0.5,nugget0,x1,4,67,,,0,
0.5,nugget0,x1,4,68,,,0,
0.5,nugget0,x1,4,69,,,0,
0.5,nugget0,x1,8,0,,,0,
0.5,nugget0,x1,8,1,,,0,
0.5,nugget0,x1,8,2,,,0,
0.5,nugget0,x1,8,3,,,0,
0.5,nugget0,x1,8,4,,,0,
0.5,nugget0,x1,8,5,,,0,
0.5,nugget0,x1,8,6,,,0,
0.5,nugget0,x1,8,7,,,0,
0.5,nugget0,x1,8,8,,,0,
0.5,nugget0,x1,8,9,,,0,
0.5,nugget0,x1,8,10,,,0,
0.5,nugget0,x1,8,11,,,0,
0.5,nugget0,x1,8,12,,,0,
0.5,nugget0,x1,8,13,,,0,
0.5,nugget0,x1,8,14,,,0,
0.5,nugget0,x1,8,15,,,0,
0.5,nugget0,x1,8,16,,,0,
0.5,nugget0,x1,8,17,,,0,
0.5,nugget0,x1,8,18,,,0,
0.5,nugget0,x1,8,19,,,0,
0.5,nugget0,x1,8,20,,,0,
0.5,nugget0,x1,8,21,,,0,
0.5,nugget0,x1,8,22,,,0,
0.5,nugget0,x1,8,23,,,0,
0.5,nugget0,x1,8,24,,,0,
0.5,nugget0,x1,8,25,,,0,
0.5,nugget0,x1,8,26,,,0,
0.5,nugget0,x1,8,27,,,0,
0.5,nugget0,x1,8,28,,,0,
0.5,nugget0,x1,8,29,,,0,
0.5,nugget0,x1,8,30,,,0,
0.5,nugget0,x1,8,31,,,0,
0.5,nugget0,x1,8,32,,,0,
0.5,nugget0,x1,8,33,,,0,
0.5,nugget0,x1,8,34,,,0,
0.5,nugget0,x1,8,35,,,0,
0.5,nugget0,x1,8,36,,,0,
0.5,nugget0,x1,8,37,,,0,
0.5,nugget0,x1,8,38,,,0,
0.5,nugget0,x1,8,39,,,0,
0.5,nugget0,x1,8,40,,,0,
0.5,nugget0,x1,8,41,,,0,
0.5,nugget0,x1,8,42,,,0,
0.5,nugget0,x1,8,43,,,0,
0.5,nugget0,x1,8,44,,,0,
0.5,nugget0,x1,8,45,,,0,
0.5,nugget0,x1,8,46,,,0,
0.5,nugget0,x1,8,47,,,0,
0.5,nugget0,x1,8,48,,,0,
0.5,nugget0,x1,8,49,,,0,
0.5,nugget0,x1,8,50,,,0,
0.5,nugget0,x1,8,51,,,0,
0.5,nugget0,x1,8,52,,,0,
0.5,nugget0,x1,8,53,,,0,
0.5,nugget0,x1,8,54,,,0,
0.5,nugget0,x1,8,55,,,0,
0.5,nugget0,x1,8,56,,,0,
0.5,nugget0,x1,8,57,,,0,
0.5,nugget0,x1,8,58,,,0,
0.5,nugget0,x1,8,59,,,0,
0.5,nugget0,x1,8,60,,,0,
0.5,nugget0,x1,8,61,,,0,
0.5,nugget0,x1,8,62,,,0,
0.5,nugget0,x1,8,63,,,0,
0.5,nugget0,x1,8,64,,,0,
0.5,nugget0,x1,8,65,,,0,
0.5,nugget0,x1,8,66,,,0,
0.5,nugget0,x1,8,67,,,0,
0.5,nugget0,x1,8,68,,,0,
0.5,nugget0,x1,8,69,,,0,
0.5,nugget_free,x8,1,0,,,0,
0.5,nugget_free,x8,1,1,,,0,
0.5,nugget_free,x8,1,2,,,0,
0.5,nugget_free,x8,1,3,,,0,
0.5,nugget_free,x8,1,4,,,0,
0.5,nugget_free,x8,1,5,,,0,
0.5,nugget_free,x8,1,6,,,0,
0.5,nugget_free,x8,1,7,,,0,
0.5,nugget_free,x8,1,8,,,0,
0.5,nugget_free,x8,1,9,,,0,
0.5,nugget_free,x8,1,10,,,0,
0.5,nugget_free,x8,1,11,,,0,
0.5,nugget_free,x8,1,12,,,0,
0.5,nugget_free,x8,1,13,,,0,
0.5,nugget_free,x8,1,14,,,0,
0.5,nugget_free,x8,1,15,,,0,
0.5,nugget_free,x8,1,16,,,0,
0.5,nugget_free,x8,1,17,,,0,
0.5,nugget_free,x8,1,18,,,0,
0.5,nugget_free,x8,1,19,,,0,
0.5,nugget_free,x8,1,20,,,0,
0.5,nugget_free,x8,1,21,,,0,
0.5,nugget_free,x8,1,22,,,0,
0.5,nugget_free,x8,1,23,,,0,
0.5,nugget_free,x8,1,24,,,0,
0.5,nugget_free,x8,1,25,,,0,
0.5,nugget_free,x8,1,26,,,0,
0.5,nugget_free,x8,1,27,,,0,
0.5,nugget_free,x8,1,28,,,0,
0.5,nugget_free,x8,1,29,,,0,
0.5,nugget_free,x8,1,30,,,0,
0.5,nugget_free,x8,1,31,,,0,
0.5,nugget_free,x8,1,32,,,0,
0.5,nugget_free,x8,1,33,,,0,
0.5,nugget_free,x8,1,34,,,0,
0.5,nugget_free,x8,1,35,,,0,
0.5,nugget_free,x8,1,36,,,0,
0.5,nugget_free,x8,1,37,,,0,
0.5,nugget_free,x8,1,38,,,0,
0.5,nugget_free,x8,1,39,,,0,
0.5,nugget_free,x8,1,40,,,0,
0.5,nugget_free,x8,1,41,,,0,
0.5,nugget_free,x8,1,42,,,0,
0.5,nugget_free,x8,1,43,,,0,
0.5,nugget_free,x8,1,44,,,0,
0.5,nugget_free,x8,1,45,,,0,
0.5,nugget_free,x8,1,46,,,0,
0.5,nugget_free,x8,1,47,,,0,
0.5,nugget_free,x8,1,48,,,0,
0.5,nugget_free,x8,1,49,,,0,
0.5,nugget_free,x8,1,50,,,0,
0.5,nugget_free,x8,1,51,,,0,
0.5,nugget_free,x8,1,52,,,0,
0.5,nugget_free,x8,1,53,,,0,
0.5,nugget_free,x8,1,54,,,0,
0.5,nugget_free,x8,1,55,,,0,
0.5,nugget_free,x8,1,56,,,0,
0.5,nugget_free,x8,1,57,,,0,
0.5,nugget_free,x8,1,58,,,0,
0.5,nugget_free,x8,1,59,,,0,
0.5,nugget_free,x8,1,60,,,0,
0.5,nugget_free,x8,1,61,,,0,
0.5,nugget_free,x8,1,62,,,0,
