year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,data_spectrum_p10,data_spectrum_p90,theory_spectrum_expected,theory_spectrum_expected_p10,theory_spectrum_expected_p90,ratio_I_over_EI,ratio_I_over_EI_p10,ratio_I_over_EI_p90,n_slices,data_k_max
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,0,0.5729014104765542,21211.195491178176,5657.76811489552,33484.09383650888,14004.133144653713,7470.144578864087,22738.30359770473,2.0457343437303726,0.4092806608225684,4.00557431007516,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,1,1.7187042314296626,3037.2126485541567,1730.5429838181321,4591.2041317651665,3189.967682414555,1854.4358727748188,5113.809622823747,1.076074991642774,0.6137204520262518,1.686635707795822,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,2,2.8645070523827707,880.5017148885609,497.0967053455724,1384.2027521633083,1163.1657185990548,686.6796111425314,1822.4761563383975,0.8235876465783181,0.5021413807995401,1.2109288063734172,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,3,4.0103098733358795,473.1926569477112,198.0764894135972,672.2886214320632,554.2377469874718,329.16017325342324,857.3233608001603,0.8836974614103829,0.619848408865413,1.2505377651561764,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,4,5.156112694288987,260.84686428776996,126.95403605076359,369.01644920539013,334.9944349658487,194.1683442227969,512.8846483789365,0.7895976925298982,0.5356458109497828,1.0748262805255515,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,5,6.301915515242095,189.82891611873976,98.89341985634837,279.3880236513382,212.97887916482244,127.02659036512613,316.43120290962673,0.9114768694051903,0.6325294911265541,1.1228687926058096,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,6,7.447718336195206,136.16033839197013,69.71453495483617,229.23280654894762,148.27348933009696,88.80591293848491,216.8026777091308,0.8980418753360275,0.7041519854191718,1.1149661496251675,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,7,8.593521157148313,91.74805424802356,49.95617991377683,136.5096764050849,105.70067941043347,63.547926427091895,151.26926806797852,0.8682579257533419,0.7110719774083512,1.0553038812029012,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,8,9.739323978101421,71.82551435275806,40.23051782146484,104.00878722314219,79.10264734481007,47.58604895325247,112.41354405720274,0.9163524048403231,0.7493113171540978,1.0710278285996633,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,9,10.885126799054529,59.21387696221943,32.896843127246036,88.33596847160177,62.780084225699326,37.465555971734,88.9586677301918,0.9464850030784501,0.7320243841181426,1.154568948504723,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,10,12.030929620007637,46.70008563997236,28.501199901770192,66.71940043763492,49.39534996204009,29.58478288465956,70.4006813947498,0.9348149723237145,0.7744732217890455,1.1406937005837556,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,11,13.176732440960745,38.303239646766556,19.036596163495112,56.53549965468455,39.34522806664039,23.745986568885073,56.6296305138058,0.9643636256047676,0.7837957619464914,1.1935596783978986,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,12,14.322535261913853,34.64016541280213,22.03827259697752,51.804051939660845,34.51335173235587,20.79518369956031,49.97426880237761,1.0053491122618516,0.8360562853418918,1.1823333797647997,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,13,15.468338082866964,30.706876351640922,19.20561541921972,45.515836410178906,28.64805454118664,17.39368598464358,41.14276481898313,1.0651596770542677,0.8809271403841176,1.2548817340564509,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,14,16.614140903820072,25.031803746343435,14.964822334216551,38.01992588209922,24.284526602504354,14.884950906309822,34.49338401506048,1.018692055631083,0.8865537057872012,1.1416730555546883,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,15,17.75994372477318,21.12583782028461,12.520289503505827,31.58936813452166,20.867591918641782,12.908271125978583,29.494381327076216,1.0107671832446339,0.8514623562505811,1.227421106876518,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,16,18.905746545726288,19.044875344384316,10.977312294974064,28.874729847298443,18.228449740675448,11.378146839845392,25.59453119700541,1.051046152000082,0.8447654291908423,1.2431235625282409,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,17,20.051549366679396,15.99570758585225,9.377870860635579,22.42758197980674,15.834061956068812,9.93224178472068,22.092809090180577,1.0039114163910177,0.8176661971883021,1.1323273133507599,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,18,21.197352187632504,14.884402004569566,8.549151136692489,21.691101853414807,14.06425562688363,8.872093210347549,19.560658969086806,1.0501944226839561,0.8826149874732517,1.2221100392770023,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,19,22.34315500858561,13.907683223048679,9.072586033974801,20.964678632504754,12.469035758945425,7.9104388924588385,17.193284638658902,1.1166377697614494,0.9564908306493084,1.2568064734452598,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,20,23.48895782953872,12.300435557392067,7.979309160722888,17.05254741470428,11.279923962611942,7.207996951815694,15.465041952342762,1.1004596403744995,0.9600328693810833,1.2380109295880313,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,21,24.63476065049183,11.292522630646596,6.899081058074239,16.21269709361633,10.260548791856502,6.601780720468692,14.051935023615004,1.1017391433351185,0.9809569456706447,1.2571223967113523,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,22,25.780563471444943,9.750602522701483,5.8690422454661,14.56124169723952,9.23153533016791,5.963361989836933,12.60415177184672,1.0506160995286442,0.8925333415182617,1.253902427627046,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,23,26.926366292398047,8.589433940488886,5.112625985113762,11.924264411307524,8.302284429121165,5.369747236604119,11.27626507550815,1.0315483583985785,0.8957781941579713,1.1937235752423332,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,24,28.07216911335116,8.8109003760532,5.227757781775044,12.447751193406985,7.916395237850257,5.165318597386,10.792399960944564,1.106833139945395,0.9406291864890742,1.233120834751422,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,25,29.217971934304263,7.821848655776824,5.073672634768496,10.76592561770386,7.303369736889573,4.752374801901255,9.919044088245634,1.0780672785783285,0.9409561509247971,1.2079338339649088,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,26,30.363774755257374,7.748109726811885,4.7468205112277655,10.925523956079221,6.785692248299947,4.416711760243325,9.211650604233157,1.1468208091488032,1.0101265940745634,1.3316950423220242,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,27,31.509577576210482,6.559667505368585,3.814096112008608,9.502604466712878,6.3479749707468525,4.126811040339805,8.601212361118389,1.02950084467218,0.9208075421595554,1.1516070629640827,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,28,32.65538039716359,6.501311688045659,4.146532020008718,9.453810804792772,5.942505518092279,3.8490455167970383,8.024544232738553,1.0915498934548844,1.0028896840356762,1.2235848597825318,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,29,33.8011832181167,5.884775211912059,3.5309817444094533,8.295340252270266,5.597614353752713,3.626195631889186,7.5160591029802255,1.0497490324239886,0.9459707904359224,1.1641631679119209,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,30,34.946986039069806,5.600920845955693,3.5126940642180684,7.656376485617497,5.285539012742753,3.4151697376694536,7.075917521827402,1.0642575355604655,0.958241866952319,1.2107453283543959,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,31,36.092788860022914,5.359664033402337,3.5066489358194124,7.183488838491018,5.026259957679154,3.2308158501067514,6.716111556967707,1.0773312306158362,0.9691669319560005,1.1859454975424766,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,32,37.23859168097602,5.158762380913056,3.203900260521573,6.914457744832898,4.765798875371549,3.05097869288693,6.32977860208915,1.0781979678829487,0.9732579744830311,1.1927797499535568,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,33,38.38439450192913,4.733039036686528,3.021677034122651,6.221339220602551,4.56774044706558,2.8997121829093384,6.0553706901483375,1.043812565577569,0.9291769320245706,1.1392548568704952,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,34,39.53019732288224,4.863594911036786,2.9291584640581343,6.720008123843264,4.336882122125609,2.744068820779741,5.812897847781473,1.1179313254936984,0.9838376568179792,1.2837174650539689,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,35,40.676000143835346,4.427183753394322,2.7052518043406444,6.024761083084228,4.197155514274804,2.652333343193063,5.636466162887641,1.047294990056082,0.9522503850170659,1.146661836593186,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,36,41.82180296478845,4.194474336803435,2.60062610265523,5.7376282564066186,4.079051882641438,2.580619092443506,5.48273080317632,1.0241596208419244,0.935791139318992,1.1328176887539867,40,79.63329605624102
2024,gc_a0p75_b0p5_nugget0,GC a=0.75 b=0.5 nugget0,nugget0,37,42.96760578574156,4.100565973892437,2.4662594463363035,5.682087806663802,3.9306530192396005,2.50241957392375,5.315340471099006,1.0366275570962245,0.926807684920409,1.1391321024811105,40,79.63329605624102
