date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,gc_alpha,parameter,estimate,loss,n_grid,n_valid
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_aniso_nugget0,0.6000,phi2,0.1006,1.5829,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_aniso_nugget0,0.6000,phi3,1.7968,1.5829,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.5829,4560,4183
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,sigmasq,23.0235,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,range_lat,57424121.5917,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,range_lon,74025309.2861,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,gc_beta,37250.6250,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,phi3,1.6618,1.3693,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.3693,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,sigmasq,19.9605,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,range_lat,4206563980.1665,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,range_lon,5002920469.6038,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,gc_beta,619789.0300,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,phi3,1.4145,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.8637,300,279
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,sigmasq,19.5339,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,range_lat,2783.3080,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,range_lon,3188.8192,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,gc_beta,126.9443,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,phi1,0.0061,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,phi2,0.0003,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,phi3,1.3126,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.7456,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,sigmasq,19.2703,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,range_lat,52708623.8586,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,range_lon,68082943.8978,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,gc_beta,46765.6459,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,phi3,1.6685,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.5768,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,sigmasq,29.8423,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,range_lat,5246318.4838,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,range_lon,6481389.0132,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,gc_beta,7039.6175,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,phi3,1.5263,1.3996,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.3996,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,sigmasq,20.8861,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,range_lat,244401466.0706,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,range_lon,385674044.9831,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,gc_beta,146559.8300,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,phi3,2.4902,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.9263,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,sigmasq,19.9090,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,range_lat,819002.2159,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,range_lon,864706.3900,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,gc_beta,4424.5273,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,phi3,1.1147,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.8030,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,sigmasq,21.5692,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,range_lat,1493582.6647,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,range_lon,1850698.0932,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,gc_beta,5858.3660,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,phi3,1.5354,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.6600,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,sigmasq,30.6435,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,range_lat,116040773.3497,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,range_lon,137394800.0285,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,gc_beta,47342.9922,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,phi3,1.4019,1.4388,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.4388,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,sigmasq,17.2086,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,range_lat,20.4337,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,range_lon,22.8911,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,gc_beta,10.6411,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,phi1,0.7518,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,phi2,0.0437,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,phi3,1.2550,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.8738,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,sigmasq,18.5918,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,range_lat,162535876.5152,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,range_lon,167425156.2187,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,gc_alpha,0.6000,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,gc_beta,109230.2711,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,phi1,0.0000,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,phi2,0.0000,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,phi3,1.0611,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_aniso_nugget0,0.6000,nugget,0.0000,1.7774,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_aniso_nugget0,0.6000,sigmasq,19.6354,1.6254,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_aniso_nugget0,0.6000,range_lat,38108320.2885,1.6254,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_aniso_nugget0,0.6000,range_lon,39567536.0677,1.6254,4560,4468
