date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.3000,sigmasq,9.5041,1.7630,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.3000,range_lat,0.7237,1.7630,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.3000,range_lon,1.2322,1.7630,300,300
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.3000,nugget,4.8548,1.7630,300,300
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.3000,sigmasq,12.1054,1.6421,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.3000,range_lat,0.8854,1.6421,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.3000,range_lon,1.1327,1.6421,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.3000,nugget,3.3062,1.6421,1160,1160
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.3000,sigmasq,14.8487,1.7121,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.3000,range_lat,0.6449,1.7121,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.3000,range_lon,0.9047,1.7121,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.3000,nugget,5.3654,1.7121,4560,4531
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.3000,sigmasq,14.5974,1.4339,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.3000,range_lat,0.3684,1.4339,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.3000,range_lon,0.5289,1.4339,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.3000,nugget,1.5914,1.4339,18126,18067
