date_str,true_smooth,fit_smooth,hour_idx,time_key,resolution_stride,resolution_label,variant,profile_type,fit_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,k_mean,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,24,28.072169113351155,28.044035971152297,0,10.885126799054529,,,6.060596676146841,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,25,29.217971934304263,29.226126552847166,0,10.885126799054529,,,6.0605896385750855,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,26,30.36377475525737,30.35905022076347,0,10.885126799054529,,,6.060583877331698,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,27,31.509577576210482,31.508974851516133,0,10.885126799054529,,,6.060578853847957,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,28,32.65538039716359,32.66670839705195,0,10.885126799054529,,,6.060574475089996,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,29,33.8011832181167,33.80557707630151,0,10.885126799054529,,,6.060570735888613,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,30,34.946986039069806,34.978238907489704,0,10.885126799054529,,,6.060567375331445,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,31,36.092788860022914,36.13158704314454,0,10.885126799054529,,,6.060564479245078,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,32,37.23859168097602,37.27131507371626,0,10.885126799054529,,,6.0605619595524365,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,33,38.38439450192913,38.408323214044735,0,10.885126799054529,,,6.060559733694735,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,34,39.53019732288224,39.516826790211844,0,10.885126799054529,,,6.060557802068631,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,35,40.676000143835346,40.64537353336212,0,10.885126799054529,,,6.060556046157252,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,36,41.82180296478845,41.8074915501277,0,10.885126799054529,,,6.060554429747243,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,37,42.96760578574156,42.97758132048538,0,10.885126799054529,,,6.060552973915903,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,38,44.11340860669467,44.12023387815045,0,10.885126799054529,,,6.0605516967248425,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,39,45.25921142764778,45.263273002223634,0,10.885126799054529,,,6.060550545632211,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,40,46.40501424860089,46.401623114899365,0,10.885126799054529,,,6.060549508302984,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,41,47.550817069554,47.54209628556936,0,10.885126799054529,,,6.0605485668789925,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,42,48.69661989050711,48.704018109813944,0,10.885126799054529,,,6.060547695613105,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,43,49.842422711460216,49.82798037973217,0,10.885126799054529,,,6.060546928363943,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,44,50.988225532413324,50.984981939444005,0,10.885126799054529,,,6.06054620793232,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,45,52.13402835336643,52.13691557001522,0,10.885126799054529,,,6.060545552147435,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,46,53.27983117431954,53.23891056784509,0,10.885126799054529,,,6.060544976765496,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,47,54.42563399527265,54.389296288586614,0,10.885126799054529,,,6.060544425119116,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,48,55.571436816225756,55.55451364670018,0,10.885126799054529,,,6.0605439113602815,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,49,56.717239637178864,56.703802024095104,0,10.885126799054529,,,6.060543445352673,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,50,57.86304245813197,57.8464178745161,0,10.885126799054529,,,6.060543017967149,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,51,59.00884527908508,59.01680172468367,0,10.885126799054529,,,6.060542614044917,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,52,60.15464810003819,60.18481906490257,0,10.885126799054529,,,6.060542241306193,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,53,61.300450920991295,61.316496119891646,0,10.885126799054529,,,6.060541906990292,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,54,62.4462537419444,62.47812958804519,0,10.885126799054529,,,6.060541588468439,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,55,63.59205656289751,63.61583170564809,0,10.885126799054529,,,6.060541298557893,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,56,64.73785938385063,64.75341049599007,0,10.885126799054529,,,6.060541028773986,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,57,65.88366220480373,65.89391875623019,0,10.885126799054529,,,6.06054077659336,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,58,67.02946502575685,67.00481738400732,0,10.885126799054529,,,6.060540547101985,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,59,68.17526784670994,68.14676835534127,0,10.885126799054529,,,6.060540326603417,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,60,69.32107066766307,69.30713817867169,0,10.885126799054529,,,6.060540117101788,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,61,70.46687348861616,70.46202857561308,0,10.885126799054529,,,6.060539922090537,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,62,71.61267630956928,71.61042320910808,0,10.885126799054529,,,6.06053974046727,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,63,72.75847913052237,72.74635450000629,0,10.885126799054529,,,6.060539571942137,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,64,73.9042819514755,73.89765808278074,0,10.885126799054529,,,6.060539411521449,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,65,75.05008477242859,75.04866362252366,0,10.885126799054529,,,6.060539260790506,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,66,76.19588759338171,76.15757673486348,0,10.885126799054529,,,6.060539124040014,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,67,77.3416904143348,77.33210735566547,0,10.885126799054529,,,6.060538987775149,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,68,78.48749323528793,78.51969887722144,0,10.885126799054529,,,6.060538857946358,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,sigma_only,sigma_only,0.5,300,1.7235,0.5327,7.7707,69,79.63329605624102,79.6125829588032,0,10.885126799054529,,,6.060538745278909,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,0,0.5729014104765542,0.627252201974578,2,10.885126799054529,4.260149513989379,15.547553814660779,6.233900321656216,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,1,1.7187042314296626,1.695268273838533,18,10.885126799054529,11.91169952827625,14.443339027587001,6.1468304424221305,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,2,2.8645070523827707,2.888368177098319,26,10.885126799054529,6.505976127249171,11.35658841922062,6.09433918093259,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,3,4.0103098733358795,4.101153866844383,42,10.885126799054529,7.4620741880519725,9.605684208785554,6.075567672174561,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,4,5.156112694288987,5.243474246005946,50,10.885126799054529,11.996169821161082,8.898806495528705,6.068391938080153,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,5,6.301915515242095,6.334396296799058,51,10.885126799054529,8.230844884424332,8.633492001128317,6.065258207794723,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,6,7.447718336195205,7.484202811445298,46,10.885126799054529,5.378838252437652,8.443476521314627,6.063488192379849,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,7,8.593521157148313,8.64988424118374,48,10.885126799054529,8.151758441144013,8.353769345428377,6.062492308030014,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,8,9.739323978101421,9.828990003837582,14,10.885126799054529,2.4049187468980557,8.313561129453918,6.061885284548375,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,9,10.885126799054529,10.932120873774602,2,10.885126799054529,2.7498761609879607,8.304093035711503,6.061526576129006,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,10,12.030929620007637,12.063865932841784,0,10.885126799054529,,,6.061278392161993,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,11,13.176732440960746,13.166390002837563,0,10.885126799054529,,,6.061109687067208,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,12,14.322535261913854,14.273893849907077,0,10.885126799054529,,,6.060987926894628,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,13,15.468338082866964,15.425211497575258,0,10.885126799054529,,,6.060895204932419,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,14,16.614140903820072,16.59460817503016,0,10.885126799054529,,,6.060825298142992,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,15,17.75994372477318,17.777808040803787,0,10.885126799054529,,,6.06077179273838,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,16,18.905746545726288,18.924882639210317,0,10.885126799054529,,,6.06073180910513,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,17,20.051549366679396,20.055622399506323,0,10.885126799054529,,,6.060700788151329,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,18,21.197352187632504,21.21689630794462,0,10.885126799054529,,,6.060675378106531,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,19,22.34315500858561,22.365098345328214,0,10.885126799054529,,,6.060655127231959,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,20,23.48895782953872,23.50197308177751,0,10.885126799054529,,,6.06063877493915,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,21,24.63476065049183,24.62149265069659,0,10.885126799054529,,,6.0606254622245785,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,22,25.78056347144494,25.753220292042254,0,10.885126799054529,,,6.0606142475516185,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,23,26.926366292398047,26.888973344881837,0,10.885126799054529,,,6.060604789203853,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,24,28.072169113351155,28.044035971152297,0,10.885126799054529,,,6.060596676146841,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,25,29.217971934304263,29.226126552847166,0,10.885126799054529,,,6.0605896385750855,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,26,30.36377475525737,30.35905022076347,0,10.885126799054529,,,6.060583877331698,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,27,31.509577576210482,31.508974851516133,0,10.885126799054529,,,6.060578853847957,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,28,32.65538039716359,32.66670839705195,0,10.885126799054529,,,6.060574475089996,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,29,33.8011832181167,33.80557707630151,0,10.885126799054529,,,6.060570735888613,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,30,34.946986039069806,34.978238907489704,0,10.885126799054529,,,6.060567375331445,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,31,36.092788860022914,36.13158704314454,0,10.885126799054529,,,6.060564479245078,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,32,37.23859168097602,37.27131507371626,0,10.885126799054529,,,6.0605619595524365,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,33,38.38439450192913,38.408323214044735,0,10.885126799054529,,,6.060559733694735,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,34,39.53019732288224,39.516826790211844,0,10.885126799054529,,,6.060557802068631,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,35,40.676000143835346,40.64537353336212,0,10.885126799054529,,,6.060556046157252,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,36,41.82180296478845,41.8074915501277,0,10.885126799054529,,,6.060554429747243,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,37,42.96760578574156,42.97758132048538,0,10.885126799054529,,,6.060552973915903,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,38,44.11340860669467,44.12023387815045,0,10.885126799054529,,,6.0605516967248425,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,39,45.25921142764778,45.263273002223634,0,10.885126799054529,,,6.060550545632211,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,40,46.40501424860089,46.401623114899365,0,10.885126799054529,,,6.060549508302984,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,41,47.550817069554,47.54209628556936,0,10.885126799054529,,,6.0605485668789925,0.7799215107218179
20240703,0.3,0.5,0,y24m07day03_hm00:53,8,x8,nugget_free,range_only,range_only,0.5,300,1.7235,0.5327,7.7707,42,48.69661989050711,48.704018109813944,0,10.885126799054529,,,6.060547695613105,0.7799215107218179
