frequency_band,k_bin_start,k_bin_end,k_mid_min,k_mid_max,variant,model_label,n_bins,ratio_mean,ratio_median,ratio_min,ratio_max
ultra_low,0,4,0.5729,5.1561,matern_s03_nugget0,Matern s=0.3 nugget0,5,1.6777,0.9552,0.8680,3.7018
ultra_low,0,4,0.5729,5.1561,matern_s03_nugget_free,Matern s=0.3 nugget free,5,1.4019,0.8286,0.7822,2.9569
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b2p5_nugget0,GC a=0.7 b=2.5 nugget0,5,1.3045,1.0676,1.0054,1.8097
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b2p5_nugget_free,GC a=0.7 b=2.5 nugget free,5,1.1903,1.0226,0.9257,1.5880
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,5,1.3429,1.0596,1.0118,1.9575
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b3p0_nugget_free,GC a=0.7 b=3 nugget free,5,1.2119,1.0122,0.9241,1.6906
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b3p5_nugget0,GC a=0.7 b=3.5 nugget0,5,1.3731,1.0527,1.0085,2.0778
ultra_low,0,4,0.5729,5.1561,gc_a0p7_b3p5_nugget_free,GC a=0.7 b=3.5 nugget free,5,1.2276,1.0034,0.9214,1.7708
low_mid,5,14,6.3019,16.6141,matern_s03_nugget0,Matern s=0.3 nugget0,10,0.7423,0.7135,0.6372,0.8802
low_mid,5,14,6.3019,16.6141,matern_s03_nugget_free,Matern s=0.3 nugget free,10,0.8230,0.7878,0.6577,1.0214
low_mid,5,14,6.3019,16.6141,gc_a0p7_b2p5_nugget0,GC a=0.7 b=2.5 nugget0,10,0.8919,0.8700,0.7932,1.0108
low_mid,5,14,6.3019,16.6141,gc_a0p7_b2p5_nugget_free,GC a=0.7 b=2.5 nugget free,10,0.9044,0.8730,0.7821,1.0457
low_mid,5,14,6.3019,16.6141,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,10,0.8818,0.8594,0.7843,1.0000
low_mid,5,14,6.3019,16.6141,gc_a0p7_b3p0_nugget_free,GC a=0.7 b=3 nugget free,10,0.8980,0.8653,0.7741,1.0411
low_mid,5,14,6.3019,16.6141,gc_a0p7_b3p5_nugget0,GC a=0.7 b=3.5 nugget0,10,0.8738,0.8510,0.7770,0.9917
low_mid,5,14,6.3019,16.6141,gc_a0p7_b3p5_nugget_free,GC a=0.7 b=3.5 nugget free,10,0.8930,0.8591,0.7678,1.0378
mid,15,29,17.7599,33.8012,matern_s03_nugget0,Matern s=0.3 nugget0,15,0.9532,0.9585,0.8550,1.0360
mid,15,29,17.7599,33.8012,matern_s03_nugget_free,Matern s=0.3 nugget free,15,1.0679,1.0685,0.9924,1.1229
mid,15,29,17.7599,33.8012,gc_a0p7_b2p5_nugget0,GC a=0.7 b=2.5 nugget0,15,1.0055,0.9997,0.9542,1.0595
mid,15,29,17.7599,33.8012,gc_a0p7_b2p5_nugget_free,GC a=0.7 b=2.5 nugget free,15,1.0443,1.0382,0.9944,1.1024
mid,15,29,17.7599,33.8012,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,15,0.9998,0.9964,0.9456,1.0494
mid,15,29,17.7599,33.8012,gc_a0p7_b3p0_nugget_free,GC a=0.7 b=3 nugget free,15,1.0441,1.0386,0.9920,1.0991
