date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,parameter,estimate,loss,n_grid,n_valid
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,sigmasq,8.6677,1.6153,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,range,0.4971,1.6153,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.5000,nugget,4.4164,1.6153,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,sigmasq,9.0600,1.5040,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,range,0.3875,1.5040,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget_free,0.5000,nugget,3.4295,1.5040,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,sigmasq,10.0542,1.5430,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,range,0.2933,1.5430,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget_free,0.5000,nugget,4.2270,1.5430,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,sigmasq,10.2213,1.4111,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,range,0.2472,1.4111,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget_free,0.5000,nugget,3.0520,1.4111,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,sigmasq,11.0936,1.6512,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,range,0.4165,1.6512,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget_free,0.5000,nugget,3.8572,1.6512,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,sigmasq,12.2582,1.5263,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,range,0.3544,1.5263,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget_free,0.5000,nugget,2.6059,1.5263,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,sigmasq,12.0204,1.4181,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,range,0.2861,1.4181,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget_free,0.5000,nugget,2.2453,1.4181,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,sigmasq,11.9110,1.3587,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,range,0.2253,1.3587,18126,17670
20240703,1,2024_07_y24m07day03_hm01:53,1,x1,nugget_free,0.5000,nugget,1.9943,1.3587,18126,17670
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,sigmasq,12.6140,1.7045,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,range,0.4593,1.7045,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,8,x8,nugget_free,0.5000,nugget,4.4169,1.7045,2266,2082
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,sigmasq,13.0138,1.6075,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,range,0.3772,1.6075,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,4,x4,nugget_free,0.5000,nugget,3.7523,1.6075,4532,4176
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,sigmasq,14.0772,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,range,0.2458,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,2,x2,nugget_free,0.5000,nugget,1.8124,1.4629,9063,8353
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,sigmasq,14.6136,1.3635,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,range,0.2206,1.3635,18126,16698
20240703,2,2024_07_y24m07day03_hm02:53,1,x1,nugget_free,0.5000,nugget,1.3966,1.3635,18126,16698
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,sigmasq,14.5660,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,range,0.4014,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,nugget_free,0.5000,nugget,3.9968,1.7417,2266,2114
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,sigmasq,15.0092,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,range,0.3506,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,nugget_free,0.5000,nugget,3.4103,1.6400,4532,4217
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,sigmasq,16.0211,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,range,0.2308,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,nugget_free,0.5000,nugget,1.3284,1.4846,9063,8428
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,sigmasq,16.2481,1.3906,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,range,0.2080,1.3906,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,nugget_free,0.5000,nugget,1.1340,1.3906,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,sigmasq,13.5334,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,range,0.3936,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,nugget_free,0.5000,nugget,5.1879,1.7898,2266,2145
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,sigmasq,14.4373,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,range,0.3035,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,nugget_free,0.5000,nugget,4.0359,1.7028,4532,4288
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,sigmasq,16.8273,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,range,0.2263,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,nugget_free,0.5000,nugget,1.6403,1.5367,9063,8552
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,sigmasq,16.7111,1.4303,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,range,0.1904,1.4303,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,nugget_free,0.5000,nugget,1.1273,1.4303,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,sigmasq,12.8259,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,range,0.3612,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,nugget_free,0.5000,nugget,4.7220,1.7580,2266,2221
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,sigmasq,13.3949,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,range,0.3021,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,nugget_free,0.5000,nugget,3.6958,1.6558,4532,4439
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,sigmasq,14.4858,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,range,0.2191,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,nugget_free,0.5000,nugget,2.0076,1.5188,9063,8881
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,sigmasq,14.9336,1.4283,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,range,0.1684,1.4283,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,nugget_free,0.5000,nugget,1.1542,1.4283,18126,17760
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,sigmasq,10.7808,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,range,0.3369,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,8,x8,nugget_free,0.5000,nugget,4.2831,1.6941,2266,2264
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,nugget_free,0.5000,sigmasq,11.2034,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,nugget_free,0.5000,range,0.3520,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,4,x4,nugget_free,0.5000,nugget,4.3462,1.6203,4532,4527
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,nugget_free,0.5000,sigmasq,12.2268,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,nugget_free,0.5000,range,0.2274,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,2,x2,nugget_free,0.5000,nugget,2.4658,1.4916,9063,9052
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,nugget_free,0.5000,sigmasq,13.1225,1.3875,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,nugget_free,0.5000,range,0.1523,1.3875,18126,18104
20240703,6,2024_07_y24m07day03_hm06:48,1,x1,nugget_free,0.5000,nugget,0.9321,1.3875,18126,18104
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,nugget_free,0.5000,sigmasq,9.4845,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,nugget_free,0.5000,range,0.3801,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,8,x8,nugget_free,0.5000,nugget,5.6984,1.7313,2266,2263
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,nugget_free,0.5000,sigmasq,10.3310,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,nugget_free,0.5000,range,0.3224,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,4,x4,nugget_free,0.5000,nugget,4.1832,1.6069,4532,4526
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,nugget_free,0.5000,sigmasq,11.6799,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,nugget_free,0.5000,range,0.2059,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,2,x2,nugget_free,0.5000,nugget,2.1660,1.4772,9063,9051
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,nugget_free,0.5000,sigmasq,11.8885,1.4036,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,nugget_free,0.5000,range,0.1498,1.4036,18126,18102
20240703,7,2024_07_y24m07day03_hm07:48,1,x1,nugget_free,0.5000,nugget,1.3984,1.4036,18126,18102
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget0,0.5000,sigmasq,13.0858,1.6449,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget0,0.5000,range,0.1725,1.6449,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget0,0.5000,nugget,0.0000,1.6449,2266,2259
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget0,0.5000,sigmasq,11.8034,1.5185,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget0,0.5000,range,0.1691,1.5185,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,4,x4,nugget0,0.5000,nugget,0.0000,1.5185,4532,4518
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget0,0.5000,sigmasq,13.5325,1.7648,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget0,0.5000,range,0.1067,1.7648,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,2,x2,nugget0,0.5000,nugget,0.0000,1.7648,9063,9033
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget0,0.5000,sigmasq,12.3390,1.6803,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget0,0.5000,range,0.0932,1.6803,18126,18067
20240703,0,2024_07_y24m07day03_hm00:53,1,x1,nugget0,0.5000,nugget,0.0000,1.6803,18126,18067
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget0,0.5000,sigmasq,14.9917,1.6844,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget0,0.5000,range,0.1964,1.6844,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,8,x8,nugget0,0.5000,nugget,0.0000,1.6844,2266,2208
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget0,0.5000,sigmasq,13.9761,1.5399,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget0,0.5000,range,0.2022,1.5399,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,4,x4,nugget0,0.5000,nugget,0.0000,1.5399,4532,4422
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget0,0.5000,sigmasq,13.3410,1.4919,9063,8840
20240703,1,2024_07_y24m07day03_hm01:53,2,x2,nugget0,0.5000,range,0.1505,1.4919,9063,8840
