year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,0,0.5729014104765542,5570.347915890638,3661.8821094918508,24,79.63329605624102,1.5211707393451888
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,1,1.7187042314296626,1965.8672125996338,1326.734292730114,24,79.63329605624102,1.481733926206378
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,2,2.864507052382771,550.2325031891033,623.826011313714,24,79.63329605624102,0.8820287920190595
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,3,4.0103098733358795,339.9365541587476,343.80849124077,24,79.63329605624102,0.9887380993178818
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,4,5.156112694288987,210.4526053023496,220.50143848005914,24,79.63329605624102,0.9544273577216673
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,5,6.301915515242096,116.06456598640993,152.0086210872269,24,79.63329605624102,0.7635393647825326
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,6,7.447718336195205,103.66059156295834,109.60660159426037,24,79.63329605624102,0.9457513512433051
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,7,8.593521157148313,70.99771966884366,81.56231394839216,24,79.63329605624102,0.8704721118354593
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,8,9.739323978101421,56.627469768562094,62.62999827864161,24,79.63329605624102,0.9041588907064281
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,9,10.885126799054527,44.06593838563976,50.41554051451828,24,79.63329605624102,0.8740546652068522
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,10,12.030929620007635,36.577848751552686,40.80318544987326,24,79.63329605624102,0.8964459109813521
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,11,13.176732440960746,28.232958380178303,33.629788818010525,24,79.63329605624102,0.8395223215037874
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,12,14.322535261913854,25.75516712895559,28.889759502135956,24,79.63329605624102,0.8914981492681305
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,13,15.468338082866964,23.696774677874767,24.459894094585916,24,79.63329605624102,0.9688011970223509
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,14,16.614140903820072,19.96307628821084,20.99323547056561,24,79.63329605624102,0.9509289940657719
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,15,17.75994372477318,17.566710360989056,18.215275293007192,24,79.63329605624102,0.9643944479792124
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,16,18.905746545726288,16.393302276550127,16.039606151407323,24,79.63329605624102,1.0220514220738375
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,17,20.051549366679396,13.938592396212087,14.188032736455694,24,79.63329605624102,0.982418962172065
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,18,21.197352187632504,13.038746293828453,12.680582717010466,24,79.63329605624102,1.028245040847967
2023,gc_a0p7_b3p0_nugget0,GC a=0.7 b=3 nugget0,nugget0,19,22.34315500858561,10.864370266736858,11.393566855058957,24,79.63329605624102,0.9535530361076412
