date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,gc_alpha,parameter,estimate,loss,n_grid,n_valid
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,range_lat,0.3365,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,range_lon,0.3826,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,gc_alpha,0.6000,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,gc_beta,0.5000,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,phi1,71.2644,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,phi2,2.6139,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,phi3,1.2923,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,8,x8,cauchy_beta0p5,0.6000,nugget,0.0000,2.0049,300,279
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,sigmasq,27.8147,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,range_lat,0.3776,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,range_lon,0.4290,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,phi1,64.8337,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,phi2,2.3309,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,phi3,1.2907,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,4,x4,cauchy_beta0p5,0.6000,nugget,0.0000,1.8661,1160,1080
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,sigmasq,32.3362,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,range_lat,0.5917,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,range_lon,0.7642,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,phi1,42.3161,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,phi2,1.3086,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,phi3,1.6680,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,2,x2,cauchy_beta0p5,0.6000,nugget,0.0000,1.6665,4560,4231
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,sigmasq,78.1537,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,range_lat,3.2685,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,range_lon,4.0494,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,phi1,19.2999,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,phi2,0.2469,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,phi3,1.5349,1.4737,18126,16863
20240703,3,2024_07_y24m07day03_hm03:53,1,x1,cauchy_beta0p5,0.6000,nugget,0.0000,1.4737,18126,16863
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,sigmasq,27.8036,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,range_lat,0.1866,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,range_lon,0.2886,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,gc_alpha,0.6000,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,gc_beta,0.5000,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,phi1,96.3447,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,phi2,3.4652,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,phi3,2.3923,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,8,x8,cauchy_beta0p5,0.6000,nugget,0.0000,2.1453,300,284
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,sigmasq,29.3191,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,range_lat,0.3189,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,range_lon,0.3304,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,phi1,88.7317,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,phi2,3.0264,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,phi3,1.0738,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,4,x4,cauchy_beta0p5,0.6000,nugget,0.0000,1.8082,1160,1093
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,sigmasq,39.7432,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,range_lat,0.6552,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,range_lon,0.8094,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,phi1,49.1039,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,phi2,1.2355,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,phi3,1.5260,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,2,x2,cauchy_beta0p5,0.6000,nugget,0.0000,1.8203,4560,4289
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,sigmasq,97.7220,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,range_lat,4.2934,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,range_lon,5.1069,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,phi1,19.1352,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,phi2,0.1958,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,phi3,1.4149,1.5392,18126,17088
20240703,4,2024_07_y24m07day03_hm04:48,1,x1,cauchy_beta0p5,0.6000,nugget,0.0000,1.5392,18126,17088
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,sigmasq,19.8444,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,range_lat,0.0550,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,range_lon,0.0597,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,gc_alpha,0.6000,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,gc_beta,0.5000,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,phi1,332.2383,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,phi2,16.7422,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,phi3,1.1796,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,8,x8,cauchy_beta0p5,0.6000,nugget,0.0000,2.0346,300,293
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,sigmasq,26.1507,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,range_lat,0.2625,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,range_lon,0.2657,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,phi1,98.4281,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,phi2,3.7639,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,phi3,1.0242,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,4,x4,cauchy_beta0p5,0.6000,nugget,0.0000,1.9293,1160,1134
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,sigmasq,34.5697,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,range_lat,0.5928,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,range_lon,0.6143,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,gc_beta,0.5000,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,phi1,56.2744,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,phi2,1.6279,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,phi3,1.0738,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,2,x2,cauchy_beta0p5,0.6000,nugget,0.0000,1.6278,4560,4468
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,cauchy_beta0p5,0.6000,sigmasq,59.0164,1.5313,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,cauchy_beta0p5,0.6000,range_lat,1.8118,1.5313,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,cauchy_beta0p5,0.6000,range_lon,1.8771,1.5313,18126,17760
20240703,5,2024_07_y24m07day03_hm05:48,1,x1,cauchy_beta0p5,0.6000,gc_alpha,0.6000,1.5313,18126,17760
