year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,data_spectrum_p10,data_spectrum_p90,theory_spectrum_expected,theory_spectrum_expected_p10,theory_spectrum_expected_p90,ratio_I_over_EI,ratio_I_over_EI_p10,ratio_I_over_EI_p90,n_slices,data_k_max
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,0,0.5729014104765542,6590.965200084077,1125.0682937806605,14418.522408944256,5790.448811816475,1175.3044241946134,11527.960363823559,1.7924861783931008,0.23066231382264615,4.645429319337959,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,1,1.7187042314296626,2488.9843139310606,502.17792657323525,4771.793975139837,1752.5424870122686,414.58749165666546,3190.4269017164575,1.5550312800499948,0.9994678327837176,2.3565506322367606,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,2,2.8645070523827707,828.2474337630626,185.09218968205536,1540.4160552496583,754.3942060149177,210.098264732736,1325.408217295828,1.1301812996224805,0.6556786087068971,1.7776378273714402,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,3,4.0103098733358795,411.3021814988386,130.73867744867698,711.3266326563117,390.7781565071215,126.06127605097679,668.1362420112987,1.0905540486695804,0.7915776479779475,1.4731473686947976,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,4,5.156112694288987,268.53868623962546,91.15795977708567,507.80983059657103,250.82266195496862,87.65430986422142,429.64665216952767,1.0993377184433042,0.8192074062216668,1.4545277867511635,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,5,6.301915515242095,157.44331084472873,60.16965990532666,263.4181056578789,165.52236890918786,64.34651622372631,274.66376204710366,0.9674836653424219,0.7025307585342725,1.2286121088006585,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,6,7.447718336195206,108.63571398617958,42.90732647797182,194.07634823089447,118.67635846365597,49.34341472073785,194.92510468405203,0.8910884448635793,0.7070504107982633,1.0939900102885924,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,7,8.593521157148313,85.54428098585237,30.83142921809572,146.08890097439058,87.12157737181485,38.89809798157775,140.38843751662583,0.9637903257919472,0.7469226775072328,1.1942780561900312,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,8,9.739323978101421,63.31081506780655,28.857724474368432,101.27883633243597,66.63278717154596,30.926600022339677,105.72287886574405,0.9481964448330057,0.7861381553719677,1.104331279189843,40,79.63329605624102
2025,gc_a0p75_b1p0_nugget0,GC a=0.75 b=1 nugget0,nugget0,9,10.885126799054529,52.412042024714914,17.96027394137051,87.07610519611754,54.110864643349885,25.53752232592294,85.64418035861733,0.9428610120315029,0.7617780558722608,1.2023500752305054,40,79.63329605624102
