year,variant,model_label,nugget_mode,k_bin,k_mid,data_spectrum,theory_spectrum_expected,n_slices,data_k_max,ratio_I_over_EI
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,0,0.5729014104765542,13232.868071253697,4170.381286850802,24,79.63329605624102,3.17305952646989
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,1,1.7187042314296626,1599.3508810674473,992.2252190813971,24,79.63329605624102,1.6118829176183687
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,2,2.864507052382771,436.48445512778704,399.56178174590235,24,79.63329605624102,1.092407920548731
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,3,4.0103098733358795,201.7268615946317,210.4279474082397,24,79.63329605624102,0.958650521849517
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,4,5.156112694288987,127.45047711256923,134.0521856353183,24,79.63329605624102,0.9507526976045833
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,5,6.301915515242096,73.69671123174238,93.29092041721378,24,79.63329605624102,0.7899666002024359
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,6,7.447718336195205,64.09244992618476,68.61487138945951,24,79.63329605624102,0.9340897771620763
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,7,8.593521157148313,48.36415109796028,52.017147754736094,24,79.63329605624102,0.9297732225919055
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,8,9.739323978101421,40.372638699519825,40.84978012742331,24,79.63329605624102,0.9883196084185734
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,9,10.885126799054527,30.927240092268388,33.48287053628288,24,79.63329605624102,0.9236734962360784
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,10,12.030929620007635,26.14313294858214,27.672233020391392,24,79.63329605624102,0.9447424401680026
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,11,13.176732440960746,20.05230372410251,23.289841324786906,24,79.63329605624102,0.860989280453416
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,12,14.322535261913854,18.96055666943357,20.332557602703613,24,79.63329605624102,0.9325219699322229
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,13,15.468338082866964,16.839751792969643,17.588653154795004,24,79.63329605624102,0.9574213354920131
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,14,16.614140903820072,15.286861599428065,15.39386107607009,24,79.63329605624102,0.9930492112334081
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,15,17.75994372477318,13.789844881393593,13.608235780011666,24,79.63329605624102,1.0133455287164175
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,16,18.905746545726288,12.756567473862921,12.19348882618209,24,79.63329605624102,1.0461786331793552
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,17,20.051549366679396,11.178105521433245,10.999535182459264,24,79.63329605624102,1.0162343531805549
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,18,21.197352187632504,10.257909838751297,10.011562687078404,24,79.63329605624102,1.0246062637145392
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,19,22.34315500858561,9.647569818679566,9.16525397392731,24,79.63329605624102,1.0526243840186333
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,20,23.48895782953872,8.58892424810789,8.45725552652888,24,79.63329605624102,1.0155687292604545
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,21,24.63476065049183,8.261660849882974,7.856808733766722,24,79.63329605624102,1.0515288242128502
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,22,25.78056347144494,7.977256717641963,7.307589372477634,24,79.63329605624102,1.0916399801672598
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,23,26.926366292398047,6.946262646430083,6.824525497727854,24,79.63329605624102,1.0178381850493137
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,24,28.072169113351155,6.9291467094782995,6.459517751826183,24,79.63329605624102,1.0727034084733875
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,25,29.217971934304263,6.40581725260098,6.092197471081839,24,79.63329605624102,1.0514789257911972
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,26,30.36377475525737,6.079035637323789,5.784355349785584,24,79.63329605624102,1.0509443610771816
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,27,31.50957757621048,6.013887653851189,5.499127505605872,24,79.63329605624102,1.0936076037008715
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,28,32.65538039716359,5.632465439226031,5.248426232449701,24,79.63329605624102,1.0731722596007758
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,29,33.8011832181167,5.246587545725099,5.033008144366252,24,79.63329605624102,1.0424357352963791
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,30,34.946986039069806,5.096563518237899,4.83382596467768,24,79.63329605624102,1.0543539538825202
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,31,36.092788860022914,4.902676715339118,4.661299245318598,24,79.63329605624102,1.0517833027482495
2022,gc_a0p7_b0p5_nugget0,GC a=0.7 b=0.5 nugget0,nugget0,32,37.23859168097602,4.862713269361161,4.503920905524104,24,79.63329605624102,1.0796622257280306
