date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,n_freq,data_spectrum,theory_spectrum_raw,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,0,0.5729014104765542,2,0.568660474720096,5.5377376509793015,9.435396506298083,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,1,1.7187042314296626,18,525.2060778645559,4.693738379796922,7.997360204014228,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,2,2.8645070523827707,26,122.26964478604357,4.2101214167925445,7.173356235117103,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,3,4.0103098733358795,42,48.230148456902945,4.039732814700863,6.883042008944876,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,4,5.156112694288987,42,19.259577668469777,3.9735911736215677,6.77034750290412,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,5,6.301915515242095,60,14.927089910023746,3.9440121617012918,6.719949718949337,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,6,7.447718336195205,66,12.083945095259983,3.9269207981077425,6.6908288391781685,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,7,8.593521157148313,86,10.730539421655509,3.9170724693566896,6.674048902578224,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,8,9.739323978101421,86,10.037780650834897,3.9109377911749146,6.663596417333938,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,9,10.885126799054529,98,7.521959416462119,3.907237341359725,6.6572914578976965,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,10,12.030929620007637,110,6.859902678003106,3.904630742132024,6.652850240419288,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,11,13.176732440960746,114,5.582276600044786,3.902828993283692,6.6497803559537845,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,12,14.322535261913854,130,5.417491814005392,3.901508212935762,6.647529962911377,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,13,15.468338082866964,142,4.45884834672625,3.900487451425953,6.645790752751843,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,14,16.614140903820072,158,4.310258845160707,3.8997068078063815,6.644460664086579,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,15,17.75994372477318,166,5.534092633004481,3.8991012389059123,6.6434288740221294,1.7038359526890037
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,0.4,2259,9.187191164327434,0.5139827907453833,3.8962277248757236,16,18.905746545726288,170,4.112203520302278,3.898642968029415,6.642648055626683,1.7038359526890037
