condition,qc_threshold,day,hour_slot_selected,hour_key,timestamp,elapsed_s_hour_arm,n_hour_points,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,nll,message,n_eval,raw_params,n_restarts,n,n_fit,n_initial_fit,fit_method,cluster_block_shape,cluster_neighbor_blocks,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success,n_clusters,block_shape_lat,block_shape_lon,n_neighbor_blocks,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,max_cond_points,median_cond_points,median_target_size,max_target_size,target_chunk_size,data_lat_min,data_lat_max,data_lon_min,data_lon_max,data_n_after_region_filter,data_n_used,data_value_mean,data_value_sd,pre_qc_loss,pre_qc_nll
qc_w10,10.000000,2024-07-03,1,2024_07_y24m07day03_hm01:53,,121.667909,17670,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,7.942478,0.117062,0.184683,0.334393,0.046183,43.005976,5.414680,2.488988,2.818240,True,1.208034,1.208034,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,372,"[3.7613390879190374, 1.6891137659929158, 0.9118761155724103, -2.0301005329569484, -3.075152730882164]",1,2280,2280,2280,vecc_cluster_4x4_cond2,4x4,2,10.000000,2280,0,2280,6.117676,False,True,150,4,4,2,16,150,2280,2,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17670,257.934542,4.328166,,
qc_w10,10.000000,2024-07-03,1,2024_07_y24m07day03_hm01:53,,121.667909,17670,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,12.931863,0.190495,0.334632,0.239121,0.156848,38.644982,2.988354,3.085818,3.596090,True,1.428654,1.428654,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[3.6544169413656618, 1.0947226515807054, 1.12681690611925, -2.4811229715849454, -1.8524786845736165]",1,2275,2275,2275,vecc_cluster_4x4_cond2,4x4,2,10.000000,2275,0,2275,5.689361,False,True,150,4,4,2,16,150,2275,4,32,32.000000,14.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17670,257.934542,4.328166,,
qc_w10,10.000000,2024-07-03,1,2024_07_y24m07day03_hm01:53,,121.667909,17670,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,19.460435,0.497510,0.696199,0.264938,0.019753,27.952396,1.436371,1.958230,4.411398,True,1.372976,1.372976,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,"[3.3305029335995315, 0.36211948118898446, 0.6720411142211119, -2.3416723042305088, -3.9244527098096467]",1,1906,1906,1906,vecc_cluster_4x4_cond2,4x4,2,10.000000,1906,0,1906,5.734643,False,True,145,4,4,2,16,145,1906,16,32,32.000000,8.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17670,257.934542,4.328166,,
qc_w10,10.000000,2024-07-03,1,2024_07_y24m07day03_hm01:53,,121.667909,17670,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,19.944781,0.137018,0.165721,0.422029,0.026403,120.351883,6.034254,1.462850,4.465958,True,1.574822,1.574822,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; whitened_outlier_qc |r|>10 removed 1/2221,354,"[4.790419814131398, 1.7974523034009464, 0.38038653147280144, -1.7201767779640569, -3.6342769754957978]",1,2221,2220,2221,vecc_cluster_4x4_cond2,4x4,2,10.000000,2221,1,2220,17.330304,True,True,148,4,4,2,16,148,2220,9,32,32.000000,12.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17670,257.934542,4.328166,1.658506,1.658506
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,7.886432,0.134401,0.178266,0.534008,0.233488,44.239707,5.609598,1.759257,2.808279,True,1.064803,1.064803,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318,"[3.7896227285229056, 1.7244789762788304, 0.5648914168590452, -1.4016516355811317, -1.4546258046525449]",1,2051,2051,2051,vecc_cluster_4x4_cond2,4x4,2,0.000000,2051,0,2051,,False,True,145,4,4,2,16,145,2051,16,32,32.000000,8.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,12.174227,0.118143,0.179107,0.400178,0.140347,67.971878,5.583260,2.298306,3.489159,True,1.375737,1.375737,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.219094061144137, 1.7197728469879654, 0.8321724920257793, -1.7911666703978093, -1.9636341137983002]",1,2265,2265,2265,vecc_cluster_4x4_cond2,4x4,2,0.000000,2265,0,2265,,False,True,150,4,4,2,16,150,2265,6,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.115208,0.175337,0.212714,0.417401,0.106920,61.656425,4.701140,1.471788,3.621493,True,1.291165,1.291165,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.121577445173478, 1.5478049505697626, 0.38647793460560714, -1.734918310899901, -2.2356771676255547]",1,2146,2146,2146,vecc_cluster_4x4_cond2,4x4,2,0.000000,2146,0,2146,,False,True,148,4,4,2,16,148,2146,9,32,32.000000,12.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,10.772686,0.163444,0.212710,0.226065,0.041587,50.644862,4.701229,1.693710,3.282177,True,1.404797,1.404797,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.9248377881279795, 1.547823908797927, 0.5269211256117844, -2.5584133982746304, -3.1799699434767352]",1,2227,2227,2227,vecc_cluster_4x4_cond2,4x4,2,0.000000,2227,0,2227,,False,True,150,4,4,2,16,150,2227,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,8.658437,0.142338,0.206495,0.345590,0.012752,41.930508,4.842734,2.104627,2.942522,True,1.195496,1.195496,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330,"[3.7360136878801478, 1.5774795006832008, 0.7441380622559534, -1.9863006330436774, -4.3620572148816885]",1,1826,1826,1826,vecc_cluster_4x4_cond2,4x4,2,0.000000,1826,0,1826,,False,True,140,4,4,2,16,140,1826,15,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,14.582585,0.178304,0.272049,0.288106,0.002128,53.602807,3.675810,2.327932,3.818715,True,1.446654,1.446654,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,414,"[3.9816014313492287, 1.3017734481515582, 0.8449802716741815, -2.228888251653667, -6.152600389449804]",1,2089,2089,2089,vecc_cluster_4x4_cond2,4x4,2,0.000000,2089,0,2089,,False,True,150,4,4,2,16,150,2089,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,22.606997,0.577536,0.714563,0.299577,0.001396,31.637528,1.399457,1.530815,4.754682,True,1.342885,1.342885,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[3.454343996946788, 0.3360845569873229, 0.4258002876063005, -2.176638935308456, -6.574093736601788]",1,1911,1911,1911,vecc_cluster_4x4_cond2,4x4,2,0.000000,1911,0,1911,,False,True,144,4,4,2,16,144,1911,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.506603,16698,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,20.440364,0.127825,0.155918,0.461695,0.027643,131.097190,6.413643,1.487845,4.521102,False,1.579465,1.579465,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,360,"[4.8759389591415285, 1.8584273704907424, 0.3973290549793729, -1.5995897182964431, -3.5883670314132345]",1,2183,2183,2183,vecc_cluster_4x4_cond2,4x4,2,0.000000,2183,0,2183,,False,False,148,4,4,2,16,148,2183,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,7.886432,0.134401,0.178266,0.534008,0.233488,44.239707,5.609598,1.759257,2.808279,True,1.064803,1.064803,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318,"[3.7896227285229056, 1.7244789762788304, 0.5648914168590452, -1.4016516355811317, -1.4546258046525449]",1,2051,2051,2051,vecc_cluster_4x4_cond2,4x4,2,10.000000,2051,0,2051,3.674598,False,True,145,4,4,2,16,145,2051,16,32,32.000000,8.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,12.174227,0.118143,0.179107,0.400178,0.140347,67.971878,5.583260,2.298306,3.489159,True,1.375737,1.375737,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.219094061144137, 1.7197728469879654, 0.8321724920257793, -1.7911666703978093, -1.9636341137983002]",1,2265,2265,2265,vecc_cluster_4x4_cond2,4x4,2,10.000000,2265,0,2265,3.727057,False,True,150,4,4,2,16,150,2265,6,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.115208,0.175337,0.212714,0.417401,0.106920,61.656425,4.701140,1.471788,3.621493,True,1.291165,1.291165,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[4.121577445173478, 1.5478049505697626, 0.38647793460560714, -1.734918310899901, -2.2356771676255547]",1,2146,2146,2146,vecc_cluster_4x4_cond2,4x4,2,10.000000,2146,0,2146,4.968427,False,True,148,4,4,2,16,148,2146,9,32,32.000000,12.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,10.772686,0.163444,0.212710,0.226065,0.041587,50.644862,4.701229,1.693710,3.282177,True,1.404797,1.404797,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.9248377881279795, 1.547823908797927, 0.5269211256117844, -2.5584133982746304, -3.1799699434767352]",1,2227,2227,2227,vecc_cluster_4x4_cond2,4x4,2,10.000000,2227,0,2227,4.580829,False,True,150,4,4,2,16,150,2227,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,8.658437,0.142338,0.206495,0.345590,0.012752,41.930508,4.842734,2.104627,2.942522,True,1.195496,1.195496,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330,"[3.7360136878801478, 1.5774795006832008, 0.7441380622559534, -1.9863006330436774, -4.3620572148816885]",1,1826,1826,1826,vecc_cluster_4x4_cond2,4x4,2,10.000000,1826,0,1826,4.721843,False,True,140,4,4,2,16,140,1826,15,32,32.000000,8.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,14.582585,0.178304,0.272049,0.288106,0.002128,53.602807,3.675810,2.327932,3.818715,True,1.446654,1.446654,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,414,"[3.9816014313492287, 1.3017734481515582, 0.8449802716741815, -2.228888251653667, -6.152600389449804]",1,2089,2089,2089,vecc_cluster_4x4_cond2,4x4,2,10.000000,2089,0,2089,4.898741,False,True,150,4,4,2,16,150,2089,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,22.606997,0.577536,0.714563,0.299577,0.001396,31.637528,1.399457,1.530815,4.754682,True,1.342885,1.342885,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,288,"[3.454343996946788, 0.3360845569873229, 0.4258002876063005, -2.176638935308456, -6.574093736601788]",1,1911,1911,1911,vecc_cluster_4x4_cond2,4x4,2,10.000000,1911,0,1911,5.220967,False,True,144,4,4,2,16,144,1911,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
qc_w10,10.000000,2024-07-03,2,2024_07_y24m07day03_hm02:53,,92.638159,16698,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,20.440364,0.127825,0.155918,0.461695,0.027643,131.097190,6.413643,1.487845,4.521102,False,1.579465,1.579465,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,360,"[4.8759389591415285, 1.8584273704907424, 0.3973290549793729, -1.5995897182964431, -3.5883670314132345]",1,2183,2183,2183,vecc_cluster_4x4_cond2,4x4,2,10.000000,2183,0,2183,4.668365,False,False,148,4,4,2,16,148,2183,13,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16698,257.283576,4.449334,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,9.546509,0.184571,0.196370,0.418056,0.011255,48.614869,5.092424,1.131936,3.089743,True,1.122201,1.122201,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,252,"[3.8839294314293276, 1.6277539101537903, 0.12392973280392332, -1.732820909490024, -4.486904134099395]",1,2101,2101,2101,vecc_cluster_4x4_cond2,4x4,2,0.000000,2101,0,2101,,False,True,148,4,4,2,16,148,2101,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,12.059675,0.092844,0.139216,0.590571,0.737099,86.625486,7.183069,2.248407,3.472704,True,1.410997,1.410997,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138,"[4.461594065263389, 1.9717267919601402, 0.8102217885791132, -1.2619336552842169, -0.30503315232748174]",1,2268,2268,2268,vecc_cluster_4x4_cond2,4x4,2,0.000000,2268,0,2268,,False,True,150,4,4,2,16,150,2268,5,32,32.000000,14.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.543331,0.259649,0.274002,0.320751,0.050255,49.427836,3.649607,1.113616,3.680127,True,1.305685,1.305685,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.900513754544399, 1.294619498590729, 0.10761252181749976, -2.0855359906564384, -2.9906378950163197]",1,2087,2087,2087,vecc_cluster_4x4_cond2,4x4,2,0.000000,2087,0,2087,,False,True,148,4,4,2,16,148,2087,11,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,11.041609,0.187430,0.283441,0.225160,0.055710,38.955545,3.528068,2.286907,3.322892,False,1.378496,1.378496,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,360,"[3.6624211233284996, 1.2607503583699218, 0.8272001547840379, -2.5639627578300064, -2.887595442611834]",1,2217,2217,2217,vecc_cluster_4x4_cond2,4x4,2,0.000000,2217,0,2217,,False,False,150,4,4,2,16,150,2217,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,10.808729,0.190318,0.222095,0.361864,0.017466,48.667151,4.502579,1.361815,3.287663,True,1.227145,1.227145,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,276,"[3.8850042886215923, 1.5046502576414864, 0.3088186166797052, -1.9251242799324273, -4.0474819787278555]",1,1915,1915,1915,vecc_cluster_4x4_cond2,4x4,2,0.000000,1915,0,1915,,False,True,143,4,4,2,16,143,1915,16,32,32.000000,8.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,21.265230,0.322697,0.438985,0.272299,0.020887,48.441825,2.277983,1.850590,4.611424,True,1.515543,1.515543,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,228,"[3.8803635907546017, 0.8232902536946847, 0.6155047401511323, -2.3047031678209193, -3.8686516529856476]",1,2142,2142,2142,vecc_cluster_4x4_cond2,4x4,2,0.000000,2142,0,2142,,False,True,149,4,4,2,16,149,2142,10,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,22.915959,0.443514,0.496799,0.373043,0.001106,46.127205,2.012886,1.254721,4.787062,True,1.293073,1.293073,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360,"[3.831402912665737, 0.6995693375390077, 0.22691288372586507, -1.8846636585997778, -6.80693956183063]",1,2000,2000,2000,vecc_cluster_4x4_cond2,4x4,2,0.000000,2000,0,2000,,False,True,145,4,4,2,16,145,2000,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.557045,16863,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,25.107765,0.130734,0.150675,0.480412,0.025767,166.634960,6.636790,1.328339,5.010765,True,1.669001,1.669001,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,"[5.115805554521349, 1.892628403833102, 0.28392898292229124, -1.545906265824697, -3.6586657645247924]",1,2133,2133,2133,vecc_cluster_4x4_cond2,4x4,2,0.000000,2133,0,2133,,False,True,149,4,4,2,16,149,2133,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,9.546509,0.184571,0.196370,0.418056,0.011255,48.614869,5.092424,1.131936,3.089743,True,1.122201,1.122201,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,252,"[3.8839294314293276, 1.6277539101537903, 0.12392973280392332, -1.732820909490024, -4.486904134099395]",1,2101,2101,2101,vecc_cluster_4x4_cond2,4x4,2,10.000000,2101,0,2101,5.103110,False,True,148,4,4,2,16,148,2101,14,32,32.000000,9.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,1,0,1,-2.972000,-0.486000,123.534500,126.023000,-1.729000,124.778750,12.059675,0.092844,0.139216,0.590571,0.737099,86.625486,7.183069,2.248407,3.472704,True,1.410997,1.410997,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138,"[4.461594065263389, 1.9717267919601402, 0.8102217885791132, -1.2619336552842169, -0.30503315232748174]",1,2268,2268,2268,vecc_cluster_4x4_cond2,4x4,2,10.000000,2268,0,2268,4.482115,False,True,150,4,4,2,16,150,2268,5,32,32.000000,14.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,2,0,2,-2.972000,-0.486000,126.023000,128.511500,-1.729000,127.267250,13.543331,0.259649,0.274002,0.320751,0.050255,49.427836,3.649607,1.113616,3.680127,True,1.305685,1.305685,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306,"[3.900513754544399, 1.294619498590729, 0.10761252181749976, -2.0855359906564384, -2.9906378950163197]",1,2087,2087,2087,vecc_cluster_4x4_cond2,4x4,2,10.000000,2087,0,2087,5.613561,False,True,148,4,4,2,16,148,2087,11,32,32.000000,10.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,3,0,3,-2.972000,-0.486000,128.511500,131.000000,-1.729000,129.755750,11.041609,0.187430,0.283441,0.225160,0.055710,38.955545,3.528068,2.286907,3.322892,False,1.378496,1.378496,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,360,"[3.6624211233284996, 1.2607503583699218, 0.8272001547840379, -2.5639627578300064, -2.887595442611834]",1,2217,2217,2217,vecc_cluster_4x4_cond2,4x4,2,10.000000,2217,0,2217,4.685901,False,False,150,4,4,2,16,150,2217,7,32,32.000000,13.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,4,1,0,-0.486000,2.000000,121.046000,123.534500,0.757000,122.290250,10.808729,0.190318,0.222095,0.361864,0.017466,48.667151,4.502579,1.361815,3.287663,True,1.227145,1.227145,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,276,"[3.8850042886215923, 1.5046502576414864, 0.3088186166797052, -1.9251242799324273, -4.0474819787278555]",1,1915,1915,1915,vecc_cluster_4x4_cond2,4x4,2,10.000000,1915,0,1915,4.945598,False,True,143,4,4,2,16,143,1915,16,32,32.000000,8.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,5,1,1,-0.486000,2.000000,123.534500,126.023000,0.757000,124.778750,21.265230,0.322697,0.438985,0.272299,0.020887,48.441825,2.277983,1.850590,4.611424,True,1.515543,1.515543,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,228,"[3.8803635907546017, 0.8232902536946847, 0.6155047401511323, -2.3047031678209193, -3.8686516529856476]",1,2142,2142,2142,vecc_cluster_4x4_cond2,4x4,2,10.000000,2142,0,2142,4.609095,False,True,149,4,4,2,16,149,2142,10,32,32.000000,11.500000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,6,1,2,-0.486000,2.000000,126.023000,128.511500,0.757000,127.267250,22.915959,0.443514,0.496799,0.373043,0.001106,46.127205,2.012886,1.254721,4.787062,True,1.293073,1.293073,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360,"[3.831402912665737, 0.6995693375390077, 0.22691288372586507, -1.8846636585997778, -6.80693956183063]",1,2000,2000,2000,vecc_cluster_4x4_cond2,4x4,2,10.000000,2000,0,2000,6.790148,False,True,145,4,4,2,16,145,2000,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
qc_w10,10.000000,2024-07-03,3,2024_07_y24m07day03_hm03:53,,79.342835,16863,7,1,3,-0.486000,2.000000,128.511500,131.000000,0.757000,129.755750,25.107765,0.130734,0.150675,0.480412,0.025767,166.634960,6.636790,1.328339,5.010765,True,1.669001,1.669001,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270,"[5.115805554521349, 1.892628403833102, 0.28392898292229124, -1.545906265824697, -3.6586657645247924]",1,2133,2133,2133,vecc_cluster_4x4_cond2,4x4,2,10.000000,2133,0,2133,4.331480,False,True,149,4,4,2,16,149,2133,15,32,32.000000,9.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,16863,257.148719,4.825766,,
no_qc,0.000000,2024-07-03,4,2024_07_y24m07day03_hm04:48,,93.229218,17088,0,0,0,-2.972000,-0.486000,121.046000,123.534500,-1.729000,122.290250,13.799939,0.178646,0.181415,0.451892,0.004045,76.068173,5.512211,1.031240,3.714827,True,1.284459,1.284459,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,"[4.331629955709916, 1.7069657904893616, 0.030761930100919075, -1.6284885723161477, -5.5102460179463675]",1,2206,2206,2206,vecc_cluster_4x4_cond2,4x4,2,0.000000,2206,0,2206,,False,True,150,4,4,2,16,150,2206,11,32,32.000000,11.000000,16,128,-2.972000,2.000000,121.046000,131.000000,18126,17088,257.361812,4.876522,,
