dgp,replicate,seed,lanczos_dimension,available_lanczos_dimension,lanczos_breakdown,relative_field_change_from_previous,decomposition_seconds,dimension,ritz_min,ritz_max,ritz_negative_count,empirical_h_aa,empirical_h_bb,empirical_h_ab,empirical_mean_l_squared,relative_field_error_vs_max_dimension
joint,0,20260926,200,280,False,,27.37122695799917,200,1.454467517475249,2597893.8049153569,0,27.158886807583464,27.061681963827628,0.016423298217038682,1.3090527135013488,0.00079441857524752807
joint,0,20260926,240,280,False,0.00068231750830743173,27.37122695799917,240,1.3813846141373038,2597893.804915356,0,27.1591443633809,27.061107488383509,0.016388462528254315,1.3090437231326515,0.00019722401709425767
joint,0,20260926,280,280,False,0.00019722401709425767,27.37122695799917,280,1.3327128549543623,2597893.8049153518,0,27.159199353061688,27.060902358848338,0.016525145967091565,1.3090468007431963,0
