year,month,day_num,direction,lag,model,fitted_gamma_tau1,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget
2023,7,1,lat,-2.1560,Corridor_4x4_lag643,12.5454,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-1.9360,Corridor_4x4_lag643,12.5451,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-1.7160,Corridor_4x4_lag643,12.5442,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-1.4960,Corridor_4x4_lag643,12.5412,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-1.2760,Corridor_4x4_lag643,12.5321,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-1.0560,Corridor_4x4_lag643,12.5037,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.8360,Corridor_4x4_lag643,12.4156,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.6160,Corridor_4x4_lag643,12.1446,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.3960,Corridor_4x4_lag643,11.3276,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.1760,Corridor_4x4_lag643,9.0711,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.1320,Corridor_4x4_lag643,8.3739,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-0.0440,Corridor_4x4_lag643,7.0613,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.0000,Corridor_4x4_lag643,6.7946,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.0440,Corridor_4x4_lag643,6.9959,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.1320,Corridor_4x4_lag643,8.2674,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.1760,Corridor_4x4_lag643,8.9723,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.3960,Corridor_4x4_lag643,11.2876,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.6160,Corridor_4x4_lag643,12.1312,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,0.8360,Corridor_4x4_lag643,12.4112,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,1.0560,Corridor_4x4_lag643,12.5023,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,1.2760,Corridor_4x4_lag643,12.5316,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,1.4960,Corridor_4x4_lag643,12.5411,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,1.7160,Corridor_4x4_lag643,12.5441,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,1.9360,Corridor_4x4_lag643,12.5451,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,2.1560,Corridor_4x4_lag643,12.5454,10.5390,0.1928,0.2567,1.7627,0.0032,-0.0543,2.0065
2023,7,1,lat,-2.1560,Debiased_Whittle,7.9029,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-1.9360,Debiased_Whittle,7.9029,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-1.7160,Debiased_Whittle,7.9029,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-1.4960,Debiased_Whittle,7.9028,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-1.2760,Debiased_Whittle,7.9024,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-1.0560,Debiased_Whittle,7.9005,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.8360,Debiased_Whittle,7.8907,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.6160,Debiased_Whittle,7.8412,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.3960,Debiased_Whittle,7.5951,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.1760,Debiased_Whittle,6.4642,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.1320,Debiased_Whittle,6.0054,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,-0.0440,Debiased_Whittle,5.0323,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,0.0000,Debiased_Whittle,4.9002,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,0.0440,Debiased_Whittle,5.1970,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
2023,7,1,lat,0.1320,Debiased_Whittle,6.2057,5.8904,0.1346,0.1765,1.5206,-0.0091,0.0230,2.0125
