date,method,residual_lanczos_steps,frequency_bin,mode_fraction_lower,mode_fraction_upper,precision_lower,precision_upper,estimated_mode_count,estimated_residual_energy,energy_per_mode,known_parameter_chi2_standard_error
2024-07-13,true,128,1,0.0,0.08333333333333333,-inf,0.08386114195399712,11744.075669747226,12056.854276305392,1.0266328841327108,0.013049851732514346
2024-07-13,true,128,2,0.08333333333333333,0.16666666666666666,0.08386114195399712,0.17166349142204923,11697.285862618292,11028.349806279613,0.9428127119235038,0.01307592575781702
2024-07-13,true,128,3,0.16666666666666666,0.25,0.17166349142204923,0.2539100357993649,11699.733669176414,11797.408393123966,1.0083484570426489,0.013074557820219487
2024-07-13,true,128,4,0.25,0.3333333333333333,0.2539100357993649,0.3183237668815482,11704.20413134736,11736.29345641865,1.002741692191214,0.013072060644940499
2024-07-13,true,128,5,0.3333333333333333,0.41666666666666663,0.3183237668815482,0.36743833176049234,11386.41694530304,11684.435260345366,1.0261731426553162,0.013253221504318147
2024-07-13,true,128,6,0.41666666666666663,0.5,0.36743833176049234,0.4014065861680483,12038.507133777712,10847.993140961102,0.9011078384066195,0.012889280665638252
2024-07-13,true,128,7,0.5,0.5833333333333333,0.4014065861680483,0.42719651364449884,11943.210815429367,11957.569572009132,1.0012022526271758,0.012940601057986296
2024-07-13,true,128,8,0.5833333333333333,0.6666666666666666,0.42719651364449884,0.44548975978455574,11197.113427692966,11080.592837179167,0.9895936938331251,0.013364784457350018
2024-07-13,true,128,9,0.6666666666666666,0.75,0.44548975978455574,0.4685323295013766,11959.524505690832,14508.6075995695,1.2131425118670653,0.012931772069901487
2024-07-13,true,128,10,0.75,0.8333333333333333,0.4685323295013766,0.48503350481458746,11490.91444157809,9100.978657253887,0.7920151789072076,0.013192821982648591
2024-07-13,true,128,11,0.8333333333333333,0.9166666666666666,0.48503350481458746,0.5099328641324948,11412.367762350594,12725.66557786228,1.1150767170196054,0.01323814454242937
2024-07-13,true,128,12,0.9166666666666666,1.0,0.5099328641324948,inf,11464.645635288398,10565.0545857939,0.9215334622532475,0.013207927612869435
2024-07-13,true,256,1,0.0,0.08333333333333333,-inf,0.08386114195399712,11744.075669747226,11825.211436265969,1.0069086549508317,0.013049851732514346
2024-07-13,true,256,2,0.08333333333333333,0.16666666666666666,0.08386114195399712,0.17166349142204923,11697.285862618292,10901.355876621847,0.9319560113906384,0.01307592575781702
2024-07-13,true,256,3,0.16666666666666666,0.25,0.17166349142204923,0.2539100357993649,11699.733669176414,11677.402076517068,0.9980912734177719,0.013074557820219487
2024-07-13,true,256,4,0.25,0.3333333333333333,0.2539100357993649,0.3183237668815482,11704.20413134736,11603.520321142576,0.9913976372015657,0.013072060644940499
2024-07-13,true,256,5,0.3333333333333333,0.41666666666666663,0.3183237668815482,0.36743833176049234,11386.41694530304,11470.384788199102,1.0073743868066152,0.013253221504318147
2024-07-13,true,256,6,0.41666666666666663,0.5,0.36743833176049234,0.4014065861680483,12038.507133777712,10607.997044439835,0.8811721359267094,0.012889280665638252
2024-07-13,true,256,7,0.5,0.5833333333333333,0.4014065861680483,0.42719651364449884,11943.210815429367,11579.611141371657,0.9695559527771227,0.012940601057986296
2024-07-13,true,256,8,0.5833333333333333,0.6666666666666666,0.42719651364449884,0.44548975978455574,11197.113427692966,11064.362969059308,0.9881442248941288,0.013364784457350018
2024-07-13,true,256,9,0.6666666666666666,0.75,0.44548975978455574,0.4685323295013766,11959.524505690832,14821.11283024319,1.239272750617359,0.012931772069901487
2024-07-13,true,256,10,0.75,0.8333333333333333,0.4685323295013766,0.48503350481458746,11490.91444157809,9365.102183624433,0.8150006016699823,0.013192821982648591
2024-07-13,true,256,11,0.8333333333333333,0.9166666666666666,0.48503350481458746,0.5099328641324948,11412.367762350594,12973.791518933373,1.1368185629045287,0.01323814454242937
2024-07-13,true,256,12,0.9166666666666666,1.0,0.5099328641324948,inf,11464.645635288398,11199.950976684326,0.9769120941872519,0.013207927612869435
2024-07-13,microergodic_preserved_2x,128,1,0.0,0.08333333333333333,-inf,0.0788381649390721,11646.357740528885,10506.26058558781,0.9021069779632838,0.013104484296681413
2024-07-13,microergodic_preserved_2x,128,2,0.08333333333333333,0.16666666666666666,0.0788381649390721,0.17135875566611622,11743.872091759655,11325.069197953402,0.964338602248562,0.013049964840483335
2024-07-13,microergodic_preserved_2x,128,3,0.16666666666666666,0.25,0.17135875566611622,0.2536532004249135,11565.790446236882,11692.796655631992,1.0109811957933608,0.013150048002893325
2024-07-13,microergodic_preserved_2x,128,4,0.25,0.3333333333333333,0.2536532004249135,0.31801757538467734,11885.00562232516,11627.249488283422,0.9783124937225472,0.01297224977034712
2024-07-13,microergodic_preserved_2x,128,5,0.3333333333333333,0.41666666666666663,0.31801757538467734,0.36718903717017654,11766.674249894517,11638.481850258395,0.9891054688084637,0.013037314211410527
2024-07-13,microergodic_preserved_2x,128,6,0.41666666666666663,0.5,0.36718903717017654,0.4010714338542658,11419.422586065375,10832.53577875864,0.9486062624547332,0.013234054703204583
2024-07-13,microergodic_preserved_2x,128,7,0.5,0.5833333333333333,0.4010714338542658,0.4268661893430712,11762.328074536403,11957.587687740175,1.0166004222945013,0.0130397226300578
2024-07-13,microergodic_preserved_2x,128,8,0.5833333333333333,0.6666666666666666,0.4268661893430712,0.4451914927087608,12001.039346563033,10982.057663185784,0.9150922137698786,0.012909385444238104
2024-07-13,microergodic_preserved_2x,128,9,0.6666666666666666,0.75,0.4451914927087608,0.4626267480946734,11045.482327583872,10932.486058451614,0.989769910830415,0.013456206873107002
2024-07-13,microergodic_preserved_2x,128,10,0.75,0.8333333333333333,0.4626267480946734,0.4847481180680176,12219.60350906766,12479.097542365955,1.0212358799617136,0.012793413602595666
2024-07-13,microergodic_preserved_2x,128,11,0.8333333333333333,0.9166666666666666,0.4847481180680176,0.5096247598659986,11337.899311688278,12627.799854007215,1.113768918461745,0.013281548114522966
2024-07-13,microergodic_preserved_2x,128,12,0.9166666666666666,1.0,0.5096247598659986,inf,11344.524693750514,10434.655962287332,0.9197966634984354,0.013277669230901477
2024-07-13,microergodic_preserved_2x,256,1,0.0,0.08333333333333333,-inf,0.0788381649390721,11646.357740528885,10570.924616803284,0.907659274454267,0.013104484296681413
2024-07-13,microergodic_preserved_2x,256,2,0.08333333333333333,0.16666666666666666,0.0788381649390721,0.17135875566611622,11743.872091759655,10932.497221070931,0.9309107878262705,0.013049964840483335
2024-07-13,microergodic_preserved_2x,256,3,0.16666666666666666,0.25,0.17135875566611622,0.2536532004249135,11565.790446236882,11527.927674719387,0.9967263135456674,0.013150048002893325
2024-07-13,microergodic_preserved_2x,256,4,0.25,0.3333333333333333,0.2536532004249135,0.31801757538467734,11885.00562232516,11503.90140563836,0.9679340314344554,0.01297224977034712
2024-07-13,microergodic_preserved_2x,256,5,0.3333333333333333,0.41666666666666663,0.31801757538467734,0.36718903717017654,11766.674249894517,11425.516037131769,0.9710064028698843,0.013037314211410527
2024-07-13,microergodic_preserved_2x,256,6,0.41666666666666663,0.5,0.36718903717017654,0.4010714338542658,11419.422586065375,10585.04260696991,0.9269332601708231,0.013234054703204583
2024-07-13,microergodic_preserved_2x,256,7,0.5,0.5833333333333333,0.4010714338542658,0.4268661893430712,11762.328074536403,11601.865632400688,0.9863579351707515,0.0130397226300578
2024-07-13,microergodic_preserved_2x,256,8,0.5833333333333333,0.6666666666666666,0.4268661893430712,0.4451914927087608,12001.039346563033,11019.987896038598,0.9182527927628703,0.012909385444238104
2024-07-13,microergodic_preserved_2x,256,9,0.6666666666666666,0.75,0.4451914927087608,0.4626267480946734,11045.482327583872,11077.914813870724,1.002936267093186,0.013456206873107002
2024-07-13,microergodic_preserved_2x,256,10,0.75,0.8333333333333333,0.4626267480946734,0.4847481180680176,12219.60350906766,12851.847758288946,1.0517401606976957,0.012793413602595666
2024-07-13,microergodic_preserved_2x,256,11,0.8333333333333333,0.9166666666666666,0.4847481180680176,0.5096247598659986,11337.899311688278,12882.142456564907,1.1362018750055987,0.013281548114522966
2024-07-13,microergodic_preserved_2x,256,12,0.9166666666666666,1.0,0.5096247598659986,inf,11344.524693750514,11056.510205014201,0.974612026813695,0.013277669230901477
2024-07-13,sigma2_2x,128,1,0.0,0.08333333333333333,-inf,0.04253562605697766,11748.819569762485,6004.663937221672,0.5110865735546455,0.013047216853244208
2024-07-13,sigma2_2x,128,2,0.08333333333333333,0.16666666666666666,0.04253562605697766,0.0942417290493113,11567.626445837426,6107.453538533,0.5279781091764723,0.013149004381668368
2024-07-13,sigma2_2x,128,3,0.16666666666666666,0.25,0.0942417290493113,0.14438538463613051,11853.547237282452,6408.374778196536,0.5406292858934708,0.012989452031475803
2024-07-13,sigma2_2x,128,4,0.25,0.3333333333333333,0.14438538463613051,0.18892282106682037,11539.80654441336,6940.042816587615,0.601400273902115,0.013164844500031048
2024-07-13,sigma2_2x,128,5,0.3333333333333333,0.41666666666666663,0.18892282106682037,0.22410940512308442,11601.017477705514,6884.748171471478,0.593460718829394,0.013130067455887448
2024-07-13,sigma2_2x,128,6,0.41666666666666663,0.5,0.22410940512308442,0.2538875668495362,12084.37984350694,7828.399603442827,0.647811447903891,0.012864793334786675
2024-07-13,sigma2_2x,128,7,0.5,0.5833333333333333,0.2538875668495362,0.2731551954993984,11168.933791766307,7351.112640756008,0.658174967979058,0.01338163376065878
2024-07-13,sigma2_2x,128,8,0.5833333333333333,0.6666666666666666,0.2731551954993984,0.28702420150981683,12161.790724048537,6654.690123478387,0.5471801212891705,0.012823785198137812
2024-07-13,sigma2_2x,128,9,0.6666666666666666,0.75,0.28702420150981683,0.30473827529419756,11190.34724596818,8768.573696713553,0.7835836997706055,0.013368824318366487
2024-07-13,sigma2_2x,128,10,0.75,0.8333333333333333,0.30473827529419756,0.32179643343783465,11756.25723130333,7100.456846955145,0.6039725660347744,0.01304308900310025
2024-07-13,sigma2_2x,128,11,0.8333333333333333,0.9166666666666666,0.32179643343783465,0.341444068022839,11870.893717003099,7525.841811728082,0.6339743233442107,0.012979958068968126
2024-07-13,sigma2_2x,128,12,0.9166666666666666,1.0,0.341444068022839,inf,11194.580171402631,7389.30071330622,0.6600784129611869,0.01336629655108757
2024-07-13,sigma2_2x,256,1,0.0,0.08333333333333333,-inf,0.04253562605697766,11748.819569762485,5869.335566391854,0.49956810822914943,0.013047216853244208
2024-07-13,sigma2_2x,256,2,0.08333333333333333,0.16666666666666666,0.04253562605697766,0.0942417290493113,11567.626445837426,6050.817186912156,0.5230820008965213,0.013149004381668368
2024-07-13,sigma2_2x,256,3,0.16666666666666666,0.25,0.0942417290493113,0.14438538463613051,11853.547237282452,6339.509250114763,0.534819588028078,0.012989452031475803
2024-07-13,sigma2_2x,256,4,0.25,0.3333333333333333,0.14438538463613051,0.18892282106682037,11539.80654441336,6854.974551616793,0.5940285502390347,0.013164844500031048
2024-07-13,sigma2_2x,256,5,0.3333333333333333,0.41666666666666663,0.18892282106682037,0.22410940512308442,11601.017477705514,6788.3928581758555,0.5851549548323313,0.013130067455887448
2024-07-13,sigma2_2x,256,6,0.41666666666666663,0.5,0.22410940512308442,0.2538875668495362,12084.37984350694,7665.101322456139,0.6342982777535477,0.012864793334786675
2024-07-13,sigma2_2x,256,7,0.5,0.5833333333333333,0.2538875668495362,0.2731551954993984,11168.933791766307,7132.2005091681785,0.6385748758244058,0.01338163376065878
2024-07-13,sigma2_2x,256,8,0.5833333333333333,0.6666666666666666,0.2731551954993984,0.28702420150981683,12161.790724048537,6721.0924548745315,0.5526400352856219,0.012823785198137812
2024-07-13,sigma2_2x,256,9,0.6666666666666666,0.75,0.28702420150981683,0.30473827529419756,11190.34724596818,8896.156168329027,0.794984817967491,0.013368824318366487
2024-07-13,sigma2_2x,256,10,0.75,0.8333333333333333,0.30473827529419756,0.32179643343783465,11756.25723130333,7264.200633513894,0.6179007902422841,0.01304308900310025
2024-07-13,sigma2_2x,256,11,0.8333333333333333,0.9166666666666666,0.32179643343783465,0.341444068022839,11870.893717003099,7666.80022477849,0.645848611532682,0.012979958068968126
2024-07-13,sigma2_2x,256,12,0.9166666666666666,1.0,0.341444068022839,inf,11194.580171402631,7715.077952059059,0.6891797489438493,0.01336629655108757
2024-07-13,sigma2_half,128,1,0.0,0.08333333333333333,-inf,0.14815970668254924,11703.907820528519,22296.370823469708,1.905036434443044,0.013072226118239563
2024-07-13,sigma2_half,128,2,0.08333333333333333,0.16666666666666666,0.14815970668254924,0.29644880924288264,11654.371212065773,20859.368539368585,1.7898321719641876,0.013099978241928168
2024-07-13,sigma2_half,128,3,0.16666666666666666,0.25,0.29644880924288264,0.4051792252303817,11818.287066399818,18957.535048638085,1.6040848341326577,0.013008814786118322
2024-07-13,sigma2_half,128,4,0.25,0.3333333333333333,0.4051792252303817,0.4853358821166542,11762.947082622624,18909.65249007511,1.6075607887423295,0.013039379527267041
2024-07-13,sigma2_half,128,5,0.3333333333333333,0.41666666666666663,0.4853358821166542,0.535837121191501,11454.404610152611,16203.664640260788,1.414623037316027,0.013213830691346375
2024-07-13,sigma2_half,128,6,0.41666666666666663,0.5,0.535837121191501,0.5750915754889773,11524.692165865694,17651.799215645573,1.5316503869775713,0.013173474372491896
2024-07-13,sigma2_half,128,7,0.5,0.5833333333333333,0.5750915754889773,0.5972988095719735,11730.904706618312,14553.239344844624,1.2405896824508356,0.013057175587865663
2024-07-13,sigma2_half,128,8,0.5833333333333333,0.6666666666666666,0.5972988095719735,0.6178324363401523,11624.43761638747,17447.279575330438,1.5009138636293473,0.013116833996612644
2024-07-13,sigma2_half,128,9,0.6666666666666666,0.75,0.6178324363401523,0.6371032635166887,12503.027304586489,17209.640321757994,1.37643787400552,0.012647579210407956
2024-07-13,sigma2_half,128,10,0.75,0.8333333333333333,0.6371032635166887,0.6551999109230479,11267.065837420378,15153.637971639837,1.344949802397649,0.013323231735854564
2024-07-13,sigma2_half,128,11,0.8333333333333333,0.9166666666666666,0.6551999109230479,0.6766932164639953,11652.904203908474,16503.426071183116,1.4162500422553665,0.013100802807624488
2024-07-13,sigma2_half,128,12,0.9166666666666666,1.0,0.6766932164639953,inf,11041.050373444625,13038.07576151396,1.1808727721116534,0.013458907309488876
2024-07-13,sigma2_half,256,1,0.0,0.08333333333333333,-inf,0.14815970668254924,11703.907820528519,22382.684958954862,1.9124112477796427,0.013072226118239563
2024-07-13,sigma2_half,256,2,0.08333333333333333,0.16666666666666666,0.14815970668254924,0.29644880924288264,11654.371212065773,20191.89864780789,1.7325601081681021,0.013099978241928168
2024-07-13,sigma2_half,256,3,0.16666666666666666,0.25,0.29644880924288264,0.4051792252303817,11818.287066399818,18720.538379477992,1.5840314484069131,0.013008814786118322
2024-07-13,sigma2_half,256,4,0.25,0.3333333333333333,0.4051792252303817,0.4853358821166542,11762.947082622624,18662.66621401845,1.5865638162726043,0.013039379527267041
2024-07-13,sigma2_half,256,5,0.3333333333333333,0.41666666666666663,0.4853358821166542,0.535837121191501,11454.404610152611,15891.174408830935,1.3873418086476352,0.013213830691346375
2024-07-13,sigma2_half,256,6,0.41666666666666663,0.5,0.535837121191501,0.5750915754889773,11524.692165865694,17128.177688588577,1.48621563527046,0.013173474372491896
2024-07-13,sigma2_half,256,7,0.5,0.5833333333333333,0.5750915754889773,0.5972988095719735,11730.904706618312,14001.601371961311,1.1935653491466796,0.013057175587865663
2024-07-13,sigma2_half,256,8,0.5833333333333333,0.6666666666666666,0.5972988095719735,0.6178324363401523,11624.43761638747,17498.313655608115,1.5053041044273825,0.013116833996612644
2024-07-13,sigma2_half,256,9,0.6666666666666666,0.75,0.6178324363401523,0.6371032635166887,12503.027304586489,17365.453789599735,1.3888999333169145,0.012647579210407956
2024-07-13,sigma2_half,256,10,0.75,0.8333333333333333,0.6371032635166887,0.6551999109230479,11267.065837420378,15780.878391393868,1.4006200566417333,0.013323231735854564
2024-07-13,sigma2_half,256,11,0.8333333333333333,0.9166666666666666,0.6551999109230479,0.6766932164639953,11652.904203908474,16941.198657769215,1.45381772314639,0.013100802807624488
2024-07-13,sigma2_half,256,12,0.9166666666666666,1.0,0.6766932164639953,inf,11041.050373444625,14219.1036397157,1.287839757883432,0.013458907309488876
2024-07-13,all_ranges_2x,128,1,0.0,0.08333333333333333,-inf,0.14803660181309314,11717.759061231718,20479.53514595355,1.7477347877641745,0.013064497674189806
2024-07-13,all_ranges_2x,128,2,0.08333333333333333,0.16666666666666666,0.14803660181309314,0.2879424100420725,11642.072425045986,19081.184821113868,1.638985236001785,0.01310689588117759
2024-07-13,all_ranges_2x,128,3,0.16666666666666666,0.25,0.2879424100420725,0.40569946662456186,11731.634721494578,20151.729171585204,1.7177255898245296,0.013056769332431701
2024-07-13,all_ranges_2x,128,4,0.25,0.3333333333333333,0.40569946662456186,0.47746718815809985,11634.714628331167,16547.132824561617,1.4222207723314884,0.013111039628425402
2024-07-13,all_ranges_2x,128,5,0.3333333333333333,0.41666666666666663,0.47746718815809985,0.5366299681321238,11809.310127052166,18576.43209880327,1.5730327935286692,0.013013758222941155
2024-07-13,all_ranges_2x,128,6,0.41666666666666663,0.5,0.5366299681321238,0.5760151602131547,11531.28043135572,17870.066086559425,1.549703538383071,0.013169710577685243
2024-07-13,all_ranges_2x,128,7,0.5,0.5833333333333333,0.5760151602131547,0.5982012471343939,11738.350273896998,14836.21158379878,1.2639094282942476,0.013053033885746246
2024-07-13,all_ranges_2x,128,8,0.5833333333333333,0.6666666666666666,0.5982012471343939,0.618739476118178,11560.843842985982,17331.99999466297,1.499198521324062,0.013152860994507576
2024-07-13,all_ranges_2x,128,9,0.6666666666666666,0.75,0.618739476118178,0.6381474209652512,11506.219148254459,17155.068165245757,1.4909387648720607,0.013184045013650666
2024-07-13,all_ranges_2x,128,10,0.75,0.8333333333333333,0.6381474209652512,0.6561331477004811,12248.028001257291,14957.572851178818,1.2212229470444864,0.01277855988441717
2024-07-13,all_ranges_2x,128,11,0.8333333333333333,0.9166666666666666,0.6561331477004811,0.6727923679088407,11004.241747850057,12598.901686444035,1.1449132048471702,0.01348139819562492
2024-07-13,all_ranges_2x,128,12,0.9166666666666666,1.0,0.6727923679088407,inf,11613.54559124312,15715.89448441044,1.3532382820506241,0.013122983514091281
2024-07-13,all_ranges_2x,256,1,0.0,0.08333333333333333,-inf,0.14803660181309314,11717.759061231718,20136.90754062669,1.7184947595696671,0.013064497674189806
2024-07-13,all_ranges_2x,256,2,0.08333333333333333,0.16666666666666666,0.14803660181309314,0.2879424100420725,11642.072425045986,18819.185949914707,1.616480748687695,0.01310689588117759
2024-07-13,all_ranges_2x,256,3,0.16666666666666666,0.25,0.2879424100420725,0.40569946662456186,11731.634721494578,19962.745789744193,1.7016167195496343,0.013056769332431701
2024-07-13,all_ranges_2x,256,4,0.25,0.3333333333333333,0.40569946662456186,0.47746718815809985,11634.714628331167,16320.973947125392,1.4027824891710647,0.013111039628425402
2024-07-13,all_ranges_2x,256,5,0.3333333333333333,0.41666666666666663,0.47746718815809985,0.5366299681321238,11809.310127052166,18303.936940653846,1.5499581892361451,0.013013758222941155
2024-07-13,all_ranges_2x,256,6,0.41666666666666663,0.5,0.5366299681321238,0.5760151602131547,11531.28043135572,17488.003979472065,1.51657086856711,0.013169710577685243
2024-07-13,all_ranges_2x,256,7,0.5,0.5833333333333333,0.5760151602131547,0.5982012471343939,11738.350273896998,14341.301007177302,1.2217475771760349,0.013053033885746246
2024-07-13,all_ranges_2x,256,8,0.5833333333333333,0.6666666666666666,0.5982012471343939,0.618739476118178,11560.843842985982,17553.64961773243,1.5183709646231673,0.013152860994507576
2024-07-13,all_ranges_2x,256,9,0.6666666666666666,0.75,0.618739476118178,0.6381474209652512,11506.219148254459,17337.108613929537,1.5067598131537108,0.013184045013650666
2024-07-13,all_ranges_2x,256,10,0.75,0.8333333333333333,0.6381474209652512,0.6561331477004811,12248.028001257291,15437.694362055161,1.2604228501494643,0.01277855988441717
2024-07-13,all_ranges_2x,256,11,0.8333333333333333,0.9166666666666666,0.6561331477004811,0.6727923679088407,11004.241747850057,12950.436378835497,1.1768585855872964,0.01348139819562492
2024-07-13,all_ranges_2x,256,12,0.9166666666666666,1.0,0.6727923679088407,inf,11613.54559124312,16649.7847870533,1.4336521655890875,0.013122983514091281
2024-07-13,all_ranges_half,128,1,0.0,0.08333333333333333,-inf,0.049841901291422706,11651.506596845455,9051.812773137337,0.7768791699082106,0.013101588509685765
2024-07-13,all_ranges_half,128,2,0.08333333333333333,0.16666666666666666,0.049841901291422706,0.10385479404555406,11728.643788258254,7041.881188570016,0.6004002948422531,0.013058434036241882
2024-07-13,all_ranges_half,128,3,0.16666666666666666,0.25,0.10385479404555406,0.15031308664672483,11604.234783399475,6366.370632785793,0.5486247694585817,0.013128247156229188
2024-07-13,all_ranges_half,128,4,0.25,0.3333333333333333,0.15031308664672483,0.19509214921704424,11837.892996645482,7384.807565992454,0.6238278693754958,0.012998037715977125
2024-07-13,all_ranges_half,128,5,0.3333333333333333,0.41666666666666663,0.19509214921704424,0.23026098660403121,11498.939508776297,7311.840331149073,0.6358708405734704,0.013188217568413029
2024-07-13,all_ranges_half,128,6,0.41666666666666663,0.5,0.23026098660403121,0.2551433942965401,11845.630633899891,6724.838362095637,0.5677062344701562,0.012993791824253732
2024-07-13,all_ranges_half,128,7,0.5,0.5833333333333333,0.2551433942965401,0.2744268656494717,11438.558851340349,7325.760613714163,0.6404443696904828,0.013222980039299568
2024-07-13,all_ranges_half,128,8,0.5833333333333333,0.6666666666666666,0.2744268656494717,0.292741897955069,11590.707057348554,9095.313489559332,0.784707390546366,0.013135906030778768
2024-07-13,all_ranges_half,128,9,0.6666666666666666,0.75,0.292741897955069,0.3060124186398523,12210.375701903933,6844.579685103876,0.5605543885137472,0.012798246904223565
2024-07-13,all_ranges_half,128,10,0.75,0.8333333333333333,0.3060124186398523,0.3230873462170392,11188.640303852793,7388.681209892471,0.6603734689145551,0.013369844055276414
2024-07-13,all_ranges_half,128,11,0.8333333333333333,0.9166666666666666,0.3230873462170392,0.34272199569691686,11533.863648052531,7773.8760350377415,0.674004502936043,0.013168235698045247
2024-07-13,all_ranges_half,128,12,0.9166666666666666,1.0,0.34272199569691686,inf,11609.006129676985,7708.360006601157,0.6639982717293679,0.013125548998864018
2024-07-13,all_ranges_half,256,1,0.0,0.08333333333333333,-inf,0.049841901291422706,11651.506596845455,9114.288798559228,0.7822412254417677,0.013101588509685765
2024-07-13,all_ranges_half,256,2,0.08333333333333333,0.16666666666666666,0.049841901291422706,0.10385479404555406,11728.643788258254,6761.652534175093,0.5765076215328748,0.013058434036241882
2024-07-13,all_ranges_half,256,3,0.16666666666666666,0.25,0.10385479404555406,0.15031308664672483,11604.234783399475,6295.588734961555,0.5425251085032988,0.013128247156229188
2024-07-13,all_ranges_half,256,4,0.25,0.3333333333333333,0.15031308664672483,0.19509214921704424,11837.892996645482,7315.0396082613515,0.6179342565720287,0.012998037715977125
2024-07-13,all_ranges_half,256,5,0.3333333333333333,0.41666666666666663,0.19509214921704424,0.23026098660403121,11498.939508776297,7199.6765341278915,0.6261165674132738,0.013188217568413029
2024-07-13,all_ranges_half,256,6,0.41666666666666663,0.5,0.23026098660403121,0.2551433942965401,11845.630633899891,6588.128470386531,0.5561652793336801,0.012993791824253732
2024-07-13,all_ranges_half,256,7,0.5,0.5833333333333333,0.2551433942965401,0.2744268656494717,11438.558851340349,7118.714205335971,0.6223436271870747,0.013222980039299568
2024-07-13,all_ranges_half,256,8,0.5833333333333333,0.6666666666666666,0.2744268656494717,0.292741897955069,11590.707057348554,9146.348686938669,0.7891105039308062,0.013135906030778768
2024-07-13,all_ranges_half,256,9,0.6666666666666666,0.75,0.292741897955069,0.3060124186398523,12210.375701903933,6944.588954648192,0.5687449038579001,0.012798246904223565
2024-07-13,all_ranges_half,256,10,0.75,0.8333333333333333,0.3060124186398523,0.3230873462170392,11188.640303852793,7571.711755930213,0.6767320738090852,0.013369844055276414
2024-07-13,all_ranges_half,256,11,0.8333333333333333,0.9166666666666666,0.3230873462170392,0.34272199569691686,11533.863648052531,7919.997705502334,0.6866734294053848,0.013168235698045247
2024-07-13,all_ranges_half,256,12,0.9166666666666666,1.0,0.34272199569691686,inf,11609.006129676985,8042.385904812574,0.6927712687008762,0.013125548998864018
2024-07-13,lat_range_quarter,128,1,0.0,0.08333333333333333,-inf,0.05358813236027554,11674.746482826295,10482.474393671118,0.8978759760728832,0.013088541926633532
2024-07-13,lat_range_quarter,128,2,0.08333333333333333,0.16666666666666666,0.05358813236027554,0.09718578710111914,11929.190115688934,8461.552556401626,0.7093149219973643,0.01294820354397654
2024-07-13,lat_range_quarter,128,3,0.16666666666666666,0.25,0.09718578710111914,0.1446001682271572,11430.121609349346,8792.419772753892,0.7692323908051926,0.013227859466902686
2024-07-13,lat_range_quarter,128,4,0.25,0.3333333333333333,0.1446001682271572,0.20389614551497293,11587.513677507486,9760.219863741033,0.8423049271291553,0.013137715955193583
2024-07-13,lat_range_quarter,128,5,0.3333333333333333,0.41666666666666663,0.20389614551497293,0.2662689476749921,11737.126168170726,10994.970247981604,0.9367685147492294,0.013053714541160085
2024-07-13,lat_range_quarter,128,6,0.41666666666666663,0.5,0.2662689476749921,0.32214834056984953,11552.101723515283,11142.594876451716,0.9645513122317837,0.013157836804948631
2024-07-13,lat_range_quarter,128,7,0.5,0.5833333333333333,0.32214834056984953,0.37456235095806056,11958.278275863355,12292.696673886981,1.0279654303327779,0.012932445893500724
2024-07-13,lat_range_quarter,128,8,0.5833333333333333,0.6666666666666666,0.37456235095806056,0.4164205496632396,11520.691416232483,11973.670977356931,1.039318782593743,0.013175761526799355
2024-07-13,lat_range_quarter,128,9,0.6666666666666666,0.75,0.4164205496632396,0.44825514234554564,11665.453290618796,11360.290332745863,0.9738404543509388,0.01309375433105941
2024-07-13,lat_range_quarter,128,10,0.75,0.8333333333333333,0.44825514234554564,0.4742480739374407,11879.988828890608,12959.825777729828,1.0908954515355431,0.012974988503072942
2024-07-13,lat_range_quarter,128,11,0.8333333333333333,0.9166666666666666,0.4742480739374407,0.4861274841623781,11645.360299693537,10513.692105189446,0.9028223974715602,0.013105045493052896
2024-07-13,lat_range_quarter,128,12,0.9166666666666666,1.0,0.4861274841623781,inf,11157.428111642977,10743.887813235793,0.9629358760577048,0.013388531637296721
